This file was generated by Console at 2021:06:12-00:00:01



[2021:06:12-00:00:01]  (Local) -> (LOCAL)[1]NexoFX: lol
[2021:06:12-00:04:53]  (Local) -> (LOCAL)[5]#7F7F7F|LG|#FF0000PsIcKo?'DeTemeer~ELN: suabe
[2021:06:12-00:04:53]  (Local) -> (LOCAL)[2]javier2cb: oe
[2021:06:12-00:04:54]  (Global) -> FarKudu86: como es este trabajo de poli
[2021:06:12-00:04:54]  (Global) -> SuddenGuard90: dos camiones
[2021:06:12-00:04:56]  (Local) -> (LOCAL)[2]Guarachero|AUC: oe
[2021:06:12-00:04:56]  (Local) -> (LOCAL)[1]NexoFX: Por que nerfearon al pescador?
[2021:06:12-00:04:56]  (Global) -> SOFFIA<3: VENDO URANUS RX-7 FULLTUNING
[2021:06:12-00:04:57]  (Global) -> Jose: Jimenez hay que pagar para ser militar?
[2021:06:12-00:04:57]  (Local) -> (LOCAL)[4]#7F7F7F|LG|#FF0000PsIcKo?'DeTemeer~ELN: a y
[2021:06:12-00:04:59]  (Local) -> (LOCAL)[2]javier2cb: vendo camioneta
[2021:06:12-00:05:00]  (Global) -> wilson: andre
[2021:06:12-00:05:01]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez|#9800D1GDT!: No
[2021:06:12-00:05:02]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#FF0000PsIcKo?'DeTemeer~ELN: me robaron el crunchyroll
[2021:06:12-00:05:04]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#FF0000PsIcKo?'DeTemeer~ELN: ;v
[2021:06:12-00:05:04]  (Local) -> (LOCAL)[2]javier2cb: mercedez
[2021:06:12-00:05:04]  (Local) -> (LOCAL)[11]santimil: sobelo
[2021:06:12-00:05:04]  (Global) -> Gustavo_Petro: si, les promete cielo y tierra y despues se desaparece 
[2021:06:12-00:05:06]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez|#9800D1GDT!: Ya eres militar
[2021:06:12-00:05:06]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: mmm ya
[2021:06:12-00:05:06]  (Local) -> (LOCAL)[1]Buitrago[CDG]: no me acuerdo por q
[2021:06:12-00:05:08]  (Local) -> (LOCAL)[2]Guarachero|AUC: ajjaa nonas vea la q tengo yo
[2021:06:12-00:05:09]  (Local) -> (LOCAL)[1]Buitrago[CDG]: pero lastima
[2021:06:12-00:05:09]  (Global) -> Jose: Como reporto a ese malparido
[2021:06:12-00:05:10]  (Global) -> YISUS_[CDG]: addmi admi haceme tp ay un tombo que me cojio sinedo policia yo tambien
[2021:06:12-00:05:10]  (Global) -> Fluency{AK}: YO MANEJO
[2021:06:12-00:05:10]  (Global) -> Gustavo_Petro: asi trabaja la gente co o usted
[2021:06:12-00:05:10]  (Global) -> FrightenedLyre54: quoen se quiere ir conmigo?
[2021:06:12-00:05:10]  (Global) -> Jose: Si
[2021:06:12-00:05:10]  (Local) -> (LOCAL)[4]Andres_06: unda resign para soltarnos
[2021:06:12-00:05:11]  (Local) -> (LOCAL)[10]MUTIS_09|: epaPAPAPAA
[2021:06:12-00:05:12]  (Local) -> (LOCAL)[7]ANggEL(CDG): mk no se me atrase brow
[2021:06:12-00:05:12]  (Global) -> WantingGangsta8: maricon
[2021:06:12-00:05:15]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ: COMPRO RARES
[2021:06:12-00:05:15]  (Global) -> ANDERSON_R2: estoy bug
[2021:06:12-00:05:16]  (Local) -> (LOCAL)[1]Buitrago[CDG]: era chevere jasjsaja
[2021:06:12-00:05:17]  (Local) -> (LOCAL)[7]elKRIS_LMB: se le exploto a yeison
[2021:06:12-00:05:18]  (Local) -> (LOCAL)[7]H0la: zzzz
[2021:06:12-00:05:20]  (Local) -> (LOCAL)[4]R4ND4LL[CDG!: lok
[2021:06:12-00:05:21]  (Global) -> Don_Rogelio: hola
[2021:06:12-00:05:22]  (Local) -> (LOCAL)[2]R4ND4LL[CDG!: explica bn
[2021:06:12-00:05:22]  (Global) -> LacuCona7: aÃ±aÃ±ai
[2021:06:12-00:05:22]  (Local) -> (LOCAL)[4]YISUS_[CDG]: soltame pa
[2021:06:12-00:05:23]  (Global) -> #7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU|#18AED9ã‚«ãƒ—ã‚¬ãƒ³: uy como ais
[2021:06:12-00:05:23]  (Local) -> (LOCAL)[1]NexoFX: le creo
[2021:06:12-00:05:23]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ: Oreo~[2]
[2021:06:12-00:05:24]  (Global) -> Jose: Pero me dijo que le pagara que tenia que sacar una licencia para ser militar
[2021:06:12-00:05:24]  (Team - Unemployed) -> (TEAM)ANDERSON_R2: ayuda
[2021:06:12-00:05:25]  (Global) -> SuddenGuard90: Jimenez, los milicos reciben paga?
[2021:06:12-00:05:26]  (Local) -> (LOCAL)[10]MUTIS_09|: eaeaeae
[2021:06:12-00:05:26]  (Local) -> (LOCAL)[2]Lavi: xDDD
[2021:06:12-00:05:28]  (Local) -> (LOCAL)[1]Buitrago[CDG]: ahora no se cuanto se gana uno
[2021:06:12-00:05:28]  (Local) -> (LOCAL)[2]R4ND4LL[CDG!: ahira si
[2021:06:12-00:05:29]  (Local) -> (LOCAL)[2]IDavid: AJJAJAA
[2021:06:12-00:05:29]  (Local) -> (LOCAL)[1]NexoFX: uno ganaba re arto
[2021:06:12-00:05:30]  (Global) -> FrightenedLyre54: alguien se va conmigo?
[2021:06:12-00:05:30]  (Local) -> (LOCAL)[10]MUTIS_09|: eaea
[2021:06:12-00:05:31]  (Local) -> (LOCAL)[2]Lavi: debes buscar a ColombiaHumana[MP]
[2021:06:12-00:05:32]  (Local) -> (LOCAL)[2]Alcapone: ahhhhya
[2021:06:12-00:05:32]  (Local) -> (LOCAL)[10]MUTIS_09|: eaeaeaeae
[2021:06:12-00:05:34]  (Global) -> alias_el_nene: BUSCA LA Q MAS TE GUSTE LE DAS EN COMPRAR SKIN Y YA
[2021:06:12-00:05:35]  (Local) -> (LOCAL)[5]YISUS_[CDG]: xd
[2021:06:12-00:05:36]  (Local) -> (LOCAL)[3]Lavi: que el te puede meter a la gang
[2021:06:12-00:05:36]  (Local) -> (LOCAL)[3]R4ND4LL[CDG!: donde
[2021:06:12-00:05:37]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez|#9800D1GDT!: Debes matar con la motocierra 
[2021:06:12-00:05:37]  (Local) -> (LOCAL)[5]YISUS_[CDG]: del dele
[2021:06:12-00:05:41]  (Global) -> Don_Rogelio: soy nuevon,algun tip ?
[2021:06:12-00:05:42]  (Global) -> wilson: andele chofer
[2021:06:12-00:05:43]  (Global) -> NEABOY: jimenez
[2021:06:12-00:05:44]  (Local) -> (LOCAL)[2]yeison[LMB]: espere a kris mk
[2021:06:12-00:05:44]  (Global) -> #7F7F7F|LG|#FF0000PsIcKo?'DeTemeer~ELN|#18AED9ã‚«ãƒ—ã‚¬ãƒ³: aca podando el cesped
[2021:06:12-00:05:45]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez|#9800D1GDT!: Es complicado te recomiendo otro trabajo
[2021:06:12-00:05:45]  (Global) -> NEABOY: seamos amigos
[2021:06:12-00:05:46]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez|#9800D1GDT!: Que 
[2021:06:12-00:05:46]  (Global) -> alias_el_nene: Y SI TE FALTA YO TE DOY
[2021:06:12-00:05:47]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez|#9800D1GDT!: No
[2021:06:12-00:05:48]  (Local) -> (LOCAL)[2]Guarachero|AUC: venga parchese aca mejor
[2021:06:12-00:05:50]  (Local) -> (LOCAL)[4]R4ND4LL[CDG!: ese mrk nhh
[2021:06:12-00:05:50]  (Global) -> Jose: Como reporto?
[2021:06:12-00:05:53]  (Local) -> (LOCAL)[4]Bocato[CDG]: JAJAAJ
[2021:06:12-00:05:54]  (Local) -> (LOCAL)[2]IDavid: sisas
[2021:06:12-00:05:54]  (Local) -> (LOCAL)[2]Guarachero|AUC: esa camioneta esta mela
[2021:06:12-00:05:55]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez|#9800D1GDT!: Si estafa a la gente lo baneo broder
[2021:06:12-00:05:57]  (Local) -> (LOCAL)[2]Andres_06: jajajajajaj
[2021:06:12-00:05:57]  (Local) -> (LOCAL)[6]yeison[LMB]: oeee
[2021:06:12-00:05:58]  (Local) -> (LOCAL)[1]Buitrago[CDG]: szs bro
[2021:06:12-00:06:02]  (Global) -> Jose: A mi me estafo entonces
[2021:06:12-00:06:02]  (Global) -> Anderson_Chinchilla: si bro me falta
[2021:06:12-00:06:03]  (Global) -> NEABOY: bro yo no estoy estafando
[2021:06:12-00:06:04]  (Local) -> (LOCAL)[4]Lavi: ps es el unico reclutador conectado
[2021:06:12-00:06:04]  (Local) -> (LOCAL)[5]elKRIS_LMB: se dejo
[2021:06:12-00:06:05]  (Local) -> (LOCAL)[1]Buitrago[CDG]: hace cuatno juega?
[2021:06:12-00:06:06]  (Local) -> (LOCAL)[6]ANggEL(CDG): mk vaya con migo
[2021:06:12-00:06:06]  (Global) -> NEABOY: jose cuales
[2021:06:12-00:06:06]  (Global) -> ALEXIS|2cB: ajaj
[2021:06:12-00:06:07]  (Local) -> (LOCAL)[4]Lavi: le toco aguantarse
[2021:06:12-00:06:07]  (Local) -> (LOCAL)[5]elKRIS_LMB: me dejo
[2021:06:12-00:06:09]  (Global) -> alias_el_nene: CUANTO
[2021:06:12-00:06:10]  (Global) -> ALEXIS|2cB: uy
[2021:06:12-00:06:11]  (Local) -> (LOCAL)[10]Pinino'2cB: ahi le tire la liga
[2021:06:12-00:06:11]  (Global) -> NEABOY: yo no he hecho negocios con usted
[2021:06:12-00:06:13]  (Global) -> NEABOY: mentiroso
[2021:06:12-00:06:13]  (Local) -> (LOCAL)[7]elKRIS_LMB: sapo
[2021:06:12-00:06:15]  (Global) -> KEKINGZZZ: nea yo cuido el carro jaja 
[2021:06:12-00:06:16]  (Global) -> wilson: vamos al banco
[2021:06:12-00:06:16]  (Local) -> (LOCAL)[4]R4ND4LL[CDG!: ush
[2021:06:12-00:06:16]  (Global) -> FrightenedLyre54: alguien conmigo?
[2021:06:12-00:06:17]  (Local) -> (LOCAL)[1]NexoFX: hace mucho mano, mas de 1 aÃ±o pero lo dejÃ© porque cambiÃ© de pc
[2021:06:12-00:06:18]  (Global) -> WantingGangsta8: porque me diste dinero
[2021:06:12-00:06:18]  (Global) -> Jose: Sisas yo soy Peru
[2021:06:12-00:06:19]  (Local) -> (LOCAL)[6]LondonFREE: a
[2021:06:12-00:06:21]  (Local) -> (LOCAL)[6]ALEXIS|2cB: esta bueno
[2021:06:12-00:06:22]  (Global) -> wilson: xd
[2021:06:12-00:06:22]  (Local) -> (LOCAL)[6]ALEXIS|2cB: manito
[2021:06:12-00:06:24]  (Global) -> Jose: Gonorrea esta
[2021:06:12-00:06:27]  (Local) -> (LOCAL)[6]LondonFREE: hajajaj grx bb
[2021:06:12-00:06:28]  (Local) -> (LOCAL)[8]elKRIS_LMB: ale
[2021:06:12-00:06:30]  (Global) -> wilson: por guapo
[2021:06:12-00:06:30]  (Global) -> Jose: Me dijo que le de 250K
[2021:06:12-00:06:30]  (Team - Law Enforcement) -> (TEAM)Pedrito: AMI NO JAJA
[2021:06:12-00:06:31]  (Local) -> (LOCAL)[8]Joystick|CDG: uds que
[2021:06:12-00:06:31]  (Local) -> (LOCAL)[8]ANggEL(CDG): oe
[2021:06:12-00:06:33]  (Local) -> (LOCAL)[2]Carrancho*2cb: xd
[2021:06:12-00:06:34]  (Local) -> (LOCAL)[10]laliendra: LA WENA
[2021:06:12-00:06:34]  (Global) -> FrightenedLyre54: epa
[2021:06:12-00:06:34]  (Global) -> wilson: andele chofer
[2021:06:12-00:06:35]  (Team - Law Enforcement) -> (TEAM)Pedrito: SUELTAME PORFA
[2021:06:12-00:06:36]  (Local) -> (LOCAL)[8]ANggEL(CDG): so que dice la raza
[2021:06:12-00:06:37]  (Local) -> (LOCAL)[8]LondonFREE: a
[2021:06:12-00:06:38]  (Local) -> (LOCAL)[2]Guarachero|AUC: veo
[2021:06:12-00:06:39]  (Global) -> YISUS_[CDG]: RAMIRES
[2021:06:12-00:06:40]  (Global) -> NEABOY: hermano yo nunca le dije eswo
[2021:06:12-00:06:41]  (Local) -> (LOCAL)[1]Buitrago[CDG]: pero volvio eso esta bien nea
[2021:06:12-00:06:41]  (Global) -> Fluency{AK}: VAMOS A MATAR 
[2021:06:12-00:06:42]  (Local) -> (LOCAL)[6]Andres_Ramires|2cb: q
[2021:06:12-00:06:42]  (Local) -> (LOCAL)[10]santimil: saimon te canta
[2021:06:12-00:06:43]  (Local) -> (LOCAL)[2]Guarachero|AUC: esta mela
[2021:06:12-00:06:43]  (Global) -> Anderson_Chinchilla: si tengo pero traje lo que era
[2021:06:12-00:06:43]  (Global) -> alias_el_nene: TE VOY A DAR 100K TE ALCANZA?
[2021:06:12-00:06:44]  (Local) -> (LOCAL)[8]Joystick|CDG: buena
[2021:06:12-00:06:47]  (Local) -> (LOCAL)[8]yeison[LMB]: maneje
[2021:06:12-00:06:47]  (Local) -> (LOCAL)[2]Guarachero|AUC: quedese con ella
[2021:06:12-00:06:47]  (Team - Law Enforcement) -> (TEAM)Pedrito: DAME RELEASE
[2021:06:12-00:06:47]  (Local) -> (LOCAL)[8]ANggEL(CDG): agase atras bro
[2021:06:12-00:06:47]  (Local) -> (LOCAL)[1]Buitrago[CDG]: seamos parceros pa
[2021:06:12-00:06:48]  (Local) -> (LOCAL)[8]Joystick|CDG: me les puedo unir?
[2021:06:12-00:06:49]  (Global) -> ALEXIS|2cB: q paso manito
[2021:06:12-00:06:50]  (Global) -> WantingGangsta8: jJSJAJA
[2021:06:12-00:06:51]  (Local) -> (LOCAL)[6]YISUS_[CDG]: SAPA PERRA A MI NO ME COJA
[2021:06:12-00:06:51]  (Local) -> (LOCAL)[10]santimil: lina de extraÃ±o
[2021:06:12-00:06:52]  (Local) -> (LOCAL)[1]NexoFX: hagale nea
[2021:06:12-00:06:53]  (Global) -> wilson: jajajaja
[2021:06:12-00:06:54]  (Global) -> FrightenedLyre54: sisas
[2021:06:12-00:06:54]  (Team - Law Enforcement) -> (TEAM)Pedrito: ESTABA ARRESTANDO
[2021:06:12-00:06:55]  (Local) -> (LOCAL)[6]Andres_Ramires|2cb: por
[2021:06:12-00:06:57]  (Local) -> (LOCAL)[6]H0la: xS
[2021:06:12-00:06:57]  (Local) -> (LOCAL)[1]Buitrago[CDG]: nea
[2021:06:12-00:06:58]  (Local) -> (LOCAL)[2]javier2cb: necesito venderla
[2021:06:12-00:06:58]  (Local) -> (LOCAL)[6]YISUS_[CDG]: CARE VRG
[2021:06:12-00:06:59]  (Global) -> #9E016Cmata|#9E016Cà¶ž: QQQ
[2021:06:12-00:06:59]  (Global) -> ChirreteKenda: aqui nunca hemos recibido plata de nadie
[2021:06:12-00:07:00]  (Team - Law Enforcement) -> (TEAM)Pedrito: OIRFA
[2021:06:12-00:07:01]  (Local) -> (LOCAL)[6]Andres_Ramires|2cb: por
[2021:06:12-00:07:01]  (Local) -> (LOCAL)[1]Buitrago[CDG]: me tengo q desconectar
[2021:06:12-00:07:01]  (Local) -> (LOCAL)[2]IDavid: cuanto
[2021:06:12-00:07:02]  (Local) -> (LOCAL)[10]MUTIS_09|: adm mimdo
[2021:06:12-00:07:02]  (Global) -> ALEXIS|2cB: vendo nrg 500
[2021:06:12-00:07:03]  (Local) -> (LOCAL)[2]Guarachero|AUC: JAJAJA
[2021:06:12-00:07:03]  (Global) -> LacuCona7: bobo mk
[2021:06:12-00:07:03]  (Local) -> (LOCAL)[7]YISUS_[CDG]: SOY POLICIA
[2021:06:12-00:07:04]  (Local) -> (LOCAL)[7]H0la: xD
[2021:06:12-00:07:04]  (Local) -> (LOCAL)[1]NexoFX: hagale mano
[2021:06:12-00:07:05]  (Local) -> (LOCAL)[1]Buitrago[CDG]: en un hora o media hora vuelvo
[2021:06:12-00:07:06]  (Local) -> (LOCAL)[5]Joystick|CDG: como es que se encienden las alarmas
[2021:06:12-00:07:07]  (Local) -> (LOCAL)[1]Buitrago[CDG]: peroa camellar
[2021:06:12-00:07:08]  (Team - Law Enforcement) -> (TEAM)Pedrito: OIRFA
[2021:06:12-00:07:08]  (Local) -> (LOCAL)[3]elKRIS_LMB: xD
[2021:06:12-00:07:09]  (Local) -> (LOCAL)[1]NexoFX: hagale
[2021:06:12-00:07:10]  (Global) -> Alvaro_Uribe2cb: #000000ALEXIS|2cB
[2021:06:12-00:07:10]  (Local) -> (LOCAL)[1]Buitrago[CDG]: debo plata ajsajsa
[2021:06:12-00:07:11]  (Local) -> (LOCAL)[3]Lavi: cacerino xddd
[2021:06:12-00:07:11]  (Local) -> (LOCAL)[1]NexoFX: tiene discord?
[2021:06:12-00:07:11]  (Local) -> (LOCAL)[10]MUTIS_09|: AJJAJAJAJAJAAA
[2021:06:12-00:07:11]  (Global) -> alias_el_nene: PON /resign
[2021:06:12-00:07:11]  (Global) -> Alvaro_Uribe2cb: #000000ALEXIS|2cB
[2021:06:12-00:07:12]  (Team - Law Enforcement) -> (TEAM)Pedrito: PORFA
[2021:06:12-00:07:12]  (Local) -> (LOCAL)[8]Bocato[CDG]: Ey esta sapa que
[2021:06:12-00:07:12]  (Global) -> NEABOY: yo solo pido plata pa inversiones y los meto a la gang
[2021:06:12-00:07:13]  (Global) -> Alvaro_Uribe2cb: #000000ALEXIS|2cB
[2021:06:12-00:07:13]  (Global) -> FrightenedLyre54: ay algien abaho
[2021:06:12-00:07:14]  (Local) -> (LOCAL)[2]ALFREDO.GOMEZ: pino
[2021:06:12-00:07:14]  (Local) -> (LOCAL)[1]Buitrago[CDG]: wssp
[2021:06:12-00:07:16]  (Local) -> (LOCAL)[10]MUTIS_09|: JAJAJAJAJAJAJAJAJA
[2021:06:12-00:07:16]  (Local) -> (LOCAL)[3]elKRIS_LMB: CON H
[2021:06:12-00:07:16]  (Local) -> (LOCAL)[2]javier2cb: en la tienda cuesta 7 ppalos
[2021:06:12-00:07:17]  (Global) -> alias_el_nene: bella
[2021:06:12-00:07:17]  (Local) -> (LOCAL)[2]Guarachero|AUC: uy nea yo quiero ese carro
[2021:06:12-00:07:17]  (Global) -> LondonFREE: VENDO BANSHEE
[2021:06:12-00:07:18]  (Local) -> (LOCAL)[3]R4ND4LL[CDG!: mno donde busco a ese mrk
[2021:06:12-00:07:19]  (Local) -> (LOCAL)[1]Buitrago[CDG]: si queres me hablas
[2021:06:12-00:07:20]  (Local) -> (LOCAL)[2]javier2cb: la vendo a 6
[2021:06:12-00:07:20]  (Local) -> (LOCAL)[9]Bocato[CDG]: yisus
[2021:06:12-00:07:22]  (Local) -> (LOCAL)[10]MUTIS_09|: AJAJAJAJAJAJ
[2021:06:12-00:07:25]  (Local) -> (LOCAL)[9]YISUS_[CDG]: diga
[2021:06:12-00:07:25]  (Local) -> (LOCAL)[2]ALFREDO.GOMEZ: vare cebolla
[2021:06:12-00:07:25]  (Global) -> ALEXIS|2cB: q hibuo
[2021:06:12-00:07:26]  (Team - Law Enforcement) -> (TEAM)Pedrito: DEJAME AMI PORFA
[2021:06:12-00:07:26]  (Local) -> (LOCAL)[3]Lavi: cuando salgas pones
[2021:06:12-00:07:27]  (Local) -> (LOCAL)[2]IDavid: uy
[2021:06:12-00:07:27]  (Global) -> ALEXIS|2cB: omar
[2021:06:12-00:07:28]  (Local) -> (LOCAL)[2]Guarachero|AUC: ufff
[2021:06:12-00:07:29]  (Global) -> WantingGangsta8: xd
[2021:06:12-00:07:29]  (Local) -> (LOCAL)[1]Gomez2cb$$: brrrr
[2021:06:12-00:07:30]  (Local) -> (LOCAL)[10]MUTIS_09|: AAJJAJAJAJSKAJAKAK
[2021:06:12-00:07:30]  (Local) -> (LOCAL)[1]Buitrago[CDG]: 3132527693
[2021:06:12-00:07:31]  (Local) -> (LOCAL)[3]Lavi: /localizar ColombiaHumana[MP]
[2021:06:12-00:07:32]  (Team - Law Enforcement) -> (TEAM)Pedrito: ESTABA ARRESTANDO
[2021:06:12-00:07:33]  (Team - Unemployed) -> (TEAM)jessell01: espera yo no queria ese xd
[2021:06:12-00:07:33]  (Local) -> (LOCAL)[8]ANggEL(CDG): si nos disparan nos encendemos
[2021:06:12-00:07:34]  (Global) -> bolilloventiado: ..
[2021:06:12-00:07:34]  (Local) -> (LOCAL)[5]Bocato[CDG]: mala mia por matarte
[2021:06:12-00:07:35]  (Global) -> ALEXIS|2cB: omar
[2021:06:12-00:07:37]  (Local) -> (LOCAL)[1]LondonFREE: oe
[2021:06:12-00:07:37]  (Local) -> (LOCAL)[10]MUTIS_09|: AJAJAJAJ
[2021:06:12-00:07:39]  (Local) -> (LOCAL)[2]IDavid: tengo la plata
[2021:06:12-00:07:39]  (Global) -> FrightenedLyre54: pa tras un poquito
[2021:06:12-00:07:39]  (Local) -> (LOCAL)[2]Gomez2cb$$: compre cucho compre
[2021:06:12-00:07:41]  (Local) -> (LOCAL)[3]R4ND4LL[CDG!: brv
[2021:06:12-00:07:42]  (Local) -> (LOCAL)[5]YISUS_[CDG]: no pasa nada
[2021:06:12-00:07:42]  (Local) -> (LOCAL)[13]CALDERON: eso le pasa por espaldero
[2021:06:12-00:07:42]  (Global) -> alias_el_nene: xD
[2021:06:12-00:07:43]  (Global) -> ALEXIS|2cB: acuerdese la alianza
[2021:06:12-00:07:44]  (Global) -> SuddenGuard90: cuanndo nos encendemos, nos matan sajsjasj
[2021:06:12-00:07:45]  (Local) -> (LOCAL)[2]ALFREDO.GOMEZ: care cebolla
[2021:06:12-00:07:45]  (Global) -> Pocholo2MG{EMP}: como me cambi de skin
[2021:06:12-00:07:45]  (Local) -> (LOCAL)[8]yeison[LMB]: delem rapio
[2021:06:12-00:07:45]  (Local) -> (LOCAL)[5]YISUS_[CDG]: a demas gracias
[2021:06:12-00:07:45]  (Local) -> (LOCAL)[2]javier2cb: vea
[2021:06:12-00:07:45]  (Local) -> (LOCAL)[2]Guarachero|AUC: yo estaba horrando para ese pero me quede con la otra
[2021:06:12-00:07:46]  (Global) -> Pocholo2MG{EMP}: plxi
[2021:06:12-00:07:46]  (Local) -> (LOCAL)[10]santimil: el reencuentro
[2021:06:12-00:07:46]  (Local) -> (LOCAL)[4]ALEXIS|2cB: oe manito
[2021:06:12-00:07:49]  (Global) -> Fluency{AK}: VAMOS A MATAR ALA CIUDAD
[2021:06:12-00:07:49]  (Local) -> (LOCAL)[3]ALEXIS|2cB: la alianza
[2021:06:12-00:07:49]  (Local) -> (LOCAL)[2]H0la: si me soltas no te disparo uwu
[2021:06:12-00:07:49]  (Global) -> LacuCona7: naaa
[2021:06:12-00:07:50]  (Local) -> (LOCAL)[2]ALFREDO.GOMEZ: gorda
[2021:06:12-00:07:50]  (Local) -> (LOCAL)[1]Gomez2cb$$: no ande a piues jajajajajaa
[2021:06:12-00:07:51]  (Team - Law Enforcement) -> (TEAM)Pedrito: PORQUE SER ASI SI ESTABA ARRESTANDO
[2021:06:12-00:07:52]  (Local) -> (LOCAL)[10]MUTIS_09|: AJAJAJAJJAJAJAA
[2021:06:12-00:07:52]  (Local) -> (LOCAL)[10]LacuCona7: no la cague
[2021:06:12-00:07:52]  (Global) -> LondonFREE: VENDO BANSHEE chimba d carro
[2021:06:12-00:07:52]  (Local) -> (LOCAL)[3]ALEXIS|2cB: la va a romper
[2021:06:12-00:07:53]  (Local) -> (LOCAL)[3]YISUS_[CDG]: por que ramirez me queira cojer
[2021:06:12-00:07:54]  (Local) -> (LOCAL)[8]yeison[LMB]: szs
[2021:06:12-00:07:54]  (Local) -> (LOCAL)[3]CALDERON: eso le pasa por espaldero
[2021:06:12-00:07:55]  (Local) -> (LOCAL)[3]ALEXIS|2cB: omar
[2021:06:12-00:07:56]  (Team - Services) -> (TEAM)Pocholo2MG{EMP}: como me cambi de skin
[2021:06:12-00:07:56]  (Local) -> (LOCAL)[10]santimil: uno siempre vuelve donde fue feliz
[2021:06:12-00:07:57]  (Local) -> (LOCAL)[2]IDavid: toca ir al banco
[2021:06:12-00:08:00]  (Global) -> Pocholo2MG{EMP}: que comando
[2021:06:12-00:08:00]  (Local) -> (LOCAL)[3]H0la: q dices
[2021:06:12-00:08:00]  (Local) -> (LOCAL)[2]Guarachero|AUC: AISSS
[2021:06:12-00:08:01]  (Local) -> (LOCAL)[2]javier2cb: vendo ese tambien
[2021:06:12-00:08:01]  (Local) -> (LOCAL)[1]NexoFX: umano yo voy a jugar con unos amigos
[2021:06:12-00:08:01]  (Local) -> (LOCAL)[10]MUTIS_09|: AJAJAJAJSJAKSJAK
[2021:06:12-00:08:01]  (Local) -> (LOCAL)[2]IDavid: jajajaja
[2021:06:12-00:08:01]  (Local) -> (LOCAL)[3]Bocato[CDG]: brv
[2021:06:12-00:08:01]  (Global) -> LacuCona7: JAJJAJAJAJAAJJAJAJAJA
[2021:06:12-00:08:01]  (Local) -> (LOCAL)[10]santimil: uno siempre vuelve donde fue feliz
[2021:06:12-00:08:04]  (Local) -> (LOCAL)[1]NexoFX: ahi lo agregue
[2021:06:12-00:08:04]  (Global) -> alias_el_nene: buscas la q mas te gusta le das comprar skin y listo
[2021:06:12-00:08:05]  (Local) -> (LOCAL)[2]Guarachero|AUC: q pobreza tan doble hp
[2021:06:12-00:08:06]  (Local) -> (LOCAL)[7]Lavi: ey
[2021:06:12-00:08:09]  (Local) -> (LOCAL)[1]Buitrago[CDG]: breve mano
[2021:06:12-00:08:10]  (Local) -> (LOCAL)[4]ALEXIS|2cB: omar
[2021:06:12-00:08:10]  (Local) -> (LOCAL)[4]R4ND4LL[CDG!: HABLAME
[2021:06:12-00:08:11]  (Local) -> (LOCAL)[4]Lavi: si quieres te ayudo a buscarlo
[2021:06:12-00:08:11]  (Local) -> (LOCAL)[1]Buitrago[CDG]: la re buena
[2021:06:12-00:08:12]  (Global) -> Pocholo2MG{EMP}: pero para ponermelo
[2021:06:12-00:08:12]  (Local) -> (LOCAL)[2]javier2cb: entonces q
[2021:06:12-00:08:13]  (Global) -> alias_el_nene: te metes ahy
[2021:06:12-00:08:14]  (Local) -> (LOCAL)[2]Guarachero|AUC: yo quiero ese lambo
[2021:06:12-00:08:15]  (Local) -> (LOCAL)[2]IDavid: no tengo los mods activaods
[2021:06:12-00:08:15]  (Local) -> (LOCAL)[4]Lavi: como ya no estoy encanado
[2021:06:12-00:08:16]  (Local) -> (LOCAL)[1]NexoFX: lo mismo pa
[2021:06:12-00:08:16]  (Local) -> (LOCAL)[6]Jose: Eee papi se esta cagando
[2021:06:12-00:08:16]  (Local) -> (LOCAL)[2]IDavid: JAJAJA
[2021:06:12-00:08:17]  (Global) -> ALEXIS|2cB: omarrrrrrrrrrrrrrrrrrrrrrrrrr
[2021:06:12-00:08:17]  (Local) -> (LOCAL)[1]NexoFX: la buena
[2021:06:12-00:08:18]  (Local) -> (LOCAL)[1]Buitrago[CDG]: me le voy , s ecuida
[2021:06:12-00:08:18]  (Local) -> (LOCAL)[4]R4ND4LL[CDG!: vamos
[2021:06:12-00:08:19]  (Local) -> (LOCAL)[5]Jose: Deje el afan
[2021:06:12-00:08:19]  (Global) -> ALEXIS|2cB: omarrrrrrrrr
[2021:06:12-00:08:19]  (Local) -> (LOCAL)[2]javier2cb: le gusto la camioneta o q
[2021:06:12-00:08:22]  (Local) -> (LOCAL)[1]Buitrago[CDG]: la r buena+
[2021:06:12-00:08:23]  (Global) -> peguelo32: quien esta estafando
[2021:06:12-00:08:23]  (Local) -> (LOCAL)[1]NexoFX: lo mismo mano
[2021:06:12-00:08:23]  (Local) -> (LOCAL)[2]IDavid: sisa
