This file was generated by Console at 2021:04:12-00:00:00



[2021:04:12-00:00:00]  (Local) -> (LOCAL)[5]BUHODERMIA: 1
[2021:04:12-00:05:27]  ([Msg] de pulidusk'ocp para puliduski: ?) -> nil
[2021:04:12-00:05:29]  (Local) -> (LOCAL)[8]eJdexx: Reportame bro
[2021:04:12-00:05:29]  (Global) -> ALCapone|EVG|: TOMBO TAZIADNO DESDE ZONA
[2021:04:12-00:05:30]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez|#5723FEGDT!: Pruebas
[2021:04:12-00:05:31]  (Local) -> (LOCAL)[6]Dominio: lometi fui yo ajajjaaj
[2021:04:12-00:05:31]  (Local) -> (LOCAL)[8]eJdexx: las pruebas
[2021:04:12-00:05:32]  (Local) -> (LOCAL)[1]TiroFijo420DjBass'2cB: YO NO LO TASIE KUCHO
[2021:04:12-00:05:33]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez|#5723FEGDT!: Sin pruebas nada
[2021:04:12-00:05:34]  (Global) -> kamilo|2cb: mk pero de la risa jaajajajja
[2021:04:12-00:05:35]  (Local) -> (LOCAL)[5]Juancho-ELN: no
[2021:04:12-00:05:36]  (Global) -> CuriousAntelope32: ni
[2021:04:12-00:05:37]  (Global) -> eJdexx|#9706BC 夜: Reportame bro
[2021:04:12-00:05:38]  (Local) -> (LOCAL)[2]TiroFijo420DjBass'2cB: LO TASIO EJDEX RXD
[2021:04:12-00:05:38]  (Global) -> eJdexx|#9706BC 夜: las pruebas
[2021:04:12-00:05:38]  (Local) -> (LOCAL)[4]Dominio: A cris
[2021:04:12-00:05:39]  (Global) -> ALCapone|EVG|: TENGO PRUEBAS
[2021:04:12-00:05:39]  (Global) -> CuriousAntelope32: noahahaha
[2021:04:12-00:05:40]  (Local) -> (LOCAL)[3]JULIO_MOTOA: gato
[2021:04:12-00:05:41]  (Local) -> (LOCAL)[1]JULIO_MOTOA: vea
[2021:04:12-00:05:42]  (Local) -> (LOCAL)[1]Juancho-ELN: aja
[2021:04:12-00:05:42]  (Local) -> (LOCAL)[1]braiderandres: pa me das un beso
[2021:04:12-00:05:44]  (Local) -> (LOCAL)[1]Dominio: me dieronplata
[2021:04:12-00:05:44]  (Local) -> (LOCAL)[1]JULIO_MOTOA: dele t
[2021:04:12-00:05:45]  (Local) -> (LOCAL)[2]COSCULLUELA"2cb: jaajajajajjaaj asi estoy yo
[2021:04:12-00:05:45]  (Local) -> (LOCAL)[3]Nobody: cami
[2021:04:12-00:05:45]  (Local) -> (LOCAL)[3]Bellaqueohpta(LBC): MINI
[2021:04:12-00:05:47]  (Local) -> (LOCAL)[3]Dominio: Ech yc omo?
[2021:04:12-00:05:48]  (Global) -> CuriousAntelope32: ya
[2021:04:12-00:05:48]  (Local) -> (LOCAL)[6]ALCapone|EVG|: PERO USTED ME COJIO
[2021:04:12-00:05:48]  (Global) -> JULIO_MOTOA: y pone esto
[2021:04:12-00:05:49]  (Global) -> eJdexx|#9706BC 夜: Abre reporte
[2021:04:12-00:05:49]  (Local) -> (LOCAL)[1]COSCULLUELA"2cb: tirando caja7w
[2021:04:12-00:05:49]  (Local) -> (LOCAL)[3]CamilaShade|2cb: decime
[2021:04:12-00:05:50]  (Local) -> (LOCAL)[2]Nobody: hola otravez
[2021:04:12-00:05:50]  (Global) -> ChapoGuzman|ELN: callese
[2021:04:12-00:05:51]  (Global) -> CuriousAntelope32: hahahahahaha
[2021:04:12-00:05:51]  (Global) -> kamilo|2cb: amu
[2021:04:12-00:05:53]  (Global) -> eJdexx|#9706BC 夜: De 1
[2021:04:12-00:05:53]  (Local) -> (LOCAL)[3]TiroFijo420DjBass'2cB: xao
[2021:04:12-00:05:54]  (Local) -> (LOCAL)[2]CamilaShade|2cb: holi
[2021:04:12-00:05:56]  (Local) -> (LOCAL)[2]Nobody: soy
[2021:04:12-00:05:57]  (Global) -> eJdexx|#9706BC 夜: Haber si estaba yo en zona 
[2021:04:12-00:05:57]  (Global) -> kamilo|2cb: jajaajajajja
[2021:04:12-00:05:58]  (Local) -> (LOCAL)[2]ElLopezII2cbII: CUANTO LE VALIO ESA MOTO
[2021:04:12-00:05:59]  (Local) -> (LOCAL)[1]Juancho-ELN: tu metiste a cris
[2021:04:12-00:06:00]  (Global) -> JULIO_MOTOA: . /mods
[2021:04:12-00:06:00]  (Local) -> (LOCAL)[1]Dominio: Vamos por cali
[2021:04:12-00:06:01]  (Global) -> Bellaqueohpta(LBC)|#83FF00ʍđท: ra cuenta que
[2021:04:12-00:06:01]  (Local) -> (LOCAL)[1]Juancho-ELN: yo a rambo
[2021:04:12-00:06:01]  (Local) -> (LOCAL)[3]Nobody: el de ayer
[2021:04:12-00:06:03]  (Local) -> (LOCAL)[3]JULIO_MOTOA: sin el punto
[2021:04:12-00:06:04]  (Global) -> CuriousAntelope32: tiene una blacnca toda fea hahha
[2021:04:12-00:06:05]  (Global) -> kamilo|2cb: nadie puede conmigo
[2021:04:12-00:06:05]  (Local) -> (LOCAL)[1]Bellaqueohpta(LBC): pa unirse
[2021:04:12-00:06:05]  (Global) -> eJdexx|#9706BC 夜: Pedazo de marik
[2021:04:12-00:06:05]  (Local) -> (LOCAL)[1]Dominio: Ese es otro
[2021:04:12-00:06:07]  (Global) -> R$Cali$!AUC|#FFA4CBツ: #ff22bbOreo^AUC
[2021:04:12-00:06:09]  (Local) -> (LOCAL)[3]CamilaShade|2cb: como vas
[2021:04:12-00:06:10]  (Local) -> (LOCAL)[2]MINI/2CB: pd anda quieta xd
[2021:04:12-00:06:11]  (Global) -> CuriousAntelope32:  d
[2021:04:12-00:06:11]  (Global) -> eJdexx|#9706BC 夜: QUIEN ME REGALA VIP
[2021:04:12-00:06:13]  (Local) -> (LOCAL)[1]Juancho-ELN: mkon
[2021:04:12-00:06:13]  (Local) -> (LOCAL)[5]Nobody: bien
[2021:04:12-00:06:16]  (Local) -> (LOCAL)[1]Dominio: Marca a cali
[2021:04:12-00:06:16]  (Local) -> (LOCAL)[2]MINI/2CB: ajjaja es que voy a grabar algo
[2021:04:12-00:06:17]  (Global) -> eJdexx|#9706BC 夜: Jimenez
[2021:04:12-00:06:18]  (Local) -> (LOCAL)[3]JULIO_MOTOA: los tiene activaos ?
[2021:04:12-00:06:19]  (Global) -> Alias-El-Estafador|#FFFFFFঔৣ☬: yo
[2021:04:12-00:06:20]  (Local) -> (LOCAL)[2]Lucho_portuano(CDG): 7 palos con modificaciones
[2021:04:12-00:06:20]  (Local) -> (LOCAL)[2]CamilaShade|2cb: jjaaaja
[2021:04:12-00:06:20]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FF5C00Henry: nooooooo
[2021:04:12-00:06:21]  (Local) -> (LOCAL)[1]Bellaqueohpta(LBC): a bn
[2021:04:12-00:06:23]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FF5C00Henry: ahi no xd
[2021:04:12-00:06:23]  (Global) -> CuriousAntelope32:  ya le envie al wssap comos  eve
[2021:04:12-00:06:23]  (Local) -> (LOCAL)[5]BUHODERMIA: q
[2021:04:12-00:06:25]  (Global) -> eJdexx|#9706BC 夜: Deme vipp
[2021:04:12-00:06:27]  (Global) -> Naruto|CDG||#FFFFFFঔৣ☬: deje de joder
[2021:04:12-00:06:27]  (Local) -> (LOCAL)[5]Juancho-ELN: compra chaleco
[2021:04:12-00:06:27]  (Global) -> CamilaShade|2cb|#E20280 ඞ: ya nos vemos
[2021:04:12-00:06:30]  (Global) -> CuriousAntelope32: actiado qe
[2021:04:12-00:06:31]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Orgalor: ca no?
[2021:04:12-00:06:31]  (Local) -> (LOCAL)[1]MINI/2CB: afk 2 minutos xd
[2021:04:12-00:06:36]  (Global) -> kamilo|2cb: a
[2021:04:12-00:06:37]  (Local) -> (LOCAL)[3]Bellaqueohpta(LBC): ya tengo 4 miembros activos y una gang aliada
[2021:04:12-00:06:40]  (Global) -> xxddxdxd'2cb|#012F7AＫＰ→延: melo el internet en el choco
[2021:04:12-00:06:42]  (Global) -> CuriousAntelope32: parchese pa otro lado
[2021:04:12-00:06:50]  (Local) -> (LOCAL)[5]Lamart(ELN): Pa
[2021:04:12-00:06:51]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Orgalor: asi=
[2021:04:12-00:06:52]  (Local) -> (LOCAL)[5]KiraOwO~Capu: orgalor prestame un virgo
[2021:04:12-00:06:52]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Orgalor: o q
[2021:04:12-00:06:55]  (Local) -> (LOCAL)[6]Hoka^: q
[2021:04:12-00:06:56]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Orgalor: ahora
[2021:04:12-00:06:56]  (Team - Services) -> (TEAM)kamilo|2cb: fffw     
[2021:04:12-00:06:57]  (Global) -> CuriousAntelope32:  pirobo atravesado
[2021:04:12-00:06:57]  (Local) -> (LOCAL)[5]KiraOwO~Capu: sisi
[2021:04:12-00:06:58]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FF5C00Henry: si
[2021:04:12-00:06:58]  (Local) -> (LOCAL)[5]KiraOwO~Capu: asi
[2021:04:12-00:07:02]  (Global) -> kamilo|2cb: jajaja
[2021:04:12-00:07:02]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Orgalor: ASI O Q
[2021:04:12-00:07:03]  (Local) -> (LOCAL)[6]COSCULLUELA"2cb: xddd
[2021:04:12-00:07:07]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FF5C00Henry: siiiiiiiiiiiiiiiiii
[2021:04:12-00:07:09]  (Local) -> (LOCAL)[5]KiraOwO~Capu: asi
[2021:04:12-00:07:09]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Orgalor: bno llame a la gente
[2021:04:12-00:07:10]  (Local) -> (LOCAL)[2]Lucho_portuano(CDG): que hay pa hacer?
[2021:04:12-00:07:11]  (Global) -> CuriousAntelope32:  venga  pa lo oscurito
[2021:04:12-00:07:11]  (Local) -> (LOCAL)[3]Lamart(ELN): Sabe como uno se puede cambiar se skin?
[2021:04:12-00:07:12]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Orgalor: yo les hago tp
[2021:04:12-00:07:15]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FF5C00Henry: bre
[2021:04:12-00:07:18]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Orgalor: y ustedes los acomodan
[2021:04:12-00:07:21]  (Global) -> BUHODERMIA|#000000侍: sound
[2021:04:12-00:07:22]  (Team - Services) -> (TEAM)kamilo|2cb: banco
[2021:04:12-00:07:24]  (Local) -> (LOCAL)[1]ElLopezII2cbII: no ni´´ño nada
[2021:04:12-00:07:27]  (Local) -> (LOCAL)[2]MINI/2CB: pere
[2021:04:12-00:07:28]  (Local) -> (LOCAL)[2]Juancho-ELN: viste
[2021:04:12-00:07:29]  (Team - Criminals) -> (TEAM)Hoka^: si
[2021:04:12-00:07:31]  (Local) -> (LOCAL)[2]Juancho-ELN: por marica
[2021:04:12-00:07:31]  (Local) -> (LOCAL)[1]kevin1033|EVG|: xd
[2021:04:12-00:07:33]  (Local) -> (LOCAL)[2]MINI/2CB: oe
[2021:04:12-00:07:38]  (Local) -> (LOCAL)[7]Lamart(ELN): Con que comando pa?
[2021:04:12-00:07:39]  (Local) -> (LOCAL)[7]Hoka^: vaya al simbolo de ropa
[2021:04:12-00:07:41]  (Local) -> (LOCAL)[2]MINI/2CB: ey
[2021:04:12-00:07:42]  (Local) -> (LOCAL)[2]kevin1033|EVG|: decimelo
[2021:04:12-00:07:42]  (Local) -> (LOCAL)[2]Alias-El-Estafador: lee vendo ese carro barato
[2021:04:12-00:07:45]  (Local) -> (LOCAL)[7]Hoka^: ahi uno la compra
[2021:04:12-00:07:45]  (Local) -> (LOCAL)[2]MINI/2CB: que va a hacer
[2021:04:12-00:07:49]  (Local) -> (LOCAL)[1]kevin1033|EVG|: aver yo lo miro
[2021:04:12-00:07:53]  (Local) -> (LOCAL)[2]MINI/2CB: ?
[2021:04:12-00:07:54]  (Local) -> (LOCAL)[0]ElLopezII2cbII: vendame esa moto en 1.5millones
[2021:04:12-00:07:54]  (Local) -> (LOCAL)[2]helado'2cb: pere mano q estot tragamdo
[2021:04:12-00:07:55]  ([Msg] de #D11212Juancho-ELN para Dominio: estoy encanado) -> nil
[2021:04:12-00:07:55]  (Global) -> Dominio|#CBCBCBЯN: TP
[2021:04:12-00:07:58]  (Local) -> (LOCAL)[2]Bellaqueohpta(LBC): a mi´
[2021:04:12-00:07:58]  (Global) -> SANTIAGO(ELN): P
[2021:04:12-00:07:59]  (Global) -> SANTIAGO(ELN): P
[2021:04:12-00:08:00]  (Local) -> (LOCAL)[1]JULIO_MOTOA: /mods
[2021:04:12-00:08:01]  (Global) -> Dominio|#CBCBCBЯN: TP
[2021:04:12-00:08:01]  (Local) -> (LOCAL)[2]MINI/2CB: ale
[2021:04:12-00:08:01]  (Global) -> Lucho_portuano(CDG): TP
[2021:04:12-00:08:02]  (Global) -> Luis|CDG||#B41B1B������: TP
[2021:04:12-00:08:04]  ([Msg] de #D11212Juancho-ELN para Dominio: en 120 salgo) -> nil
[2021:04:12-00:08:05]  (Global) -> Naruto|CDG||#FFFFFFঔৣ☬: TP
[2021:04:12-00:08:05]  (Global) -> COSCULLUELA"2cb|#E20280 ඞ: XD
[2021:04:12-00:08:05]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00Henry: el chat habla
[2021:04:12-00:08:05]  (Local) -> (LOCAL)[2]MINI/2CB: sisa
[2021:04:12-00:08:09]  (Global) -> xxddxdxd'2cb|#012F7AＫＰ→延: a
[2021:04:12-00:08:10]  (Local) -> (LOCAL)[2]MINI/2CB: pa que nos espere pa grabar
[2021:04:12-00:08:10]  (Local) -> (LOCAL)[1]ElLopezII2cbII: vgenadame esa moto
[2021:04:12-00:08:10]  (Global) -> Dominio|#CBCBCBЯN: UU TA LOCO
[2021:04:12-00:08:11]  (Global) -> andresfelipe28: TP
[2021:04:12-00:08:12]  (Global) -> Luis|CDG||#B41B1B������: TP
[2021:04:12-00:08:13]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Orgalor: acomindense
[2021:04:12-00:08:14]  (Local) -> (LOCAL)[2]Bellaqueohpta(LBC): bn
[2021:04:12-00:08:16]  (Global) -> ElLopezII2cbII: TP
[2021:04:12-00:08:17]  (Local) -> (LOCAL)[6]KiraOwO~Capu: y los q tienen el job de drifter q hacemos?
[2021:04:12-00:08:21]  (Global) -> Naruto|CDG||#FFFFFFঔৣ☬: TP
[2021:04:12-00:08:23]  (Local) -> (LOCAL)[1]xxddxdxd'2cb: aca
[2021:04:12-00:08:24]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Orgalor: que se lo quiten
[2021:04:12-00:08:25]  (Global) -> Lucho_portuano(CDG): TP
[2021:04:12-00:08:25]  (Local) -> (LOCAL)[1]xxddxdxd'2cb: aca
[2021:04:12-00:08:25]  (Global) -> MENOR|CDG||#B41B1B������: tp
[2021:04:12-00:08:25]  (Global) -> SANTIAGO(ELN): TP
[2021:04:12-00:08:26]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00Henry: se lo quitan
[2021:04:12-00:08:29]  (Global) -> juanes: admin
[2021:04:12-00:08:30]  (Global) -> [_gomez_]: NO DA
[2021:04:12-00:08:30]  (Global) -> SANTIAGO(ELN): tp
[2021:04:12-00:08:32]  (Global) -> DONOSO_LIDER/CDL: #E5395 Donoso
[2021:04:12-00:08:33]  (Global) -> peter_farid: OE BALACHIMBO COMO SE HACE PARA HACER GRAFFITIS??
[2021:04:12-00:08:33]  (Local) -> (LOCAL)[1]kevin1033|EVG|: esta melo
[2021:04:12-00:08:33]  (Local) -> (LOCAL)[1]xxddxdxd'2cb: ola
[2021:04:12-00:08:34]  (Local) -> (LOCAL)[1]Turferin'2cb: estan cubiertos
[2021:04:12-00:08:35]  (Global) -> ElLopezII2cbII: tp
[2021:04:12-00:08:36]  (Global) -> SANTIAGO(ELN): no sirve
[2021:04:12-00:08:36]  (Local) -> (LOCAL)[1]kevin1033|EVG|: cuanto
[2021:04:12-00:08:37]  (Local) -> (LOCAL)[1]xxddxdxd'2cb: s
[2021:04:12-00:08:38]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00Orgalor: vayan cojiendo carro
[2021:04:12-00:08:39]  (Local) -> (LOCAL)[7]BUHODERMIA: quitese el job mor
[2021:04:12-00:08:39]  (Local) -> (LOCAL)[1]xxddxdxd'2cb: por eso
[2021:04:12-00:08:40]  (Global) -> DONOSO_LIDER/CDL: #E5395Donoso
[2021:04:12-00:08:40]  (Local) -> (LOCAL)[1]Alias-El-Estafador: 20M
[2021:04:12-00:08:40]  (Global) -> Juancho-ELN: tp
[2021:04:12-00:08:42]  (Global) -> MENOR|CDG||#B41B1B������: TO
[2021:04:12-00:08:42]  (Local) -> (LOCAL)[1]xxddxdxd'2cb: nosotros tambien
[2021:04:12-00:08:43]  (Global) -> kamilo|2cb: que chimba que se pudieran entregare motos
[2021:04:12-00:08:45]  (Local) -> (LOCAL)[1]Alias-El-Estafador: vale 40
[2021:04:12-00:08:45]  (Local) -> (LOCAL)[1]Turferin'2cb: tienen pa defender y coger las que ya cogimos
[2021:04:12-00:08:45]  (Global) -> MENOR|CDG||#B41B1B������: TP
[2021:04:12-00:08:45]  (Local) -> (LOCAL)[7]pulidusk'ocp: oe
[2021:04:12-00:08:45]  (Global) -> CamilaShade|2cb|#E20280 ඞ: TP
[2021:04:12-00:08:47]  (Global) -> ElLopezII2cbII: TP
[2021:04:12-00:08:48]  (Local) -> (LOCAL)[8]KiraOwO~Capu: luis ven
[2021:04:12-00:08:48]  (Global) -> Juancho-ELN: tp
[2021:04:12-00:08:49]  (Global) -> SANTIAGO(ELN): tp
[2021:04:12-00:08:52]  (Local) -> (LOCAL)[1]kevin1033|EVG|: jummmm pero en el momento no tengo todo eso
[2021:04:12-00:08:55]  (Local) -> (LOCAL)[8]KiraOwO~Capu: sube a este
[2021:04:12-00:08:55]  (Local) -> (LOCAL)[2]COSCULLUELA"2cb: uy si eso si lo dejan por ahii mucho
[2021:04:12-00:08:56]  (Local) -> (LOCAL)[1]kevin1033|EVG|: talves despues
[2021:04:12-00:08:56]  (Global) -> SANTIAGO(ELN): no sirveeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
[2021:04:12-00:08:57]  (Global) -> Lucho_portuano(CDG): TP
[2021:04:12-00:09:02]  (Local) -> (LOCAL)[1]Alias-El-Estafador: cuanto tienes
[2021:04:12-00:09:03]  (Local) -> (LOCAL)[1]kevin1033|EVG|: tiene algun comet?
[2021:04:12-00:09:03]  (Local) -> (LOCAL)[8]pulidusk'ocp: oe
[2021:04:12-00:09:04]  (Global) -> CamilaShade|2cb|#E20280 ඞ: Tp
[2021:04:12-00:09:07]  (Global) -> kamilo|2cb: jajaajjajaja
[2021:04:12-00:09:07]  (Global) -> SANTIAGO(ELN): tp
[2021:04:12-00:09:08]  (Local) -> (LOCAL)[8]KiraOwO~Capu: suban al carro de su preferecnia
[2021:04:12-00:09:09]  (Local) -> (LOCAL)[1]kevin1033|EVG|: tengo 5 palos apenas
[2021:04:12-00:09:14]  (Global) -> SANTIAGO(ELN): TP
[2021:04:12-00:09:15]  (Global) -> Lucho_portuano(CDG): noks no sirve
[2021:04:12-00:09:15]  (Global) -> CamilaShade|2cb|#E20280 ඞ: tp
[2021:04:12-00:09:16]  (Local) -> (LOCAL)[2]COSCULLUELA"2cb: holi bebe
[2021:04:12-00:09:17]  (Local) -> (LOCAL)[7]pulidusk'ocp: se kiere unir a mi gang o q
[2021:04:12-00:09:22]  (Local) -> (LOCAL)[1][_gomez_]: no daaaaaa
[2021:04:12-00:09:22]  (Global) -> Florez[CDG]: cuanta plata?
[2021:04:12-00:09:22]  (Local) -> (LOCAL)[1]kevin1033|EVG|: esoooo
[2021:04:12-00:09:23]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF5C00Orgalor: coja carro
[2021:04:12-00:09:25]  (Global) -> andresfelipe28: p con la brra o sin barra?
[2021:04:12-00:09:25]  (Local) -> (LOCAL)[1]kevin1033|EVG|: dejamelo probar
[2021:04:12-00:09:27]  (Global) -> Lucho_portuano(CDG): me dejo en el mismo lado
[2021:04:12-00:09:30]  (Local) -> (LOCAL)[2]xxddxdxd'2cb: dame aunquesea 30 vendas
[2021:04:12-00:09:31]  (Global) -> MENOR|CDG||#B41B1B������: TP
[2021:04:12-00:09:34]  (Local) -> (LOCAL)[2]xxddxdxd'2cb: puto
[2021:04:12-00:09:39]  (Global) -> WolfUser'2cb: VENSO SOLAIR FULL TUNIN CON NITRO BARATO
[2021:04:12-00:09:41]  (Local) -> (LOCAL)[2]xxddxdxd'2cb: puto
[2021:04:12-00:09:42]  (Local) -> (LOCAL)[9]#7F7F7F|DJ|#FF5C00Henry: a
[2021:04:12-00:09:43]  (Global) -> #7F7F7F|ADM|#FF5C00Orgalor|#FFA4CBツ: bajesedel avion
[2021:04:12-00:09:43]  (Local) -> (LOCAL)[2]xxddxdxd'2cb: dame aunquesea 30 vendas
[2021:04:12-00:09:44]  (Local) -> (LOCAL)[5]COSCULLUELA"2cb: aaa este era nuestro
[2021:04:12-00:09:44]  (Local) -> (LOCAL)[9]Buitredermia|sad|2cB: a
[2021:04:12-00:09:45]  (Local) -> (LOCAL)[9]SANTIAGO(ELN): ya agarre el mio
[2021:04:12-00:09:47]  (Local) -> (LOCAL)[2]Turferin'2cb: mi parseraso
[2021:04:12-00:09:47]  (Local) -> (LOCAL)[2]kevin1033|EVG|: a
[2021:04:12-00:09:48]  (Global) -> andresfelipe28: tp
[2021:04:12-00:09:49]  (Global) -> MENOR|CDG||#B41B1B������: YA+}
[2021:04:12-00:09:49]  (Local) -> (LOCAL)[2]Turferin'2cb: q
[2021:04:12-00:09:50]  (Local) -> (LOCAL)[1]Juancho_Rodriguez(CDG): wd
[2021:04:12-00:09:52]  (Local) -> (LOCAL)[10]Buitredermia|sad|2cB: JAJAJAJAJAJJA
[2021:04:12-00:09:53]  (Global) -> Lucho_portuano(CDG): TP
[2021:04:12-00:09:54]  (Local) -> (LOCAL)[10]#7F7F7F|DJ|#FF5C00Henry: xd
[2021:04:12-00:09:54]  (Global) -> Sebas28: yaws
[2021:04:12-00:09:56]  (Local) -> (LOCAL)[10]KiraOwO~Capu: ven menor
[2021:04:12-00:10:01]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF5C00Orgalor: coja carro
[2021:04:12-00:10:02]  (Local) -> (LOCAL)[11]SANTIAGO(ELN): xd
[2021:04:12-00:10:03]  (Global) -> Luis|CDG||#B41B1B������: XD
[2021:04:12-00:10:05]  (Local) -> (LOCAL)[3]pulidusk'ocp: no tengo plata jaja
[2021:04:12-00:10:06]  (Global) -> crjs'2cb: Stivenv28~ELN[3] lindo reporte lloron jajajajjajaja
[2021:04:12-00:10:08]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF5C00Orgalor: esepren
[2021:04:12-00:10:09]  (Global) -> kamilo|2cb: jajaajja
[2021:04:12-00:10:10]  (Local) -> (LOCAL)[11]Luis|CDG|: EVENTI MELO
[2021:04:12-00:10:13]  (Local) -> (LOCAL)[2]COSCULLUELA"2cb: jajajajaja
[2021:04:12-00:10:14]  (Global) -> Juanma-ELN|#5EF5F7������: #00ff00 ᴠᴀɪ ᴊᴏɢᴀʀ ᴏ ᴠᴀɪ ᴄʜᴏʀᴀ? ( ͠; ᴥ ͠;)
[2021:04:12-00:10:14]  (Global) -> ElLopezII2cbII: que hay que hacerrrr????
[2021:04:12-00:10:16]  (Local) -> (LOCAL)[1]kevin1033|EVG|: esta tuneado con un han algo asi
[2021:04:12-00:10:17]  (Local) -> (LOCAL)[11]BUHODERMIA: bamos es a sobarlo
[2021:04:12-00:10:18]  (Global) -> Turferin'2cb:  /cry
[2021:04:12-00:10:20]  (Global) -> #7F7F7F|ADM|#FF5C00Orgalor|#FFA4CBツ: quien mas
[2021:04:12-00:10:21]  (Local) -> (LOCAL)[1]kevin1033|EVG|: como es que se llama ese tuneo?
[2021:04:12-00:10:22]  (Local) -> (LOCAL)[10]Dominio: SOBELOOOOOOOOOOOOOOOOOOOOOOOOOO
[2021:04:12-00:10:23]  (Global) -> DONOSO_LIDER/CDL: #c62828Donoso
[2021:04:12-00:10:24]  (Local) -> (LOCAL)[2]xxddxdxd'2cb: aaa
[2021:04:12-00:10:24]  (Local) -> (LOCAL)[1]Alias-El-Estafador: si
[2021:04:12-00:10:25]  (Global) -> BUHODERMIA|#000000侍: Nicoleeee: guaracha juntemos nuestros clitoris
[2021:04:12-00:10:25]  (Global) -> Lucho_portuano(CDG): yooooo
[2021:04:12-00:10:26]  (Local) -> (LOCAL)[5]Nobody: oe
[2021:04:12-00:10:27]  (Global) -> #18AED9!PsIcKo?ELN|#18AED9カプガン: Onichan
[2021:04:12-00:10:27]  (Global) -> CamilaShade|2cb|#E20280 ඞ: tp
[2021:04:12-00:10:31]  ([Msg] de #D11212Juancho-ELN para Dominio: donde andas?) -> nil
[2021:04:12-00:10:32]  (Local) -> (LOCAL)[1]Alias-El-Estafador: Handle
[2021:04:12-00:10:34]  (Global) -> BUHODERMIA|#000000侍: Nicoleeee: guaracha juntemos nuestros clitoris
[2021:04:12-00:10:35]  (Local) -> (LOCAL)[1][_gomez_]: no da
[2021:04:12-00:10:38]  (Global) -> COSCULLUELA"2cb|#E20280 ඞ:  naruto canson xd
[2021:04:12-00:10:39]  (Global) -> Lucho_portuano(CDG): no me han teletransportadi
[2021:04:12-00:10:41]  (Global) -> Buitredermia|sad|2cB|#E20280 ඞ: bobo hpta si jode nea
[2021:04:12-00:10:42]  (Global) -> DONOSO_LIDER/CDL: #f44336Donoso
[2021:04:12-00:10:45]  ([Msg] de #D11212Juancho-ELN para Dominio: donde andas?) -> nil
[2021:04:12-00:10:46]  (Global) -> Lucho_portuano(CDG): TP
[2021:04:12-00:10:47]  (Global) -> Juanma-ELN|#5EF5F7������:  #ff0000(っ◠‿ ◠)っ Asesinado Por Juanma-ELN
[2021:04:12-00:10:51]  (Local) -> (LOCAL)[1]Juancho_Rodriguez(CDG): compadre
[2021:04:12-00:10:54]  (Local) -> (LOCAL)[1]kevin1033|EVG|: pero cuando yo lo compre se le quita el handle
[2021:04:12-00:10:54]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF5C00Orgalor: quitese el jonb
[2021:04:12-00:10:54]  (Global) -> Lucho_portuano(CDG): TP
[2021:04:12-00:10:55]  (Local) -> (LOCAL)[1]COSCULLUELA"2cb: xd
[2021:04:12-00:10:56]  (Local) -> (LOCAL)[11]KiraOwO~Capu: ola cami
[2021:04:12-00:10:58]  (Global) -> Dominio|#CBCBCBЯN: PIDE TP JUANCHO
[2021:04:12-00:10:58]  (Local) -> (LOCAL)[11]CamilaShade|2cb: aaa
[2021:04:12-00:10:59]  (Local) -> (LOCAL)[11]Naruto|CDG|: yo
[2021:04:12-00:10:59]  (Local) -> (LOCAL)[1]xxddxdxd'2cb: Hp ejdex
[2021:04:12-00:11:00]  (Local) -> (LOCAL)[11]CamilaShade|2cb: holi
[2021:04:12-00:11:01]  (Local) -> (LOCAL)[1]kevin1033|EVG|: ya me ha pasado
[2021:04:12-00:11:01]  (Local) -> (LOCAL)[1]Alias-El-Estafador: no
[2021:04:12-00:11:02]  (Global) -> Dominio|#CBCBCBЯN: PIDE TP JUANCHO
