This file was generated by Console at 2021:05:15-00:00:00



[2021:05:15-00:00:00]  (Local) -> (LOCAL)[7]Miguel-paraco: oe
[2021:05:15-00:06:12]  (Local) -> (LOCAL)[1]JairSad: me lo compra ?
[2021:05:15-00:06:14]  (Global) -> iElViejoMiguexD: quedamos a pases 
[2021:05:15-00:06:16]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: ps ese se puede vender en 30 35
[2021:05:15-00:06:16]  (Local) -> (LOCAL)[1]Raptus: /radio
[2021:05:15-00:06:16]  (Local) -> (LOCAL)[4]Cuchacho: hmmm
[2021:05:15-00:06:16]  (Local) -> (LOCAL)[1]Miguel-paraco: hp
[2021:05:15-00:06:16]  (Global) -> BajaPantys420|ELN: coco_humilde donde estas
[2021:05:15-00:06:19]  (Local) -> (LOCAL)[2]Cuchacho: cuanto pagan en busetero
[2021:05:15-00:06:21]  (Global) -> Dilan_PornHub'CDG|#1B2ABA������:  
[2021:05:15-00:06:22]  (Global) -> iElViejoMiguexD: o que nececita'
[2021:05:15-00:06:22]  (Local) -> (LOCAL)[1]penisBigHead: bre
[2021:05:15-00:06:24]  (Global) -> DonSteven(CDG): pana el server de samp es bueno?
[2021:05:15-00:06:25]  (Local) -> (LOCAL)[3]JairSad: 100k
[2021:05:15-00:06:25]  (Local) -> (LOCAL)[1]penisBigHead: este
[2021:05:15-00:06:27]  (Global) -> JosueYes: vendi todos mis carros por esa motito
[2021:05:15-00:06:28]  (Local) -> (LOCAL)[6]Cuchacho: esq no se como es el trabajo
[2021:05:15-00:06:32]  (Local) -> (LOCAL)[2]Cuchacho: q hay que hace
[2021:05:15-00:06:32]  (Local) -> (LOCAL)[6]Miguel-paraco: jajaja
[2021:05:15-00:06:35]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: 8500
[2021:05:15-00:06:35]  (Local) -> (LOCAL)[6]juancho'2cb: mucha verga
[2021:05:15-00:06:36]  (Global) -> BajaPantys420|ELN: coco_humilde donde estas
[2021:05:15-00:06:38]  (Global) -> coco_humilde: bajapantys estoy terminando mi trabajo
[2021:05:15-00:06:39]  (Local) -> (LOCAL)[7]ivan'2cb: ai
[2021:05:15-00:06:44]  (Global) -> KM9: vamos hacer reten ps xd
[2021:05:15-00:06:44]  (Local) -> (LOCAL)[1]Cuchacho: uy q paso
[2021:05:15-00:06:45]  (Global) -> iElViejoMiguexD: Por q ya esta aburruido de este ?
[2021:05:15-00:06:45]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������:    
[2021:05:15-00:06:47]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������:    
[2021:05:15-00:06:49]  (Global) -> BajaPantys420|ELN: donde es eso
[2021:05:15-00:06:50]  (Local) -> (LOCAL)[3]DrabSun55: radio
[2021:05:15-00:06:52]  (Global) -> tochi:3|#EB4E89ㅇㅅㅇ: PIDAN LOS TEMASSS
[2021:05:15-00:06:57]  (Global) -> BajaPantys420|ELN: dime pa buscarte
[2021:05:15-00:06:57]  (Local) -> (LOCAL)[1]JairSad: llevar el bus a los puntos que indica
[2021:05:15-00:06:58]  (Global) -> iElViejoMiguexD: el de samp es mas estrcito
[2021:05:15-00:07:04]  (Global) -> SINPERMEX: coloque una de IOMEDEZZZZZZZ
[2021:05:15-00:07:04]  (Local) -> (LOCAL)[1]penisBigHead: el otro
[2021:05:15-00:07:06]  (Global) -> DonSteven(CDG): Si es que la gaso esta muy cara
[2021:05:15-00:07:08]  (Local) -> (LOCAL)[2]Cuchacho: gracia
[2021:05:15-00:07:10]  (Global) -> SINPERMEX: DIOMEDEZZZZZZZZZZ
[2021:05:15-00:07:11]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: ese?
[2021:05:15-00:07:13]  (Global) -> santyagito: boi trabao
[2021:05:15-00:07:14]  (Local) -> (LOCAL)[1]penisBigHead: si
[2021:05:15-00:07:17]  (Global) -> DonSteven(CDG): pero el de samp es mejor?
[2021:05:15-00:07:19]  (Global) -> coco_humilde: cerca del hospital de l barrio
[2021:05:15-00:07:20]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: uy la verdad el sultan no se a cuanto esta
[2021:05:15-00:07:21]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: nos metemos un chamber o q
[2021:05:15-00:07:23]  (Global) -> coco_humilde: mas o menos
[2021:05:15-00:07:23]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: esta como a 7
[2021:05:15-00:07:25]  (Local) -> (LOCAL)[2]Raptus: uyyyy
[2021:05:15-00:07:26]  (Local) -> (LOCAL)[0]Valak!: si
[2021:05:15-00:07:26]  (Global) -> BajaPantys420|ELN: ok
[2021:05:15-00:07:34]  (Local) -> (LOCAL)[2]el_orejas[CDG]: no temgo pero si jajsa
[2021:05:15-00:07:35]  (Local) -> (LOCAL)[8]ivan'2cb: oe oe
[2021:05:15-00:07:36]  (Local) -> (LOCAL)[1]Raptus: jajajaja
[2021:05:15-00:07:36]  (Global) -> iElViejoMiguexD: pues es mas de rolear sin casi matar wee
[2021:05:15-00:07:37]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: vamos al hospital
[2021:05:15-00:07:38]  (Global) -> JairSad: eo
[2021:05:15-00:07:39]  (Global) -> 247Best: hasta que nivel la mejorio?
[2021:05:15-00:07:39]  (Local) -> (LOCAL)[1]BajaPantys420|ELN: yo te doy
[2021:05:15-00:07:45]  (Global) -> santyagito: wsapos
[2021:05:15-00:07:45]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: al hospital q esta por aqui
[2021:05:15-00:07:46]  (Local) -> (LOCAL)[1]penisBigHead: este
[2021:05:15-00:07:49]  (Global) -> DonSteven(CDG): pero no se
[2021:05:15-00:07:52]  (Global) -> juancho'2cb: perdon pai
[2021:05:15-00:07:56]  (Local) -> (LOCAL)[0]DrabSun55: \radio
[2021:05:15-00:07:56]  (Global) -> DonSteven(CDG): cual pesa mas?
[2021:05:15-00:07:59]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: 9 500 creo
[2021:05:15-00:08:03]  (Global) -> iElViejoMiguexD: Nah este 
[2021:05:15-00:08:06]  (Global) -> JosueYes: vaya y comprelo ahi en la tienda
[2021:05:15-00:08:07]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: o 9 palos una de las 2
[2021:05:15-00:08:09]  (Global) -> iElViejoMiguexD: este pesa mas
[2021:05:15-00:08:10]  (Global) -> coco_humilde: baja pantys
[2021:05:15-00:08:14]  (Global) -> DonSteven(CDG): este pesa ,as?
[2021:05:15-00:08:16]  (Local) -> (LOCAL)[1]penisBigHead: el club cuanto
[2021:05:15-00:08:16]  (Local) -> (LOCAL)[0]Valak!: aaa
[2021:05:15-00:08:19]  (Local) -> (LOCAL)[11]BajaPantys420|ELN: ven
[2021:05:15-00:08:19]  (Local) -> (LOCAL)[1]penisBigHead: creo q 10
[2021:05:15-00:08:20]  (Global) -> iElViejoMiguexD: si claro
[2021:05:15-00:08:21]  (Local) -> (LOCAL)[11]el_orejas[CDG]: jsdjda
[2021:05:15-00:08:21]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: ni idea
[2021:05:15-00:08:22]  (Global) -> iElViejoMiguexD: udd
[2021:05:15-00:08:24]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: ese 10
[2021:05:15-00:08:24]  (Global) -> DonSteven(CDG): osea el samp es mas relajao
[2021:05:15-00:08:27]  (Global) -> DonSteven(CDG): ?
[2021:05:15-00:08:27]  (Global) -> iElViejoMiguexD: uff
[2021:05:15-00:08:37]  (Global) -> juancho'2cb: balaclava que hiciste
[2021:05:15-00:08:40]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: estos 2 10
[2021:05:15-00:08:40]  (Team - Law Enforcement) -> (TEAM)Aztec: d
[2021:05:15-00:08:42]  (Local) -> (LOCAL)[3]BajaPantys420|ELN: cogelo
[2021:05:15-00:08:47]  (Local) -> (LOCAL)[5]BajaPantys420|ELN: con f6
[2021:05:15-00:08:48]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: ese 40
[2021:05:15-00:08:48]  (Local) -> (LOCAL)[10]ivan'2cb: ai
[2021:05:15-00:08:48]  (Local) -> (LOCAL)[0]DrabSun55: \radio
[2021:05:15-00:08:51]  (Local) -> (LOCAL)[9]snyder_david: n pa como asi
[2021:05:15-00:08:59]  (Team - Services) -> (TEAM)DrabSun55: \radio
[2021:05:15-00:09:01]  (Local) -> (LOCAL)[4]el_orejas[CDG]: jsjasj
[2021:05:15-00:09:01]  (Global) -> Joystick|ELN: oe
[2021:05:15-00:09:03]  (Local) -> (LOCAL)[4]BajaPantys420|ELN: jajsjajsa
[2021:05:15-00:09:04]  (Local) -> (LOCAL)[9]ivan'2cb: CARLOS MARICON
[2021:05:15-00:09:04]  (Local) -> (LOCAL)[4]el_orejas[CDG]: uy kieto
[2021:05:15-00:09:04]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: y este cuanto
[2021:05:15-00:09:07]  (Local) -> (LOCAL)[9]braiderandres: no se lo lleve el es socito
[2021:05:15-00:09:09]  (Local) -> (LOCAL)[9]KING[ELN]: in llorar
[2021:05:15-00:09:11]  (Global) -> Joystick|ELN: le vengo este carro
[2021:05:15-00:09:11]  (Local) -> (LOCAL)[1]penisBigHead: este 60
[2021:05:15-00:09:12]  (Local) -> (LOCAL)[9]Cuchacho: veos
[2021:05:15-00:09:12]  (Team - Unemployed) -> (TEAM)iElViejoMiguexD: explore mas servers su pc es muy mala luego?
[2021:05:15-00:09:13]  (Local) -> (LOCAL)[4]Mnrpatecumbias: oee
[2021:05:15-00:09:16]  (Local) -> (LOCAL)[1]penisBigHead: el el htn tambien
[2021:05:15-00:09:16]  (Global) -> coco_humilde: bajapantys llegue a la rampa del hospital
[2021:05:15-00:09:16]  (Local) -> (LOCAL)[10]Cuchacho: como tengo la doble recortada?
[2021:05:15-00:09:17]  (Local) -> (LOCAL)[4]MadlyFigurine1: oe
[2021:05:15-00:09:19]  (Local) -> (LOCAL)[4]Mnrpatecumbias: oe
[2021:05:15-00:09:19]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: bre
[2021:05:15-00:09:19]  (Local) -> (LOCAL)[6]el_orejas[CDG]: jsdjsajsajd
[2021:05:15-00:09:20]  (Local) -> (LOCAL)[1]penisBigHead: la ocampo
[2021:05:15-00:09:21]  (Local) -> (LOCAL)[4]Mnrpatecumbias: pare
[2021:05:15-00:09:21]  (Local) -> (LOCAL)[9]Cuchacho: no me deja entrenarla XDD
[2021:05:15-00:09:21]  (Global) -> DonSteven(CDG): pues es malita
[2021:05:15-00:09:22]  (Global) -> BajaPantys420|ELN: aqui estoy bro
[2021:05:15-00:09:23]  (Local) -> (LOCAL)[4]Mnrpatecumbias: oe
[2021:05:15-00:09:23]  (Local) -> (LOCAL)[0]Valak!: a
[2021:05:15-00:09:23]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: y ese
[2021:05:15-00:09:24]  (Local) -> (LOCAL)[1]penisBigHead: 13
[2021:05:15-00:09:25]  (Local) -> (LOCAL)[4]MadlyFigurine1: para
[2021:05:15-00:09:26]  (Local) -> (LOCAL)[4]Mnrpatecumbias: los inivtto
[2021:05:15-00:09:28]  (Global) -> KM9: suerte con esos manes
[2021:05:15-00:09:28]  (Local) -> (LOCAL)[1]VisiosoHP69: hay pocos criminales
[2021:05:15-00:09:28]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: ok
[2021:05:15-00:09:28]  (Local) -> (LOCAL)[1]FuturisticShark94: no le escucho
[2021:05:15-00:09:29]  (Local) -> (LOCAL)[3]el_orejas[CDG]: pa maneja4r asi sadjfjasdkj
[2021:05:15-00:09:29]  (Global) -> BajaPantys420|ELN: me meti un chamber y no veo es nada
[2021:05:15-00:09:29]  (Local) -> (LOCAL)[4]Mnrpatecumbias: a un paseo de olla
[2021:05:15-00:09:30]  (Local) -> (LOCAL)[4]MadlyFigurine1: a
[2021:05:15-00:09:35]  (Local) -> (LOCAL)[4]Mnrpatecumbias: se pegan?d
[2021:05:15-00:09:36]  (Local) -> (LOCAL)[2]el_orejas[CDG]: x2 jajasja
[2021:05:15-00:09:38]  (Local) -> (LOCAL)[4]VisiosoHP69: creo que se aburrieron
[2021:05:15-00:09:38]  (Global) -> KM9: tambien
[2021:05:15-00:09:39]  (Global) -> BajaPantys420|ELN: buscame estoy aqui en el hospital este
[2021:05:15-00:09:39]  (Local) -> (LOCAL)[4]MadlyFigurine1: si
[2021:05:15-00:09:39]  (Local) -> (LOCAL)[1]penisBigHead: este
[2021:05:15-00:09:41]  (Local) -> (LOCAL)[4]Mnrpatecumbias: r
[2021:05:15-00:09:42]  (Local) -> (LOCAL)[4]VisiosoHP69: xd
[2021:05:15-00:09:42]  (Local) -> (LOCAL)[4]Mnrpatecumbias: suban
[2021:05:15-00:09:43]  (Global) -> coco_humilde: no lo veo menor
[2021:05:15-00:09:43]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: creo q 6
[2021:05:15-00:09:46]  (Team - Unemployed) -> (TEAM)W45A[CDG]: /skinesmeralda
[2021:05:15-00:09:46]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: q
[2021:05:15-00:09:47]  (Local) -> (LOCAL)[7]braiderandres: DIOS Y PATRIA
[2021:05:15-00:09:52]  (Local) -> (LOCAL)[2]BajaPantys420|ELN: como qnowd
[2021:05:15-00:09:52]  (Global) -> #9800D1CagaletoElCagaoELN|#9800D1GDT!: baby apaga el celular
[2021:05:15-00:09:52]  (Global) -> Mnrpatecumbias|#EB4E89ㅇㅅㅇ: estoy de paseito
[2021:05:15-00:09:52]  (Local) -> (LOCAL)[4]MadlyFigurine1: pare
[2021:05:15-00:09:55]  (Global) -> PadreChucho|#EB4E89ㅇㅅㅇ: DonSteven(CDG)[1] ponga /anti-lag 
[2021:05:15-00:09:55]  (Global) -> Dilan_PornHub'CDG|#1B2ABA������:  
[2021:05:15-00:09:57]  (Global) -> iElViejoMiguexD: umm wee .. pues ahorita esta como mala la comunidad 
[2021:05:15-00:09:57]  (Local) -> (LOCAL)[1]penisBigHead: este
[2021:05:15-00:09:58]  (Global) -> Estremesur[CDG]: por que mi carro no se mueve?
[2021:05:15-00:09:59]  (Global) -> Dilan_PornHub'CDG|#1B2ABA������:  
[2021:05:15-00:10:01]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: uy ese q
[2021:05:15-00:10:01]  (Global) -> Dilan_PornHub'CDG|#1B2ABA������:  
[2021:05:15-00:10:02]  (Global) -> BajaPantys420|ELN: como q no
[2021:05:15-00:10:03]  (Global) -> KM9: pa donde van 
[2021:05:15-00:10:04]  (Global) -> DonSteven(CDG): cual le gusta mas a usted?
[2021:05:15-00:10:05]  (Local) -> (LOCAL)[0]Valak!: xd
[2021:05:15-00:10:07]  (Local) -> (LOCAL)[4]Mnrpatecumbias: enca
[2021:05:15-00:10:08]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: ni idea la verdad
[2021:05:15-00:10:08]  (Local) -> (LOCAL)[1]penisBigHead: no se
[2021:05:15-00:10:09]  (Local) -> (LOCAL)[4]VirtuoXS|EVG: presionen G
[2021:05:15-00:10:09]  (Local) -> (LOCAL)[4]el_orejas[CDG]: jsajasjas ve ese mk
[2021:05:15-00:10:10]  (Local) -> (LOCAL)[4]Mnrpatecumbias: encima
[2021:05:15-00:10:14]  (Local) -> (LOCAL)[1]penisBigHead: cuanto valia
[2021:05:15-00:10:14]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: yo lo compre en 20
[2021:05:15-00:10:17]  (Local) -> (LOCAL)[4]Joystick|ELN: le vendo este carrito en 900
[2021:05:15-00:10:19]  (Global) -> coco_humilde: llegue a la rampa
[2021:05:15-00:10:20]  (Global) -> BajaPantys420|ELN: coco_humilde estoy en el hospital q esta x groove
[2021:05:15-00:10:20]  (Global) -> Ivan_Duque(Porky)|#EB4E89ㅇㅅㅇ:   son las  12  pa 
[2021:05:15-00:10:20]  (Global) -> iElViejoMiguexD: por mi jugaria warzone pero me falta ram
[2021:05:15-00:10:22]  (Global) -> JosueYes: no mano
[2021:05:15-00:10:23]  (Local) -> (LOCAL)[4]Mnrpatecumbias: encima
[2021:05:15-00:10:25]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: hace 6 meses
[2021:05:15-00:10:26]  (Global) -> juancho'2cb: ES QUE TU ERE UNA CHIMBITA
[2021:05:15-00:10:26]  (Local) -> (LOCAL)[11]ivan'2cb: ok carlos
[2021:05:15-00:10:28]  (Local) -> (LOCAL)[4]Mnrpatecumbias: adelante
[2021:05:15-00:10:29]  (Global) -> JosueYes: 500k
[2021:05:15-00:10:30]  (Local) -> (LOCAL)[1]penisBigHead: el supra
[2021:05:15-00:10:32]  (Global) -> BajaPantys420|ELN: coco_humilde estoy en el hospital q esta x groove
[2021:05:15-00:10:32]  (Global) -> Dilan_PornHub'CDG|#1B2ABA������:  
[2021:05:15-00:10:33]  (Global) -> DonSteven(CDG): x2
[2021:05:15-00:10:33]  (Local) -> (LOCAL)[11]BajaPantys420|ELN: espera
[2021:05:15-00:10:34]  (Local) -> (LOCAL)[5]Joystick|ELN: todo lo del tunning
[2021:05:15-00:10:34]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: jijij
[2021:05:15-00:10:38]  (Local) -> (LOCAL)[0]Valak!: yes
[2021:05:15-00:10:39]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: ese ofreecen de todo
[2021:05:15-00:10:41]  (Local) -> (LOCAL)[10]A|capone|Zcb|: emmmmmmmmmmmm
[2021:05:15-00:10:41]  (Global) -> KM9: hhp
[2021:05:15-00:10:42]  (Global) -> juancho'2cb: ES QUE TU ERE UNA CHIMBITA
[2021:05:15-00:10:46]  (Global) -> DonSteven(CDG): Pero jajcual le gusta mas a usted?
[2021:05:15-00:10:46]  (Local) -> (LOCAL)[5]Joystick|ELN: vale 770 sin tunning
[2021:05:15-00:10:49]  (Local) -> (LOCAL)[1]penisBigHead: yo diria q 70
[2021:05:15-00:10:50]  (Local) -> (LOCAL)[4]Mnrpatecumbias: salte
[2021:05:15-00:10:52]  (Local) -> (LOCAL)[1]Miguel-paraco: hp
[2021:05:15-00:10:53]  (Local) -> (LOCAL)[4]Mnrpatecumbias: encima
[2021:05:15-00:10:53]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: no tiene precio por ese carro es el q mas de
[2021:05:15-00:10:55]  (Team - Services) -> (TEAM)biya'2cb: dq
[2021:05:15-00:10:57]  (Global) -> BajaPantys420|ELN: coco_humilde estoy en el hospital q esta x groove
[2021:05:15-00:10:59]  (Local) -> (LOCAL)[2]Miguel-paraco: np
[2021:05:15-00:11:00]  (Local) -> (LOCAL)[9]A|capone|Zcb|: estas esperando que te cargue el chaleko?
[2021:05:15-00:11:02]  (Local) -> (LOCAL)[1]IceWipe'ELN: hp
[2021:05:15-00:11:02]  (Global) -> Joystick|ELN: subite mano
[2021:05:15-00:11:04]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: me estaban ofrecienfo 100
[2021:05:15-00:11:04]  (Team - Services) -> (TEAM)biya'2cb: d1
[2021:05:15-00:11:05]  (Team - Services) -> (TEAM)DrabSun55: \radio
[2021:05:15-00:11:08]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: si 70 puede ser
[2021:05:15-00:11:11]  ([Msg] de Naruto#00ff00|ZETAS| para A|capone|Zcb|: bro quieres la moto bro) -> nil
[2021:05:15-00:11:12]  (Local) -> (LOCAL)[4]Mnrpatecumbias: suba
[2021:05:15-00:11:14]  (Local) -> (LOCAL)[4]Mnrpatecumbias: encima
[2021:05:15-00:11:14]  (Local) -> (LOCAL)[1]penisBigHead: el fortune
[2021:05:15-00:11:17]  (Local) -> (LOCAL)[9]Carlos_Escobar5FPS[Z]: hay una rata
[2021:05:15-00:11:19]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: MMM
[2021:05:15-00:11:19]  (Local) -> (LOCAL)[8]ivan'2cb: juanco
[2021:05:15-00:11:21]  (Local) -> (LOCAL)[4]Mnrpatecumbias: asi
[2021:05:15-00:11:23]  ([Msg] de A|capone|Zcb| para Naruto#00ff00|ZETAS|: si) -> nil
[2021:05:15-00:11:23]  (Global) -> JosueYes: simon
[2021:05:15-00:11:24]  (Local) -> (LOCAL)[5]FuturisticShark94: tombos marikas
[2021:05:15-00:11:24]  (Global) -> iElViejoMiguexD: Juege actaulmente el mta pero F como que han cambiado cosas
[2021:05:15-00:11:26]  (Global) -> coco_humilde: venga entre
[2021:05:15-00:11:27]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: cuanto sera
[2021:05:15-00:11:27]  (Local) -> (LOCAL)[9]A|capone|Zcb|: ajjajaja
[2021:05:15-00:11:29]  (Local) -> (LOCAL)[4]MadlyFigurine1: f
[2021:05:15-00:11:32]  (Local) -> (LOCAL)[1]penisBigHead: ni idea
[2021:05:15-00:11:34]  (Local) -> (LOCAL)[1]TartarusZcB: ammu
[2021:05:15-00:11:35]  (Local) -> (LOCAL)[9]Carlos_Escobar5FPS[Z]: hay una rata
[2021:05:15-00:11:36]  (Local) -> (LOCAL)[1]acs'zzz: Lo llevo tele
[2021:05:15-00:11:39]  (Local) -> (LOCAL)[4]MadlyFigurine1: ya
[2021:05:15-00:11:40]  (Local) -> (LOCAL)[1]acs'zzz: Vamos ñero
[2021:05:15-00:11:40]  (Local) -> (LOCAL)[9]A|capone|Zcb|: cuando me juegaste con chaleko y yo baja vida k?
[2021:05:15-00:11:42]  (Local) -> (LOCAL)[4]Mnrpatecumbias: presionen x
[2021:05:15-00:11:43]  (Global) -> Toloteli|2cb|#9E016Cඞ: admin
[2021:05:15-00:11:44]  (Global) -> iElViejoMiguexD: No se tambien ando en esas
[2021:05:15-00:11:44]  (Global) -> DonSteven(CDG): ddele bro nos vemos
[2021:05:15-00:11:44]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: lo compre en 10 hace 6 meses tambien
[2021:05:15-00:11:46]  (Local) -> (LOCAL)[10]A|capone|Zcb|: niño ome
[2021:05:15-00:11:47]  (Local) -> (LOCAL)[4]Joystick|ELN: 900
[2021:05:15-00:11:48]  (Global) -> #7F7F7F|ADM|#FF0000brahian|#83FF00ʍđท: dime Toloq
[2021:05:15-00:11:51]  (Local) -> (LOCAL)[1]penisBigHead: jm
[2021:05:15-00:11:51]  (Global) -> #7F7F7F|ADM|#FF0000brahian|#83FF00ʍđท: dime Toloteli|2cb
[2021:05:15-00:11:54]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: por ahi 15 o 17
[2021:05:15-00:11:55]  (Global) -> Toloteli|2cb|#9E016Cඞ: no me sale  la vbarrra de gasolina
[2021:05:15-00:11:56]  (Global) -> coco_humilde: baja pantys entre
[2021:05:15-00:11:57]  (Local) -> (LOCAL)[1]TartarusZcB: ammu
[2021:05:15-00:11:59]  (Local) -> (LOCAL)[4]Joystick|ELN: vale 770k sin tuning
[2021:05:15-00:12:00]  (Local) -> (LOCAL)[1]penisBigHead: si
[2021:05:15-00:12:01]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������: admin puede venir a hacerme un favor porfaaaaaaaaaa
[2021:05:15-00:12:01]  (Global) -> Toloteli|2cb|#9E016Cඞ: pq
[2021:05:15-00:12:03]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������: admin puede venir a hacerme un favor porfaaaaaaaaaa
[2021:05:15-00:12:05]  (Global) -> iElViejoMiguexD: Hagale ud cuantos años tiene ?
[2021:05:15-00:12:08]  (Global) -> Luis_Iriarte: bravura
[2021:05:15-00:12:09]  ([Msg] de Naruto#00ff00|ZETAS| para A|capone|Zcb|: como le hacemos tienes el tidenero completo deme 2 palos) -> nil
[2021:05:15-00:12:09]  (Global) -> BajaPantys420|ELN: coco_humilde donde estas
[2021:05:15-00:12:10]  (Local) -> (LOCAL)[1]penisBigHead: este
[2021:05:15-00:12:12]  (Global) -> #7F7F7F|ADM|#FF0000brahian|#83FF00ʍđท: manda pantallazo al canal de bugs del dc
[2021:05:15-00:12:13]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: jj
[2021:05:15-00:12:13]  (Global) -> Toloteli|2cb|#9E016Cඞ: admin
[2021:05:15-00:12:15]  (Global) -> PadreChucho|#EB4E89ㅇㅅㅇ: ibaaan
[2021:05:15-00:12:16]  (Global) -> Carlos_Escobar5FPS[Z]|#EB4E89ㅇㅅㅇ: ivan'2cb[1] no lo vi
[2021:05:15-00:12:17]  (Global) -> #7F7F7F|ADM|#FF0000brahian|#83FF00ʍđท: dime
[2021:05:15-00:12:17]  (Global) -> coco_humilde: al frente
[2021:05:15-00:12:17]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: cuanto por ahi
[2021:05:15-00:12:18]  (Local) -> (LOCAL)[4]Joystick|ELN: el mio se llama uranus
[2021:05:15-00:12:20]  (Global) -> DonSteven(CDG): 14 Jajaja
[2021:05:15-00:12:21]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������: admin puede venir a hacerme un favor porfaaaaaaaaaa
[2021:05:15-00:12:22]  (Local) -> (LOCAL)[1]penisBigHead: uy no se
[2021:05:15-00:12:23]  (Global) -> coco_humilde: en la pista
[2021:05:15-00:12:25]  (Global) -> BajaPantys420|ELN: ?
[2021:05:15-00:12:28]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: yo ese lo venderia en 60
[2021:05:15-00:12:28]  (Local) -> (LOCAL)[1]TartarusZcB: no me deja comprar nada
[2021:05:15-00:12:30]  (Local) -> (LOCAL)[1]PadreChucho: ibaan
[2021:05:15-00:12:30]  (Local) -> (LOCAL)[1]penisBigHead: vale 35 por nequi
[2021:05:15-00:12:33]  (Local) -> (LOCAL)[1]TartarusZcB: a usted si?
[2021:05:15-00:12:33]  (Global) -> iElViejoMiguexD: a no manito estudie !!
[2021:05:15-00:12:36]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: XD
[2021:05:15-00:12:37]  (Local) -> (LOCAL)[1]penisBigHead: xd
[2021:05:15-00:12:38]  (Global) -> BajaPantys420|ELN: bro en el hospital que esta x groove
[2021:05:15-00:12:39]  (Global) -> DonSteven(CDG): Jaja xdxdxd
[2021:05:15-00:12:42]  (Global) -> Estremesur[CDG]: por que mi carro no se mueve?
[2021:05:15-00:12:43]  (Global) -> coco_humilde: siiiiii
[2021:05:15-00:12:44]  (Local) -> (LOCAL)[9]braiderandres: oe
[2021:05:15-00:12:46]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������: admin puede venir a hacerme un favor porfaaaaaaaaaa
[2021:05:15-00:12:46]  (Local) -> (LOCAL)[1]VisiosoHP69: como se resiste la puta
[2021:05:15-00:12:46]  (Local) -> (LOCAL)[1]penisBigHead: eso dijo el stiven
[2021:05:15-00:12:49]  (Local) -> (LOCAL)[10]braiderandres: de donde saco esa skin rei
[2021:05:15-00:12:49]  (Global) -> BajaPantys420|ELN: wtf
[2021:05:15-00:12:50]  (Global) -> Joystick|ELN: no teine gasolina
[2021:05:15-00:12:50]  (Local) -> (LOCAL)[1]penisBigHead: bueno este 60
[2021:05:15-00:12:51]  (Local) -> (LOCAL)[1]CagaletoElCagaoELN: XDDD
[2021:05:15-00:12:51]  (Local) -> (LOCAL)[3]FuturisticShark94: yaya paro
[2021:05:15-00:12:51]  (Local) -> (LOCAL)[10]ivan'2cb: salga
[2021:05:15-00:12:51]  (Local) -> (LOCAL)[2]PadreChucho: ola
[2021:05:15-00:12:52]  (Local) -> (LOCAL)[4]Mnrpatecumbias: a buscar gente
[2021:05:15-00:12:52]  (Global) -> coco_humilde: por eso pero venga al frente
