This file was generated by Console at 2021:06:14-00:00:02



[2021:06:14-00:00:02]  (Global) -> cacharrito.HP: PANTHER963(Z)
[2021:06:14-00:07:19]  (Global) -> Panther963(Z): y su pirobo teaser
[2021:06:14-00:07:21]  (Local) -> (LOCAL)[6]Randall...!: mm
[2021:06:14-00:07:23]  (Global) -> LICENCIADO[RUIZ]: 3 dias de mantenimiento me espero desde que millonarios sea campeon
[2021:06:14-00:07:25]  (Local) -> (LOCAL)[3]caceres: ZZZ CGD PA - CACERES MOMENT TOXIC
[2021:06:14-00:07:25]  (Local) -> (LOCAL)[3]Lavi: xdd
[2021:06:14-00:07:25]  (Global) -> Xx._GAMBOAxX/ELN/: uff
[2021:06:14-00:07:26]  (Local) -> (LOCAL)[1]elKRIS_CDG: jsjs
[2021:06:14-00:07:28]  (Global) -> LICENCIADO[RUIZ]: todo tranquilo
[2021:06:14-00:07:31]  (Local) -> (LOCAL)[1]elKRIS_CDG: ya lo voy a busca
[2021:06:14-00:07:31]  (Local) -> (LOCAL)[1]Flacooo: Looc
[2021:06:14-00:07:32]  (Local) -> (LOCAL)[6]Freefire: g8?
[2021:06:14-00:07:32]  (Local) -> (LOCAL)[1]A|caponeeee"2cb: zzzzzzzzzzzzzzzz
[2021:06:14-00:07:34]  (Local) -> (LOCAL)[1]elKRIS_CDG: buscar
[2021:06:14-00:07:36]  (Local) -> (LOCAL)[5]BadGirl|2cb|: q
[2021:06:14-00:07:40]  (Local) -> (LOCAL)[3]Primera_Linea_Medellin: necesitamos ayuda
[2021:06:14-00:07:42]  (Local) -> (LOCAL)[10]MICHAEL|CDG: y eso que dia pondran en mantenimiento esto?
[2021:06:14-00:07:43]  (Local) -> (LOCAL)[1]Freefire: qnsos
[2021:06:14-00:07:46]  (Local) -> (LOCAL)[4]Primera_Linea_Medellin: necesitamos ayuda
[2021:06:14-00:07:48]  (Global) -> elverscott: primo donde estan?
[2021:06:14-00:07:48]  (Global) -> primo(CDG): WEY 
[2021:06:14-00:07:50]  (Local) -> (LOCAL)[2]BadGirl|2cb|: pues camixd
[2021:06:14-00:07:53]  (Local) -> (LOCAL)[4]binipu: que jue
[2021:06:14-00:07:54]  (Global) -> Panther963(Z): Si van a actualizar el server quitenle el teazer a los tombos sin ellos no nada XDD
[2021:06:14-00:07:56]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF5C00Balaclava: creo q maÃ±ana
[2021:06:14-00:07:56]  (Local) -> (LOCAL)[1]BazucoPai!2cb: k
[2021:06:14-00:07:57]  (Global) -> primo(CDG): RECLUTAS
[2021:06:14-00:07:57]  (Local) -> (LOCAL)[1]Freefire: y yo?
[2021:06:14-00:08:00]  (Local) -> (LOCAL)[9]MICHAEL|CDG: mmm ya
[2021:06:14-00:08:04]  (Local) -> (LOCAL)[4]binipu: venga
[2021:06:14-00:08:06]  (Local) -> (LOCAL)[1]tomas: oe lo suelto si me da 20k
[2021:06:14-00:08:07]  (Global) -> Juanpalo:): hpta 
[2021:06:14-00:08:09]  ([Msg] de Daiana para DONDARKAR[DARK]: si algo maÃ±ana me los paga?) -> nil
[2021:06:14-00:08:11]  (Global) -> Panther963(Z): Se aprovechan
[2021:06:14-00:08:13]  (Global) -> Toloteli|2cb|#9E016Cà¶ž: dos
[2021:06:14-00:08:21]  (Global) -> Panther963(Z): hasta arrestan a los soldados LOL
[2021:06:14-00:08:22]  (Global) -> BazucoPai!2cb|#9E016Cà¶ž: Benito'AUC[3] compre internet laguero
[2021:06:14-00:08:22]  (Global) -> Juanpalo:): venga
[2021:06:14-00:08:26]  (Local) -> (LOCAL)[5]Freefire: pene
[2021:06:14-00:08:27]  (Local) -> (LOCAL)[5]pene~>w<: yo
[2021:06:14-00:08:27]  (Global) -> Juanpalo:): se los doi
[2021:06:14-00:08:29]  (Global) -> ARETE: llore
[2021:06:14-00:08:31]  (Local) -> (LOCAL)[2]Lavi: fuck
[2021:06:14-00:08:32]  (Local) -> (LOCAL)[6]Freefire: baje feo
[2021:06:14-00:08:33]  (Local) -> (LOCAL)[4]Xx._GAMBOAxX/ELN/: tombo hp
[2021:06:14-00:08:35]  (Local) -> (LOCAL)[6]Freefire: q me lo encan
[2021:06:14-00:08:35]  (Global) -> primo(CDG): wey todos aqui
[2021:06:14-00:08:38]  (Local) -> (LOCAL)[3]Primera_Linea_Medellin: noooo
[2021:06:14-00:08:41]  (Global) -> Aletoso[CDG]|#9D12D1í ½í¸ˆ: #00FFFF VENDO INFERNUS
[2021:06:14-00:08:46]  (Team - Fuerzas Armadas) -> (TEAM)LaSabandija: Oe lleguen todos
[2021:06:14-00:08:47]  (Local) -> (LOCAL)[2]BadGirl|2cb|: pene sucio
[2021:06:14-00:08:49]  (Global) -> Ikaris'2cb: hey bala como asi q los drifters pueden seguir farmeando en zona
[2021:06:14-00:08:51]  (Local) -> (LOCAL)[4]kazuzu: cuando paramos
[2021:06:14-00:08:54]  (Team - Fuerzas Armadas) -> (TEAM)LaSabandija: Primo hable por Team
[2021:06:14-00:08:56]  (Global) -> primo(CDG): donde venden las armas
[2021:06:14-00:09:00]  (Local) -> (LOCAL)[4]kazuzu: ellos desde lejo atacan
[2021:06:14-00:09:02]  (Local) -> (LOCAL)[6]Panther963(Z): oelos deberiamosunirnos
[2021:06:14-00:09:07]  (Team - Fuerzas Armadas) -> (TEAM)LaSabandija: tienen francotiradores
[2021:06:14-00:09:11]  (Local) -> (LOCAL)[1]binipu: vecino uy pasa por el santa fe?
[2021:06:14-00:09:12]  (Local) -> (LOCAL)[6]MICHAEL|CDG: bala una pregunta se puede kambiar el boton de uno llenar la gasolina?
[2021:06:14-00:09:13]  (Local) -> (LOCAL)[3]Panther963(Z): y hacer plan pistoa
[2021:06:14-00:09:16]  (Local) -> (LOCAL)[2]Primera_Linea_Medellin: todos los soldados a la cana lleguen
[2021:06:14-00:09:21]  (Global) -> Primera_Linea_Medellin: todos los soldados a la cana lleguen
[2021:06:14-00:09:23]  (Local) -> (LOCAL)[4]Panther963(Z): usssss
[2021:06:14-00:09:25]  (Global) -> ARETE: tonteli
[2021:06:14-00:09:35]  (Global) -> primo(CDG): lleguen todo porfa
[2021:06:14-00:09:35]  (Local) -> (LOCAL)[5]LaSabandija: primo necesito arma
[2021:06:14-00:09:35]  (Global) -> Primera_Linea_Medellin: los tomobos nos tiran
[2021:06:14-00:09:35]  (Global) -> owen[2cb: admin
[2021:06:14-00:09:37]  (Global) -> Juanpalo:): voy a renunciar
[2021:06:14-00:09:38]  ([Msg] de DONDARKAR[DARK] para Daiana: rela) -> nil
[2021:06:14-00:09:40]  (Local) -> (LOCAL)[2]Panther963(Z): vamos a hacer plan pistoolacontra los tombos
[2021:06:14-00:09:44]  (Local) -> (LOCAL)[1]BadGirl|2cb|: que maldad xdd
[2021:06:14-00:09:45]  (Local) -> (LOCAL)[5]cacharrito.HP: NADA MAL PERO LA MIA ES MAS GRaNDE
[2021:06:14-00:09:47]  (Local) -> (LOCAL)[1]Freefire: ese nombre q
[2021:06:14-00:09:48]  ([Msg] de DONDARKAR[DARK] para Oreo: oeeeeeeeeeee hagame el 14 no sea asi ome) -> nil
[2021:06:14-00:09:50]  (Local) -> (LOCAL)[2]BadGirl|2cb|: jajajajaja
[2021:06:14-00:09:51]  (Global) -> owen[2cb: admin
[2021:06:14-00:09:52]  (Global) -> primo(CDG): baje
[2021:06:14-00:09:54]  (Global) -> elverscott: como asi juan palo
[2021:06:14-00:09:55]  (Global) -> LICENCIADO[RUIZ]: admin
[2021:06:14-00:09:55]  (Global) -> Pericles: donde primo
[2021:06:14-00:09:56]  (Local) -> (LOCAL)[5]BadGirl|2cb|: miooo
[2021:06:14-00:09:57]  (Global) -> owen[2cb: admin
[2021:06:14-00:09:58]  (Global) -> Xx._GAMBOAxX/ELN/: admin un policia me tiene y no  me suelta me lleva por todo el mapa
[2021:06:14-00:09:58]  (Local) -> (LOCAL)[2]tomas: suba
[2021:06:14-00:10:02]  (Local) -> (LOCAL)[2]Damian97: esa moto tan fea
[2021:06:14-00:10:02]  (Local) -> (LOCAL)[5]BadGirl|2cb|: y ese q?
[2021:06:14-00:10:05]  (Global) -> primo(CDG): compre pa
[2021:06:14-00:10:07]  ([Msg] de DONDARKAR[DARK] para Oreo: busco la chiva desde hace meses y cuando la venden nunca tengo como ahora xd) -> nil
[2021:06:14-00:10:12]  (Local) -> (LOCAL)[6]Lavi: ARETE JAJAJAJAJ
[2021:06:14-00:10:13]  (Local) -> (LOCAL)[7]owen[2cb: pe
[2021:06:14-00:10:13]  (Local) -> (LOCAL)[4]BadBoy: melo
[2021:06:14-00:10:13]  (Global) -> primo(CDG): no tiene dinero
[2021:06:14-00:10:13]  (Local) -> (LOCAL)[3]LaSabandija: No teng oplata
[2021:06:14-00:10:14]  (Local) -> (LOCAL)[6]Lavi: JAJAJAJJASJ
[2021:06:14-00:10:16]  (Global) -> DONDARKAR[DARK]: VENDO SANDKING 3M 
[2021:06:14-00:10:17]  (Local) -> (LOCAL)[3]LaSabandija: nada
[2021:06:14-00:10:17]  (Local) -> (LOCAL)[7]owen[2cb: cuanto esa skin
[2021:06:14-00:10:19]  (Local) -> (LOCAL)[2]BadGirl|2cb|: aldjkasd
[2021:06:14-00:10:23]  (Local) -> (LOCAL)[3]elKRIS_CDG: jsjs
[2021:06:14-00:10:23]  (Local) -> (LOCAL)[6]MICHAEL|CDG: bala una pregunta se puede kambiar el boton de uno llenar la gasolina?
[2021:06:14-00:10:23]  (Local) -> (LOCAL)[3]elverscott: yo te paso unos pesos sabandija
[2021:06:14-00:10:27]  (Local) -> (LOCAL)[4]LaSabandija: va
[2021:06:14-00:10:28]  (Local) -> (LOCAL)[7]owen[2cb: admin
[2021:06:14-00:10:29]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00Balaclava: q tiene de malo luego
[2021:06:14-00:10:29]  (Local) -> (LOCAL)[2]BadBoy: hoy me puse como 10 nmbres
[2021:06:14-00:10:33]  (Local) -> (LOCAL)[4]kazuzu: jjj
[2021:06:14-00:10:35]  (Local) -> (LOCAL)[2]BadGirl|2cb|: jajaja
[2021:06:14-00:10:36]  (Local) -> (LOCAL)[6]Naruto|CDG|: bala ya mande reporte bro
[2021:06:14-00:10:37]  (Local) -> (LOCAL)[2]Panther963(Z): oelo
[2021:06:14-00:10:40]  (Local) -> (LOCAL)[3]LaSabandija: ey pero si me matan pierdo el arma?
[2021:06:14-00:10:41]  (Local) -> (LOCAL)[1]BadGirl|2cb|: y que me gusta florez
[2021:06:14-00:10:42]  (Local) -> (LOCAL)[2]cacharrito.HP: OE
[2021:06:14-00:10:43]  ([Msg] de A|caponeeee"2cb para Andres_Ramires|2cb: feltzer ala venta) -> nil
[2021:06:14-00:10:44]  (Local) -> (LOCAL)[1]BadGirl|2cb|: ay vale
[2021:06:14-00:10:47]  (Global) -> LopsidedVenom70: sisas
[2021:06:14-00:10:47]  (Local) -> (LOCAL)[3]cacharrito.HP: POR RIP
[2021:06:14-00:10:48]  (Local) -> (LOCAL)[1]BadBoy: me toco quitarme salchipapa pq me iban a reportar
[2021:06:14-00:10:48]  (Local) -> (LOCAL)[5]owen[2cb: como ago pa quitarme la gorra
[2021:06:14-00:10:49]  (Team - Fuerzas Armadas) -> (TEAM)Primera_Linea_Medellin: los tomobos nos tiran
[2021:06:14-00:10:50]  (Local) -> (LOCAL)[4]caceres: Ok, ya veran.
[2021:06:14-00:10:50]  (Local) -> (LOCAL)[3]Panther963(Z): vamos a hacerplan pistola
[2021:06:14-00:10:51]  (Local) -> (LOCAL)[3]Oreo: arete
[2021:06:14-00:10:52]  (Global) -> elverscott: toca ir a retirar marica
[2021:06:14-00:10:53]  (Global) -> A|caponeeee"2cb: Flacooo[6] jmmm
[2021:06:14-00:10:54]  (Local) -> (LOCAL)[3]ARETE: q
[2021:06:14-00:10:54]  (Local) -> (LOCAL)[4]Flacooo: JAJAJAJAJA
[2021:06:14-00:10:55]  (Global) -> primo(CDG): lleguen todos
[2021:06:14-00:10:58]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00Balaclava: cual gorra?
[2021:06:14-00:10:59]  (Local) -> (LOCAL)[5]BadGirl|2cb|: me estabas matando mucho hp
[2021:06:14-00:10:59]  ([Msg] de Andres_Ramires|2cb para A|caponeeee"2cb: estoy pobre) -> nil
[2021:06:14-00:11:00]  (Local) -> (LOCAL)[4]Flacooo: disque oj ya veran
[2021:06:14-00:11:00]  (Local) -> (LOCAL)[3]Oreo: si sabe qn soy yo
[2021:06:14-00:11:00]  ([Msg] de A|caponeeee"2cb para Andres_Ramires|2cb: feltzer ala venta) -> nil
[2021:06:14-00:11:02]  (Global) -> Xx._GAMBOAxX/ELN/: ayudaaa
[2021:06:14-00:11:02]  (Local) -> (LOCAL)[6]pene~>w<: XDDD
[2021:06:14-00:11:03]  (Local) -> (LOCAL)[3]Tartaru$ZcB: q
[2021:06:14-00:11:03]  ([Msg] de DONDARKAR[DARK] para Balaclava: hola bala?) -> nil
[2021:06:14-00:11:04]  (Local) -> (LOCAL)[4]Panther963(Z): contra los puercos
[2021:06:14-00:11:06]  (Local) -> (LOCAL)[6]LaSabandija: ah este pirboo
[2021:06:14-00:11:07]  (Local) -> (LOCAL)[4]cacharrito.HP: espere
[2021:06:14-00:11:08]  (Local) -> (LOCAL)[4]Panther963(Z): ahi viene uno
[2021:06:14-00:11:09]  (Local) -> (LOCAL)[3]Oreo: :v
[2021:06:14-00:11:10]  (Local) -> (LOCAL)[7]owen[2cb: no la ve ciega hpt
[2021:06:14-00:11:10]  (Local) -> (LOCAL)[3]ARETE: si oreo
[2021:06:14-00:11:12]  ([Msg] de Balaclava para DONDARKAR[DARK]: yo no veo su reporte) -> nil
[2021:06:14-00:11:13]  (Local) -> (LOCAL)[3]Oreo: qn
[2021:06:14-00:11:14]  (Local) -> (LOCAL)[8]pene~>w<: uy
[2021:06:14-00:11:17]  (Local) -> (LOCAL)[9]owen[2cb: u:v
[2021:06:14-00:11:17]  (Global) -> primo(CDG): diga
[2021:06:14-00:11:17]  (Local) -> (LOCAL)[8]pene~>w<: pene
[2021:06:14-00:11:18]  (Local) -> (LOCAL)[8]MICHAEL|CDG: no tiene nada
[2021:06:14-00:11:18]  ([Msg] de A|caponeeee"2cb para Andres_Ramires|2cb: venda algo de lo que tiene) -> nil
[2021:06:14-00:11:19]  (Local) -> (LOCAL)[3]Oreo: q nombre tenia ante
[2021:06:14-00:11:20]  (Local) -> (LOCAL)[2]Panther963(Z): ale
[2021:06:14-00:11:21]  (Local) -> (LOCAL)[3]Oreo: s
[2021:06:14-00:11:21]  (Team - Fuerzas Armadas) -> (TEAM)Primera_Linea_Medellin: reunamonos todos en el hp
[2021:06:14-00:11:21]  ([Msg] de DONDARKAR[DARK] para Balaclava: abri un ticket y lo cerraron) -> nil
[2021:06:14-00:11:22]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00Balaclava: ?
[2021:06:14-00:11:23]  (Local) -> (LOCAL)[3]ARETE: jaja no
[2021:06:14-00:11:25]  (Global) -> RickyRicon: resign
[2021:06:14-00:11:25]  ([Msg] de Andres_Ramires|2cb para A|caponeeee"2cb: no pa q) -> nil
[2021:06:14-00:11:26]  (Local) -> (LOCAL)[1]BadGirl|2cb|: bad boy
[2021:06:14-00:11:26]  (Local) -> (LOCAL)[3]Oreo: juliangg
[2021:06:14-00:11:27]  (Team - Fuerzas Armadas) -> (TEAM)LaSabandija: Oe lleguen
[2021:06:14-00:11:27]  (Local) -> (LOCAL)[1]BadGirl|2cb|: jajajajaja
[2021:06:14-00:11:29]  (Local) -> (LOCAL)[1]Panther963(Z): voy a ir miar mientras tinto
[2021:06:14-00:11:30]  (Local) -> (LOCAL)[5]Oreo: :VvVvvVv
[2021:06:14-00:11:30]  (Local) -> (LOCAL)[4]ARETE: a
[2021:06:14-00:11:31]  (Local) -> (LOCAL)[8]owen[2cb: la q tengo en geta
[2021:06:14-00:11:34]  ([Msg] de Balaclava para DONDARKAR[DARK]: tiene pruebas de lo de la camioneta?) -> nil
[2021:06:14-00:11:36]  (Local) -> (LOCAL)[4]pene~>w<: mi motooo
[2021:06:14-00:11:36]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00Balaclava: no veo nada
[2021:06:14-00:11:37]  ([Msg] de DONDARKAR[DARK] para Balaclava: solo me dijeron tenga paciencia y depsues lo cerraron) -> nil
[2021:06:14-00:11:39]  (Local) -> (LOCAL)[6]MICHAEL|CDG: no tiene nada
[2021:06:14-00:11:39]  (Team - Fuerzas Armadas) -> (TEAM)Primera_Linea_Medellin: esos tombos nos estan tirando
[2021:06:14-00:11:40]  (Local) -> (LOCAL)[6]owen[2cb: joa
[2021:06:14-00:11:42]  (Team - Fuerzas Armadas) -> (TEAM)Primera_Linea_Medellin: reunamonos todos en el hp
[2021:06:14-00:11:44]  (Local) -> (LOCAL)[3]ARETE: no no no
[2021:06:14-00:11:44]  (Global) -> LopsidedVenom70: jij
[2021:06:14-00:11:44]  (Local) -> (LOCAL)[3]Oreo: ud era re canson
[2021:06:14-00:11:47]  (Local) -> (LOCAL)[2]BadBoy: ay
[2021:06:14-00:11:47]  (Local) -> (LOCAL)[3]Oreo: ante
[2021:06:14-00:11:48]  (Local) -> (LOCAL)[2]BadGirl|2cb|: jajajajjajaa
[2021:06:14-00:11:49]  (Global) -> RickyRicon: resign
[2021:06:14-00:11:49]  (Local) -> (LOCAL)[3]pene~>w<: q ta chendoooo
[2021:06:14-00:11:50]  (Local) -> (LOCAL)[3]Oreo: s
[2021:06:14-00:11:50]  ([Msg] de DONDARKAR[DARK] para Balaclava: es un turismo el de 10m) -> nil
[2021:06:14-00:11:51]  (Local) -> (LOCAL)[6]LaSabandija: Cual
[2021:06:14-00:11:52]  (Local) -> (LOCAL)[7]owen[2cb: se me buguio esta mrd
[2021:06:14-00:11:53]  (Global) -> Xx._GAMBOAxX/ELN/: oekris espere
[2021:06:14-00:11:56]  (Local) -> (LOCAL)[3]ARETE: pero con usted
[2021:06:14-00:12:00]  (Local) -> (LOCAL)[3]Oreo: jaja
[2021:06:14-00:12:02]  ([Msg] de Balaclava para DONDARKAR[DARK]: abra reporte y mande pruebas) -> nil
[2021:06:14-00:12:02]  (Global) -> Juanpalo:): ey eso es un delito
[2021:06:14-00:12:03]  (Local) -> (LOCAL)[3]Oreo: y pq conmigo
[2021:06:14-00:12:03]  (Local) -> (LOCAL)[9]owen[2cb: epa
[2021:06:14-00:12:03]  (Local) -> (LOCAL)[2]Primera_Linea_Medellin: aqui relajado esos hptas tomobs
[2021:06:14-00:12:04]  (Local) -> (LOCAL)[5]elverscott: lasabandija
[2021:06:14-00:12:04]  (Local) -> (LOCAL)[9]binipu: mera camisa de la selle
[2021:06:14-00:12:04]  (Global) -> elKRIS_CDG: donde esta gamboa
[2021:06:14-00:12:06]  (Team - Fuerzas Armadas) -> (TEAM)elverscott: vamos
[2021:06:14-00:12:06]  (Local) -> (LOCAL)[9]binipu: sele
[2021:06:14-00:12:07]  (Local) -> (LOCAL)[9]MICHAEL|CDG: ekisde
[2021:06:14-00:12:08]  (Local) -> (LOCAL)[4]LaSabandija: vamos
[2021:06:14-00:12:08]  (Local) -> (LOCAL)[2]Lavi: afk
[2021:06:14-00:12:08]  (Local) -> (LOCAL)[2]Primera_Linea_Medellin: no la montaron
[2021:06:14-00:12:09]  (Local) -> (LOCAL)[3]pene~>w<: uym
[2021:06:14-00:12:12]  (Local) -> (LOCAL)[9]owen[2cb: std ve una gorra
[2021:06:14-00:12:12]  (Local) -> (LOCAL)[4]elverscott: a buscar plata
[2021:06:14-00:12:15]  (Local) -> (LOCAL)[3]ARETE: no se
[2021:06:14-00:12:17]  (Local) -> (LOCAL)[5]pene~>w<: ola
[2021:06:14-00:12:20]  (Local) -> (LOCAL)[11]owen[2cb: en mi geta
[2021:06:14-00:12:27]  (Local) -> (LOCAL)[10]binipu: bobarron
[2021:06:14-00:12:28]  (Local) -> (LOCAL)[7]elKRIS_CDG: MONTE gamboa
[2021:06:14-00:12:28]  (Local) -> (LOCAL)[2]caceres: xd
[2021:06:14-00:12:29]  (Global) -> Juanpalo:): tombo HPTA GONORREA
[2021:06:14-00:12:30]  (Local) -> (LOCAL)[10]Naruto|CDG|: ya se me quito bro
[2021:06:14-00:12:31]  ([Msg] de DONDARKAR[DARK] para Balaclava: las unicas pruebas que tengo son las que estan en mercado dc) -> nil
[2021:06:14-00:12:38]  (Local) -> (LOCAL)[12]Primera_Linea_Medellin: hptas
[2021:06:14-00:12:39]  (Local) -> (LOCAL)[12]Naruto|CDG|: gracias
[2021:06:14-00:12:39]  (Local) -> (LOCAL)[1]Xx._GAMBOAxX/ELN/: hagale
[2021:06:14-00:12:39]  (Local) -> (LOCAL)[12]binipu: que fue
[2021:06:14-00:12:41]  (Local) -> (LOCAL)[1]elKRIS_CDG: oe estoy en la llamada
[2021:06:14-00:12:43]  (Local) -> (LOCAL)[12]binipu: bo
[2021:06:14-00:12:44]  (Local) -> (LOCAL)[12]Damian97: sapa
[2021:06:14-00:12:46]  (Local) -> (LOCAL)[3]Oreo: ujjjjjjjj
[2021:06:14-00:12:47]  (Local) -> (LOCAL)[3]ARETE: por fin encuentro a alguien antiguo
[2021:06:14-00:12:48]  (Local) -> (LOCAL)[1]Xx._GAMBOAxX/ELN/: hagale ya me uno
[2021:06:14-00:12:49]  (Global) -> DONDARKAR[DARK]: mp bala lo vengo vendiendo desde hace semanas nadie lo ha comprado
[2021:06:14-00:12:56]  (Local) -> (LOCAL)[11]Primera_Linea_Medellin: los tomobs son unos hptas
[2021:06:14-00:12:56]  (Local) -> (LOCAL)[3]Oreo: jj
[2021:06:14-00:12:57]  (Local) -> (LOCAL)[3]Oreo: suabe
[2021:06:14-00:13:01]  (Phone:SMS) -> From LaSabandija | To: SOFFIA<3 | Message: Oe donde estan
[2021:06:14-00:13:07]  (Local) -> (LOCAL)[1]Acid2: bnA
[2021:06:14-00:13:10]  (Local) -> (LOCAL)[2]pene~>w<: xdddd
[2021:06:14-00:13:11]  (Local) -> (LOCAL)[3]ARETE: y ahora sabe de pvp y todo
[2021:06:14-00:13:13]  (Local) -> (LOCAL)[2]pene~>w<: xdddddd
[2021:06:14-00:13:14]  (Team - Fuerzas Armadas) -> (TEAM)Primera_Linea_Medellin: reunamonos todos en el hp
[2021:06:14-00:13:17]  (Local) -> (LOCAL)[3]Oreo: na
[2021:06:14-00:13:18]  (Local) -> (LOCAL)[6]BadBoy: con este nombre
[2021:06:14-00:13:20]  (Local) -> (LOCAL)[3]Oreo: yo soy malo
[2021:06:14-00:13:20]  ([Msg] de DONDARKAR[DARK] para Balaclava: puta no salio la barra) -> nil
[2021:06:14-00:13:23]  (Local) -> (LOCAL)[6]BadBoy: soy manco
[2021:06:14-00:13:24]  (Local) -> (LOCAL)[2]Stitches!~>||(CDG)||: ya voy a sacar eso
[2021:06:14-00:13:27]  (Local) -> (LOCAL)[3]ARETE: ajaja disque malo
[2021:06:14-00:13:28]  (Local) -> (LOCAL)[2]JairSad[CDG]: oka
[2021:06:14-00:13:28]  (Global) -> #7F7F7F|ADM|#FF5C00Balaclava|#9800D1GDT!: qe
[2021:06:14-00:13:30]  (Local) -> (LOCAL)[3]BadGirl|2cb|: jajajaja
[2021:06:14-00:13:32]  (Local) -> (LOCAL)[2]Stitches!~>||(CDG)||: 53
[2021:06:14-00:13:33]  (Team - Fuerzas Armadas) -> (TEAM)LaSabandija: oe me mataron
[2021:06:14-00:13:35]  (Local) -> (LOCAL)[2]JairSad[CDG]: si
[2021:06:14-00:13:36]  (Global) -> BazucoPai!2cb|#9E016Cà¶ž: Balaclava
[2021:06:14-00:13:37]  (Local) -> (LOCAL)[3]Lavi: XDDDD
[2021:06:14-00:13:37]  (Local) -> (LOCAL)[3]BadBoy: cuanto
[2021:06:14-00:13:38]  (Team - Fuerzas Armadas) -> (TEAM)LaSabandija: apareci en la puta mierda
[2021:06:14-00:13:38]  (Global) -> #7F7F7F|ADM|#FF5C00Balaclava|#9800D1GDT!: q
[2021:06:14-00:13:40]  (Local) -> (LOCAL)[3]Oreo: hay gente mejor q yo
[2021:06:14-00:13:42]  (Local) -> (LOCAL)[3]Lavi: despues de ver como juega ARETE
[2021:06:14-00:13:44]  (Local) -> (LOCAL)[3]Lavi: ud es re bueno
[2021:06:14-00:13:48]  (Local) -> (LOCAL)[3]BadGirl|2cb|: 0a.0
[2021:06:14-00:13:49]  (Local) -> (LOCAL)[4]pene~>w<: oaa
[2021:06:14-00:13:50]  (Global) -> BazucoPai!2cb|#9E016Cà¶ž: Balaclava cuanto me falta pa lleagr  a pablo escobar cuantos rangos mas
[2021:06:14-00:13:52]  (Local) -> (LOCAL)[3]Oreo: luego
[2021:06:14-00:13:53]  (Local) -> (LOCAL)[3]Lavi: arete es lo mas malo q existe
[2021:06:14-00:13:54]  (Local) -> (LOCAL)[4]Flacooo: ud qn es
[2021:06:14-00:13:54]  (Global) -> Pericles: hacemos una rodada
[2021:06:14-00:13:54]  (Local) -> (LOCAL)[3]Oreo: jajaj
[2021:06:14-00:13:55]  (Global) -> elverscott: donde estas la sabandija?
[2021:06:14-00:13:56]  (Global) -> #7F7F7F|ADM|#FF5C00Balaclava|#9800D1GDT!: y como voy a saber eso
[2021:06:14-00:13:56]  (Local) -> (LOCAL)[3]ARETE: callate q te dejo ganar
[2021:06:14-00:13:57]  (Global) -> #7F7F7F|ADM|#FF5C00Balaclava|#9800D1GDT!: xD?
[2021:06:14-00:13:58]  (Local) -> (LOCAL)[8]Primera_Linea_Medellin: gracias
[2021:06:14-00:13:59]  (Team - Fuerzas Armadas) -> (TEAM)LaSabandija: ya le llego
[2021:06:14-00:13:59]  (Local) -> (LOCAL)[5]Lavi: AJJAJA
[2021:06:14-00:14:01]  (Local) -> (LOCAL)[5]Oreo: XDDDDDDDDD
[2021:06:14-00:14:03]  (Local) -> (LOCAL)[5]Lavi: 3-0 bo
[2021:06:14-00:14:05]  (Local) -> (LOCAL)[1]BadBoy: malagente
[2021:06:14-00:14:05]  (Team - Fuerzas Armadas) -> (TEAM)LaSabandija: que me mataron
[2021:06:14-00:14:06]  (Local) -> (LOCAL)[6]Primera_Linea_Medellin: szs
[2021:06:14-00:14:06]  (Local) -> (LOCAL)[1]BadBoy: bien
[2021:06:14-00:14:07]  (Global) -> #7F7F7F|ADM|#FF5C00Balaclava|#9800D1GDT!: yo tengo acceso a todo pero tampoco
[2021:06:14-00:14:07]  (Local) -> (LOCAL)[1]BadGirl|2cb|: no lo vendo
[2021:06:14-00:14:07]  (Global) -> elverscott: estoy donde venden armas
[2021:06:14-00:14:09]  (Global) -> BazucoPai!2cb|#9E016Cà¶ž: Balaclava ud es el admin supremo ._?
[2021:06:14-00:14:12]  (Local) -> (LOCAL)[1]BadGirl|2cb|: jajajaj
[2021:06:14-00:14:13]  (Global) -> #7F7F7F|ADM|#FF5C00Balaclava|#9800D1GDT!: tampoco me sÃ© los stats de todos los players
[2021:06:14-00:14:13]  (Local) -> (LOCAL)[1]BadGirl|2cb|: Ã±o
[2021:06:14-00:14:14]  (Team - Fuerzas Armadas) -> (TEAM)LaSabandija: Va
[2021:06:14-00:14:17]  (Local) -> (LOCAL)[1]BadGirl|2cb|: me lo regalaron xd
[2021:06:14-00:14:18]  (Local) -> (LOCAL)[2]Benito'AUC: pq no arresta al flaco pa?
[2021:06:14-00:14:19]  (Global) -> BazucoPai!2cb|#9E016Cà¶ž: Balaclava a
[2021:06:14-00:14:19]  (Local) -> (LOCAL)[5]ARETE: es q me cae bien entonces lo dejo ganar
[2021:06:14-00:14:20]  (Global) -> #7F7F7F|ADM|#FF5C00Balaclava|#9800D1GDT!: xdd
