This file was generated by Console at 2021:04:28-00:00:00



[2021:04:28-00:00:00]  (Local) -> (LOCAL)[1]DosCoronas|CAPU: f
[2021:04:28-00:05:12]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FFFF00GordoBM: disque ese cerebro apneas le ordena respirar
[2021:04:28-00:05:12]  (Local) -> (LOCAL)[2]el_chupa_pollas_30_AKT: de pasajero
[2021:04:28-00:05:15]  (Local) -> (LOCAL)[2]Xofu'L4: aliados pene
[2021:04:28-00:05:16]  (Local) -> (LOCAL)[11]eliseomeloneo|L4Z||: t amo :3
[2021:04:28-00:05:21]  (Global) -> popeyesad: por favor despeje la zona
[2021:04:28-00:05:21]  (Local) -> (LOCAL)[1]Xofu'L4: psjudas bo
[2021:04:28-00:05:24]  (Global) -> Pasquel(Zetas): como 3
[2021:04:28-00:05:24]  (Local) -> (LOCAL)[2]Yesid_[CDG][MP]: lleveme a la estacion de busetas
[2021:04:28-00:05:28]  (Local) -> (LOCAL)[11]eliseomeloneo|L4Z||: t amo :3
[2021:04:28-00:05:32]  (Global) -> Felipe(CDG): yo creo q mas
[2021:04:28-00:05:33]  (Local) -> (LOCAL)[2]ivan: wtf
[2021:04:28-00:05:34]  (Local) -> (LOCAL)[0]Galicia: a
[2021:04:28-00:05:35]  (Local) -> (LOCAL)[1]rambo2K: Xyoon judas o sos Z ?
[2021:04:28-00:05:38]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FFFF00GordoBM: bof
[2021:04:28-00:05:40]  (Local) -> (LOCAL)[1]Xofu'L4: si
[2021:04:28-00:05:44]  (Local) -> (LOCAL)[11]eliseomeloneo|L4Z||: l@s amo ;3
[2021:04:28-00:05:44]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FFFF00GordoBM: se la dedico ash
[2021:04:28-00:05:46]  (Local) -> (LOCAL)[1]Xofu'L4: era z
[2021:04:28-00:05:47]  (Local) -> (LOCAL)[4]Yesid_[CDG][MP]: gracias
[2021:04:28-00:05:48]  (Local) -> (LOCAL)[1]Xofu'L4: ps
[2021:04:28-00:05:53]  (Local) -> (LOCAL)[1]Xofu'L4: soy zeta pero en otra gang
[2021:04:28-00:05:55]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: bno si soy freseo
[2021:04:28-00:05:55]  (Local) -> (LOCAL)[12]Camilolindo|2cb: les propongo un sueño
[2021:04:28-00:05:56]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: tqm
[2021:04:28-00:05:56]  (Local) -> (LOCAL)[1]rambo2K: ahh ya
[2021:04:28-00:05:58]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: xaito
[2021:04:28-00:06:00]  (Local) -> (LOCAL)[1]Xofu'L4: no mate l4
[2021:04:28-00:06:00]  (Local) -> (LOCAL)[1]Zoe: XD
[2021:04:28-00:06:03]  (Local) -> (LOCAL)[1]Xofu'L4: q somos aliados
[2021:04:28-00:06:04]  (Local) -> (LOCAL)[12]#7F7F7F|LG|#FF0000tussy'2cb: q
[2021:04:28-00:06:07]  (Local) -> (LOCAL)[13]Camilolindo|2cb: |ADM| Camilolindo
[2021:04:28-00:06:07]  (Local) -> (LOCAL)[1]rambo2K: ponete tag
[2021:04:28-00:06:07]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: mevolvi pro
[2021:04:28-00:06:10]  (Local) -> (LOCAL)[1]el_chupa_pollas_30_AKT: i le cuenta?
[2021:04:28-00:06:10]  (Local) -> (LOCAL)[1]Xofu'L4: ya
[2021:04:28-00:06:12]  (Local) -> (LOCAL)[1]Zoe: ya beo
[2021:04:28-00:06:13]  (Local) -> (LOCAL)[1]Xofu'L4: L4
[2021:04:28-00:06:14]  (Global) -> #7F7F7F|LG|#FF0000tussy'2cb|#E20280 ඞ: #FF0000k#FF0095k#BB00FFk#5500FFk#00AAFFk#00FFFBk#00FF95k#00FF2Ak#B7FF00k#FFFB00k#FF8000k
[2021:04:28-00:06:16]  (Local) -> (LOCAL)[1]Zoe: XDD
[2021:04:28-00:06:18]  (Global) -> Pasquel(Zetas): xD
[2021:04:28-00:06:18]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: yo keria ser como tu miamor
[2021:04:28-00:06:24]  (Local) -> (LOCAL)[1]Zoe: yonosoypro
[2021:04:28-00:06:26]  (Local) -> (LOCAL)[1]Feid: todo melo pa
[2021:04:28-00:06:30]  (Local) -> (LOCAL)[10]Camilolindo|2cb: |ADM| Camilolindo|2cb
[2021:04:28-00:06:32]  (Local) -> (LOCAL)[1]el_chupa_pollas_30_AKT: ale so
[2021:04:28-00:06:33]  (Global) -> #7F7F7F|DJ|#FFFF00GordoBM|#000000侍: NO COMO VAN A MATAR A ESOS BOBOSYMEDIOS
[2021:04:28-00:06:34]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: mevolvibuguero
[2021:04:28-00:06:37]  (Global) -> pabloescobar: lo llevo compa
[2021:04:28-00:06:37]  (Global) -> #7F7F7F|ADM|#FF5C00KawaiiGirlsG: Me metieron d eneuvo en el grupo de staff
[2021:04:28-00:06:38]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: o bno ando en proceso
[2021:04:28-00:06:40]  (Local) -> (LOCAL)[1]Zoe: eso si veo XDDD
[2021:04:28-00:06:41]  (Global) -> aspiriina||EVG|||#83FF00ʍđท: sobelo
[2021:04:28-00:06:43]  (Local) -> (LOCAL)[1]el_chupa_pollas_30_AKT: si le esta contando o no?
[2021:04:28-00:06:43]  (Local) -> (LOCAL)[2]Xofu'L4: pen
[2021:04:28-00:06:44]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF5C00Catre^AUC: ajshasjahsajsa
[2021:04:28-00:06:47]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF5C00KawaiiGirlsG: Jajajjaja
[2021:04:28-00:06:48]  (Local) -> (LOCAL)[5]Xofu'L4: dilan
[2021:04:28-00:06:49]  (Local) -> (LOCAL)[9]Julian: ud es admn
[2021:04:28-00:06:49]  (Local) -> (LOCAL)[5]pene: q
[2021:04:28-00:06:50]  (Local) -> (LOCAL)[4]Xofu'L4: pene
[2021:04:28-00:06:51]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF5C00Catre^AUC: que buen momo
[2021:04:28-00:06:52]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: tienes dinero?
[2021:04:28-00:06:53]  (Local) -> (LOCAL)[1]Zoe: mero loquito JAJDAJ
[2021:04:28-00:06:55]  (Local) -> (LOCAL)[5]pene: pere
[2021:04:28-00:06:56]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: esq me tengo q pisar
[2021:04:28-00:06:56]  (Local) -> (LOCAL)[1]Zoe: 3 lucas
[2021:04:28-00:06:58]  (Local) -> (LOCAL)[1]Zoe: suabe
[2021:04:28-00:06:58]  (Local) -> (LOCAL)[8]Xofu'L4: q
[2021:04:28-00:06:59]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF5C00KawaiiGirlsG: recien veo el momo
[2021:04:28-00:07:00]  (Local) -> (LOCAL)[1]Zoe: dele
[2021:04:28-00:07:01]  (Local) -> (LOCAL)[7]Feid: nada, pero melo que yo cojo aca el crro y vuelvo
[2021:04:28-00:07:02]  (Local) -> (LOCAL)[10]Rata|Z|: rakuten
[2021:04:28-00:07:03]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: chichofitnes el mejor profesor de bugs
[2021:04:28-00:07:05]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF5C00Catre^AUC: todo contento :c
[2021:04:28-00:07:05]  (Local) -> (LOCAL)[10]Rata|Z|: sapo treinta hpta
[2021:04:28-00:07:06]  (Local) -> (LOCAL)[4]#7F7F7F|DJ|#FFFF00GordoBM: BOFFFFFFF
[2021:04:28-00:07:06]  (Local) -> (LOCAL)[1]Zoe: uy
[2021:04:28-00:07:07]  (Local) -> (LOCAL)[3]el_chupa_pollas_30_AKT: ale
[2021:04:28-00:07:07]  (Local) -> (LOCAL)[11]CHOCORRAMO[AUC]: que ricos temas estoy poniendo
[2021:04:28-00:07:09]  (Local) -> (LOCAL)[1]Zoe: q pa cuan
[2021:04:28-00:07:09]  (Local) -> (LOCAL)[10]Rakuten2cb: ok
[2021:04:28-00:07:09]  (Local) -> (LOCAL)[10]Rata|Z|: mentira
[2021:04:28-00:07:10]  (Local) -> (LOCAL)[4]#7F7F7F|DJ|#FFFF00GordoBM: los amo
[2021:04:28-00:07:12]  (Local) -> (LOCAL)[12]Rata|Z|: jDJAJda
[2021:04:28-00:07:13]  (Local) -> (LOCAL)[12]#7F7F7F|ADM|#FF5C00Catre^AUC: xd
[2021:04:28-00:07:14]  (Local) -> (LOCAL)[12]mata: manco
[2021:04:28-00:07:14]  (Local) -> (LOCAL)[1]Zoe: q pa cuando enseña¿
[2021:04:28-00:07:16]  (Local) -> (LOCAL)[1]Zoe: XDD
[2021:04:28-00:07:17]  (Local) -> (LOCAL)[12]mata: ni un brillo
[2021:04:28-00:07:17]  (Local) -> (LOCAL)[12]Rata|Z|: pvp
[2021:04:28-00:07:20]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: muchas teclas montadas
[2021:04:28-00:07:20]  (Local) -> (LOCAL)[2]Feid: ahi le mande 10k por ttraerme , melo
[2021:04:28-00:07:20]  (Local) -> (LOCAL)[12]Rata|Z|: te tengo de hijo
[2021:04:28-00:07:20]  (Local) -> (LOCAL)[12]mata: aver
[2021:04:28-00:07:25]  (Local) -> (LOCAL)[12]#7F7F7F|LG|#FF0000tussy'2cb: pvp fri fair oq
[2021:04:28-00:07:26]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: aveces se enreda uno XDDDDDDD
[2021:04:28-00:07:27]  (Local) -> (LOCAL)[11]mata: salime
[2021:04:28-00:07:27]  (Local) -> (LOCAL)[12]Rata|Z|: mata cambiese el nombre
[2021:04:28-00:07:28]  (Local) -> (LOCAL)[2]el_chupa_pollas_30_AKT: ale niño todo bien
[2021:04:28-00:07:29]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF5C00KawaiiGirlsG: Ey Ya me active los macros quien pvp?
[2021:04:28-00:07:31]  (Local) -> (LOCAL)[12]Rata|Z|: ud no me dura pelao
[2021:04:28-00:07:32]  (Local) -> (LOCAL)[1]Zoe: y a mi no me sirven las teclas JAJAJ
[2021:04:28-00:07:32]  (Local) -> (LOCAL)[15]k4zuo'2cb: no copeo
[2021:04:28-00:07:34]  (Local) -> (LOCAL)[12]Rata|Z|: pa q me rebajo
[2021:04:28-00:07:37]  (Local) -> (LOCAL)[12]Rata|Z|: con un bobito
[2021:04:28-00:07:38]  (Local) -> (LOCAL)[12]Rakuten2cb: naosdnasodnas
[2021:04:28-00:07:38]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FFFF00GordoBM: JAJAJAJAJA
[2021:04:28-00:07:39]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: el de correr lo hago solo con el crtl
[2021:04:28-00:07:39]  (Local) -> (LOCAL)[2]aspiriina||EVG||: xd
[2021:04:28-00:07:39]  (Global) -> pene|#E20280 ඞ: nooooooo
[2021:04:28-00:07:40]  (Local) -> (LOCAL)[11]ELMATACHIVOS: JJJA
[2021:04:28-00:07:42]  (Global) -> pene|#E20280 ඞ: el sobachimbos
[2021:04:28-00:07:42]  (Local) -> (LOCAL)[11]ELMATACHIVOS: QNSOS
[2021:04:28-00:07:44]  (Local) -> (LOCAL)[11]ELMATACHIVOS: MALPARIDO
[2021:04:28-00:07:45]  (Global) -> pene|#E20280 ඞ: mi parcero
[2021:04:28-00:07:45]  (Local) -> (LOCAL)[11]Rata|Z|: no te da
[2021:04:28-00:07:46]  (Local) -> (LOCAL)[1]Zoe: uy no pana XD
[2021:04:28-00:07:46]  (Local) -> (LOCAL)[11]ELMATACHIVOS: FEO
[2021:04:28-00:07:46]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF0000tussy'2cb: VENI PERRA
[2021:04:28-00:07:50]  (Local) -> (LOCAL)[1]Zoe: uy
[2021:04:28-00:07:50]  (Local) -> (LOCAL)[12]Rata|Z|: maldito caleño
[2021:04:28-00:07:51]  (Local) -> (LOCAL)[12]ELMATACHIVOS: MAÑANA DISQ A MARCHAR
[2021:04:28-00:07:52]  (Local) -> (LOCAL)[13]Camilolindo|2cb: |ADM| Camilolindo|2cb
[2021:04:28-00:07:53]  (Local) -> (LOCAL)[13]ELMATACHIVOS: JJJJA
[2021:04:28-00:07:55]  (Local) -> (LOCAL)[12]Rata|Z|: residente de siloe
[2021:04:28-00:07:56]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FFFF00GordoBM: bogfffffffffff
[2021:04:28-00:07:58]  (Local) -> (LOCAL)[11]Rata|Z|: no me duras nada
[2021:04:28-00:07:59]  (Global) -> CHOCORRAMO[AUC]: (LOCAL)[11]|ADM|KawaiiGirlsG: Ey Ya me active los macros quien pvp? XDEEEEEEEE
[2021:04:28-00:08:01]  (Local) -> (LOCAL)[11]ELMATACHIVOS: MALDITO CIUDADANOO DE POPAYAN
[2021:04:28-00:08:03]  (Local) -> (LOCAL)[11]ssm'2cb: ELMATACHIVOS[6]
[2021:04:28-00:08:03]  (Local) -> (LOCAL)[6]COSCULLUELA"2cb: oe
[2021:04:28-00:08:04]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FFFF00GordoBM: ahora me banean
[2021:04:28-00:08:06]  (Global) -> pene|#E20280 ඞ: risa
[2021:04:28-00:08:06]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF0000tussy'2cb: q
[2021:04:28-00:08:07]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF5C00KawaiiGirlsG: Aa
[2021:04:28-00:08:08]  (Local) -> (LOCAL)[11]Rata|Z|: residente de CIDUAD BLANCA
[2021:04:28-00:08:10]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00Ash-Chirri||EVG||: nos robo la kill xdxdxd
[2021:04:28-00:08:11]  (Global) -> Milplone$Macrero|#18AED9カプガン: ·humor
[2021:04:28-00:08:11]  (Local) -> (LOCAL)[11]ELMATACHIVOS: JJJA
[2021:04:28-00:08:12]  (Local) -> (LOCAL)[4]Xofu'L4: q
[2021:04:28-00:08:14]  (Local) -> (LOCAL)[11]ELMATACHIVOS: DE QUE HABLA
[2021:04:28-00:08:16]  (Local) -> (LOCAL)[11]ELMATACHIVOS: SALIME PVP
[2021:04:28-00:08:16]  (Local) -> (LOCAL)[5]pene: judas
[2021:04:28-00:08:16]  (Local) -> (LOCAL)[4]Xofu'L4: dilan
[2021:04:28-00:08:18]  (Local) -> (LOCAL)[11]k4zuo'2cb: qqqq
[2021:04:28-00:08:18]  (Local) -> (LOCAL)[8]pene: q
[2021:04:28-00:08:18]  (Local) -> (LOCAL)[11]ELMATACHIVOS: MANCO E MIERDA
[2021:04:28-00:08:18]  (Global) -> Milplone$Macrero|#18AED9カプガン: #humor
[2021:04:28-00:08:20]  (Local) -> (LOCAL)[8]Xofu'L4: q
[2021:04:28-00:08:21]  (Global) -> Pasquel(Zetas): comedia
[2021:04:28-00:08:23]  (Global) -> Milplone$Macrero|#18AED9カプガン: bre ya voy
[2021:04:28-00:08:24]  (Global) -> Zoe|#5EF5F7������:  /risa sin para
[2021:04:28-00:08:25]  (Global) -> CareCaldoDJ'2cb:  (LOCAL)[3]DONOSO|4K: oe tiene que aportar plata a ala gang para comprar un helicoptero
[2021:04:28-00:08:30]  (Local) -> (LOCAL)[5]pene: q
[2021:04:28-00:08:33]  (Global) -> #7F7F7F|ADM|#FF5C00KawaiiGirlsG: a
[2021:04:28-00:08:34]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF0000tussy'2cb: JKDAEITYGA
[2021:04:28-00:08:37]  (Local) -> (LOCAL)[11]Rata|Z|: EZ
[2021:04:28-00:08:38]  (Local) -> (LOCAL)[3]aspiriina||EVG||: ajajajjaja
[2021:04:28-00:08:38]  (Global) -> pene|#E20280 ඞ: r
[2021:04:28-00:08:39]  (Local) -> (LOCAL)[7]Xofu'L4: si me cree mi gan pq
[2021:04:28-00:08:39]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������: nil
[2021:04:28-00:08:40]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: "se pone nombre tryhard"
[2021:04:28-00:08:41]  (Local) -> (LOCAL)[11]ELMATACHIVOS: PQ
[2021:04:28-00:08:41]  (Global) -> #7F7F7F|ADM|#FF0000Llanerito'ELN': a
[2021:04:28-00:08:41]  (Local) -> (LOCAL)[11]Rata|Z|: PERO SALI
[2021:04:28-00:08:42]  (Local) -> (LOCAL)[11]ELMATACHIVOS: DISPARA
[2021:04:28-00:08:43]  (Local) -> (LOCAL)[11]CHOCORRAMO[AUC]: /anti.lag
[2021:04:28-00:08:43]  (Local) -> (LOCAL)[11]Rata|Z|: MANCO
[2021:04:28-00:08:43]  (Global) -> Yesid_[CDG][MP]: vendo HONTRAING RACER1
[2021:04:28-00:08:44]  (Local) -> (LOCAL)[11]ELMATACHIVOS: DESDE ZONA SEUGRA
[2021:04:28-00:08:45]  (Local) -> (LOCAL)[10]Rata|Z|: SALIII MNANCO
[2021:04:28-00:08:47]  (Local) -> (LOCAL)[10]ELMATACHIVOS: JJJA
[2021:04:28-00:08:47]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF5C00Catre^AUC: me metieron al grupo de staff hermano @kawai
[2021:04:28-00:08:47]  (Local) -> (LOCAL)[10]Rata|Z|: TE DA MIEDO?
[2021:04:28-00:08:47]  (Local) -> (LOCAL)[10]Rakuten2cb: lo voy a mutiar
[2021:04:28-00:08:47]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FFFF00GordoBM: ajajajaja
[2021:04:28-00:08:47]  (Local) -> (LOCAL)[7]pene: se salio de z?
[2021:04:28-00:08:48]  (Local) -> (LOCAL)[11]Rata|Z|: SALI
[2021:04:28-00:08:49]  (Local) -> (LOCAL)[11]ELMATACHIVOS: BANEADO
[2021:04:28-00:08:49]  (Local) -> (LOCAL)[11]Rakuten2cb: pq me mato
[2021:04:28-00:08:49]  (Global) -> kamilo|Z|: cuanto
[2021:04:28-00:08:49]  (Global) -> Pasquel(Zetas): a cuanto
[2021:04:28-00:08:54]  (Global) -> Yesid_[CDG][MP]: venga
[2021:04:28-00:08:54]  (Local) -> (LOCAL)[6]Xofu'L4: no
[2021:04:28-00:08:54]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF0000tussy'2cb: Perdoname dios
[2021:04:28-00:08:56]  (Local) -> (LOCAL)[11]Rata|Z|: SALI MANCA
[2021:04:28-00:08:57]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF0000tussy'2cb: no controlo ni mi voz
[2021:04:28-00:08:58]  (Local) -> (LOCAL)[11]CHOCORRAMO[AUC]: entre paredes andie sabe lo que pasaaaaaaaaa
[2021:04:28-00:08:59]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF0000tussy'2cb: es un puto demonio
[2021:04:28-00:09:01]  (Local) -> (LOCAL)[9]COSCULLUELA"2cb: haber puesd
[2021:04:28-00:09:01]  (Local) -> (LOCAL)[1]Zoe: yo
[2021:04:28-00:09:02]  (Local) -> (LOCAL)[11]ELMATACHIVOS: JAJAJJAJAJ RATA HIZO CHILD PORN CON LA PRIMA DE 7 DIAS
[2021:04:28-00:09:03]  (Local) -> (LOCAL)[7]Xofu'L4: q
[2021:04:28-00:09:04]  (Local) -> (LOCAL)[7]pene: aok
[2021:04:28-00:09:04]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF0000tussy'2cb: maldito insomnio
[2021:04:28-00:09:05]  (Local) -> (LOCAL)[11]ELMATACHIVOS: DE NACIDA
[2021:04:28-00:09:05]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF5C00KawaiiGirlsG: AAA
[2021:04:28-00:09:05]  (Local) -> (LOCAL)[1]Zoe: mi nombre tray
[2021:04:28-00:09:05]  (Local) -> (LOCAL)[11]ssm'2cb: QUE HABLA AGUEVADO
[2021:04:28-00:09:06]  (Local) -> (LOCAL)[11]Camilolindo|2cb: |ADM| Camilolindo|2cb
[2021:04:28-00:09:06]  (Local) -> (LOCAL)[6]Xofu'L4: espa
[2021:04:28-00:09:07]  (Local) -> (LOCAL)[11]Rata|Z|: xdDDDDDDDDDDDDDDDDD
[2021:04:28-00:09:07]  (Local) -> (LOCAL)[1]Zoe: fue
[2021:04:28-00:09:08]  (Local) -> (LOCAL)[11]ELMATACHIVOS: JAJAJJAJAJ RATA HIZO CHILD PORN CON LA PRIMA DE 7 DIAS
[2021:04:28-00:09:08]  (Local) -> (LOCAL)[7]pene: ven
[2021:04:28-00:09:09]  (Local) -> (LOCAL)[1]Zoe: zoe
[2021:04:28-00:09:10]  (Local) -> (LOCAL)[11]ELMATACHIVOS: DE NACIDA
[2021:04:28-00:09:10]  (Local) -> (LOCAL)[1]Zoe: JAJJA
[2021:04:28-00:09:10]  (Local) -> (LOCAL)[11]Rata|Z|: XXXXXXXXXXXXXXD
[2021:04:28-00:09:10]  (Local) -> (LOCAL)[7]Xofu'L4: mas gente
[2021:04:28-00:09:12]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF0000tussy'2cb: q le importa go pvp a puño
[2021:04:28-00:09:13]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: XD
[2021:04:28-00:09:17]  (Global) -> ELMATACHIVOS|#E20280 ඞ: JAJAJJAJAJ RATA HIZO CHILD PORN CON LA PRIMA DE 7 DIAS
[2021:04:28-00:09:18]  (Local) -> (LOCAL)[8]Xofu'L4: q se hiso
[2021:04:28-00:09:18]  (Global) -> ELMATACHIVOS|#E20280 ඞ: DE NACIDA
[2021:04:28-00:09:23]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: ey q
[2021:04:28-00:09:26]  (Local) -> (LOCAL)[11]Rakuten2cb: a no ps
[2021:04:28-00:09:26]  (Global) -> pene|#E20280 ඞ: r
[2021:04:28-00:09:27]  (Global) -> CareCaldoDJ'2cb: Uy asi no
[2021:04:28-00:09:27]  (Local) -> (LOCAL)[11]ssm'2cb: CUANDO SE QUITE LOS MACROS MACRERO DE MIERDA
[2021:04:28-00:09:29]  (Global) -> CareCaldoDJ'2cb: muteenlo
[2021:04:28-00:09:30]  (Local) -> (LOCAL)[1]Zoe: qe
[2021:04:28-00:09:30]  (Local) -> (LOCAL)[11]Rakuten2cb: tiene el estilo de pelea mas roto
[2021:04:28-00:09:32]  (Local) -> (LOCAL)[1]Zoe: uy
[2021:04:28-00:09:32]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF0000tussy'2cb: ez
[2021:04:28-00:09:33]  (Global) -> CHOCORRAMO[AUC]: (LOCAL)[11]ELMATACHIVOS| ඞ: JAJAJJAJAJ RATA HIZO CHILD PORN CON LA PRIMA DE 7 DIAS 
[2021:04:28-00:09:35]  (Local) -> (LOCAL)[1]Zoe: esa neblina
[2021:04:28-00:09:36]  (Global) -> CHOCORRAMO[AUC]: xde
[2021:04:28-00:09:36]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: el pc me suena como helicoptero ayuda
[2021:04:28-00:09:39]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FFFF00GordoBM: JAJAJJAA
[2021:04:28-00:09:39]  (Global) -> Zoe|#5EF5F7������: XDDDDDDDDDDDDDDDDDDDD
[2021:04:28-00:09:41]  (Global) -> GuajiroX_X|CAPU|: XDDDDDDD
[2021:04:28-00:09:43]  (Global) -> CHOCORRAMO[AUC]: sajksakjsakjsa
[2021:04:28-00:09:45]  (Local) -> (LOCAL)[2]pene: oe
[2021:04:28-00:09:45]  (Global) -> #7F7F7F|DJ|#FFFF00GordoBM|#000000侍: JAJAJAJJAJAJAJAJAJAJAJAJJAJAJAJAJAJAA BO AHS
[2021:04:28-00:09:46]  (Local) -> (LOCAL)[1]Zoe: NEA A MI SIEMPR EME SUENA A SI XD
[2021:04:28-00:09:46]  (Global) -> #18AED9Galicia|#18AED9カプガン: milplones llanerito 
[2021:04:28-00:09:48]  (Local) -> (LOCAL)[2]Xofu'L4: q
[2021:04:28-00:09:50]  (Local) -> (LOCAL)[1]pene: gastame vip :c
[2021:04:28-00:09:52]  (Global) -> aspiriina||EVG|||#83FF00ʍđท: JAJAJAJAJAJAJAJAJAJAJJAJA
[2021:04:28-00:09:52]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: pero no como avion
[2021:04:28-00:09:52]  (Local) -> (LOCAL)[1]Milplone$Macrero: q
[2021:04:28-00:09:54]  (Local) -> (LOCAL)[1]Xofu'L4: mm
[2021:04:28-00:09:54]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF0000tussy'2cb: e
[2021:04:28-00:09:56]  (Global) -> ELMATACHIVOS|#E20280 ඞ: PASBHAIDGBSAD
[2021:04:28-00:09:56]  (Local) -> (LOCAL)[1]Zoe: noono
[2021:04:28-00:09:57]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: como helicoptero
[2021:04:28-00:09:58]  (Global) -> #7F7F7F|ADM|#FF5C00Ash-Chirri||EVG||: kjasksjkasjkasjas
[2021:04:28-00:09:58]  (Local) -> (LOCAL)[1]Zoe: como
[2021:04:28-00:09:59]  (Global) -> CHOCORRAMO[AUC]: NOOOO
[2021:04:28-00:09:59]  (Local) -> (LOCAL)[1]Galicia: hpta tenes 600 de ping
[2021:04:28-00:09:59]  (Local) -> (LOCAL)[1]Xofu'L4: wu
[2021:04:28-00:10:00]  (Local) -> (LOCAL)[1]Zoe: sisa
[2021:04:28-00:10:01]  (Global) -> CHOCORRAMO[AUC]: JSJKASJKSAJKSAJKSAJKSAJKSA 
[2021:04:28-00:10:01]  (Local) -> (LOCAL)[1]pene: uwu
[2021:04:28-00:10:01]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: esa hpta esta q se estalla
[2021:04:28-00:10:02]  (Global) -> #7F7F7F|ADM|#FF5C00KawaiiGirlsG: ./gc ey menes ya les paso la macro de disparar y correr
[2021:04:28-00:10:04]  (Local) -> (LOCAL)[1]Xofu'L4: ps
[2021:04:28-00:10:05]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF5C00KawaiiGirlsG: AAA
[2021:04:28-00:10:05]  (Local) -> (LOCAL)[1]Zoe: yo no se q tiene
[2021:04:28-00:10:07]  (Local) -> (LOCAL)[1]Zoe: XDD
[2021:04:28-00:10:07]  (Local) -> (LOCAL)[1]Xofu'L4: plata no tengo
[2021:04:28-00:10:08]  (Global) -> VarKraus(CDG): xdxd
[2021:04:28-00:10:08]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: parece una maquina de afeitar
[2021:04:28-00:10:11]  (Global) -> #7F7F7F|ADM|#FF5C00Ash-Chirri||EVG||: :0
[2021:04:28-00:10:11]  (Local) -> (LOCAL)[1]Zoe: JAJAJJAJAJ
[2021:04:28-00:10:12]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00GordoBM: reportado
[2021:04:28-00:10:12]  (Local) -> (LOCAL)[11]ELMATACHIVOS: vea
[2021:04:28-00:10:13]  (Local) -> (LOCAL)[1]Xofu'L4: voya hacer duo con tartus
[2021:04:28-00:10:15]  (Global) -> CareCaldoDJ'2cb: :o
[2021:04:28-00:10:15]  (Global) -> VarKraus(CDG): pq
[2021:04:28-00:10:16]  (Local) -> (LOCAL)[1]Zoe: eso le vibra y todo XDD
