This file was generated by Console at 2020:10:09-00:00:00



[2020:10:09-00:00:00]  (Global) -> [GT]AndresCanson: okampo¿
[2020:10:09-00:05:53]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: aaaaaaaaa
[2020:10:09-00:05:54]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: entonces no lo venda
[2020:10:09-00:05:55]  (Local) -> (LOCAL)[4]LR|-PABLO-|GT: en cuanto entonces?
[2020:10:09-00:05:55]  (Local) -> (LOCAL)[2]2cB~Beltran: uy
[2020:10:09-00:05:56]  (Local) -> (LOCAL)[2]2cb[MAURO]: que quieren
[2020:10:09-00:05:57]  (Global) -> DonHector: dejeme en paz
[2020:10:09-00:05:57]  (Local) -> (LOCAL)[1][Z]DanielFly: ?
[2020:10:09-00:05:58]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#1F00FFZllanerito: 9
[2020:10:09-00:05:59]  (Global) -> [Z]_VALLUNITO_: aish
[2020:10:09-00:06:00]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#1F00FFZllanerito: relax
[2020:10:09-00:06:03]  (Global) -> [Z]_VALLUNITO_: ocampo comprador
[2020:10:09-00:06:04]  (Global) -> [GT]FranciscoBY: vendo hotring race 
[2020:10:09-00:06:04]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: XDDDD
[2020:10:09-00:06:06]  (Global) -> AwareSibling81: VAMOS
[2020:10:09-00:06:07]  (Local) -> (LOCAL)[1]Skipper: espera
[2020:10:09-00:06:08]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: mero tema pa
[2020:10:09-00:06:09]  (Local) -> (LOCAL)[5]LR|-PABLO-|GT: Ishhh, ahora me dijiste 5
[2020:10:09-00:06:11]  (Local) -> (LOCAL)[5]$CHAPO$GUSMAN$: SAN FIERR
[2020:10:09-00:06:11]  (Local) -> (LOCAL)[1][Z]DanielFly: hagale
[2020:10:09-00:06:12]  (Local) -> (LOCAL)[3](CTA)Jhon_Jairo: a cuanto?
[2020:10:09-00:06:13]  (Local) -> (LOCAL)[5]$CHAPO$GUSMAN$: SAN FIERR
[2020:10:09-00:06:14]  (Local) -> (LOCAL)[3](CTA)stivenv28: cuanto
[2020:10:09-00:06:15]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Francine98: grasias
[2020:10:09-00:06:15]  (Global) -> [ZETAS]Tussi_Sabes: taketarakettaque
[2020:10:09-00:06:16]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#1F00FFZllanerito: tu dijiste 5 xde
[2020:10:09-00:06:16]  (Global) -> 2cb'Q'Piskero: taretareka
[2020:10:09-00:06:19]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: vea
[2020:10:09-00:06:19]  (Global) -> 2cb'Q'Piskero: tussi seso
[2020:10:09-00:06:20]  (Local) -> (LOCAL)[3][GT]FranciscoBY: 8.5millones
[2020:10:09-00:06:20]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: take tarake
[2020:10:09-00:06:21]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: si n manos
[2020:10:09-00:06:21]  (Local) -> (LOCAL)[2]2cb|Yandrix: nomas xd
[2020:10:09-00:06:22]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#1F00FFZllanerito: mas no yo
[2020:10:09-00:06:22]  (Global) -> 2cb'Makintosh: take tarake take
[2020:10:09-00:06:22]  (Local) -> (LOCAL)[7]LR|-PABLO-|GT: 7.5
[2020:10:09-00:06:23]  (Global) -> zDon_Joker.: francisco donde anda
[2020:10:09-00:06:23]  (Global) -> 2cb'Makintosh: take tarake take
[2020:10:09-00:06:25]  (Local) -> (LOCAL)[3](CTA)stivenv28: dejelo ver
[2020:10:09-00:06:25]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: si
[2020:10:09-00:06:25]  (Local) -> (LOCAL)[2][ZETAS]Tussi_Sabes: que pasa agentes?
[2020:10:09-00:06:26]  (Local) -> (LOCAL)[7]$CHAPO$GUSMAN$: SAN FIERR
[2020:10:09-00:06:28]  (Global) -> [GT]~$Fabio_vidal69$:): take tarake take
[2020:10:09-00:06:28]  (Local) -> (LOCAL)[7]$CHAPO$GUSMAN$: SAN FIER
[2020:10:09-00:06:30]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: XDDDDDDD
[2020:10:09-00:06:30]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: ay
[2020:10:09-00:06:31]  (Global) -> pipo420: XDDDDDDD
[2020:10:09-00:06:33]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#1F00FFZllanerito: nao 9 por que ya no hay
[2020:10:09-00:06:34]  (Global) -> 2cb'Makintosh: take tarake take
[2020:10:09-00:06:35]  (Global) -> [GT]FranciscoBY: joker en el aero de los santos
[2020:10:09-00:06:35]  (Local) -> (LOCAL)[7][Zetas]MAJACA: cuanto cobra?
[2020:10:09-00:06:37]  (Local) -> (LOCAL)[7]$CHAPO$GUSMAN$: PARA AOPJDNE VA
[2020:10:09-00:06:38]  (Global) -> 2cb'Jabon420: ey que temazo
[2020:10:09-00:06:41]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: AKII
[2020:10:09-00:06:41]  (Global) -> 2cb'Makintosh: take tarake take
[2020:10:09-00:06:43]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: SIN MANOS
[2020:10:09-00:06:43]  (Local) -> (LOCAL)[4](CTA)stivenv28: muestre
[2020:10:09-00:06:44]  (Local) -> (LOCAL)[6]LR|-PABLO-|GT: 8
[2020:10:09-00:06:45]  (Global) -> zDon_Joker.: espereme alla pai
[2020:10:09-00:06:46]  (Local) -> (LOCAL)[5]$CHAPO$GUSMAN$: Z PARA SAN FIER
[2020:10:09-00:06:49]  (Local) -> (LOCAL)[3][Z]El_Keki_AA: no crv
[2020:10:09-00:06:49]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: SIII
[2020:10:09-00:06:50]  (Local) -> (LOCAL)[5][Zetas]MAJACA: pa vallegrande
[2020:10:09-00:06:50]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: aaaaa
[2020:10:09-00:06:50]  (Local) -> (LOCAL)[1]pipo420: PUTA
[2020:10:09-00:06:52]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: AAAAAAAAAAAA
[2020:10:09-00:06:53]  (Local) -> (LOCAL)[5]LR|-PABLO-|GT: 8 por que no es la unica
[2020:10:09-00:06:54]  (Local) -> (LOCAL)[5]$CHAPO$GUSMAN$: si
[2020:10:09-00:06:54]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: francisco
[2020:10:09-00:06:56]  (Global) -> [M19]arete[GT]: buena
[2020:10:09-00:07:00]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: te doy 7.5
[2020:10:09-00:07:02]  (Local) -> (LOCAL)[4]2cb[MAURO]: uy
[2020:10:09-00:07:02]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: q mas keres
[2020:10:09-00:07:03]  (Local) -> (LOCAL)[8][Zetas]MAJACA: cuanto el pasaje?
[2020:10:09-00:07:03]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: pirobo
[2020:10:09-00:07:05]  (Global) -> [GT]FranciscoBY: no parce 
[2020:10:09-00:07:06]  (Local) -> (LOCAL)[3]2cb[MAURO]: o
[2020:10:09-00:07:06]  (Local) -> (LOCAL)[3]2cb|Yandrix: canserbero
[2020:10:09-00:07:07]  (Local) -> (LOCAL)[4](CTA)stivenv28: lo puedo manejar?
[2020:10:09-00:07:09]  (Global) -> [ZETAS]Tussi_Sabes: taketarakettaque
[2020:10:09-00:07:09]  (Global) -> 2cb'Royal: ocampo prestame 2 ps xd
[2020:10:09-00:07:10]  (Local) -> (LOCAL)[13]#7F7F7F|CVR|#1F00FFZllanerito: pues no es la unica pero si , la unica que andan vendiendo xde
[2020:10:09-00:07:11]  (Local) -> (LOCAL)[3]2cb[MAURO]: me queria matar?
[2020:10:09-00:07:12]  (Global) -> DonHector: dejeme en paz
[2020:10:09-00:07:13]  (Global) -> [GT]FranciscoBY: pierdo mucha plata
[2020:10:09-00:07:14]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: kuanto ps
[2020:10:09-00:07:16]  (Local) -> (LOCAL)[2]2cb'El_marra: bno
[2020:10:09-00:07:16]  (Global) -> 2cb'oliwis: q
[2020:10:09-00:07:17]  (Global) -> 2cb'Q'Piskero: XDD
[2020:10:09-00:07:17]  (Global) -> 2cb'Makintosh: take tarake take
[2020:10:09-00:07:18]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: ey vendo kart
[2020:10:09-00:07:20]  (Global) -> [GT]FranciscoBY: 8.5
[2020:10:09-00:07:20]  (Global) -> 2cb'Royal: 2
[2020:10:09-00:07:21]  (Global) -> #7F7F7F|CVR|#FF0000Berna: .lllllllllllll.
[2020:10:09-00:07:22]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: ol amor
[2020:10:09-00:07:22]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: 8
[2020:10:09-00:07:22]  (Local) -> (LOCAL)[1]golumny: oifa
[2020:10:09-00:07:23]  (Local) -> (LOCAL)[1]2cb'El_marra: a trabarnos
[2020:10:09-00:07:24]  (Local) -> (LOCAL)[4]Maicke_Casiano: nahhh
[2020:10:09-00:07:24]  (Global) -> (POPEYE):  francisco 9
[2020:10:09-00:07:25]  (Global) -> [ZETAS]Tussi_Sabes: ocampo
[2020:10:09-00:07:26]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: va
[2020:10:09-00:07:26]  (Local) -> (LOCAL)[1][GT]AndresCanson: ola
[2020:10:09-00:07:27]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: qqqq
[2020:10:09-00:07:28]  (Global) -> [GT]FranciscoBY: que son 8.5 para usted
[2020:10:09-00:07:28]  (Local) -> (LOCAL)[1]2cb'El_marra: ola mi bb
[2020:10:09-00:07:29]  (Local) -> (LOCAL)[3]Maicke_Casiano: no tengo oportunidad
[2020:10:09-00:07:30]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: dm baretica
[2020:10:09-00:07:35]  (Local) -> (LOCAL)[1]2cb'Jabon420: malditase
[2020:10:09-00:07:35]  (Local) -> (LOCAL)[1]pipo420: na
[2020:10:09-00:07:36]  (Local) -> (LOCAL)[3][Zetas]MAJACA: ola
[2020:10:09-00:07:36]  (Local) -> (LOCAL)[1]2cb'El_marra: tiene bareta o no tiene bareta
[2020:10:09-00:07:37]  (Local) -> (LOCAL)[3]2cb[MAURO]: jumm
[2020:10:09-00:07:38]  (Local) -> (LOCAL)[3]Maicke_Casiano: con recprtada no se para ni el coco
[2020:10:09-00:07:39]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#1F00FFZllanerito: ya vengo ahaha
[2020:10:09-00:07:39]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: nao
[2020:10:09-00:07:40]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: el mio lo vendi en 3
[2020:10:09-00:07:40]  (Local) -> (LOCAL)[7]LR|-PABLO-|GT: Pero cuando la venden la venden a 7, yo le estoy dando 8.
[2020:10:09-00:07:41]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: XD
[2020:10:09-00:07:43]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: ando caballo
[2020:10:09-00:07:43]  (Local) -> (LOCAL)[1]2cb'Jabon420: sexo
[2020:10:09-00:07:43]  (Local) -> (LOCAL)[1]2cb'El_marra: hp
[2020:10:09-00:07:44]  (Team - Law Enforcement) -> (TEAM)golumny: sabe que es un delito romper la matrix no xd
[2020:10:09-00:07:49]  (Local) -> (LOCAL)[1]2cb'El_marra: hubiera dicho
[2020:10:09-00:07:50]  (Global) -> MrNadieOwO: En cuánto francine?
[2020:10:09-00:07:54]  (Local) -> (LOCAL)[1]2cb'Q'Piskero: tampoco tiene
[2020:10:09-00:07:55]  (Global) -> DonHector: pafce
[2020:10:09-00:07:55]  (Local) -> (LOCAL)[2][Z]El_Keki_AA: what me pusieron una estrella
[2020:10:09-00:07:56]  (Local) -> (LOCAL)[7][ZETAS]Tussi_Sabes: vendamela
[2020:10:09-00:07:56]  (Global) -> 2cb'Makintosh: take tarake take
[2020:10:09-00:07:57]  (Local) -> (LOCAL)[2][GT]AndresCanson: la matrx¿
[2020:10:09-00:07:58]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: XDDDDDDDD
[2020:10:09-00:07:58]  (Local) -> (LOCAL)[2]2cb'El_marra: pa comprar ntes de venir
[2020:10:09-00:07:58]  (Global) -> 2cb'Royal: VENDO HUNTLEY
[2020:10:09-00:07:59]  (Global) -> [GT]FranciscoBY: vendo hotring race 
[2020:10:09-00:08:01]  (Local) -> (LOCAL)[7][ZETAS]Tussi_Sabes: ahh oe
[2020:10:09-00:08:01]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: XDDD
[2020:10:09-00:08:01]  (Local) -> (LOCAL)[1]2cb'Jabon420: gamo pa big
[2020:10:09-00:08:02]  (Global) -> DonHector: AMIN
[2020:10:09-00:08:02]  (Team - Law Enforcement) -> (TEAM)golumny: yes
[2020:10:09-00:08:05]  (Local) -> (LOCAL)[1][GT]AndresCanson: estoy sano.c
[2020:10:09-00:08:07]  (Local) -> (LOCAL)[4][ZETAS]Tussi_Sabes: ve que estoy sano
[2020:10:09-00:08:07]  (Local) -> (LOCAL)[3]2cb'Q'Piskero: bobo
[2020:10:09-00:08:07]  (Local) -> (LOCAL)[1]pipo420: ale
[2020:10:09-00:08:07]  (Global) -> DonHector: ADMIIIIN
[2020:10:09-00:08:08]  (Global) -> [GT]FranciscoBY: vendo hotring race  en 8.5 millones
[2020:10:09-00:08:08]  (Local) -> (LOCAL)[3][Zetas]MAJACA: a ver
[2020:10:09-00:08:09]  (Local) -> (LOCAL)[2]2cb'Q'Piskero: ud invito
[2020:10:09-00:08:11]  (Local) -> (LOCAL)[2]2cb'Royal: tonces
[2020:10:09-00:08:15]  (Local) -> (LOCAL)[3]2cb'Royal: señor agente
[2020:10:09-00:08:17]  (Local) -> (LOCAL)[2]2cb'Q'Piskero: como no la va traer
[2020:10:09-00:08:17]  (Local) -> (LOCAL)[2][Zetas]MAJACA: cuanto pide
[2020:10:09-00:08:17]  (Team - Law Enforcement) -> (TEAM)golumny: atreveso my cuerpo incontables vecesl
[2020:10:09-00:08:19]  (Local) -> (LOCAL)[1]2cb'Jabon420: aaa
[2020:10:09-00:08:20]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: 15 palos MrNadie
[2020:10:09-00:08:21]  (Global) -> manuelrivera34: como dejo de trabajar
[2020:10:09-00:08:28]  (Local) -> (LOCAL)[1][GT]AndresCanson: HAJAHSFHFHSAHAHHAHAHA
[2020:10:09-00:08:28]  (Global) -> MrNadieOwO: Vendo infernus de vip
[2020:10:09-00:08:29]  (Local) -> (LOCAL)[4][ZETAS]Tussi_Sabes: ve que no le estoy haciendo nada a nadie
[2020:10:09-00:08:31]  (Local) -> (LOCAL)[1][FDO]POPEYOTE: ./resign
[2020:10:09-00:08:31]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator:  /resign manuelrivera34
[2020:10:09-00:08:32]  (Local) -> (LOCAL)[1][GT]AndresCanson: enserio¿
[2020:10:09-00:08:33]  (Global) -> MrNadieOwO: nitro infinito osi osi
[2020:10:09-00:08:35]  (Global) -> (POPEYE):  mucha locaa
[2020:10:09-00:08:36]  (Global) -> DonHector: guevones policias
[2020:10:09-00:08:37]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: wow
[2020:10:09-00:08:41]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: preisio
[2020:10:09-00:08:41]  (Local) -> (LOCAL)[2]2cb'Royal: q
[2020:10:09-00:08:43]  (Local) -> (LOCAL)[2]2cb'El_marra: oe
[2020:10:09-00:08:43]  (Local) -> (LOCAL)[2]2cb'Royal: a
[2020:10:09-00:08:43]  (Global) -> Maicke_Casiano: an fastidioso
[2020:10:09-00:08:44]  (Local) -> (LOCAL)[1]2cb|Yandrix: no me lo creo
[2020:10:09-00:08:46]  (Local) -> (LOCAL)[7]Maicke_Casiano: no sanop
[2020:10:09-00:08:47]  (Global) -> DonHector: uno tranquilo y me vienen a dañar el carro
[2020:10:09-00:08:48]  (Local) -> (LOCAL)[2]2cb'Royal: cuanto da
[2020:10:09-00:08:50]  (Local) -> (LOCAL)[2][Zetas]MAJACA: por el karro
[2020:10:09-00:08:50]  (Global) -> [GT]FranciscoBY: vendo hotring race  en 8.5 millones
[2020:10:09-00:08:51]  (Global) -> 2cb'Q'Piskero: mamasita ent
[2020:10:09-00:08:52]  (Global) -> MrNadieOwO: Por ser tú en 8 M facil
[2020:10:09-00:08:52]  (Local) -> (LOCAL)[3]2cb'ratix: y tussy
[2020:10:09-00:08:53]  (Local) -> (LOCAL)[4][Z]El_Keki_AA: porque sin mi
[2020:10:09-00:08:53]  (Team - Law Enforcement) -> (TEAM)golumny: si, esta vez la dejo pasar xdxd
[2020:10:09-00:08:54]  (Global) -> MrNadieOwO: es rare
[2020:10:09-00:08:54]  (Global) -> 2cb'Q'Piskero: si se va dejar robar
[2020:10:09-00:08:54]  (Local) -> (LOCAL)[1][GT]AndresCanson: perdon oficial es q esta muyv bueno
[2020:10:09-00:08:56]  (Local) -> (LOCAL)[3]2cb'El_marra: oe
[2020:10:09-00:08:57]  (Global) -> 2cb'Q'Piskero: si sae
[2020:10:09-00:08:58]  (Local) -> (LOCAL)[1]2cb'Jabon420: ey q temazo
[2020:10:09-00:08:58]  (Local) -> (LOCAL)[4]$CHAPO$GUSMAN$: pablo
[2020:10:09-00:09:00]  (Local) -> (LOCAL)[4]GarrulousRuffian24: y nea
[2020:10:09-00:09:00]  (Local) -> (LOCAL)[2][Zetas]MAJACA: tengo 2 palos xd
[2020:10:09-00:09:01]  (Local) -> (LOCAL)[2]2cb'Royal: cuanto ofrece
[2020:10:09-00:09:02]  (Local) -> (LOCAL)[3]Maicke_Casiano: uno sano nea, sapo hpta
[2020:10:09-00:09:02]  (Local) -> (LOCAL)[1]2cB~Beltran: uy
[2020:10:09-00:09:04]  (Global) -> 2cb'Q'Piskero: la calle y el glamour combinan
[2020:10:09-00:09:04]  (Local) -> (LOCAL)[4]LR|-PABLO-|GT: Oe
[2020:10:09-00:09:04]  (Local) -> (LOCAL)[3]2cb'Royal: JAJAJAJA
[2020:10:09-00:09:05]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: vam,os para mi casa
[2020:10:09-00:09:06]  (Local) -> (LOCAL)[4]2cb'El_marra: no tenes bareta?
[2020:10:09-00:09:07]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: si
[2020:10:09-00:09:08]  (Global) -> 2cb'Q'Piskero: adicta a la adrenalina
[2020:10:09-00:09:08]  (Local) -> (LOCAL)[3][Zetas]MAJACA: :c
[2020:10:09-00:09:09]  (Global) -> [GT]FranciscoBY: vendo hotring race  en 8.5 millones
[2020:10:09-00:09:11]  (Global) -> 2cb'tussy: A las pepas y al polvo rosa q la domina
[2020:10:09-00:09:12]  (Global) -> 2cb'Q'Piskero: moly moly 2cb
[2020:10:09-00:09:13]  (Local) -> (LOCAL)[3]$CHAPO$GUSMAN$: hey
[2020:10:09-00:09:13]  (Global) -> 2cb'tussy: moly moly 2cb
[2020:10:09-00:09:13]  (Local) -> (LOCAL)[2]2cb'Royal: F
[2020:10:09-00:09:14]  (Global) -> 2cb'Q'Piskero: moly moly 2cb
[2020:10:09-00:09:15]  (Local) -> (LOCAL)[2]2cB~Beltran: k chimba como driftea
[2020:10:09-00:09:16]  (Local) -> (LOCAL)[3]$CHAPO$GUSMAN$: t es mi primo
[2020:10:09-00:09:17]  (Global) -> 2cB'Walter: OCOAMPO LE VENDO 5.000 DE BARETA
[2020:10:09-00:09:17]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: q tema mas viej
[2020:10:09-00:09:18]  (Local) -> (LOCAL)[2]2cb'Royal: le vendo una DT a eso
[2020:10:09-00:09:18]  (Local) -> (LOCAL)[3]LR|-PABLO-|GT: Que paso?
[2020:10:09-00:09:19]  (Global) -> [ZETAS]Tussi_Sabes: molly
[2020:10:09-00:09:20]  (Local) -> (LOCAL)[4]2cb'tussy: aprendiendo
[2020:10:09-00:09:20]  (Local) -> (LOCAL)[3][Z]El_Keki_AA: petrosky cagando XXD
[2020:10:09-00:09:21]  (Local) -> (LOCAL)[2][Zetas]MAJACA: regaleme un carro
[2020:10:09-00:09:21]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: con ese tema mataba gente
[2020:10:09-00:09:23]  (Local) -> (LOCAL)[7]$CHAPO$GUSMAN$: T ES ANTIAGO
[2020:10:09-00:09:23]  (Global) -> 2cb'Q'Piskero: a ella le gusta el rosao pal motel me la lleve
[2020:10:09-00:09:25]  (Global) -> (SEGURIDAD)LOKILLO: XD
[2020:10:09-00:09:25]  (Local) -> (LOCAL)[4]2cB~Beltran: melo
[2020:10:09-00:09:27]  (Local) -> (LOCAL)[3]2cb'El_marra: hp como no va haber bareta:c
[2020:10:09-00:09:27]  (Local) -> (LOCAL)[2][Zetas]MAJACA: ya tengo un 125
[2020:10:09-00:09:28]  (Local) -> (LOCAL)[1]2cb|Yandrix: fail
[2020:10:09-00:09:32]  (Local) -> (LOCAL)[2]2cb'Royal: a
[2020:10:09-00:09:32]  (Local) -> (LOCAL)[3]2cb'Q'Piskero: hp toca ir
[2020:10:09-00:09:33]  (Global) -> LR|-PABLO-|GT: T?
[2020:10:09-00:09:33]  (Local) -> (LOCAL)[7]$CHAPO$GUSMAN$: T NO ES ASANTIAGO
[2020:10:09-00:09:34]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: esa blanquita no me hizo lo q tussi
[2020:10:09-00:09:39]  (Local) -> (LOCAL)[3](GT)MIGUEL1450: undale/escapin
[2020:10:09-00:09:41]  (Local) -> (LOCAL)[3]2cb'Royal: tengo una grua
[2020:10:09-00:09:41]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: aqui vivo
[2020:10:09-00:09:42]  (Local) -> (LOCAL)[3]pipo420: carro feo
[2020:10:09-00:09:42]  (Local) -> (LOCAL)[1]2cB'Walter: QUE PASO
[2020:10:09-00:09:43]  (Local) -> (LOCAL)[4]$CHAPO$GUSMAN$: t no es santiago
[2020:10:09-00:09:43]  (Local) -> (LOCAL)[3](GT)MIGUEL1450: jsjsjjsjjs
[2020:10:09-00:09:43]  (Local) -> (LOCAL)[3]2cb'tussy: pongan neon
[2020:10:09-00:09:43]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: a es tu casa
[2020:10:09-00:09:44]  (Team - Unemployed) -> (TEAM)[GT]FranciscoBY: vendo hotring race  en 8.5 millones
[2020:10:09-00:09:44]  (Local) -> (LOCAL)[3]2cB~Beltran: uy pipo
[2020:10:09-00:09:45]  (Local) -> (LOCAL)[3]2cb'tussy: malparidos
[2020:10:09-00:09:45]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Francine98: ey q andan haciendo
[2020:10:09-00:09:46]  (Global) -> (SEGURIDAD)LOKILLO: XDD
[2020:10:09-00:09:48]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: bonita
[2020:10:09-00:09:49]  (Local) -> (LOCAL)[2][Zetas]MAJACA: coloque señal de vida
[2020:10:09-00:09:51]  (Local) -> (LOCAL)[3]2cB~Beltran: no tengo compradoxd
[2020:10:09-00:09:52]  (Team - Law Enforcement) -> (TEAM)golumny: que clase de policia se viste asi
[2020:10:09-00:09:53]  (Local) -> (LOCAL)[2]2cb'Royal: o un hermes
[2020:10:09-00:09:54]  (Local) -> (LOCAL)[3]2cb'tussy: q gei
[2020:10:09-00:09:54]  (Local) -> (LOCAL)[2][Zetas]MAJACA: de ñejo y dalmata
[2020:10:09-00:09:56]  (Global) -> DonHector: ESCOBAR HIJUEPUTA ME DAÑASTE EL CARRO Y SIENDO TOMBO
[2020:10:09-00:09:57]  (Local) -> (LOCAL)[2]2cb'Royal: a 2 palos
[2020:10:09-00:09:57]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: si 
[2020:10:09-00:09:58]  (Local) -> (LOCAL)[3]LR|-PABLO-|GT: No le entiendo jajajaja
[2020:10:09-00:09:59]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: con piscina
[2020:10:09-00:09:59]  (Local) -> (LOCAL)[2]2cB'Walter: YO
[2020:10:09-00:10:01]  (Global) -> ZetasValeria: ajajajaja
[2020:10:09-00:10:02]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: si
[2020:10:09-00:10:04]  (Global) -> manuelrivera34: como me teletransporto
[2020:10:09-00:10:05]  (Local) -> (LOCAL)[2][Zetas]MAJACA: no gracias muy caro
[2020:10:09-00:10:09]  (Local) -> (LOCAL)[2]2cb'Royal: 1.8
[2020:10:09-00:10:10]  (Team - Law Enforcement) -> (TEAM)golumny: nono hay un reglamneto
[2020:10:09-00:10:10]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: mepuedo meter
[2020:10:09-00:10:12]  (Local) -> (LOCAL)[1]M19|Barry-Seal|GT: oe
[2020:10:09-00:10:13]  (Local) -> (LOCAL)[3]$CHAPO$GUSMAN$: UT NO ME CONOZE
[2020:10:09-00:10:14]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: qqqq
[2020:10:09-00:10:15]  (Local) -> (LOCAL)[2][Zetas]MAJACA: coloque esa plis xd
[2020:10:09-00:10:15]  (Global) -> DonHector: Y OLAVE POR QUE ME MATA
[2020:10:09-00:10:16]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: si
[2020:10:09-00:10:17]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: peguelo ps
[2020:10:09-00:10:17]  (Global) -> [M19]arete[GT]: que
[2020:10:09-00:10:18]  (Local) -> (LOCAL)[5]LR|-PABLO-|GT: No
[2020:10:09-00:10:20]  (Global) -> ZetasValeria:  ./tele
[2020:10:09-00:10:21]  (Local) -> (LOCAL)[4]$CHAPO$GUSMAN$: COMO SE LLAMA UT EN LA VIDA REAL
[2020:10:09-00:10:23]  (Local) -> (LOCAL)[1]M19|Barry-Seal|GT: deje la paja mk
[2020:10:09-00:10:25]  (Local) -> (LOCAL)[1]2cB'Walter: ESTA HABLANDO CON UN GENERAL
[2020:10:09-00:10:26]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: bonita
[2020:10:09-00:10:29]  (Local) -> (LOCAL)[5]LR|-PABLO-|GT: Juan Pablo ...
[2020:10:09-00:10:29]  (Global) -> [M19]arete[GT]: jajaja
[2020:10:09-00:10:31]  (Global) -> DonHector: SE CREE EL PUTAS POR QUE DONA 
[2020:10:09-00:10:35]  (Local) -> (LOCAL)[2]M19|Barry-Seal|GT: ojo me unta
[2020:10:09-00:10:35]  (Global) -> GT|OLAVE: jjjjaj
[2020:10:09-00:10:35]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: aa
[2020:10:09-00:10:36]  (Global) -> 2cB~Beltran: ey
[2020:10:09-00:10:37]  (Local) -> (LOCAL)[5]2cb'Jabon420: aaa
[2020:10:09-00:10:37]  (Global) -> #7F7F7F|CVR|#FF7C00 Kreator: te caiste
[2020:10:09-00:10:39]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: si
[2020:10:09-00:10:40]  (Local) -> (LOCAL)[2]2cb'El_marra: sabe q piskero
