This file was generated by Console at 2020:12:16-00:00:03



[2020:12:16-00:00:03]  (Local) -> (LOCAL)[1]2cb'ratix: oe
[2020:12:16-00:07:39]  (Global) -> (KP)KlausN: ESTAABA VUGUEADO
[2020:12:16-00:07:41]  (Local) -> (LOCAL)[1][2cB]~Briham~[CTL]: bien o q
[2020:12:16-00:07:41]  (Local) -> (LOCAL)[1]2cB"Trakegunz: listo
[2020:12:16-00:07:41]  (Global) -> NeutroPimp2cb: ENTONCES?
[2020:12:16-00:07:42]  (Local) -> (LOCAL)[1]2cbcapojuan: oe no me puede regalar 200k pa la mo plz
[2020:12:16-00:07:43]  (Local) -> (LOCAL)[4]2cb|BarrySeal: vamos
[2020:12:16-00:07:45]  (Global) -> IZI_Omar25: ALLI VA
[2020:12:16-00:07:45]  (Global) -> NeutroPimp2cb: LO COMPRA O NO
[2020:12:16-00:07:46]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000CrudoMeansRaw: sisa bien
[2020:12:16-00:07:47]  (Local) -> (LOCAL)[4][MZ]24k: Debe ser el microfono
[2020:12:16-00:07:48]  (Local) -> (LOCAL)[4]2cb'ratix: ajajja
[2020:12:16-00:07:49]  (Local) -> (LOCAL)[4][MZ]24k: Ash
[2020:12:16-00:07:50]  (Local) -> (LOCAL)[4]robertoesco0bar: ESTA EL AVION VAMOS
[2020:12:16-00:07:51]  (Local) -> (LOCAL)[1]2cB"Trakegunz: me voy a recostar en la ambulancia
[2020:12:16-00:07:52]  (Local) -> (LOCAL)[4]2cb'ratix: hp se escucha feo
[2020:12:16-00:07:54]  (Local) -> (LOCAL)[4]2cb'ratix: cole
[2020:12:16-00:07:56]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: alla
[2020:12:16-00:07:57]  (Local) -> (LOCAL)[4][MZ]24k: xdd
[2020:12:16-00:08:05]  (Global) -> DJ|2cb'ViejoRichard: compro drogas}
[2020:12:16-00:08:05]  (Local) -> (LOCAL)[3][MZ]24k: Compreme unos auriculares :/
[2020:12:16-00:08:06]  (Local) -> (LOCAL)[7]AK|Fear: un bailesito
[2020:12:16-00:08:07]  (Global) -> PibeDiez: aso CVR les da las gracias por el uso del transorte masivo por favor agarrese duro y eche para c
[2020:12:16-00:08:08]  (Global) -> (BGW)CHOCORRAMOCAMILOP: mohamed pongase el job
[2020:12:16-00:08:09]  (Local) -> (LOCAL)[3]2cbcapojuan: ya tengo 1300k millon ¡trecientos k
[2020:12:16-00:08:13]  (Global) -> (BGW)CHOCORRAMOCAMILOP: y llega aca
[2020:12:16-00:08:14]  (Global) -> [CAPU]Mohamed: voyyyy
[2020:12:16-00:08:15]  (Global) -> PibeDiez: atras
[2020:12:16-00:08:15]  (Local) -> (LOCAL)[4]robertoesco0bar: QUIEN?
[2020:12:16-00:08:15]  (Local) -> (LOCAL)[4]2cb'ratix: claro pa
[2020:12:16-00:08:15]  (Local) -> (LOCAL)[4][MZ]24k: <3
[2020:12:16-00:08:15]  (Global) -> |Skippers: #04B404Cimboloco
[2020:12:16-00:08:17]  (Local) -> (LOCAL)[7]AK|Fear: un bailesito
[2020:12:16-00:08:18]  (Local) -> (LOCAL)[4]2cb'ratix: paseme numero de cuenta
[2020:12:16-00:08:21]  (Local) -> (LOCAL)[1]2cb'pinina: dele x
[2020:12:16-00:08:23]  (Local) -> (LOCAL)[4]2cb'ratix: ush
[2020:12:16-00:08:24]  (Local) -> (LOCAL)[1]2cb'pinina: de lado
[2020:12:16-00:08:24]  (Local) -> (LOCAL)[4][MZ]24k: Ojito
[2020:12:16-00:08:25]  (Local) -> (LOCAL)[3]2cbcapojuan: oe
[2020:12:16-00:08:26]  (Local) -> (LOCAL)[4]2cb'ratix: aspero este mercedez
[2020:12:16-00:08:32]  (Global) -> chimboLOCO: Digame bebe
[2020:12:16-00:08:33]  (Local) -> (LOCAL)[1]2cb'pinina: es otro lay
[2020:12:16-00:08:34]  (Local) -> (LOCAL)[7]AK|Fear: yo lo tenho
[2020:12:16-00:08:34]  (Global) -> (KP)KlausN: SKIPER
[2020:12:16-00:08:36]  (Local) -> (LOCAL)[3]2cbcapojuan: tiene 200k
[2020:12:16-00:08:36]  (Local) -> (LOCAL)[4][MZ]24k: Sisa
[2020:12:16-00:08:43]  (Global) -> (KP)KlausN: DONDE ESTA?
[2020:12:16-00:08:46]  (Local) -> (LOCAL)[4][MZ]24k: Pongalo blanco uff
[2020:12:16-00:08:46]  (Local) -> (LOCAL)[2](KP)KlausN: PA que ?
[2020:12:16-00:08:49]  (Local) -> (LOCAL)[4]2cb|BarrySeal: patron
[2020:12:16-00:08:51]  (Global) -> |Skippers: ya voy
[2020:12:16-00:08:52]  (Local) -> (LOCAL)[2]2cbcapojuan: pa una moto
[2020:12:16-00:08:53]  (Global) -> xNight_KiDD: AJAJA
[2020:12:16-00:08:55]  (Local) -> (LOCAL)[4]2cb|BarrySeal: vamosno
[2020:12:16-00:08:59]  (Global) -> (BGW)CHOCORRAMOCAMILOP: pognase el job y los espramosa ca
[2020:12:16-00:09:00]  (Local) -> (LOCAL)[4]robertoesco0bar: pa venezuela?
[2020:12:16-00:09:00]  (Local) -> (LOCAL)[4][MZ]24k: Vamos con el patron
[2020:12:16-00:09:01]  (Global) -> chimboLOCO: Skippers espere salgo de cana
[2020:12:16-00:09:05]  (Local) -> (LOCAL)[1]2cb'Royal: a
[2020:12:16-00:09:07]  (Local) -> (LOCAL)[1]Diaz: A
[2020:12:16-00:09:08]  (Local) -> (LOCAL)[2](KP)KlausN: camella malparido
[2020:12:16-00:09:08]  (Local) -> (LOCAL)[1]2cB"Trakegunz: jajaj donde esta ese lay
[2020:12:16-00:09:11]  (Global) -> chimboLOCO: y me lleva to bien
[2020:12:16-00:09:12]  (Local) -> (LOCAL)[4]2cb|BarrySeal: VAMOS
[2020:12:16-00:09:13]  (Local) -> (LOCAL)[1]2cb'Royal: eso xde
[2020:12:16-00:09:16]  (Local) -> (LOCAL)[4]2cb|BarrySeal: VAMOS
[2020:12:16-00:09:25]  (Local) -> (LOCAL)[2]2cbcapojuan: de todo lo que e camellado hp
[2020:12:16-00:09:32]  (Local) -> (LOCAL)[8]2cb|BarrySeal: VAMOS PATRON
[2020:12:16-00:09:33]  (Local) -> (LOCAL)[8][MZ]24k: Queda melo xd
[2020:12:16-00:09:33]  (Local) -> (LOCAL)[2](KP)KlausN: que haces la plata perrro
[2020:12:16-00:09:35]  (Local) -> (LOCAL)[8]2cb'ratix: siza
[2020:12:16-00:09:38]  (Local) -> (LOCAL)[8]tribilin: q chimba
[2020:12:16-00:09:42]  (Local) -> (LOCAL)[8]AK47_MAICOL1031: digame señor agente
[2020:12:16-00:09:43]  (Local) -> (LOCAL)[1][CAPU]Mohamed: oe diaz maneje
[2020:12:16-00:09:43]  (Local) -> (LOCAL)[8]2cb'ratix: buena
[2020:12:16-00:09:44]  (Local) -> (LOCAL)[2]2cbcapojuan: la tengo en el banco
[2020:12:16-00:09:44]  (Local) -> (LOCAL)[8]2cb'ratix: patro
[2020:12:16-00:09:45]  (Local) -> (LOCAL)[8]2cb|BarrySeal: HAY ESTA EL JEET LISTO
[2020:12:16-00:09:47]  (Local) -> (LOCAL)[8]2cb'ratix: como anda
[2020:12:16-00:09:49]  (Local) -> (LOCAL)[1]2cb'pinina: spere
[2020:12:16-00:09:51]  (Local) -> (LOCAL)[2](KP)KlausN: sacala mlp
[2020:12:16-00:09:51]  (Local) -> (LOCAL)[2]2cbcapojuan: pero no me alcanza
[2020:12:16-00:09:52]  (Local) -> (LOCAL)[2]Bocato: uy
[2020:12:16-00:09:52]  (Local) -> (LOCAL)[8]robertoesco0bar: no creo
[2020:12:16-00:09:53]  (Local) -> (LOCAL)[8][MZ]24k: Es de nosotros
[2020:12:16-00:09:54]  (Local) -> (LOCAL)[4](KP)KlausN: y comre
[2020:12:16-00:09:54]  (Local) -> (LOCAL)[10]Diaz: Pero ya llegamos
[2020:12:16-00:10:00]  (Local) -> (LOCAL)[10][CAPU]Mohamed: maneje
[2020:12:16-00:10:00]  (Local) -> (LOCAL)[5]2cbcapojuan: me falta 200k
[2020:12:16-00:10:00]  (Local) -> (LOCAL)[5](KP)KlausN: siiga camellando
[2020:12:16-00:10:01]  (Local) -> (LOCAL)[1]2cB"Trakegunz: listo maneje hasta el banco
[2020:12:16-00:10:06]  (Global) -> IZI_Omar25: LISTO KLAUS
[2020:12:16-00:10:06]  (Local) -> (LOCAL)[10][CAPU]Mohamed: que voy a hacer algo xd
[2020:12:16-00:10:07]  (Local) -> (LOCAL)[1]2cb'pinina: pere wn
[2020:12:16-00:10:08]  (Local) -> (LOCAL)[9]robertoesco0bar: quien es ud?
[2020:12:16-00:10:09]  (Local) -> (LOCAL)[5](KP)KlausN: skiper
[2020:12:16-00:10:09]  (Local) -> (LOCAL)[10][EVG]Mr.Raichu: *lo estaria viendo nervioso*
[2020:12:16-00:10:09]  (Local) -> (LOCAL)[5]|Skippers: oe
[2020:12:16-00:10:11]  (Local) -> (LOCAL)[10]Diaz: Bno
[2020:12:16-00:10:13]  (Local) -> (LOCAL)[3](KP)KlausN: me llevas?
[2020:12:16-00:10:14]  (Local) -> (LOCAL)[3]|Skippers: q
[2020:12:16-00:10:16]  (Global) -> (BGW)CHOCORRAMOCAMILOP: pa donde vabn
[2020:12:16-00:10:18]  (Local) -> (LOCAL)[10]AK|Fear: toca estallarlo
[2020:12:16-00:10:19]  (Global) -> (BGW)CHOCORRAMOCAMILOP: pa donde van
[2020:12:16-00:10:21]  (Local) -> (LOCAL)[8]FantasticSky: por debajo
[2020:12:16-00:10:22]  (Local) -> (LOCAL)[8]FantasticSky: revisenlo
[2020:12:16-00:10:24]  (Local) -> (LOCAL)[8]AK47_MAICOL1031: nooo para nada
[2020:12:16-00:10:25]  (Local) -> (LOCAL)[1]2cb'pinina: XD
[2020:12:16-00:10:27]  (Local) -> (LOCAL)[4](KP)KlausN: al rol
[2020:12:16-00:10:30]  (Local) -> (LOCAL)[10]AK|Fear: toca estallarlo
[2020:12:16-00:10:38]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00Catre: dime
[2020:12:16-00:10:39]  (Local) -> (LOCAL)[1]2cb'pinina: lo quitaron
[2020:12:16-00:10:41]  (Global) -> 2cb'YolinSita-LDS: hay bug en armas, te las quita todas ._.
[2020:12:16-00:10:44]  (Local) -> (LOCAL)[1]IZI_Omar25: JAJAJAJAJAJJAJA
[2020:12:16-00:10:45]  (Local) -> (LOCAL)[1]2cb'pinina: cierro las puertas?
[2020:12:16-00:10:46]  (Local) -> (LOCAL)[1](KP)KlausN: jajaja sapo
[2020:12:16-00:10:46]  (Local) -> (LOCAL)[7]2cb|BarrySeal: HABLE PS
[2020:12:16-00:10:47]  (Local) -> (LOCAL)[1]IZI_Omar25: AJJAJAJAJAJAJAJA
[2020:12:16-00:10:47]  (Local) -> (LOCAL)[7]robertoesco0bar: vamonos rapido pablito
[2020:12:16-00:10:49]  (Local) -> (LOCAL)[1]IZI_Omar25: JAJAJAJAJAJAJAJAJAJAJ
[2020:12:16-00:10:49]  (Local) -> (LOCAL)[1]2cB"Trakegunz: ale siga pues
[2020:12:16-00:10:50]  (Local) -> (LOCAL)[1]IZI_Omar25: AJAJJAA
[2020:12:16-00:10:52]  (Global) -> IZI_Omar25: JAJAJAJAJAJAJAJAJA
[2020:12:16-00:10:53]  (Local) -> (LOCAL)[1]2cbcapojuan: oe
[2020:12:16-00:10:53]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: vea
[2020:12:16-00:10:54]  (Local) -> (LOCAL)[10][EVG]Mr.Raichu: la cedula cucho
[2020:12:16-00:10:55]  (Global) -> #7F7F7F|CVR|#FF0000CrudoMeansRaw: ?
[2020:12:16-00:10:56]  (Global) -> IZI_Omar25: JAJAJJAJAJAJAJAJAJA
[2020:12:16-00:10:57]  (Global) -> #7F7F7F|CVR|#FF5C00Catre: KlausN te recomiendo que leas las reglas en F1 o /ayuda
[2020:12:16-00:10:58]  (Local) -> (LOCAL)[1](KP)KlausN: Malparido PERUANO
[2020:12:16-00:10:59]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Catre: dime
[2020:12:16-00:11:08]  (Local) -> (LOCAL)[2]IZI_Omar25: SABES QUE ESO TAMBIEN ES REPORTE POR TOXICO
[2020:12:16-00:11:09]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: pensaba poner bombas atras de mi
[2020:12:16-00:11:12]  (Local) -> (LOCAL)[11]FantasticSky: quieto
[2020:12:16-00:11:12]  (Local) -> (LOCAL)[2]IZI_Omar25: TE PUEDEN BANEAR
[2020:12:16-00:11:12]  (Local) -> (LOCAL)[1]2cbcapojuan: no como consifgo 200 k rrapido
[2020:12:16-00:11:14]  (Local) -> (LOCAL)[7]2cb|BarrySeal: PATRON
[2020:12:16-00:11:15]  (Local) -> (LOCAL)[11]FantasticSky: pare pare pare
[2020:12:16-00:11:15]  (Local) -> (LOCAL)[1]2cB"Trakegunz: ora si
[2020:12:16-00:11:15]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: y q se viera la explosion
[2020:12:16-00:11:17]  (Local) -> (LOCAL)[11]AK47_MAICOL1031: vengo linpio señores
[2020:12:16-00:11:18]  (Local) -> (LOCAL)[7]robertoesco0bar: hay esta bien
[2020:12:16-00:11:18]  (Local) -> (LOCAL)[1]2cbcapojuan: es pa una moto
[2020:12:16-00:11:20]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: como
[2020:12:16-00:11:20]  (Local) -> (LOCAL)[7]2cb|BarrySeal: VAMOSNO DE LA CIUDAD
[2020:12:16-00:11:20]  (Local) -> (LOCAL)[11]Eustaquio: dejen pasar por favor
[2020:12:16-00:11:22]  (Local) -> (LOCAL)[1]IZI_Omar25: JAJAJAJAJAJAJAJAJA
[2020:12:16-00:11:25]  (Local) -> (LOCAL)[7]2cb|BarrySeal: HAY TENGO EL JEET
[2020:12:16-00:11:28]  (Local) -> (LOCAL)[11]FantasticSky: bajate
[2020:12:16-00:11:29]  (Local) -> (LOCAL)[7][MZ]24k: Vamonos que nos llegan
[2020:12:16-00:11:30]  (Local) -> (LOCAL)[1]2cbcapojuan: yo ya tengo la mayoria
[2020:12:16-00:11:30]  (Local) -> (LOCAL)[1]Bocato: a
[2020:12:16-00:11:33]  (Local) -> (LOCAL)[11]Eustaquio: por que?
[2020:12:16-00:11:34]  (Local) -> (LOCAL)[11]AK|Fear: bajese
[2020:12:16-00:11:35]  (Global) -> 2cb'YolinSita-LDS: hp malo
[2020:12:16-00:11:35]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: y cuando lo estalle q se vea
[2020:12:16-00:11:38]  (Global) -> Daniel_Diaz-c: es una orden
[2020:12:16-00:11:38]  (Local) -> (LOCAL)[11]FantasticSky: requisa
[2020:12:16-00:11:38]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Catre: mmm
[2020:12:16-00:11:39]  (Local) -> (LOCAL)[1]2cbcapojuan: solo me falta eso
[2020:12:16-00:11:39]  (Global) -> IZI_Omar25: RECIEN ESTA EN PRIMARIA DICE KLAUS
[2020:12:16-00:11:41]  (Local) -> (LOCAL)[7][MZ]24k: Pa otra ciudad
[2020:12:16-00:11:42]  (Global) -> EmilioGaviria: algun admin que me teleport a LS
[2020:12:16-00:11:43]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Catre: yo diria que taxista
[2020:12:16-00:11:47]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Catre: o busetero
[2020:12:16-00:11:48]  (Local) -> (LOCAL)[7][MZ]24k: Pais*
[2020:12:16-00:11:49]  (Global) -> |Skippers: #04B404QUIEN PARA CAPTURAR A PABLO ESCOBAR  (LLEGUE A COMISARIA
[2020:12:16-00:11:52]  (Local) -> (LOCAL)[8]robertoesco0bar: vamonos
[2020:12:16-00:11:54]  (Local) -> (LOCAL)[11]Eustaquio: quiero llevar esta carga y ya
[2020:12:16-00:11:55]  (Local) -> (LOCAL)[1]IZI_Omar25: JAJAJAJAJA
[2020:12:16-00:11:57]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Catre: busetero da 80k o 90k
[2020:12:16-00:11:57]  (Global) -> chimboLOCO: Skippers 100 para salir
[2020:12:16-00:12:00]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Catre: mas lo que haga en ruta
[2020:12:16-00:12:01]  (Local) -> (LOCAL)[8]2cb|BarrySeal: VAMOOOS
[2020:12:16-00:12:02]  (Global) -> chimboLOCO: Espereme que le caigo como peo de loca
[2020:12:16-00:12:06]  (Local) -> (LOCAL)[11]AK|Fear: bajese
[2020:12:16-00:12:07]  (Local) -> (LOCAL)[8]robertoesco0bar: oe
[2020:12:16-00:12:08]  (Global) -> chimboLOCO: pero me tiene que llevar porque no se donde queda esa mierda
[2020:12:16-00:12:08]  (Local) -> (LOCAL)[1]2cbcapojuan: y que todo el hp todo el dia e camellado
[2020:12:16-00:12:08]  (Local) -> (LOCAL)[11]FantasticSky: bajese del vehiculo
[2020:12:16-00:12:09]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: uy no se como hacemos para coordinar
[2020:12:16-00:12:10]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Catre: claro esta que cuando termine la ruta es que le pagan
[2020:12:16-00:12:22]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: listo
[2020:12:16-00:12:22]  (Local) -> (LOCAL)[11]Eustaquio: no hice nada malo no me bajo
[2020:12:16-00:12:28]  (Local) -> (LOCAL)[8]robertoesco0bar: cochino
[2020:12:16-00:12:28]  (Local) -> (LOCAL)[2]2cb'ratix: a
[2020:12:16-00:12:28]  (Local) -> (LOCAL)[9]AK47_MAICOL1031: metale chancleta mijo no les coma
[2020:12:16-00:12:30]  (Local) -> (LOCAL)[2]2cb'ratix: otra vez
[2020:12:16-00:12:30]  ([Msg] de |Skippers para (BGW)CHOCORRAMOCAMILOP: #04B404OE ESPERE) -> nil
[2020:12:16-00:12:35]  (Global) -> [Changua]Loctar12: ash sapo jajajaja
[2020:12:16-00:12:35]  (Local) -> (LOCAL)[1]2cbcapojuan: eso es mas duro terminar uja ruta
[2020:12:16-00:12:37]  (Local) -> (LOCAL)[1]TIROFIJO420: Q DIJO PUES
[2020:12:16-00:12:38]  (Global) -> DJ|2cb'ViejoRichard: yo agarro al pablo
[2020:12:16-00:12:39]  (Local) -> (LOCAL)[1]2cb'ratix: xd
[2020:12:16-00:12:41]  (Local) -> (LOCAL)[1]TIROFIJO420: LO PELO Y ME ABRO
[2020:12:16-00:12:41]  (Local) -> (LOCAL)[8]2cb|BarrySeal: vamos patron
[2020:12:16-00:12:42]  (Local) -> (LOCAL)[1]2cb'ratix: bonito carro
[2020:12:16-00:12:42]  (Local) -> (LOCAL)[9]FantasticSky: bajate ome
[2020:12:16-00:12:43]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFKhausu: jaja si
[2020:12:16-00:12:43]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: listo
[2020:12:16-00:12:44]  (Global) -> DJ|2cb'ViejoRichard: donde nos pillamos
[2020:12:16-00:12:44]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFKhausu: Gracias
[2020:12:16-00:12:45]  (Local) -> (LOCAL)[8][MZ]24k: De quien es el jet?
[2020:12:16-00:12:46]  (Local) -> (LOCAL)[1]2cB"Trakegunz: eso
[2020:12:16-00:12:46]  (Local) -> (LOCAL)[1]2cb'ratix: ya la tomba paga tanto ?
[2020:12:16-00:12:46]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: esperemio
[2020:12:16-00:12:46]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00Catre: si tuviera plata se la r
[2020:12:16-00:12:47]  (Local) -> (LOCAL)[8]robertoesco0bar: no
[2020:12:16-00:12:47]  (Local) -> (LOCAL)[1]TIROFIJO420: A MI NO
[2020:12:16-00:12:48]  (Local) -> (LOCAL)[7]AK|Fear: el ejercito naciobnal quiere hacerle una requisa
[2020:12:16-00:12:48]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: miro cua
[2020:12:16-00:12:48]  (Team - Criminals) -> (TEAM)[Changua]Loctar12: JAJAJAJAJ
[2020:12:16-00:12:49]  (Local) -> (LOCAL)[1]2cB"Trakegunz: quedo melo
[2020:12:16-00:12:49]  (Local) -> (LOCAL)[1]2cb'ratix: :V
[2020:12:16-00:12:50]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00Catre: prestaba
[2020:12:16-00:12:52]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFKhausu: Nada, lo mismo
[2020:12:16-00:12:54]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFKhausu: xd
[2020:12:16-00:12:55]  (Local) -> (LOCAL)[1]2cb'pinina: eso es todo?
[2020:12:16-00:12:55]  (Local) -> (LOCAL)[8]2cb|BarrySeal: mio
[2020:12:16-00:12:56]  (Local) -> (LOCAL)[1]2cb'ratix: a
[2020:12:16-00:12:57]  (Local) -> (LOCAL)[1]2cbcapojuan: no que tristeza me falta 200k
[2020:12:16-00:12:57]  (Local) -> (LOCAL)[11]FantasticSky: bloqueen
[2020:12:16-00:12:58]  (Global) -> TIROFIJO420: XD
[2020:12:16-00:12:58]  (Local) -> (LOCAL)[1]2cB"Trakegunz: buena pa
[2020:12:16-00:12:59]  (Local) -> (LOCAL)[8]robertoesco0bar: pa donde
[2020:12:16-00:13:00]  (Local) -> (LOCAL)[11]FantasticSky: no lo dejen pasar
[2020:12:16-00:13:03]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Catre: mate tombo
[2020:12:16-00:13:03]  (Local) -> (LOCAL)[1]2cB"Trakegunz: se gano la luka
[2020:12:16-00:13:03]  (Local) -> (LOCAL)[1]Bocato: ash
[2020:12:16-00:13:03]  (Local) -> (LOCAL)[1]2cb'ratix: claro un tombo con negocios sucios
[2020:12:16-00:13:04]  (Local) -> (LOCAL)[11]Eustaquio: gracias putos -_-
[2020:12:16-00:13:05]  (Local) -> (LOCAL)[1]2cb'pinina: ueno
[2020:12:16-00:13:05]  (Global) -> (BGW)CHOCORRAMOCAMILOP: vamos a continuar la captura
[2020:12:16-00:13:06]  (Local) -> (LOCAL)[8]2cb|BarrySeal: pa las venturas
[2020:12:16-00:13:08]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FFKhausu: claro
[2020:12:16-00:13:08]  ([Msg] de |Skippers para g7: #04B404OE ESPERE VOY A LLEVAR GENTE A JOB MILITAR) -> nil
[2020:12:16-00:13:08]  (Local) -> (LOCAL)[1]2cb'pinina: fresco jaja
[2020:12:16-00:13:10]  (Local) -> (LOCAL)[11](BGW)CHOCORRAMOCAMILOP: sigan
[2020:12:16-00:13:10]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Catre: o capture usuarios
[2020:12:16-00:13:11]  (Local) -> (LOCAL)[11](BGW)CHOCORRAMOCAMILOP: subasne
[2020:12:16-00:13:14]  (Local) -> (LOCAL)[11]Eustaquio: iba bien hasta que aparecieron
[2020:12:16-00:13:15]  (Local) -> (LOCAL)[1]2cbcapojuan: tengo 36mill
[2020:12:16-00:13:15]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Catre: eso da bien
[2020:12:16-00:13:19]  (Global) -> pabl0escobar: llegue chocorramo
[2020:12:16-00:13:19]  (Local) -> (LOCAL)[12]FantasticSky: uy gonorrea
[2020:12:16-00:13:21]  (Local) -> (LOCAL)[12]FantasticSky: que paso
[2020:12:16-00:13:25]  (Local) -> (LOCAL)[8]2cb|BarrySeal: pa las venturas o que patron
[2020:12:16-00:13:31]  (Local) -> (LOCAL)[1]2cbcapojuan: en el banco
[2020:12:16-00:13:35]  (Local) -> (LOCAL)[8]robertoesco0bar: a mexico
[2020:12:16-00:13:39]  (Local) -> (LOCAL)[1]2cbcapojuan: tengo 1300
[2020:12:16-00:13:40]  (Global) -> chimboLOCO: Pablito
[2020:12:16-00:13:41]  (Global) -> xNight_KiDD: AMONOS
[2020:12:16-00:13:42]  (Global) -> chimboLOCO: Idolo
[2020:12:16-00:13:42]  (Global) -> (BGW)CHOCORRAMOCAMILOP: na
[2020:12:16-00:13:43]  (Global) -> [2cB]~Briham~[CTL]: CAPTURADO EN LA TOMBO BIKE  ������������
[2020:12:16-00:13:44]  (Global) -> [MZ]24k: Skipper LLega
[2020:12:16-00:13:45]  (Global) -> (BGW)CHOCORRAMOCAMILOP: estos mnks
[2020:12:16-00:13:45]  (Local) -> (LOCAL)[1]2cbcapojuan: millon
[2020:12:16-00:13:45]  (Local) -> (LOCAL)[10]FantasticSky: na marica
[2020:12:16-00:13:47]  (Global) -> Sancocho_kun: UUUYYY
[2020:12:16-00:13:47]  (Global) -> chimboLOCO: Deme pa la gaseosa perro hp
[2020:12:16-00:13:48]  (Global) -> (BGW)CHOCORRAMOCAMILOP: se poenen a disparar
[2020:12:16-00:13:48]  (Local) -> (LOCAL)[10]FantasticSky: no jodas
[2020:12:16-00:13:48]  (Local) -> (LOCAL)[8]2cb|BarrySeal: empaquen en el jeet
[2020:12:16-00:13:49]  (Global) -> |Skippers: #04B404JAJAJAJAJ
[2020:12:16-00:13:49]  (Local) -> (LOCAL)[3](KP)KlausN: REPITELAAAAAAAAAAAAAAAaa
[2020:12:16-00:13:53]  (Local) -> (LOCAL)[8]robertoesco0bar: perdon
[2020:12:16-00:13:55]  (Global) -> chimboLOCO: explote
[2020:12:16-00:14:01]  (Local) -> (LOCAL)[1]2cb'ratix: uy
[2020:12:16-00:14:01]  (Local) -> (LOCAL)[1]chimboLOCO: uy mk
[2020:12:16-00:14:01]  (Local) -> (LOCAL)[8]robertoesco0bar: hableeee
[2020:12:16-00:14:02]  (Local) -> (LOCAL)[1]2cb'ratix: quieto
[2020:12:16-00:14:02]  (Phone:SMS) -> From AK47_MAICOL1031 | To: [ak47]jimenez | Message: oeee niño 
[2020:12:16-00:14:04]  (Local) -> (LOCAL)[1]2cb'ratix: ajajajja
[2020:12:16-00:14:05]  (Global) -> xNight_KiDD: no mameee
[2020:12:16-00:14:05]  (Local) -> (LOCAL)[3]FantasticSky: F
[2020:12:16-00:14:05]  (Local) -> (LOCAL)[1]2cb'ratix: melo
[2020:12:16-00:14:06]  (Global) -> (BGW)CHOCORRAMOCAMILOP: los espramos en el job de militar otra vez
[2020:12:16-00:14:07]  (Local) -> (LOCAL)[1]chimboLOCO: bajon de fps
[2020:12:16-00:14:07]  (Local) -> (LOCAL)[1]2cbcapojuan: no jueputa me falta 200k
[2020:12:16-00:14:08]  (Local) -> (LOCAL)[1]chimboLOCO: JASDJASJDJAS
[2020:12:16-00:14:09]  (Local) -> (LOCAL)[3]FantasticSky: bueno a esperar
[2020:12:16-00:14:12]  (Global) -> #7F7F7F|CVR|#FF5C00Lopez: XDDDDDDDDD
[2020:12:16-00:14:16]  (Local) -> (LOCAL)[9]tribilin: jajajajajaajjajajjajajajaj
[2020:12:16-00:14:18]  (Local) -> (LOCAL)[9]2cb|BarrySeal: patron
[2020:12:16-00:14:20]  (Global) -> chimboLOCO: Skippers sali
[2020:12:16-00:14:20]  (Local) -> (LOCAL)[9]robertoesco0bar: jajajaja
[2020:12:16-00:14:22]  (Global) -> 2cb_Lil_Fara: suvan
