This file was generated by Console at 2020:09:11-00:00:02



[2020:09:11-00:00:02]  (Global) -> BurlyPlate49: perdon
[2020:09:11-00:06:41]  (Global) -> [DTA]LEANDRO: SI TENGO 110K
[2020:09:11-00:06:42]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: ni idea de donde queda :v
[2020:09:11-00:06:44]  (Local) -> (LOCAL)[5]TUERTO: LOS TIENE
[2020:09:11-00:06:45]  (Local) -> (LOCAL)[2]GT]McLovin: 20 de lsd
[2020:09:11-00:06:46]  (Local) -> (LOCAL)[1][CAPU]PastorANTITOMBOS: hagle que estamos para ayudar
[2020:09:11-00:06:46]  (Local) -> (LOCAL)[5](CT.S)pablito2100: era ct.s
[2020:09:11-00:06:47]  (Local) -> (LOCAL)[5][GT]Loctar12: no
[2020:09:11-00:06:48]  (Global) -> FlatGrains18: bueno solo tengo 1 lsd 
[2020:09:11-00:06:49]  (Local) -> (LOCAL)[2]TUERTO: LE FALTA
[2020:09:11-00:06:51]  (Global) -> [DTA]LEANDRO: SI
[2020:09:11-00:06:53]  (Local) -> (LOCAL)[1]SergioAltoGT: eos asi es
[2020:09:11-00:06:55]  (Team - Unemployed) -> (TEAM)GT]McLovin:  de marihunaa=
[2020:09:11-00:06:55]  (Local) -> (LOCAL)[1]TUERTO: VAMOS AL BANCO
[2020:09:11-00:06:56]  (Local) -> (LOCAL)[5][GT]PANADERO: quitese el vip y breves
[2020:09:11-00:06:56]  (Global) -> FlatGrains18: solo tengo 1 lsd
[2020:09:11-00:06:57]  (Local) -> (LOCAL)[1][Z]DanielFly: cuanto quiere?
[2020:09:11-00:06:57]  (Local) -> (LOCAL)[5][GT]PANADERO: jajaja
[2020:09:11-00:07:02]  (Local) -> (LOCAL)[1]SergioAltoGT: qeu es capu?
[2020:09:11-00:07:04]  (Local) -> (LOCAL)[2]GT]McLovin: epa
[2020:09:11-00:07:04]  (Local) -> (LOCAL)[5](CT.S)pablito2100: hagale
[2020:09:11-00:07:05]  (Local) -> (LOCAL)[2]GT]McLovin: hp
[2020:09:11-00:07:08]  (Local) -> (LOCAL)[1]Bertucci.cs: Ando lag
[2020:09:11-00:07:09]  (Local) -> (LOCAL)[2]GT]McLovin: llego el que era
[2020:09:11-00:07:09]  (Local) -> (LOCAL)[1]ProfuseAneroid41: un beso
[2020:09:11-00:07:10]  (Global) -> FlatGrains18: solo tengo 1
[2020:09:11-00:07:10]  (Local) -> (LOCAL)[1][CAPU]PastorANTITOMBOS: una gang
[2020:09:11-00:07:11]  (Local) -> (LOCAL)[5](CT.S)pablito2100: ya
[2020:09:11-00:07:13]  (Global) -> sebas_202: nmms
[2020:09:11-00:07:14]  (Local) -> (LOCAL)[5][GT]Loctar12: qué pasó zetica, se quita el vip?
[2020:09:11-00:07:15]  (Local) -> (LOCAL)[1][Z]DanielFly: serio
[2020:09:11-00:07:15]  (Local) -> (LOCAL)[2]Bertucci.cs: 2 FPS
[2020:09:11-00:07:18]  (Local) -> (LOCAL)[1]SergioAltoGT: me puedo unir?
[2020:09:11-00:07:19]  (Local) -> (LOCAL)[1]ProfuseAneroid41: sisas
[2020:09:11-00:07:20]  (Local) -> (LOCAL)[1]TUERTO: SAQUE UN CARRO
[2020:09:11-00:07:20]  (Local) -> (LOCAL)[1][Z]DanielFly: es que iba a camellar
[2020:09:11-00:07:21]  (Local) -> (LOCAL)[5][Z]Eldiego: brev
[2020:09:11-00:07:21]  (Local) -> (LOCAL)[5][GT]PANADERO: bien por ti
[2020:09:11-00:07:21]  (Local) -> (LOCAL)[1]Bertucci.cs: Bro, déjame
[2020:09:11-00:07:21]  (Global) -> FlatGrains18: acompañame hacer mas
[2020:09:11-00:07:23]  (Local) -> (LOCAL)[1]Bertucci.cs: Ando re lag
[2020:09:11-00:07:26]  (Local) -> (LOCAL)[1][CAPU]PastorANTITOMBOS: mas tarde perro
[2020:09:11-00:07:27]  (Local) -> (LOCAL)[2]GT]McLovin: agale
[2020:09:11-00:07:31]  (Local) -> (LOCAL)[1]SergioAltoGT: bree
[2020:09:11-00:07:32]  (Local) -> (LOCAL)[1][CAPU]PastorANTITOMBOS: me busca
[2020:09:11-00:07:34]  (Local) -> (LOCAL)[1]SergioAltoGT: graicas
[2020:09:11-00:07:34]  (Local) -> (LOCAL)[3]ProfuseAneroid41: en que trabaja?
[2020:09:11-00:07:38]  (Local) -> (LOCAL)[3]TUERTO: VAMOS AL BANCO
[2020:09:11-00:07:38]  (Local) -> (LOCAL)[1]Bertucci.cs: Vida hpta :///
[2020:09:11-00:07:38]  (Local) -> (LOCAL)[1][CAPU]PastorANTITOMBOS: que estoy en clase
[2020:09:11-00:07:39]  (Local) -> (LOCAL)[3][Z]DanielFly: piloto
[2020:09:11-00:07:39]  (Local) -> (LOCAL)[0]DebonairRival29: COMO SACO LA BOCINA
[2020:09:11-00:07:41]  (Local) -> (LOCAL)[1]SergioAltoGT: eso
[2020:09:11-00:07:41]  (Local) -> (LOCAL)[5](CT.S)pablito2100: ese otro hp se fue
[2020:09:11-00:07:42]  (Local) -> (LOCAL)[5][Z]Eldiego: pablo
[2020:09:11-00:07:46]  (Local) -> (LOCAL)[4]TUERTO: VENGA YO MANEJO
[2020:09:11-00:07:47]  (Local) -> (LOCAL)[5](CT.S)pablito2100: ?
[2020:09:11-00:07:51]  (Local) -> (LOCAL)[2][Z]DanielFly: paila
[2020:09:11-00:07:55]  (Local) -> (LOCAL)[4][Z]Eldiego: digale a su tombo que no nos encane
[2020:09:11-00:07:59]  (Local) -> (LOCAL)[1][Z]DanielFly: oe
[2020:09:11-00:07:59]  (Global) -> [DTA]LEANDRO: ??
[2020:09:11-00:08:00]  (Local) -> (LOCAL)[5][Z]Eldiego: salga
[2020:09:11-00:08:00]  (Local) -> (LOCAL)[5][GT]Loctar12: qué gang es esa pablo?
[2020:09:11-00:08:01]  (Local) -> (LOCAL)[2]Kepler: Ahora si suenaaa
[2020:09:11-00:08:02]  (Local) -> (LOCAL)[1][Z]DanielFly: espere
[2020:09:11-00:08:03]  (Local) -> (LOCAL)[1]TUERTO: SE LO ENTREGUE FULL
[2020:09:11-00:08:07]  (Local) -> (LOCAL)[4](CT.S)pablito2100: ct.s
[2020:09:11-00:08:10]  (Local) -> (LOCAL)[2]TUERTO: FULL TUNING
[2020:09:11-00:08:14]  (Local) -> (LOCAL)[1]ProfuseAneroid41: deme 30 lukas
[2020:09:11-00:08:14]  (Local) -> (LOCAL)[5][GT]Loctar12: son nuevos?
[2020:09:11-00:08:16]  (Local) -> (LOCAL)[1]DebonairRival29: PARA REPPRODUCIR SONG
[2020:09:11-00:08:17]  (Local) -> (LOCAL)[1][Z]DanielFly: kjakajkajkaj
[2020:09:11-00:08:18]  (Local) -> (LOCAL)[3](CT.S)pablito2100: si
[2020:09:11-00:08:19]  (Local) -> (LOCAL)[2]TUERTO: FULL GASOLINA Y FULL ARREGLADA
[2020:09:11-00:08:21]  (Local) -> (LOCAL)[1][Z]DanielFly: arresteme mejor
[2020:09:11-00:08:24]  (Local) -> (LOCAL)[1]GT|~Beltran: a
[2020:09:11-00:08:25]  (Local) -> (LOCAL)[3][GT]Loctar12: dios me los cuide
[2020:09:11-00:08:27]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: a
[2020:09:11-00:08:27]  (Local) -> (LOCAL)[1]ProfuseAneroid41: breve
[2020:09:11-00:08:27]  (Local) -> (LOCAL)[1]GT|~Beltran: k paso
[2020:09:11-00:08:28]  (Local) -> (LOCAL)[1][Z]DanielFly: le dan 10 por mi arresto
[2020:09:11-00:08:29]  (Local) -> (LOCAL)[1]GT|~Beltran: xD
[2020:09:11-00:08:33]  (Global) -> CmJosh: oes por que no me aparecen el icono de las armas?
[2020:09:11-00:08:34]  (Local) -> (LOCAL)[5]ProfuseAneroid41: y un ascenso
[2020:09:11-00:08:35]  (Local) -> (LOCAL)[1]GT|~Beltran: donde stamos kasjd
[2020:09:11-00:08:35]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: que no se donde queda
[2020:09:11-00:08:37]  (Global) -> (BGW)camilop202: se me acabo el vip:(
[2020:09:11-00:08:39]  (Global) -> Tribilin: o
[2020:09:11-00:08:41]  (Local) -> (LOCAL)[1]GT|~Beltran: xDDD
[2020:09:11-00:08:43]  (Local) -> (LOCAL)[1][Z]DanielFly: dizque 30 kajkjakja
[2020:09:11-00:08:44]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: xDD
[2020:09:11-00:08:45]  (Local) -> (LOCAL)[1]TUERTO: SACA 300
[2020:09:11-00:08:45]  (Local) -> (LOCAL)[1]GT|~Beltran: botese a este
[2020:09:11-00:08:48]  (Local) -> (LOCAL)[1]GT|~Beltran: concesionario
[2020:09:11-00:08:48]  (Global) -> sebas_202: f
[2020:09:11-00:08:50]  (Local) -> (LOCAL)[2][Z]Eldiego: salga
[2020:09:11-00:08:51]  (Global) -> [DTA]LEANDRO: USH
[2020:09:11-00:08:53]  (Local) -> (LOCAL)[1](CT.S)pablito2100: no la pienso y disparooo
[2020:09:11-00:08:53]  (Local) -> (LOCAL)[4]ProfuseAneroid41: son pa mis hijos
[2020:09:11-00:08:56]  (Local) -> (LOCAL)[1]GT|~Beltran: yolooooooooo
[2020:09:11-00:08:57]  (Local) -> (LOCAL)[4]ProfuseAneroid41: tengo 10
[2020:09:11-00:08:57]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: JAJAJAJAJAA
[2020:09:11-00:08:58]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: nel
[2020:09:11-00:08:59]  (Local) -> (LOCAL)[1]TUERTO: LE ACABE DE PREGUNTAR A UN ADMIN
[2020:09:11-00:09:01]  (Global) -> [Z]DanielFly: rapido
[2020:09:11-00:09:02]  (Local) -> (LOCAL)[1](CT.S)pablito2100: xdddddddd
[2020:09:11-00:09:02]  (Local) -> (LOCAL)[1]GT|~Beltran: melo;v
[2020:09:11-00:09:02]  (Local) -> (LOCAL)[1]TUERTO: POR DISCORD
[2020:09:11-00:09:05]  (Local) -> (LOCAL)[5]ProfuseAneroid41: tengo al 10 de la seleccion
[2020:09:11-00:09:05]  (Local) -> (LOCAL)[5][Z]DanielFly: dejeme
[2020:09:11-00:09:05]  (Local) -> (LOCAL)[1]GT|~Beltran: haber
[2020:09:11-00:09:05]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: firme papa
[2020:09:11-00:09:10]  (Local) -> (LOCAL)[2](CT.S)pablito2100: vamos
[2020:09:11-00:09:16]  (Local) -> (LOCAL)[1]TUERTO: Y COMO ESE CARRO ES CARO SOLO PERMITE ESO
[2020:09:11-00:09:16]  (Local) -> (LOCAL)[6]JU4N: JAJAJ TE ESTABA BVUSCANDO
[2020:09:11-00:09:17]  (Local) -> (LOCAL)[4](CT.S)pablito2100: arresteme
[2020:09:11-00:09:22]  (Local) -> (LOCAL)[1](CT.S)pablito2100: pero deme la mitad
[2020:09:11-00:09:26]  (Local) -> (LOCAL)[1]Kepler: Espere pongo otro temita
[2020:09:11-00:09:35]  (Global) -> SassyMarksman62: f
[2020:09:11-00:09:38]  (Local) -> (LOCAL)[1](CT.S)pablito2100: ud es raro
[2020:09:11-00:09:42]  (Local) -> (LOCAL)[1](CT.S)pablito2100: es con el bolillo
[2020:09:11-00:09:48]  (Global) -> LavishPad83: f oq
[2020:09:11-00:09:50]  (Local) -> (LOCAL)[1]GT|~Beltran: 400k me toca traer askd
[2020:09:11-00:09:55]  (Local) -> (LOCAL)[1]JU4N: se le escucha la musica perro
[2020:09:11-00:09:56]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: no tengo pistola taser
[2020:09:11-00:09:56]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: que va a comprar ? XD
[2020:09:11-00:09:58]  (Global) -> aguacalzon: opanim
[2020:09:11-00:10:00]  (Local) -> (LOCAL)[1]GT|~Beltran: monte
[2020:09:11-00:10:01]  (Global) -> ALEX: ALEJANDROO'??
[2020:09:11-00:10:02]  (Local) -> (LOCAL)[1]JU4N: le entendi algo del celuklar
[2020:09:11-00:10:05]  (Global) -> CmJosh: por qque no me warpea los carroas?
[2020:09:11-00:10:05]  (Local) -> (LOCAL)[1]GT|~Beltran: 2 karros melos
[2020:09:11-00:10:09]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: uhs xDD
[2020:09:11-00:10:10]  (Local) -> (LOCAL)[1]Kepler: listo
[2020:09:11-00:10:13]  (Local) -> (LOCAL)[1]GT|~Beltran: xd
[2020:09:11-00:10:16]  (Local) -> (LOCAL)[2]TUERTO: YA LOS SACO
[2020:09:11-00:10:17]  (Local) -> (LOCAL)[1][GT]Fercho: ESTA BUG
[2020:09:11-00:10:21]  (Local) -> (LOCAL)[1]GT|~Beltran: umildes mas que todo;v
[2020:09:11-00:10:22]  (Local) -> (LOCAL)[1][GT]Fercho: REINICIA
[2020:09:11-00:10:23]  (Global) -> CmJosh: ash
[2020:09:11-00:10:24]  (Global) -> ALEX: ORGALOR
[2020:09:11-00:10:24]  (Global) -> [DTA]LEANDRO: SACE MUCHA PLATA
[2020:09:11-00:10:25]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: pero bancos aqui
[2020:09:11-00:10:25]  (Local) -> (LOCAL)[2]Kepler: subase puees
[2020:09:11-00:10:29]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: ajajajjaa
[2020:09:11-00:10:32]  (Global) -> CmJosh: no hay ningun admin?
[2020:09:11-00:10:33]  (Global) -> AlonsoAlzate: gc crudo tenes estrellas?
[2020:09:11-00:10:35]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: ya me imagino xDD
[2020:09:11-00:10:38]  (Local) -> (LOCAL)[1]GT|~Beltran: Toca ir a la casaxD
[2020:09:11-00:10:39]  (Global) -> aguacalzon: hagale
[2020:09:11-00:10:39]  (Local) -> (LOCAL)[1]JU4N: que lo agrege en el celular
[2020:09:11-00:10:40]  (Local) -> (LOCAL)[1]GT|~Beltran: fuck
[2020:09:11-00:10:40]  (Global) -> pipo: jsdajkdk
[2020:09:11-00:10:43]  (Local) -> (LOCAL)[4]ProfuseAneroid41: severa flor
[2020:09:11-00:10:46]  (Global) -> StraightSaddle10: nokas 
[2020:09:11-00:10:49]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: cuanto tiene ahi? xD
[2020:09:11-00:10:50]  (Local) -> (LOCAL)[4]Tribilin: pa es q solo tengo una estrella
[2020:09:11-00:10:51]  (Local) -> (LOCAL)[1]JU4N: ???
[2020:09:11-00:10:53]  (Local) -> (LOCAL)[3]Tribilin: y quiero ser tombo
[2020:09:11-00:10:53]  (Local) -> (LOCAL)[2]TUERTO: saque 300.000
[2020:09:11-00:10:55]  (Global) -> CmJosh: admins cacorros deben estar pendiente
[2020:09:11-00:10:57]  (Global) -> StraightSaddle10: si sabe como funciona?
[2020:09:11-00:10:57]  (Local) -> (LOCAL)[3]Tribilin: no puedo peliar
[2020:09:11-00:11:00]  (Global) -> ALEX: ORGA?
[2020:09:11-00:11:02]  (Global) -> [DTA]LEANDRO: SI YA LOS SAQUE
[2020:09:11-00:11:05]  (Local) -> (LOCAL)[1]JU4N: no mucho
[2020:09:11-00:11:06]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: bad boy
[2020:09:11-00:11:06]  (Local) -> (LOCAL)[2]TUERTO: vamos
[2020:09:11-00:11:07]  (Global) -> (RCA)SingleChamber: q le pasa webon
[2020:09:11-00:11:10]  (Local) -> (LOCAL)[1](CT.S)pablito2100: vamos
[2020:09:11-00:11:11]  (Local) -> (LOCAL)[1]GT|~Beltran: obvio
[2020:09:11-00:11:12]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: sveeeerpp tema
[2020:09:11-00:11:17]  (Local) -> (LOCAL)[3](CT.S)pablito2100: ey
[2020:09:11-00:11:17]  (Local) -> (LOCAL)[1]pipo: jasdjjdjjdjd
[2020:09:11-00:11:19]  (Local) -> (LOCAL)[1]TUERTO: saque el carro
[2020:09:11-00:11:19]  (Local) -> (LOCAL)[3](CT.S)pablito2100: no
[2020:09:11-00:11:20]  (Local) -> (LOCAL)[1]pipo: yo quiero
[2020:09:11-00:11:24]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: ush de locos ese tema pa
[2020:09:11-00:11:26]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF9B00DonBerni: ps vaya
[2020:09:11-00:11:27]  (Local) -> (LOCAL)[1]TUERTO: muevale
[2020:09:11-00:11:30]  (Local) -> (LOCAL)[1]GT|~Beltran: meloso
[2020:09:11-00:11:32]  (Global) -> StraightSaddle10: pille en el guarachero puede poner musica 
[2020:09:11-00:11:32]  (Local) -> (LOCAL)[1]pipo: xdd
[2020:09:11-00:11:33]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: sisa
[2020:09:11-00:11:35]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF9B00DonBerni: tonto hijueputa
[2020:09:11-00:11:42]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: uuhsss
[2020:09:11-00:11:45]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: firmee
[2020:09:11-00:11:47]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: ajajaja
[2020:09:11-00:11:49]  (Local) -> (LOCAL)[1]GT|~Beltran: xd
[2020:09:11-00:11:59]  (Global) -> LavishPad83: como es palos carros
[2020:09:11-00:12:02]  (Local) -> (LOCAL)[1]JU4N: creo que ya
[2020:09:11-00:12:03]  (Global) -> StraightSaddle10:  en el efecty hace los giros con el nombre del jugador y la cantidada de plata
[2020:09:11-00:12:11]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: espera
[2020:09:11-00:12:20]  (Local) -> (LOCAL)[1](CT.S)pablito2100: vamos a ka estacion
[2020:09:11-00:12:22]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: pere que voy a traer cafe xDD
[2020:09:11-00:12:25]  (Global) -> [CAPU]Dillom: Satania hermosa
[2020:09:11-00:12:25]  (Local) -> (LOCAL)[1](CT.S)pablito2100: la
[2020:09:11-00:12:26]  (Global) -> LavishPad83:  hola mami
[2020:09:11-00:12:26]  (Global) -> [CAPU]Dillom: donde estas
[2020:09:11-00:12:27]  (Local) -> (LOCAL)[1]GT|~Beltran: oks
[2020:09:11-00:12:27]  (Local) -> (LOCAL)[1]TUERTO: esa gonorrea que ome
[2020:09:11-00:12:30]  (Local) -> (LOCAL)[1]DebonairRival29: CUANTAS LUKAS PA QUE ME SUELTE
[2020:09:11-00:12:36]  (Local) -> (LOCAL)[1]ProfuseAneroid41: 100lukas
[2020:09:11-00:12:39]  (Local) -> (LOCAL)[2]TUERTO: vamos
[2020:09:11-00:12:44]  (Global) -> StraightSaddle10: en el carro saca los carros con el show
[2020:09:11-00:12:44]  (Global) -> [DTA]LEANDRO: 270K
[2020:09:11-00:12:46]  (Local) -> (LOCAL)[1]TUERTO: asi no nos pueden matar
[2020:09:11-00:12:48]  (Local) -> (LOCAL)[1]TUERTO: eso
[2020:09:11-00:12:49]  (Local) -> (LOCAL)[3]DebonairRival29: MUY BARATO
[2020:09:11-00:12:52]  (Global) -> belgax: algun criminal me dice que hay que hacer cuando se coge la caja de armas 
[2020:09:11-00:12:54]  (Local) -> (LOCAL)[2]TUERTO: vamos
[2020:09:11-00:12:55]  (Local) -> (LOCAL)[4]ProfuseAneroid41: sisas
[2020:09:11-00:12:55]  (Global) -> GT|~Beltran: #ff0000 DJ BELTRAN EN LA RADIO OSI
[2020:09:11-00:12:57]  (Global) -> GT|~Beltran: #ff0000 DJ BELTRAN EN LA RADIO OSI
[2020:09:11-00:12:57]  (Local) -> (LOCAL)[1]SergioAltoGT: oe
[2020:09:11-00:13:05]  (Local) -> (LOCAL)[3]TUERTO: venga yo manejo
[2020:09:11-00:13:06]  (Global) -> aguacalzon: oe
[2020:09:11-00:13:08]  (Local) -> (LOCAL)[1]CmJosh: lleveme al aeropuerto por favor
[2020:09:11-00:13:12]  (Global) -> aguacalzon: obito sopla monda
[2020:09:11-00:13:12]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: xD
[2020:09:11-00:13:13]  (Local) -> (LOCAL)[1][GT]PANADERO: buena
[2020:09:11-00:13:13]  (Global) -> DrStrange: oe
[2020:09:11-00:13:13]  (Global) -> StraightSaddle10: que?
[2020:09:11-00:13:15]  (Global) -> [GT]~$Fabio_vidal69$:(: matar tombos belgax
[2020:09:11-00:13:15]  (Global) -> #7F7F7F|CVR|#FF9B00DonBerni: belgax[1]
[2020:09:11-00:13:16]  (Global) -> DrStrange: la buena
[2020:09:11-00:13:18]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: reloco xD
[2020:09:11-00:13:23]  (Global) -> aguacalzon: en donde esta esa skin
[2020:09:11-00:13:26]  (Global) -> #7F7F7F|CVR|#FF9B00DonBerni: la caja es para tener municion del arma que salga
[2020:09:11-00:13:27]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: subete la vida
[2020:09:11-00:13:28]  (Global) -> #7F7F7F|CVR|#FF9B00DonBerni: Y ya
[2020:09:11-00:13:29]  (Local) -> (LOCAL)[1][GT]PANADERO: como seria pa parchar?
[2020:09:11-00:13:30]  (Local) -> (LOCAL)[1](CT.S)pablito2100: a la estacion
[2020:09:11-00:13:38]  (Global) -> belgax: 1 que ?
[2020:09:11-00:13:44]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: deja te arresto
[2020:09:11-00:13:50]  (Local) -> (LOCAL)[1](CT.S)pablito2100: vamos a la estacion
[2020:09:11-00:13:54]  (Global) -> [DTA]LEANDRO: SE ME ESTA TRABANDO EL PC
[2020:09:11-00:13:57]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: no la pta madre
[2020:09:11-00:13:58]  (Local) -> (LOCAL)[1]GT|~Beltran: camineD:
[2020:09:11-00:13:59]  (Local) -> (LOCAL)[1]JU4N: el banco para que es
[2020:09:11-00:13:59]  (Global) -> [DTA]LEANDRO: DELE
[2020:09:11-00:14:00]  (Local) -> (LOCAL)[2]TUERTO: no se vaya a salir del circulo
[2020:09:11-00:14:02]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: cuando muero pierdo el taser
[2020:09:11-00:14:03]  (Global) -> [GT]~$Fabio_vidal69$:(: 1 estrella
[2020:09:11-00:14:04]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: por que?
[2020:09:11-00:14:05]  (Global) -> [DTA]LEANDRO: OK
[2020:09:11-00:14:06]  (Local) -> (LOCAL)[1](CT.S)pablito2100: no
[2020:09:11-00:14:07]  (Team - Criminals) -> (TEAM)SassyMarksman62: tu
[2020:09:11-00:14:09]  (Global) -> (RCA)SingleChamber: M/N MATANDO TRABAJADORES
[2020:09:11-00:14:12]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: ya activé mods xD
[2020:09:11-00:14:14]  (Local) -> (LOCAL)[1]GT|~Beltran: xd
[2020:09:11-00:14:15]  (Local) -> (LOCAL)[1]ALEX: JAJA
[2020:09:11-00:14:18]  (Global) -> (RCA)SingleChamber: M/N MATANDO TRABAJADORES
[2020:09:11-00:14:19]  (Global) -> [Cabo]DavidCarrillo: sound
[2020:09:11-00:14:23]  (Global) -> #7F7F7F|CVR|#FF9B00DonBerni: No sirve la radio?
[2020:09:11-00:14:25]  (Local) -> (LOCAL)[1](CT.S)pablito2100: pero igual se arresta con el otro coso
[2020:09:11-00:14:26]  (Global) -> #7F7F7F|CVR|#FF9B00DonBerni: O no hay DJ
[2020:09:11-00:14:27]  (Local) -> (LOCAL)[1]JU4N: para abrir cuenta en el banmco tengo que ir a $$$
[2020:09:11-00:14:27]  (Global) -> SassyMarksman62: stop
[2020:09:11-00:14:28]  (Global) -> [CAPU]Dillom: cierto q no berna
[2020:09:11-00:14:29]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: no puedo arrestarte sin el taser
[2020:09:11-00:14:30]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: no mira
[2020:09:11-00:14:31]  (Global) -> GT|~[AndresCanson~]: si sirve
[2020:09:11-00:14:33]  (Global) -> [GT]~$Fabio_vidal69$:(: quien Single?
[2020:09:11-00:14:37]  (Global) -> GT|~[AndresCanson~]: y si hay dj
[2020:09:11-00:14:38]  (Local) -> (LOCAL)[1](CT.S)pablito2100: esl taser es solo pa tenerlos quitso
[2020:09:11-00:14:39]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: baja
[2020:09:11-00:14:41]  (Local) -> (LOCAL)[1]CmJosh: ta perdido? :c
[2020:09:11-00:14:41]  (Global) -> (RCA)SingleChamber: M/N
[2020:09:11-00:14:41]  (Local) -> (LOCAL)[1](CT.S)pablito2100: quietos
[2020:09:11-00:14:43]  (Global) -> ALEX: BAD BOYS BAD BOYS 
[2020:09:11-00:14:45]  (Global) -> [GT]~$Fabio_vidal69$:(: tomo pantall?
[2020:09:11-00:14:48]  (Global) -> (RCA)SingleChamber: HACI SE LLAMA
[2020:09:11-00:14:48]  (Global) -> JuanDa: le bajaron a lo que ganaba un camionero????
[2020:09:11-00:14:48]  (Global) -> [DTA]LEANDRO: COMO SE LLAMA LA OTRA
[2020:09:11-00:14:49]  (Global) -> #7F7F7F|CVR|#FF9B00DonBerni: No me suena
[2020:09:11-00:14:49]  (Local) -> (LOCAL)[1](CT.S)pablito2100: ya+
[2020:09:11-00:14:50]  (Global) -> (RCA)SingleChamber: NOKS
[2020:09:11-00:14:54]  (Global) -> GT|~[AndresCanson~]: F
[2020:09:11-00:14:59]  (Local) -> (LOCAL)[1]JU4N: osea si quiero ingresa 10 k
[2020:09:11-00:15:00]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: antes no funciono
[2020:09:11-00:15:01]  (Local) -> (LOCAL)[1]TUERTO: se llama huntley
[2020:09:11-00:15:01]  (Global) -> [GT]~$Fabio_vidal69$:(: berni dele stp y la vuelve a poner jasj
[2020:09:11-00:15:02]  (Local) -> (LOCAL)[6]ToughLeopard7: sime quedo sin gasolina puedo seguir pescando?
[2020:09:11-00:15:02]  (Local) -> (LOCAL)[1][GT]Fercho: NO
[2020:09:11-00:15:04]  (Global) -> ALEX: ALEJO QKS ç???????
[2020:09:11-00:15:05]  (Local) -> (LOCAL)[1]JU4N: le tengo que dar a un comando
[2020:09:11-00:15:08]  (Global) -> GT|~[AndresCanson~]: se esta perdiendo unos temas firmes
[2020:09:11-00:15:09]  (Local) -> (LOCAL)[1]GT|~Beltran: D:
[2020:09:11-00:15:09]  (Local) -> (LOCAL)[1](CT.S)pablito2100: un admin nos dio paracaidas a todos los ct.s
[2020:09:11-00:15:10]  (Global) -> belgax: como a rata
[2020:09:11-00:15:14]  (Global) -> belgax: ah ah ah
[2020:09:11-00:15:14]  (Local) -> (LOCAL)[1]GT|~Beltran: aaaaaa
[2020:09:11-00:15:15]  (Team - Law Enforcement) -> (TEAM)(CTS)EmilioEscobar: para que eso vi
[2020:09:11-00:15:16]  (Local) -> (LOCAL)[1]TUERTO: ya
[2020:09:11-00:15:19]  (Local) -> (LOCAL)[1]TUERTO: ono
[2020:09:11-00:15:21]  (Local) -> (LOCAL)[1](CTS)EmilioEscobar: vas pa la carcel amor
[2020:09:11-00:15:24]  (Global) -> belgax: como a rata
[2020:09:11-00:15:25]  (Global) -> SassyMarksman62: stopanim
[2020:09:11-00:15:25]  (Global) -> belgax: como a rata
[2020:09:11-00:15:25]  (Local) -> (LOCAL)[1]JU4N: no entiendo perrito
[2020:09:11-00:15:27]  (Local) -> (LOCAL)[3](CT.S)pablito2100: deme la mitad
[2020:09:11-00:15:27]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: le habia dado a la f xDDDD
