This file was generated by Console at 2021:02:12-00:00:00



[2021:02:12-00:00:00]  (Global) -> AttractiveDunebuggy54: socio
[2021:02:12-00:03:33]  (Local) -> (LOCAL)[1]Pinina.(2cb): noo broo
[2021:02:12-00:03:34]  (Local) -> (LOCAL)[4]Spcem'ELN: Ay que bobada weon, solo aplica la sanción Orgarlor
[2021:02:12-00:03:37]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: pero uselo en sf
[2021:02:12-00:03:37]  (Local) -> (LOCAL)[1]Chancleta|$Baby$: bobotron, esta gang es mas old que usted
[2021:02:12-00:03:38]  (Local) -> (LOCAL)[11]Samantha~2Aucb: xdxd no me trama xd
[2021:02:12-00:03:38]  (Local) -> (LOCAL)[1]NutritiousAnteater34: MOODS
[2021:02:12-00:03:38]  (Local) -> (LOCAL)[1]Pinina.(2cb): lo estan vendiendo o que
[2021:02:12-00:03:41]  (Local) -> (LOCAL)[2]Chancleta|$Baby$: no lo entenderia
[2021:02:12-00:03:42]  (Local) -> (LOCAL)[4]|C|ogoying-ELN: pero mae
[2021:02:12-00:03:43]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FF5C00JUAN_RUIZ[ELN]: vamos por skippers
[2021:02:12-00:03:43]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: ls no es zona de pvp
[2021:02:12-00:03:43]  (Local) -> (LOCAL)[1]JavierRD(AK): yo lo compre y lo vendi
[2021:02:12-00:03:44]  (Local) -> (LOCAL)[11]Samantha~2Aucb: pense q era otro
[2021:02:12-00:03:44]  (Local) -> (LOCAL)[11]Fabius'2cB: por eso
[2021:02:12-00:03:45]  (Local) -> (LOCAL)[4]JUAN-AA'ELN': entre a la llamda
[2021:02:12-00:03:45]  (Global) -> Ganarreaa: ye
[2021:02:12-00:03:45]  (Local) -> (LOCAL)[1]Jolyne|2cb: nooo
[2021:02:12-00:03:46]  (Global) -> JustFreseoo|ELN: perico pq sigue en GT
[2021:02:12-00:03:46]  (Local) -> (LOCAL)[11]Fabius'2cB: luego lo vende si quiere
[2021:02:12-00:03:47]  (Local) -> (LOCAL)[4]JUAN-AA'ELN': orgalor
[2021:02:12-00:03:47]  (Local) -> (LOCAL)[2]Perico-|GT]: bre
[2021:02:12-00:03:47]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: voy
[2021:02:12-00:03:50]  (Local) -> (LOCAL)[1]JavierRD(AK): y lo quitaron
[2021:02:12-00:03:51]  (Local) -> (LOCAL)[4]|C|ogoying-ELN: a ver marica
[2021:02:12-00:03:52]  (Local) -> (LOCAL)[12]Fabius'2cB: vale 12
[2021:02:12-00:03:52]  (Global) -> YisussHDg: REUNION EN EL ESTACIONAMIENTO
[2021:02:12-00:03:52]  (Global) -> Chancleta|$Baby$: #ff00ff$BABYGANG$ Abre sus puertas al publico ¿Qué estas esperando para unirte?
[2021:02:12-00:03:52]  (Local) -> (LOCAL)[12]Samantha~2Aucb: nonon
[2021:02:12-00:03:53]  (Local) -> (LOCAL)[2]Perico-|GT]: Hay nose
[2021:02:12-00:03:54]  (Local) -> (LOCAL)[12](!POPPER!)(GT): vamos pss brother
[2021:02:12-00:03:54]  (Global) -> CageySunlamp77: RESIGN
[2021:02:12-00:03:54]  (Local) -> (LOCAL)[3]G4(2cB): baje al custom
[2021:02:12-00:03:56]  (Local) -> (LOCAL)[3]Perico-|GT]: uname a ELN
[2021:02:12-00:03:56]  (Local) -> (LOCAL)[1]Oconner'2cb: con el chat de la T no con el chat de la U
[2021:02:12-00:03:57]  (Local) -> (LOCAL)[1]Pinina.(2cb): desbloquea broo
[2021:02:12-00:03:57]  (Local) -> (LOCAL)[3]Trabis[EVG]: cureme ñe
[2021:02:12-00:03:57]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: ey
[2021:02:12-00:03:58]  (Global) -> Chancleta|$Baby$: #ff00ff$BABYGANG$ Abre sus puertas al publico ¿Qué estas esperando para unirte?
[2021:02:12-00:03:58]  (Global) -> Fabius'2cB: #00fa9a Vendo tanker (camión), precio negociable
[2021:02:12-00:04:00]  (Local) -> (LOCAL)[4]|C|ogoying-ELN: como le hago pa que me entienda
[2021:02:12-00:04:01]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: marica quien
[2021:02:12-00:04:02]  (Local) -> (LOCAL)[4]|C|ogoying-ELN: mire
[2021:02:12-00:04:04]  (Local) -> (LOCAL)[3]JustFreseoo|ELN: llanerito es el q inita
[2021:02:12-00:04:06]  (Local) -> (LOCAL)[0]Jolyne|2cb: qn?
[2021:02:12-00:04:07]  (Local) -> (LOCAL)[4]JUAN-AA'ELN': ud
[2021:02:12-00:04:13]  (Local) -> (LOCAL)[1]Oconner'2cb: escriba /mods con una barra asi diagonal
[2021:02:12-00:04:13]  (Local) -> (LOCAL)[1]Pinina.(2cb): cuanto lo vendio
[2021:02:12-00:04:13]  (Global) -> Ganarreaa: lit dice el discursito de to2
[2021:02:12-00:04:14]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: ahi eso es q?
[2021:02:12-00:04:15]  (Local) -> (LOCAL)[11]Woch|2cb: perate que vamos ghacer el trato con adm
[2021:02:12-00:04:15]  (Local) -> (LOCAL)[1]NutritiousAnteater34: MK
[2021:02:12-00:04:17]  (Local) -> (LOCAL)[11](!POPPER!)(GT): vamos brother
[2021:02:12-00:04:17]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: c bug?
[2021:02:12-00:04:19]  (Local) -> (LOCAL)[11]Samantha~2Aucb: cuanto vale esta carro?
[2021:02:12-00:04:19]  (Local) -> (LOCAL)[3]Trabis[EVG]: quietoooo
[2021:02:12-00:04:19]  (Local) -> (LOCAL)[3]YisussHDg: toca esperar que vengan
[2021:02:12-00:04:20]  (Local) -> (LOCAL)[4]|C|ogoying-ELN: sisa
[2021:02:12-00:04:20]  (Global) -> Ganarreaa: todas las gang se creen unicas
[2021:02:12-00:04:21]  (Local) -> (LOCAL)[3]Tavo: MATELO
[2021:02:12-00:04:21]  (Local) -> (LOCAL)[3]Trabis[EVG]: es medico
[2021:02:12-00:04:22]  (Local) -> (LOCAL)[11](!POPPER!)(GT): aa bre bre
[2021:02:12-00:04:23]  (Local) -> (LOCAL)[2]JACK_RCA: OE UNA PREGUNTA SI USTED TIENE EL VIP USTED ME LA PUEDE TUNEAR O NO SE PUEDE
[2021:02:12-00:04:23]  (Local) -> (LOCAL)[2]Eusebio'2cb: a
[2021:02:12-00:04:25]  (Global) -> Ganarreaa: mis respetos pal que no tiene gang
[2021:02:12-00:04:25]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: bueno ahi s eve melo
[2021:02:12-00:04:27]  (Global) -> YisussHDg: si ps nos vamos
[2021:02:12-00:04:27]  (Local) -> (LOCAL)[1]JavierRD(AK): 2M
[2021:02:12-00:04:27]  (Local) -> (LOCAL)[10]Woch|2cb: le voy presta los 10 palos
[2021:02:12-00:04:28]  (Local) -> (LOCAL)[3]Trabis[EVG]: es medico mlp
[2021:02:12-00:04:28]  (Local) -> (LOCAL)[4]|C|ogoying-ELN: pero
[2021:02:12-00:04:29]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: no s enota ni mierda
[2021:02:12-00:04:29]  (Local) -> (LOCAL)[10](!POPPER!)(GT): amor como 8 9
[2021:02:12-00:04:33]  (Global) -> Reyks: yisus?
[2021:02:12-00:04:33]  (Team - Criminals) -> (TEAM)Woch|2cb:  nose asare
[2021:02:12-00:04:33]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: en cambio
[2021:02:12-00:04:33]  (Local) -> (LOCAL)[1]Pinina.(2cb): donde lo compro
[2021:02:12-00:04:34]  (Global) -> Chancleta|$Baby$: el parcero al que ninguna gang lo acepta
[2021:02:12-00:04:34]  (Global) -> Marceljose: ya
[2021:02:12-00:04:35]  (Local) -> (LOCAL)[4]COSCULLUELA: upss
[2021:02:12-00:04:36]  (Local) -> (LOCAL)[4]JuanPablo?|2cB|: crudo
[2021:02:12-00:04:36]  (Local) -> (LOCAL)[1]Jcasta_23: es muy car
[2021:02:12-00:04:37]  (Local) -> (LOCAL)[12](!POPPER!)(GT): pero en unos dias puede valer 15
[2021:02:12-00:04:38]  (Global) -> Ganarreaa: ye
[2021:02:12-00:04:38]  (Local) -> (LOCAL)[3]JuanPablo?|2cB|: le vendo naves
[2021:02:12-00:04:39]  (Local) -> (LOCAL)[1]NutritiousAnteater34: ESTA M SE PARA
[2021:02:12-00:04:40]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: los videos q habia o hay
[2021:02:12-00:04:41]  (Local) -> (LOCAL)[1]JavierRD(AK): no al ya pa
[2021:02:12-00:04:41]  (Local) -> (LOCAL)[4]|C|ogoying-ELN: por que solo preciona rapido la barra espaciadora
[2021:02:12-00:04:43]  (Global) -> Ganarreaa: veo
[2021:02:12-00:04:43]  (Global) -> YisussHDg: ue
[2021:02:12-00:04:46]  (Global) -> Ganarreaa: bailelas
[2021:02:12-00:04:47]  (Local) -> (LOCAL)[2]JustFreseoo|ELN: pa donde ptas vamos
[2021:02:12-00:04:47]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: sisas
[2021:02:12-00:04:48]  (Local) -> (LOCAL)[4]|C|ogoying-ELN: no es cosa del otro mundo
[2021:02:12-00:04:50]  (Global) -> Reyks: estoy en centra
[2021:02:12-00:04:51]  (Local) -> (LOCAL)[1]Pinina.(2cb): ya no los venden
[2021:02:12-00:04:51]  (Local) -> (LOCAL)[5]Chancleta|$Baby$: :v
[2021:02:12-00:04:52]  (Local) -> (LOCAL)[2]Samantha~2Aucb: uy ustedes venden limo, kart o mini?
[2021:02:12-00:04:53]  (Team - Unemployed) -> (TEAM)CageySunlamp77: coloquese esta no vale nada
[2021:02:12-00:04:54]  (Global) -> YisussHDg: ajam
[2021:02:12-00:04:54]  (Local) -> (LOCAL)[2](!POPPER!)(GT): tu sabes que esto tambien es tuyo amor
[2021:02:12-00:04:55]  (Local) -> (LOCAL)[1]Javi'ELN': ESE ERA?
[2021:02:12-00:04:56]  (Local) -> (LOCAL)[2]Perico-|GT]: pongase mp
[2021:02:12-00:04:56]  (Global) -> Reyks: central*
[2021:02:12-00:04:56]  (Global) -> (POPEYE):  chancleta yo quiero entrar
[2021:02:12-00:04:57]  (Local) -> (LOCAL)[4]Sancocho-Kum'ELN': ps nea
[2021:02:12-00:04:59]  (Global) -> Ganarreaa: los prohibidos
[2021:02:12-00:04:59]  (Local) -> (LOCAL)[1]JavierRD(AK): no
[2021:02:12-00:04:59]  (Local) -> (LOCAL)[1]G4(2cB): no es
[2021:02:12-00:05:01]  (Local) -> (LOCAL)[2]JustFreseoo|ELN: oe gva salgase de gt ps
[2021:02:12-00:05:01]  (Local) -> (LOCAL)[2](!POPPER!)(GT): a ustedes aaa ya
[2021:02:12-00:05:01]  (Global) -> YisussHDg: y el pelao aca que?
[2021:02:12-00:05:01]  (Local) -> (LOCAL)[1]Oconner'2cb: solo dele ala T y escriba /mods le da desactivar luego activar y ya
[2021:02:12-00:05:02]  (Local) -> (LOCAL)[2]Samantha~2Aucb: jshdjahdj tan lindo
[2021:02:12-00:05:02]  (Global) -> Ganarreaa: epa epa
[2021:02:12-00:05:02]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: ps nea esa es la cosa
[2021:02:12-00:05:03]  (Local) -> (LOCAL)[1]G4(2cB): donde estara
[2021:02:12-00:05:03]  (Global) -> YisussHDg: JAJAJAJAJAJ
[2021:02:12-00:05:03]  (Local) -> (LOCAL)[1]Jcasta_23: como consigo bastante plata
[2021:02:12-00:05:04]  (Local) -> (LOCAL)[1]salchitupac: como es
[2021:02:12-00:05:05]  (Local) -> (LOCAL)[1]Pinina.(2cb): a quien se lo vendio
[2021:02:12-00:05:06]  (Team - Unemployed) -> (TEAM)CageySunlamp77: es  chimba tambien
[2021:02:12-00:05:08]  (Global) -> #7F7F7F|ADM||LG|#FF5C00Ricardo|Envigado|: Ahhh este hp canson como lo va matar 
[2021:02:12-00:05:08]  (Local) -> (LOCAL)[6]Chancleta|$Baby$: nada aki
[2021:02:12-00:05:08]  (Global) -> Ganarreaa: bailenlas
[2021:02:12-00:05:10]  (Local) -> (LOCAL)[2]JustFreseoo|ELN: q ya lo invitames
[2021:02:12-00:05:11]  (Local) -> (LOCAL)[6]Chancleta|$Baby$: y ud
[2021:02:12-00:05:11]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: ademas no le he sancioando eso
[2021:02:12-00:05:11]  (Local) -> (LOCAL)[5]Cristina-2cB: ME LO DAÑASTE :C
[2021:02:12-00:05:12]  (Local) -> (LOCAL)[4]|C|ogoying-ELN: pero nea todos lo pueden hacer
[2021:02:12-00:05:12]  (Global) -> #7F7F7F|ADM||LG|#FF5C00Ricardo|Envigado|: canson
[2021:02:12-00:05:13]  (Local) -> (LOCAL)[3]Samantha~2Aucb: vosotros oues}
[2021:02:12-00:05:13]  (Global) -> Chancleta|$Baby$: #ff00ff$BABYGANG$ Abre sus puertas al publico ¿Qué estas esperando para unirte?
[2021:02:12-00:05:13]  (Team - Unemployed) -> (TEAM)CageySunlamp77: nea ps trabajndo
[2021:02:12-00:05:15]  (Global) -> Chancleta|$Baby$: #ff00ff$BABYGANG$ Abre sus puertas al publico ¿Qué estas esperando para unirte?
[2021:02:12-00:05:15]  (Local) -> (LOCAL)[5]COSCULLUELA: :C
[2021:02:12-00:05:15]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Levi: por eso solo son 800
[2021:02:12-00:05:16]  (Global) -> piroberta666: como es lo de quyitar el trabajo?
[2021:02:12-00:05:17]  (Local) -> (LOCAL)[2]JACK_RCA: si se puede
[2021:02:12-00:05:17]  (Local) -> (LOCAL)[3]JuanPablo?|2cB|: vendo nave
[2021:02:12-00:05:21]  (Local) -> (LOCAL)[9]Toreto-Gt: por loca
[2021:02:12-00:05:21]  (Team - Unemployed) -> (TEAM)CageySunlamp77: en taxis
[2021:02:12-00:05:22]  (Local) -> (LOCAL)[3]ElTrakegunz2cb: cual
[2021:02:12-00:05:23]  (Local) -> (LOCAL)[0]Oreo|ELN: AJJAJA
[2021:02:12-00:05:23]  (Global) -> Chancleta|$Baby$: piroberta666[1] usa /resign
[2021:02:12-00:05:23]  (Local) -> (LOCAL)[1]Jcasta_23: pero en que
[2021:02:12-00:05:25]  (Local) -> (LOCAL)[4]|C|ogoying-ELN: na marica eso no puede ser
[2021:02:12-00:05:27]  (Local) -> (LOCAL)[2]JuanPablo?|2cB|: 2
[2021:02:12-00:05:27]  (Local) -> (LOCAL)[1]Jcasta_23: aaa ya
[2021:02:12-00:05:28]  (Local) -> (LOCAL)[4](!POPPER!)(GT): quien biene bro
[2021:02:12-00:05:29]  (Local) -> (LOCAL)[1]Marceljose: repite
[2021:02:12-00:05:29]  (Local) -> (LOCAL)[2]salchitupac: /resign
[2021:02:12-00:05:34]  (Local) -> (LOCAL)[1]Oconner'2cb: si escribio eso?
[2021:02:12-00:05:34]  (Local) -> (LOCAL)[3]|C|ogoying-ELN: pero si eso lo puede hacer cualquiera
[2021:02:12-00:05:35]  (Local) -> (LOCAL)[1]Marceljose: es pago
[2021:02:12-00:05:36]  (Local) -> (LOCAL)[1]Jcasta_23: me acompañas
[2021:02:12-00:05:36]  (Local) -> (LOCAL)[3]ElTrakegunz2cb: a komo
[2021:02:12-00:05:36]  (Local) -> (LOCAL)[1]NutritiousAnteater34: no veo nasa
[2021:02:12-00:05:37]  (Local) -> (LOCAL)[3]Woch|2cb: k cosa
[2021:02:12-00:05:42]  (Local) -> (LOCAL)[3](!POPPER!)(GT): que admi biene
[2021:02:12-00:05:44]  (Local) -> (LOCAL)[5]YisussHDg: se fueron lso malparidos :/
[2021:02:12-00:05:46]  (Global) -> CageySunlamp77: R
[2021:02:12-00:05:46]  (Local) -> (LOCAL)[4]JuanPablo?|2cB|: estos dos
[2021:02:12-00:05:48]  (Local) -> (LOCAL)[3]Woch|2cb: tussy
[2021:02:12-00:05:51]  (Local) -> (LOCAL)[1]Oconner'2cb: dele a la T escriba /mods desactivar todos activar todos
[2021:02:12-00:05:52]  (Local) -> (LOCAL)[3](!POPPER!)(GT): a dale dale
[2021:02:12-00:05:53]  (Global) -> Samantha~2Aucb: Vendo picador
[2021:02:12-00:05:53]  (Local) -> (LOCAL)[1]NutritiousAnteater34: /moods asi
[2021:02:12-00:05:53]  (Global) -> Fabius'2cB: #00fa9a Vendo tanker (camión), precio negociable
[2021:02:12-00:05:53]  (Global) -> piroberta666: gt
[2021:02:12-00:05:55]  (Local) -> (LOCAL)[4]COSCULLUELA: en medelllin
[2021:02:12-00:05:58]  (Global) -> YisussHDg: subete
[2021:02:12-00:06:00]  (Local) -> (LOCAL)[2]Perico-|GT]: esta del otro lado
[2021:02:12-00:06:01]  (Global) -> COSCULLUELA: temoon
[2021:02:12-00:06:01]  (Local) -> (LOCAL)[2]Javi'ELN': PARCERO
[2021:02:12-00:06:01]  (Local) -> (LOCAL)[1]Oconner'2cb: con una sola O
[2021:02:12-00:06:06]  (Local) -> (LOCAL)[2]Javi'ELN': TE GUSTA ESTE CARRO?
[2021:02:12-00:06:07]  (Global) -> DeRicK: T
[2021:02:12-00:06:11]  (Local) -> (LOCAL)[2]Perico-|GT]: suban
[2021:02:12-00:06:12]  (Global) -> Ganarreaa: 2 veces
[2021:02:12-00:06:14]  (Team - Unemployed) -> (TEAM)Oconner'2cb: con una barra diagonal al principio /mods
[2021:02:12-00:06:17]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: mero pobre
[2021:02:12-00:06:17]  (Local) -> (LOCAL)[4]Sancocho-Kum'ELN': oa
[2021:02:12-00:06:18]  (Local) -> (LOCAL)[1]La_Garra[AK]: :C
[2021:02:12-00:06:19]  (Local) -> (LOCAL)[4]Sancocho-Kum'ELN': ola
[2021:02:12-00:06:22]  (Local) -> (LOCAL)[5]Samantha~2Aucb: ola
[2021:02:12-00:06:23]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: lo q hace por 20k
[2021:02:12-00:06:26]  (Local) -> (LOCAL)[4]Chancleta|$Baby$: oye, Tavo
[2021:02:12-00:06:26]  (Local) -> (LOCAL)[6]JuanPablo?|2cB|: oe
[2021:02:12-00:06:27]  (Local) -> (LOCAL)[2]Perico-|GT]: RUIZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ
[2021:02:12-00:06:28]  (Local) -> (LOCAL)[6]Fabius'2cB: se lo vendo a 8
[2021:02:12-00:06:29]  (Local) -> (LOCAL)[1]Ganarreaa: vamo a coger locas
[2021:02:12-00:06:30]  (Local) -> (LOCAL)[6]Fabius'2cB: y lo vende a 12
[2021:02:12-00:06:30]  (Local) -> (LOCAL)[6]JuanPablo?|2cB|: fabius
[2021:02:12-00:06:31]  (Global) -> Woch|2cb: Crudo
[2021:02:12-00:06:31]  (Local) -> (LOCAL)[4]Chancleta|$Baby$: quieres unirte a mi gang?
[2021:02:12-00:06:32]  (Local) -> (LOCAL)[1]La_Garra[AK]: mijo tengo 300k encima
[2021:02:12-00:06:32]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FF5C00JUAN_RUIZ[ELN]: perico
[2021:02:12-00:06:35]  (Global) -> #7F7F7F|ADM||LG|#FF5C00Ricardo|Envigado|: Ah este mk me bugueó, hp tonto
[2021:02:12-00:06:38]  (Local) -> (LOCAL)[5]Samantha~2Aucb: noo jhHJHAS
[2021:02:12-00:06:41]  (Local) -> (LOCAL)[4]Tavo: PAGAN
[2021:02:12-00:06:41]  (Local) -> (LOCAL)[6]JuanPablo?|2cB|: hagame un prestamo ud anda platudo
[2021:02:12-00:06:42]  (Local) -> (LOCAL)[1]La_Garra[AK]: y es divertido matar :v
[2021:02:12-00:06:42]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: bno pobre
[2021:02:12-00:06:43]  (Local) -> (LOCAL)[7]JuanPablo?|2cB|: :,
[2021:02:12-00:06:44]  (Local) -> (LOCAL)[4]Chancleta|$Baby$: si
[2021:02:12-00:06:44]  (Local) -> (LOCAL)[1]Ganarreaa: esos de la derecha
[2021:02:12-00:06:45]  (Local) -> (LOCAL)[8]#7F7F7F|DJ|#FF5C00JUAN_RUIZ[ELN]: estoy hablando con contactos
[2021:02:12-00:06:48]  (Local) -> (LOCAL)[2]Ganarreaa: vamos y les damo guebo
[2021:02:12-00:06:49]  (Local) -> (LOCAL)[5]Chancleta|$Baby$: las turfs nos hacen ganar dinero
[2021:02:12-00:06:49]  (Local) -> (LOCAL)[5]Tavo: agale
[2021:02:12-00:06:55]  (Local) -> (LOCAL)[8]#7F7F7F|DJ|#FF5C00JUAN_RUIZ[ELN]: skipeprs
[2021:02:12-00:06:55]  (Local) -> (LOCAL)[6]Fabius'2cB: participe en los sorteos de los domingos
[2021:02:12-00:06:57]  (Global) -> Woch|2cb: nesecito un ADM
[2021:02:12-00:06:57]  (Local) -> (LOCAL)[9]JustFreseoo|ELN: eaemaria patron
[2021:02:12-00:06:58]  (Local) -> (LOCAL)[5]Fabius'2cB: ahi voy a rifar plata
[2021:02:12-00:06:58]  (Local) -> (LOCAL)[3]Toreto-Gt: quedese
[2021:02:12-00:07:00]  (Local) -> (LOCAL)[7]JuanPablo?|2cB|: yo le dejo empeñado el hr3
[2021:02:12-00:07:00]  (Global) -> #7F7F7F|ADM||LG|#FF5C00Ricardo|Envigado|: Dime
[2021:02:12-00:07:01]  (Local) -> (LOCAL)[2](!POPPER!)(GT): a llamemos a ricardo
[2021:02:12-00:07:03]  (Global) -> YisussHDg: buena
[2021:02:12-00:07:03]  (Global) -> Javi'ELN': era ese? xD
[2021:02:12-00:07:05]  (Local) -> (LOCAL)[4]JuanPablo?|2cB|: bno
[2021:02:12-00:07:05]  (Local) -> (LOCAL)[5]ElTrakegunz2cb: a
[2021:02:12-00:07:06]  (Global) -> Woch|2cb: hagame tp
[2021:02:12-00:07:07]  (Global) -> YisussHDg: opa
[2021:02:12-00:07:09]  (Global) -> 69Kid|AUC: SE VENDE TROPIC
[2021:02:12-00:07:13]  (Local) -> (LOCAL)[1]NutritiousAnteater34: oe
[2021:02:12-00:07:17]  (Local) -> (LOCAL)[10]#7F7F7F|DJ|#FF5C00JUAN_RUIZ[ELN]: skippers
[2021:02:12-00:07:18]  (Global) -> YisussHDg: les vengo a informar algo
[2021:02:12-00:07:19]  (Local) -> (LOCAL)[3]JACK_RCA: uribe
[2021:02:12-00:07:19]  (Local) -> (LOCAL)[10]Fabius'2cB: tenia ganas de rifar el avion
[2021:02:12-00:07:20]  (Global) -> JuanPablo?|2cB|: Vendo Hustler y picador precio negociabl
[2021:02:12-00:07:22]  (Local) -> (LOCAL)[1]NutritiousAnteater34: ie
[2021:02:12-00:07:22]  (Local) -> (LOCAL)[14]Javi'ELN': a cuanto el lambo
[2021:02:12-00:07:22]  (Local) -> (LOCAL)[5]Chancleta|$Baby$: acepta, con F2 - information - my invites - aceptas $BABYGANG$
[2021:02:12-00:07:23]  (Local) -> (LOCAL)[12]Fabius'2cB: pero creo que mejor
[2021:02:12-00:07:30]  (Local) -> (LOCAL)[16]Fabius'2cB: lo vendo y rifo la palta
[2021:02:12-00:07:30]  (Local) -> (LOCAL)[16]eJdexxx-ELN: 50 palos
[2021:02:12-00:07:31]  (Local) -> (LOCAL)[16]JuanPablo?|2cB|: no no aguanta
[2021:02:12-00:07:32]  (Global) -> Ganarreaa: sisas
[2021:02:12-00:07:32]  (Local) -> (LOCAL)[5]YisussHDg: la cosa es que hoy daremos un golpe al narcotrafico
[2021:02:12-00:07:33]  (Global) -> COSCULLUELA: jejeej
[2021:02:12-00:07:33]  (Local) -> (LOCAL)[12]Fabius'2cB: pa que mas gente gane
[2021:02:12-00:07:34]  (Local) -> (LOCAL)[3]Javi'ELN': digo ferrari
[2021:02:12-00:07:35]  (Local) -> (LOCAL)[10]Perico-|GT]: Skippers
[2021:02:12-00:07:35]  (Local) -> (LOCAL)[10]#7F7F7F|DJ|#FF5C00JUAN_RUIZ[ELN]: oe
[2021:02:12-00:07:37]  (Local) -> (LOCAL)[3]URIBE_HP(RCA): habla
[2021:02:12-00:07:37]  (Global) -> piroberta666: ajajaja
[2021:02:12-00:07:37]  (Local) -> (LOCAL)[4]JuanPablo?|2cB|: szas
[2021:02:12-00:07:39]  (Local) -> (LOCAL)[1]Javi'ELN': a dormir
[2021:02:12-00:07:39]  (Local) -> (LOCAL)[3]Walter: ud
[2021:02:12-00:07:40]  (Local) -> (LOCAL)[2]salchitupac: ajjaja
[2021:02:12-00:07:40]  (Local) -> (LOCAL)[1]NutritiousAnteater34: ya pille full camioneta
[2021:02:12-00:07:41]  (Global) -> COSCULLUELA: te salve el culo
[2021:02:12-00:07:41]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00JUAN_RUIZ[ELN]: no paila
[2021:02:12-00:07:42]  (Global) -> Chancleta|$Baby$: Tavo 
[2021:02:12-00:07:42]  (Local) -> (LOCAL)[1]Javi'ELN': jajajaja
[2021:02:12-00:07:42]  (Local) -> (LOCAL)[2]Walter: es 2cb?
[2021:02:12-00:07:43]  (Local) -> (LOCAL)[2]salchitupac: mka
[2021:02:12-00:07:45]  (Local) -> (LOCAL)[7]YisussHDg: necesito que le informen a las unidades
[2021:02:12-00:07:45]  (Local) -> (LOCAL)[3]JACK_RCA: le vendo camioneta
[2021:02:12-00:07:45]  (Local) -> (LOCAL)[7]JuanPablo?|2cB|: oe JUAN-AA'ELN'[6]
[2021:02:12-00:07:45]  (Global) -> Ganarreaa: oe
[2021:02:12-00:07:47]  (Local) -> (LOCAL)[2]COSCULLUELA: era me sacron
[2021:02:12-00:07:48]  (Global) -> Chili: gadmin
[2021:02:12-00:07:50]  (Local) -> (LOCAL)[2]COSCULLUELA: nose porque
[2021:02:12-00:07:50]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00JUAN_RUIZ[ELN]: me pagan el domingo
[2021:02:12-00:07:52]  (Global) -> Andres_Ramires|AK|: quien vende moto 
[2021:02:12-00:07:52]  (Local) -> (LOCAL)[7]JuanPablo?|2cB|: oe Juanda
[2021:02:12-00:07:52]  (Local) -> (LOCAL)[2]Walter: pq
[2021:02:12-00:07:54]  (Local) -> (LOCAL)[2]Walter: xddd
[2021:02:12-00:07:54]  (Local) -> (LOCAL)[4]Perico-|GT]: agg
[2021:02:12-00:07:56]  (Local) -> (LOCAL)[4]Ganarreaa: capture a uno de su gang hace na
[2021:02:12-00:07:56]  (Local) -> (LOCAL)[2]COSCULLUELA: ni idea mano
[2021:02:12-00:07:57]  (Local) -> (LOCAL)[3]URIBE_HP(RCA): estoy es buscando una moto
[2021:02:12-00:07:58]  (Local) -> (LOCAL)[1]NutritiousAnteater34: ya o que?
[2021:02:12-00:07:59]  (Local) -> (LOCAL)[3]JACK_RCA: todo re full
[2021:02:12-00:07:59]  (Local) -> (LOCAL)[5]JuanPablo?|2cB|: q haces
[2021:02:12-00:07:59]  (Local) -> (LOCAL)[1]Oconner'2cb: si los activo de vdd o no
[2021:02:12-00:08:00]  (Local) -> (LOCAL)[2]COSCULLUELA: xdd
[2021:02:12-00:08:01]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FF5C00JUAN_RUIZ[ELN]: parce guardemelo
[2021:02:12-00:08:02]  (Local) -> (LOCAL)[5]JUAN-DIEGO-CR-[ENL]: oe mn
[2021:02:12-00:08:02]  (Local) -> (LOCAL)[3]JACK_RCA: tengo tambien
