This file was generated by Console at 2020:09:23-00:00:00



[2020:09:23-00:00:00]  (Local) -> (LOCAL)[4]GT|~Beltran: osi
[2020:09:23-00:05:05]  (Local) -> (LOCAL)[1]Jabon: lo del chiliad
[2020:09:23-00:05:08]  (Local) -> (LOCAL)[3]&_walter: vengan
[2020:09:23-00:05:08]  (Local) -> (LOCAL)[2](Cts)Lil.Dream: denada rei
[2020:09:23-00:05:10]  (Global) -> #7F7F7F|CVR|#A9A9A9 KevinOcampo: walter
[2020:09:23-00:05:12]  (Global) -> #7F7F7F|CVR|#A9A9A9 KevinOcampo: ud maneja?
[2020:09:23-00:05:12]  (Local) -> (LOCAL)[1]GT|~[Orgalor]: q apsa si lo mato?
[2020:09:23-00:05:13]  (Global) -> (BGW)ItsAlexys: carlos hijjueputa
[2020:09:23-00:05:14]  (Local) -> (LOCAL)[2][S.A.S][CABO]JuanP: altoque mi rey
[2020:09:23-00:05:14]  (Local) -> (LOCAL)[5]ZetasValeria: cadabra
[2020:09:23-00:05:17]  (Local) -> (LOCAL)[1]GT|~[Orgalor]: sjasjajsaj
[2020:09:23-00:05:17]  (Local) -> (LOCAL)[1][GT]FranciscoBY: no perro
[2020:09:23-00:05:19]  (Local) -> (LOCAL)[2][GT]FranciscoBY: jajaja ban
[2020:09:23-00:05:28]  (Local) -> (LOCAL)[1]GT|~[Orgalor]: BAN PQ
[2020:09:23-00:05:29]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: qn va a manejarr paa
[2020:09:23-00:05:31]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Megu: yo estoy es viendo quien necesita ayuda
[2020:09:23-00:05:31]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 _SEMDS_: ofendido
[2020:09:23-00:05:33]  (Local) -> (LOCAL)[3]&_walter: yo
[2020:09:23-00:05:36]  (Local) -> (LOCAL)[2]GT|~Beltran: ya
[2020:09:23-00:05:36]  (Team - Emergency) -> (TEAM)raton: /afk
[2020:09:23-00:05:36]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 _SEMDS_: ...
[2020:09:23-00:05:36]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Megu: pero mucho staff
[2020:09:23-00:05:37]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Megu: aaa
[2020:09:23-00:05:39]  (Global) -> Legarda_High: 7mods
[2020:09:23-00:05:39]  (Local) -> (LOCAL)[2]ZetasValeria: cadabra
[2020:09:23-00:05:41]  (Global) -> Uribe: Oe le puede explicar a estos hptas que no se pueden matar trabajadores
[2020:09:23-00:05:41]  (Local) -> (LOCAL)[1]Jabon: y q hago pq no estes ofendido
[2020:09:23-00:05:42]  (Local) -> (LOCAL)[3]&_walter: o
[2020:09:23-00:05:43]  (Global) -> Haski_Scott: kien dijo tropic
[2020:09:23-00:05:43]  (Local) -> (LOCAL)[1]Jabon: OwO
[2020:09:23-00:05:45]  (Local) -> (LOCAL)[5]W~>|FabiusxKing|2cb|: q
[2020:09:23-00:05:48]  (Local) -> (LOCAL)[2]GT|~Beltran: te estallo
[2020:09:23-00:05:49]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: yo pq
[2020:09:23-00:05:49]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 _SEMDS_: regalarme el hoting 3
[2020:09:23-00:05:49]  (Local) -> (LOCAL)[3]&_walter: brve
[2020:09:23-00:05:50]  (Global) -> GT|OLAVE: qn dijo tropic
[2020:09:23-00:05:51]  (Local) -> (LOCAL)[1]YEICI: lag
[2020:09:23-00:05:51]  (Global) -> [$BABY$]Fakita: Oiga Megu[6]
[2020:09:23-00:05:52]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 _SEMDS_: ;D
[2020:09:23-00:05:53]  (Local) -> (LOCAL)[1]Jabon: ve
[2020:09:23-00:05:53]  (Local) -> (LOCAL)[2]GT|~[Orgalor]: JASJAJSJ COMO ASI?
[2020:09:23-00:05:54]  (Local) -> (LOCAL)[1]Jabon: va
[2020:09:23-00:05:54]  (Local) -> (LOCAL)[3][GT]Pinino_Z: nea
[2020:09:23-00:05:55]  (Global) -> #7F7F7F|CVR|#FF7C00 Megu: Dime
[2020:09:23-00:05:55]  (Global) -> Haski_Scott: c lo vendo
[2020:09:23-00:05:56]  (Local) -> (LOCAL)[2]GT|~Beltran: caminen
[2020:09:23-00:05:57]  (Local) -> (LOCAL)[3]&_walter: kevin
[2020:09:23-00:05:57]  (Local) -> (LOCAL)[3][GT]Pinino_Z: no lo encuentro
[2020:09:23-00:05:57]  (Local) -> (LOCAL)[2]GT|~Beltran: D:
[2020:09:23-00:06:00]  (Local) -> (LOCAL)[3]&_walter: ellos vienen
[2020:09:23-00:06:01]  (Global) -> Jota: vamos
[2020:09:23-00:06:01]  (Global) -> SingleChamber: q pasa con tropic
[2020:09:23-00:06:01]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: aktive todos
[2020:09:23-00:06:03]  (Global) -> [$BABY$]Fakita: And bug el trabajo de camionero?
[2020:09:23-00:06:04]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 _SEMDS_: preguntan como me apago
[2020:09:23-00:06:05]  (Global) -> venosofiestero: yuyiopoopñlkjhbgvcxcvbnmwqqwasdasawdsa
[2020:09:23-00:06:11]  (Local) -> (LOCAL)[3][GT]Pinino_Z: se me sale :(
[2020:09:23-00:06:12]  (Global) -> Haski_Scott: q
[2020:09:23-00:06:13]  (Local) -> (LOCAL)[2][GT]FranciscoBY: buena gracias
[2020:09:23-00:06:16]  (Local) -> (LOCAL)[2]GT|~[Orgalor]: aeroo
[2020:09:23-00:06:17]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: bno a kien mas traigo
[2020:09:23-00:06:18]  (Global) -> #7F7F7F|CVR|#FF7C00 Megu: Luego que te paso ?
[2020:09:23-00:06:18]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 _SEMDS_: kiero cambiar mi skin
[2020:09:23-00:06:20]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 _SEMDS_: osea
[2020:09:23-00:06:20]  (Local) -> (LOCAL)[2]GT|~Beltran: regalao
[2020:09:23-00:06:23]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 _SEMDS_: la del millos
[2020:09:23-00:06:24]  (Global) -> Haski_Scott: a donde
[2020:09:23-00:06:25]  (Local) -> (LOCAL)[1][GT]FranciscoBY: sisas
[2020:09:23-00:06:27]  (Global) -> Haski_Scott: q van a hacer
[2020:09:23-00:06:27]  (Local) -> (LOCAL)[1]Jabon: a
[2020:09:23-00:06:30]  (Local) -> (LOCAL)[1]GT|~Beltran: acompañeme a comprar el bb
[2020:09:23-00:06:31]  (Local) -> (LOCAL)[1]Jabon: jm
[2020:09:23-00:06:31]  (Local) -> (LOCAL)[1][GT]FranciscoBY: se quedo
[2020:09:23-00:06:32]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: yo no se pa
[2020:09:23-00:06:34]  (Local) -> (LOCAL)[2]&_walter: kevin
[2020:09:23-00:06:35]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: este mariko 
[2020:09:23-00:06:35]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 _SEMDS_: pero
[2020:09:23-00:06:36]  (Global) -> [$BABY$]Fakita: Haga tp donde ando para que veo que anda bug
[2020:09:23-00:06:36]  (Local) -> (LOCAL)[1][GT]FranciscoBY: qie va a comprar
[2020:09:23-00:06:37]  (Local) -> (LOCAL)[6]W~>|FabiusxKing|2cb|: qien lo mato
[2020:09:23-00:06:37]  (Local) -> (LOCAL)[2]&_walter: gracias
[2020:09:23-00:06:38]  (Local) -> (LOCAL)[1]Jabon: no le gusta ninguna o q
[2020:09:23-00:06:38]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: q
[2020:09:23-00:06:39]  (Local) -> (LOCAL)[1]GT|~Beltran: suerte
[2020:09:23-00:06:41]  (Local) -> (LOCAL)[2]&_walter: ellos vienen
[2020:09:23-00:06:41]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 _SEMDS_: ninguna otra me gusta
[2020:09:23-00:06:41]  (Local) -> (LOCAL)[7]W~>|FabiusxKing|2cb|: vamos por ese man
[2020:09:23-00:06:41]  (Local) -> (LOCAL)[1][GT]FranciscoBY: el sultan
[2020:09:23-00:06:43]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 _SEMDS_: XD
[2020:09:23-00:06:43]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: a kien mas traigo
[2020:09:23-00:06:44]  (Global) -> YEICI: xddddddd
[2020:09:23-00:06:45]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: a breve
[2020:09:23-00:06:45]  (Local) -> (LOCAL)[1]GT|~Beltran: hpta canson
[2020:09:23-00:06:45]  (Local) -> (LOCAL)[6]W~>|FabiusxKing|2cb|: que lo mato
[2020:09:23-00:06:46]  (Local) -> (LOCAL)[1]GT|~Beltran: nokas
[2020:09:23-00:06:46]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF7C00 Megu: wow
[2020:09:23-00:06:48]  (Local) -> (LOCAL)[2]ratix86: breve
[2020:09:23-00:06:48]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: xaooooooooooooooooooooooooooooo
[2020:09:23-00:06:48]  (Local) -> (LOCAL)[1]GT|~Beltran: otro xD
[2020:09:23-00:06:48]  (Global) -> SingleChamber: a mi socio
[2020:09:23-00:06:49]  (Local) -> (LOCAL)[8][GT]KhaiJuanes: QUIIEN?
[2020:09:23-00:06:49]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF7C00 Megu: ya me piden tp
[2020:09:23-00:06:50]  (Local) -> (LOCAL)[2]ratix86: xao
[2020:09:23-00:06:50]  (Local) -> (LOCAL)[2]&_walter: todo bien
[2020:09:23-00:06:51]  (Global) -> venosofiestero: trweddswsadazxcxcxzq2323eew
[2020:09:23-00:06:52]  (Local) -> (LOCAL)[1]GT|~Beltran: o tal vez los ahorre
[2020:09:23-00:06:54]  (Local) -> (LOCAL)[5]raul: q fue
[2020:09:23-00:06:55]  (Local) -> (LOCAL)[5][GT]KhaiJuanes: NI IDEA
[2020:09:23-00:06:56]  (Local) -> (LOCAL)[2]&_walter: xaoo
[2020:09:23-00:06:59]  (Local) -> (LOCAL)[4]AlonsoAlzate: rey quitate el job
[2020:09:23-00:06:59]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: muevase un toke
[2020:09:23-00:07:00]  (Team - Unemployed) -> (TEAM)Legarda_High: cejon
[2020:09:23-00:07:00]  (Local) -> (LOCAL)[1]Jabon: xdd
[2020:09:23-00:07:01]  (Local) -> (LOCAL)[4](BGW)camilop202: sapa
[2020:09:23-00:07:03]  (Local) -> (LOCAL)[1]GT|~Beltran: mentiras
[2020:09:23-00:07:04]  (Local) -> (LOCAL)[2]&_walter: ahora viene y sale en el video
[2020:09:23-00:07:04]  (Local) -> (LOCAL)[1]Jabon: y alguna del gta
[2020:09:23-00:07:04]  (Global) -> Julian_MoseY: buena tombo
[2020:09:23-00:07:05]  (Local) -> (LOCAL)[4](BGW)camilop202: no
[2020:09:23-00:07:05]  (Local) -> (LOCAL)[1][GT]FranciscoBY: comprese el de 15 millones
[2020:09:23-00:07:06]  (Local) -> (LOCAL)[4](BGW)camilop202: xde
[2020:09:23-00:07:08]  (Local) -> (LOCAL)[3]AlonsoAlzate: ah bueno
[2020:09:23-00:07:09]  (Local) -> (LOCAL)[2]W~>|FabiusxKing|2cb|: no estorbes
[2020:09:23-00:07:09]  (Team - Unemployed) -> (TEAM)Legarda_High: donde esta el patron?
[2020:09:23-00:07:11]  (Local) -> (LOCAL)[0]GT|~Beltran: kual
[2020:09:23-00:07:12]  (Global) -> esma/cejon: que pasa
[2020:09:23-00:07:16]  (Global) -> venosofiestero: rw
[2020:09:23-00:07:16]  (Local) -> (LOCAL)[4]raul: camilita
[2020:09:23-00:07:21]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: listo
[2020:09:23-00:07:21]  (Local) -> (LOCAL)[0][$BABY$]Fakita: Nada
[2020:09:23-00:07:21]  (Local) -> (LOCAL)[1]Jabon: jmm
[2020:09:23-00:07:23]  (Global) -> #7F7F7F|CVR|#FF7C00 Megu: [$BABY$]Fakita ahi te estoy viendo
[2020:09:23-00:07:24]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: si algo me llama
[2020:09:23-00:07:24]  (Global) -> esma/cejon: no se creo que no esta
[2020:09:23-00:07:25]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: hp
[2020:09:23-00:07:25]  (Global) -> #7F7F7F|CVR|#FF7C00 Megu: que pasa
[2020:09:23-00:07:26]  (Global) -> [$BABY$]Fakita: Nada
[2020:09:23-00:07:27]  (Team - Unemployed) -> (TEAM)Legarda_High: el patron donde esta
[2020:09:23-00:07:30]  (Team - Unemployed) -> (TEAM)Legarda_High: ok bye
[2020:09:23-00:07:33]  (Team - Unemployed) -> (TEAM)Legarda_High: <3
[2020:09:23-00:07:33]  (Global) -> &_walter: TODO BIEN DIOS LE PAGUE
[2020:09:23-00:07:36]  (Global) -> #7F7F7F|CVR|#A9A9A9 KevinOcampo: R
[2020:09:23-00:07:40]  (Local) -> (LOCAL)[0][$BABY$]Fakita: Se supone que aca es donde tengo que dejar el encargo
[2020:09:23-00:07:41]  (Local) -> (LOCAL)[1]GT|~Beltran: vamos a mirar
[2020:09:23-00:07:42]  (Local) -> (LOCAL)[9](BGW)camilop202: xde
[2020:09:23-00:07:44]  (Local) -> (LOCAL)[1]GT|~Beltran: que carros hay
[2020:09:23-00:07:47]  (Global) -> [$BABY$]Fakita: Se supone que aca es donde tengo que dejar el encargo
[2020:09:23-00:07:47]  (Global) -> #7F7F7F|CVR|#FF7C00 Megu: [$BABY$]Fakita no puedes hacer la entrega?
[2020:09:23-00:07:53]  (Local) -> (LOCAL)[1][GT]FranciscoBY: cuanto tiene
[2020:09:23-00:07:53]  (Local) -> (LOCAL)[0][$BABY$]Fakita: No
[2020:09:23-00:07:56]  (Local) -> (LOCAL)[1]GT|~Beltran: 11
[2020:09:23-00:07:56]  (Local) -> (LOCAL)[1]GT|OLAVE: dejate curar
[2020:09:23-00:07:58]  (Local) -> (LOCAL)[1]ratix86: pinino pa donde fue juaz jauz
[2020:09:23-00:07:59]  (Local) -> (LOCAL)[1]GT|OLAVE: hasta el final
[2020:09:23-00:08:01]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 _SEMDS_: COMOOO
[2020:09:23-00:08:04]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 _SEMDS_: escuchate esto
[2020:09:23-00:08:06]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 _SEMDS_: ando triste
[2020:09:23-00:08:09]  (Local) -> (LOCAL)[1]carlos22: ajaja
[2020:09:23-00:08:12]  (Local) -> (LOCAL)[1][GT]FranciscoBY: el phoenix se ve una chimba
[2020:09:23-00:08:16]  (Local) -> (LOCAL)[1]GT|~Beltran: no c
[2020:09:23-00:08:16]  (Global) -> #7F7F7F|CVR|#FF7C00 KevinOcampo: pq
[2020:09:23-00:08:18]  (Local) -> (LOCAL)[1]GT|~Beltran: toca mirar
[2020:09:23-00:08:19]  (Local) -> (LOCAL)[1]GT|~[Orgalor]: loco
[2020:09:23-00:08:21]  (Local) -> (LOCAL)[9]EL_PIROMANO: dele pa
[2020:09:23-00:08:21]  (Local) -> (LOCAL)[1][GT]FranciscoBY: jajajaja
[2020:09:23-00:08:22]  (Global) -> (CTA)ChirreteKenda: aguevado
[2020:09:23-00:08:23]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: pq estoi enamora
[2020:09:23-00:08:23]  (Local) -> (LOCAL)[9]raul: camilita
[2020:09:23-00:08:23]  (Global) -> #7F7F7F|CVR|#FF7C00 Megu: [$BABY$]Fakita no puedes hacer la entrega?
[2020:09:23-00:08:24]  (Local) -> (LOCAL)[10](CTA)Hopex06: quieto gonorrea
[2020:09:23-00:08:25]  (Local) -> (LOCAL)[1]GT|~Beltran: xd
[2020:09:23-00:08:25]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: o
[2020:09:23-00:08:27]  (Global) -> [$BABY$]Fakita: No
[2020:09:23-00:08:31]  (Global) -> [$BABY$]Fakita: Anda bug creo
[2020:09:23-00:08:32]  (Local) -> (LOCAL)[1]&_walter: A ESPERAR
[2020:09:23-00:08:48]  (Global) -> #7F7F7F|CVR|#FF7C00 Megu: sip, por ahi dijeron eso, perdona xd
[2020:09:23-00:08:49]  (Global) -> (BGW)camilop202: LOL
[2020:09:23-00:08:51]  (Global) -> (BGW)camilop202: ALGUN ADMIN
[2020:09:23-00:08:52]  (Local) -> (LOCAL)[2][GT]Pinino_Z: listoo
[2020:09:23-00:08:53]  (Local) -> (LOCAL)[1]GT|~Beltran: el hotring
[2020:09:23-00:08:54]  (Local) -> (LOCAL)[1]GT|~Beltran: que tal sera
[2020:09:23-00:08:55]  (Local) -> (LOCAL)[2][GT]Pinino_Z: ya lo veo
[2020:09:23-00:08:57]  (Global) -> (BGW)camilop202: PIROMO ME MATO
[2020:09:23-00:08:58]  (Global) -> [$BABY$]Fakita: szs no se preocupe
[2020:09:23-00:08:58]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: no
[2020:09:23-00:08:58]  (Local) -> (LOCAL)[2]ratix86: añañay
[2020:09:23-00:09:00]  (Local) -> (LOCAL)[8]EL_PIROMANO: viste por sapo
[2020:09:23-00:09:02]  (Global) -> (BGW)camilop202: PIROMANO ME MATO
[2020:09:23-00:09:02]  (Global) -> #7F7F7F|CVR|#FF7C00 Megu: (BGW)camilop202 que pasa?
[2020:09:23-00:09:03]  (Local) -> (LOCAL)[1][GT]FranciscoBY: ummmm
[2020:09:23-00:09:08]  (Local) -> (LOCAL)[1]GT|~Beltran: hotring racer
[2020:09:23-00:09:09]  (Local) -> (LOCAL)[1]GT|~Beltran: no c
[2020:09:23-00:09:10]  (Global) -> (BGW)camilop202: PIRMAOATO
[2020:09:23-00:09:10]  (Global) -> [CAPU]ELVIEJOJUANCHO: uffff
[2020:09:23-00:09:11]  (Local) -> (LOCAL)[1]GT|~Beltran: camine
[2020:09:23-00:09:12]  (Global) -> (BGW)camilop202: ME MATO
[2020:09:23-00:09:12]  (Local) -> (LOCAL)[2]ratix86: ajjaa melo melo
[2020:09:23-00:09:13]  (Local) -> (LOCAL)[8]EL_PIROMANO: sapoooooo
[2020:09:23-00:09:15]  (Local) -> (LOCAL)[1]GT|~Beltran: a carros de segunda
[2020:09:23-00:09:17]  (Local) -> (LOCAL)[1][GT]FranciscoBY: no c tampoco
[2020:09:23-00:09:17]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: mujer de nadie
[2020:09:23-00:09:20]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: mujer de todos
[2020:09:23-00:09:20]  (Global) -> (BGW)ItsAlexys: afk
[2020:09:23-00:09:22]  (Local) -> (LOCAL)[1]GT|~Beltran: que haya siempre hay carosxD
[2020:09:23-00:09:22]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: asi tu eres
[2020:09:23-00:09:22]  (Local) -> (LOCAL)[1][GT]FranciscoBY: no hay nada bueno
[2020:09:23-00:09:24]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: pero ni modo
[2020:09:23-00:09:26]  (Global) -> #7F7F7F|CVR|#FF7C00 Megu: Quien?
[2020:09:23-00:09:27]  (Local) -> (LOCAL)[1]GT|~Beltran: aaa
[2020:09:23-00:09:27]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: asi te quiero
[2020:09:23-00:09:29]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: asi me gustas
[2020:09:23-00:09:33]  (Global) -> (BGW)camilop202: OIROMANO ME MATO
[2020:09:23-00:09:37]  (Global) -> [CAPU]ELVIEJOJUANCHO: semds es un cachon
[2020:09:23-00:09:38]  (Local) -> (LOCAL)[2][Z]Benson: hola
[2020:09:23-00:09:38]  (Global) -> (BGW)camilop202: QUIEN LO JAILEA:(
[2020:09:23-00:09:41]  (Local) -> (LOCAL)[2]&_walter: CAMBIO DE PLANES
[2020:09:23-00:09:41]  (Global) -> GT|~Beltran: ES BUENA OPCION COMPRA EL HOTRING DE 10 PALOS?XD
[2020:09:23-00:09:44]  (Global) -> NicolasC: hola
[2020:09:23-00:09:45]  (Local) -> (LOCAL)[0]Zr-OscarP: NO SE BALLA
[2020:09:23-00:09:47]  (Global) -> (CTA)ChirreteKenda: calle camilo
[2020:09:23-00:09:47]  (Local) -> (LOCAL)[2][Z]Benson: chao
[2020:09:23-00:09:50]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: que vas y llegas 
[2020:09:23-00:09:51]  (Local) -> (LOCAL)[2]&_walter: NOSTROS LLEGAMOS EN EL BARCO
[2020:09:23-00:09:51]  (Global) -> (BGW)camilop202: AA
[2020:09:23-00:09:52]  (Global) -> NicolasC: vemos roscon
[2020:09:23-00:09:52]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: como el aire
[2020:09:23-00:09:56]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: mujer de todos 
[2020:09:23-00:09:58]  (Global) -> (BGW)camilop202: SEDMS
[2020:09:23-00:09:59]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: mujer de nadie
[2020:09:23-00:10:00]  (Local) -> (LOCAL)[2][GT]Pinino_Z: exacto
[2020:09:23-00:10:01]  (Local) -> (LOCAL)[2]&_walter: QEDA MAS MELA LA TOMA
[2020:09:23-00:10:07]  (Local) -> (LOCAL)[1][S.A.S][CABO]JuanP: oe
[2020:09:23-00:10:12]  (Global) -> (BGW)ItsAlexys: polica dejelos quietos
[2020:09:23-00:10:14]  (Local) -> (LOCAL)[1]Zr-OscarP: SI ME MATA LO BANEAN
[2020:09:23-00:10:14]  (Global) -> (BGW)camilop202: taaaaaaaaaaa
[2020:09:23-00:10:19]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: ta
[2020:09:23-00:10:20]  (Local) -> (LOCAL)[1]Zr-OscarP: QUITESE EL TRABAJO
[2020:09:23-00:10:20]  (Local) -> (LOCAL)[2][GT]Pinino_Z: sisas
[2020:09:23-00:10:21]  (Global) -> (BGW)camilop202: a mi no a priomano ajajajaa
[2020:09:23-00:10:23]  (Local) -> (LOCAL)[1][S.A.S][CABO]JuanP: uds tambien
[2020:09:23-00:10:25]  (Global) -> (BGW)camilop202: que me mato
[2020:09:23-00:10:25]  (Global) -> (BGW)ItsAlexys: mentira matelo
[2020:09:23-00:10:26]  (Local) -> (LOCAL)[4]Black: COMA MIERDA
[2020:09:23-00:10:26]  (Global) -> (CTA)Javier_Alonso: bailelas perra
[2020:09:23-00:10:27]  (Local) -> (LOCAL)[2]&_walter: A ESPERAR
[2020:09:23-00:10:28]  (Global) -> (BGW)camilop202: con job
[2020:09:23-00:10:31]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_:  a qn
[2020:09:23-00:10:31]  (Local) -> (LOCAL)[1]GT|~Beltran: na
[2020:09:23-00:10:34]  (Local) -> (LOCAL)[1]GT|~Beltran: al banco
[2020:09:23-00:10:41]  (Global) -> EL_PIROMANO: se ardio ahora la nena
[2020:09:23-00:10:41]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: pruebas
[2020:09:23-00:10:42]  (Local) -> (LOCAL)[1]GT|~Beltran: me voy a comprar el hoting haber que mamada
[2020:09:23-00:10:42]  (Local) -> (LOCAL)[1][S.A.S][CABO]JuanP: no ve que vengo revivir mi carrito
[2020:09:23-00:10:43]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: parse
[2020:09:23-00:10:48]  (Global) -> (BGW)ItsAlexys: jasjas
[2020:09:23-00:10:53]  (Global) -> (BGW)camilop202: tengo pantallazoz de que me mato con c4
[2020:09:23-00:10:53]  (Local) -> (LOCAL)[3](Cts)Lil.Dream: ono
[2020:09:23-00:10:54]  (Local) -> (LOCAL)[1][GT]FranciscoBY: tampoco me trama
[2020:09:23-00:10:57]  (Global) -> (BGW)camilop202: xdew
[2020:09:23-00:10:58]  (Global) -> #7F7F7F|CVR|#FF7C00 _SEMDS_: rote
[2020:09:23-00:11:02]  (Global) -> (BGW)camilop202: voy
[2020:09:23-00:11:02]  (Local) -> (LOCAL)[2][GT]Pinino_Z: voy a hacer un escena aca
[2020:09:23-00:11:03]  (Local) -> (LOCAL)[1][GT]FranciscoBY: me gustan los carros baratos
[2020:09:23-00:11:04]  (Local) -> (LOCAL)[0]EL_PIROMANO: y qye ?
[2020:09:23-00:11:04]  (Global) -> (CTA)ChirreteKenda: camilo es muy llron nea
[2020:09:23-00:11:06]  (Local) -> (LOCAL)[1]Zr-OscarP: PEGEME UNO
[2020:09:23-00:11:07]  (Local) -> (LOCAL)[1][GT]FranciscoBY: jajaja
[2020:09:23-00:11:11]  (Local) -> (LOCAL)[1][S.A.S][CABO]JuanP: pereme ya vengo
[2020:09:23-00:11:12]  (Local) -> (LOCAL)[2]&_walter: SI ME BAJO QUE PASA SJJS
[2020:09:23-00:11:16]  (Global) -> EL_PIROMANO: y que paso si te mate ?
[2020:09:23-00:11:19]  (Local) -> (LOCAL)[1][S.A.S][CABO]JuanP: bueno
[2020:09:23-00:11:19]  (Local) -> (LOCAL)[1]Zr-OscarP: PEGEME UNO
[2020:09:23-00:11:20]  (Local) -> (LOCAL)[1]Haski_Scott: qhubo pa
[2020:09:23-00:11:20]  (Global) -> [S.A.S][G]Daniels: pana yo estaba tanqueando el camion y llego el y lo estrello cintra la gasolineria pa
[2020:09:23-00:11:20]  (Global) -> EL_PIROMANO: loca
[2020:09:23-00:11:25]  (Global) -> [CAPU]riki28xd: LO CURO
[2020:09:23-00:11:38]  (Local) -> (LOCAL)[1]Haski_Scott: le veo ese carro mal parkiao y me lo llevo
[2020:09:23-00:11:39]  (Global) -> EL_PIROMANO: y lo peor es que anda de trabajador para que no lo maten
[2020:09:23-00:11:40]  (Local) -> (LOCAL)[1]Haski_Scott: cuidao
[2020:09:23-00:11:44]  (Local) -> (LOCAL)[2][CTA]zViper: oe
[2020:09:23-00:11:45]  (Global) -> GT|~Beltran: crudo level 1 osi:D
[2020:09:23-00:11:45]  (Global) -> [S.A.S][G]Daniels:  el me mato y fui a buscar la plata y sin querer me choque
[2020:09:23-00:11:48]  (Local) -> (LOCAL)[1][CTA]zViper: curame de buena
[2020:09:23-00:11:55]  (Local) -> (LOCAL)[2][CTA]zViper: la buena manin
[2020:09:23-00:11:59]  (Global) -> (CTA)ChirreteKenda: yo igual xddd
[2020:09:23-00:12:00]  (Global) -> #7F7F7F|CVR|#FF7C00 CrudoMeansRaw: Buenasss
[2020:09:23-00:12:03]  (Global) -> GT|~Beltran: crudo level 1 osi:D
[2020:09:23-00:12:06]  (Local) -> (LOCAL)[2]ratix86: severo xbox
[2020:09:23-00:12:09]  (Global) -> GT|~[Orgalor]: wenas
[2020:09:23-00:12:12]  (Global) -> #7F7F7F|CVR|#FF7C00 CrudoMeansRaw: jaajajaja
[2020:09:23-00:12:19]  (Local) -> (LOCAL)[1]GT|~Beltran: aaa
[2020:09:23-00:12:21]  (Local) -> (LOCAL)[1]GT|~Beltran: caros
