This file was generated by Console at 2021:02:04-00:00:00



[2021:02:04-00:00:00]  (Local) -> (LOCAL)[1]manuuwu: q
[2021:02:04-00:04:59]  (Local) -> (LOCAL)[1][ALQ]HorseMan: okey
[2021:02:04-00:05:00]  (Local) -> (LOCAL)[1][ALQ]HorseMan: ahora
[2021:02:04-00:05:01]  (Global) -> edv9: dj, luego te lanzas amigos de myke woodz ahi de buenaa
[2021:02:04-00:05:01]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: sube
[2021:02:04-00:05:03]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: espera
[2021:02:04-00:05:04]  (Local) -> (LOCAL)[6]javierRD|AK|: pablo
[2021:02:04-00:05:05]  (Local) -> (LOCAL)[4]SAPAhpta: pana
[2021:02:04-00:05:05]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: Bad bunny se llevo todos los premios y el cabron ni fue 
[2021:02:04-00:05:05]  (Local) -> (LOCAL)[1][ALQ]HorseMan: estas son las reglas
[2021:02:04-00:05:12]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: mira
[2021:02:04-00:05:15]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: 4x4
[2021:02:04-00:05:17]  (Local) -> (LOCAL)[8]JuanPablo->2cB: QQQ
[2021:02:04-00:05:18]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: breve cualquier arma jefer?
[2021:02:04-00:05:19]  (Local) -> (LOCAL)[2]serginho|-GT: listo
[2021:02:04-00:05:19]  (Global) -> MarckuslAkl: admin prestame 50k te los pago en el banco es para comprar un carro
[2021:02:04-00:05:19]  (Global) -> |C|ogoying: tipico 2cb te lo coges 4 veces a 4 personas y te dicen ez cuando te matan 1 vez jajaja
[2021:02:04-00:05:21]  (Local) -> (LOCAL)[8]javierRD|AK|: y tussy
[2021:02:04-00:05:22]  (Local) -> (LOCAL)[2]serginho|-GT: vamos
[2021:02:04-00:05:22]  (Local) -> (LOCAL)[1]|don|jimenez|AK|: disproo al piso
[2021:02:04-00:05:23]  (Local) -> (LOCAL)[5]jeferuwuz: si
[2021:02:04-00:05:24]  (Global) -> Radial'2cb: ezzs
[2021:02:04-00:05:24]  (Local) -> (LOCAL)[8]JuanPablo->2cB: no estaa
[2021:02:04-00:05:25]  (Local) -> (LOCAL)[1]DENII|CAPU|: te vas a comprar el carro?
[2021:02:04-00:05:27]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: yo cuento
[2021:02:04-00:05:28]  (Global) -> rocko0310: admi estan matando trabajadores
[2021:02:04-00:05:28]  (Local) -> (LOCAL)[1][ALQ]HorseMan: como ya le dije pa no reclutamos a cualquiera
[2021:02:04-00:05:28]  (Global) -> Strange|2cb: ok
[2021:02:04-00:05:29]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Reizer|2cB: se me perdio el bindeo de la otra vez
[2021:02:04-00:05:30]  (Global) -> Cristian--GT: confirmo Cogoying
[2021:02:04-00:05:35]  (Local) -> (LOCAL)[1]Strange|2cb: cual?
[2021:02:04-00:05:36]  (Local) -> (LOCAL)[7]Mr.Nicotine'2cb: epa
[2021:02:04-00:05:37]  (Global) -> |C|ogoying: igual los estoy farmeando :D
[2021:02:04-00:05:38]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: Soy un rey campeon
[2021:02:04-00:05:38]  (Local) -> (LOCAL)[6]TegoCalderonSDVF|CAPU: breve
[2021:02:04-00:05:40]  (Local) -> (LOCAL)[7]Mr.Nicotine'2cb: coloquese la skim
[2021:02:04-00:05:41]  (Global) -> Dieg0pa1: hoy cobré pls
[2021:02:04-00:05:41]  (Local) -> (LOCAL)[1]manuuwu: MONTAATE
[2021:02:04-00:05:43]  (Local) -> (LOCAL)[4]Mr.Nicotine'2cb: juan pablo
[2021:02:04-00:05:43]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Jimenez: Si
[2021:02:04-00:05:44]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Reizer|2cB: el de protegerse
[2021:02:04-00:05:45]  (Global) -> W4LTER!~>LO-ZANO: cogoyo desde cuando eres toxico diosmio
[2021:02:04-00:05:46]  (Local) -> (LOCAL)[1]CrhnoCrusade: tiro de aviso
[2021:02:04-00:05:46]  (Local) -> (LOCAL)[1][ALQ]HorseMan: toca un jugador que demuestre un minimo potencial para que crezca en la gang
[2021:02:04-00:05:47]  (Local) -> (LOCAL)[2]|don|jimenez|AK|: uf patron noq usted solo andava en carrof
[2021:02:04-00:05:47]  (Local) -> (LOCAL)[5]JuanPablo->2cB: es esta
[2021:02:04-00:05:48]  (Local) -> (LOCAL)[7]SYOK|Z|: berna ?
[2021:02:04-00:05:49]  (Local) -> (LOCAL)[1]manuuwu: YO MIRO ALLI
[2021:02:04-00:05:49]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Jimenez: Como vas a quitar la emisora
[2021:02:04-00:05:51]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Jimenez: sisas
[2021:02:04-00:05:51]  (Local) -> (LOCAL)[1][O]reo~|GT: ?
[2021:02:04-00:05:52]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: MarckuslAkl los admins no están para esas cosas
[2021:02:04-00:05:52]  (Local) -> (LOCAL)[8]JuanPablo->2cB: ud tienen la vieja
[2021:02:04-00:05:53]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Reizer|2cB: eso
[2021:02:04-00:05:53]  (Local) -> (LOCAL)[8]Mr.Nicotine'2cb: ponga /skingang
[2021:02:04-00:05:56]  (Global) -> Onomatopeya: PONGAN BOOYAKA BOOYAKA 619 XD
[2021:02:04-00:05:57]  (Local) -> (LOCAL)[3]camilotorres: DALE TRANQUILO BRO
[2021:02:04-00:05:58]  (Local) -> (LOCAL)[6]SYOK|Z|: quieto
[2021:02:04-00:05:59]  (Local) -> (LOCAL)[2]Radial'2cb: espere q
[2021:02:04-00:05:59]  (Global) -> MENORMAYOR$AK$: YA TUNIE LA MOTO AL MAXIMO PERO SIUE ANDANDO IGUAL
[2021:02:04-00:06:01]  (Local) -> (LOCAL)[2]Strange|2cb: Son config
[2021:02:04-00:06:04]  (Global) -> |C|ogoying: desde que entre a 2cb
[2021:02:04-00:06:05]  (Local) -> (LOCAL)[2]Radial'2cb: ud es reizer el verdadero'
[2021:02:04-00:06:05]  (Local) -> (LOCAL)[5]Pablo|EVG|: esta chimba
[2021:02:04-00:06:06]  (Global) -> #7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: GGWP
[2021:02:04-00:06:06]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Reizer|2cB: si por eso
[2021:02:04-00:06:07]  (Local) -> (LOCAL)[2]Radial'2cb: ?
[2021:02:04-00:06:07]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Reizer|2cB: si
[2021:02:04-00:06:08]  (Local) -> (LOCAL)[2]Luna_gil: oe cochina
[2021:02:04-00:06:09]  (Global) -> SYOK|Z|: PAPIADO
[2021:02:04-00:06:09]  (Local) -> (LOCAL)[3]serginho|-GT: rapido pa
[2021:02:04-00:06:10]  (Local) -> (LOCAL)[6]TegoCalderonSDVF|CAPU: breve
[2021:02:04-00:06:10]  (Local) -> (LOCAL)[2]Radial'2cb: xddddd
[2021:02:04-00:06:11]  (Local) -> (LOCAL)[3]serginho|-GT: xd
[2021:02:04-00:06:11]  (Local) -> (LOCAL)[1]El_cicatriz[ALQ]: y?
[2021:02:04-00:06:12]  (Local) -> (LOCAL)[2]Radial'2cb: ajaj
[2021:02:04-00:06:13]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Reizer|2cB: jajaja
[2021:02:04-00:06:15]  (Global) -> RayoMcqueen: pq mi faggio ya no hace stunt?
[2021:02:04-00:06:17]  ([Msg] de eJdexxx-|2cb para Cristian--GT: no me mate porfa) -> nil
[2021:02:04-00:06:17]  (Global) -> |C|ogoying: 2cb me dejo todo un toxico
[2021:02:04-00:06:22]  (Global) -> jeferuwuz: si
[2021:02:04-00:06:23]  (Local) -> (LOCAL)[7]elpato(RCA): MAMA
[2021:02:04-00:06:23]  (Global) -> W4LTER!~>LO-ZANO: pff
[2021:02:04-00:06:24]  (Local) -> (LOCAL)[2]serginho|-GT: Pa donde vas?
[2021:02:04-00:06:24]  (Local) -> (LOCAL)[1]VC1666: me llevas a cambiarme la skin?
[2021:02:04-00:06:25]  (Local) -> (LOCAL)[2]Strange|2cb: ahora te lo digo
[2021:02:04-00:06:26]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: UY KIETO
[2021:02:04-00:06:26]  (Global) -> Radial'2cb: q bueno q se fue :D
[2021:02:04-00:06:27]  (Local) -> (LOCAL)[4]Rossi: hey mauri compa
[2021:02:04-00:06:27]  (Local) -> (LOCAL)[1]Punisher[2cb]: mejor
[2021:02:04-00:06:27]  (Local) -> (LOCAL)[1][ALQ]HorseMan: y las inciales
[2021:02:04-00:06:28]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: has mejorado
[2021:02:04-00:06:29]  (Local) -> (LOCAL)[10]JuanPablo->2cB: kieto
[2021:02:04-00:06:29]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Reizer|2cB: hagale
[2021:02:04-00:06:31]  (Local) -> (LOCAL)[1][ALQ]HorseMan: muy importantes
[2021:02:04-00:06:31]  (Local) -> (LOCAL)[7]elpato(RCA): XDE
[2021:02:04-00:06:31]  (Local) -> (LOCAL)[9]JuanPablo->2cB: HP
[2021:02:04-00:06:32]  (Global) -> jeferuwuz: ey pq volvio krips que pereza
[2021:02:04-00:06:33]  (Global) -> #7F7F7F|ADM|#FF0000_!Megu: Hola
[2021:02:04-00:06:33]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: mira
[2021:02:04-00:06:35]  (Local) -> (LOCAL)[3]Yina_Calderon: pa las ventas d carros
[2021:02:04-00:06:35]  (Phone:SMS) -> From Itachi | To: C4M1L0PR0C4P | Message: tu mae
[2021:02:04-00:06:35]  (Local) -> (LOCAL)[1][ALQ]HorseMan: a la hora de reclutar
[2021:02:04-00:06:35]  (Local) -> (LOCAL)[3]~>Mauri"(RCA): q pasa?
[2021:02:04-00:06:36]  (Local) -> (LOCAL)[1]El_cicatriz[ALQ]: yo se
[2021:02:04-00:06:36]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: espera
[2021:02:04-00:06:36]  (Local) -> (LOCAL)[7]jeferuwuz: gracias :3
[2021:02:04-00:06:38]  (Global) -> |C|ogoying: igual me rogaba
[2021:02:04-00:06:38]  (Local) -> (LOCAL)[7]elpato(RCA): QUEEN
[2021:02:04-00:06:39]  (Global) -> W4LTER!~>LO-ZANO: usted no era 2cb
[2021:02:04-00:06:40]  (Local) -> (LOCAL)[9]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: crack
[2021:02:04-00:06:40]  (Global) -> W4LTER!~>LO-ZANO: KK+
[2021:02:04-00:06:40]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: mira
[2021:02:04-00:06:45]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: casi me papea jiji
[2021:02:04-00:06:48]  (Global) -> Cristian--GT: rela
[2021:02:04-00:06:50]  (Global) -> piltrafa|2Aucb|: waler pongase 2cb
[2021:02:04-00:06:50]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Jimenez: Debo ir a yudar y moderar
[2021:02:04-00:06:53]  (Local) -> (LOCAL)[2]Rossi: no deje que no le pase nada a mi novio :-:
[2021:02:04-00:06:54]  (Local) -> (LOCAL)[1][ALQ]HorseMan: preferiblemente que los que entren no sean tan nuevos
[2021:02:04-00:06:58]  (Local) -> (LOCAL)[0]Cristian--GT: que carro es?
[2021:02:04-00:06:58]  (Local) -> (LOCAL)[1]Punisher[2cb]: jajaja
[2021:02:04-00:06:58]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Jimenez: Cualquier cosa escribes en general
[2021:02:04-00:06:58]  (Local) -> (LOCAL)[1]VC1666: a donde voy
[2021:02:04-00:06:59]  (Local) -> (LOCAL)[3]caliche0202: maneje bien
[2021:02:04-00:07:00]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: otra?
[2021:02:04-00:07:00]  (Local) -> (LOCAL)[2]eJdexxx-|2cb: pere guardo plata
[2021:02:04-00:07:01]  (Global) -> Soltec|EVG|: pastelo ponete 25/(
[2021:02:04-00:07:02]  (Local) -> (LOCAL)[7]jeferuwuz: si xd depronto te hubiera echo mas pero estoy llendo a 25 fps ._.
[2021:02:04-00:07:04]  (Global) -> Soltec|EVG|: 8
[2021:02:04-00:07:04]  (Local) -> (LOCAL)[1]VC1666: como termino mi trabajo
[2021:02:04-00:07:08]  (Local) -> (LOCAL)[8]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: uy quieto
[2021:02:04-00:07:09]  (Global) -> W4LTER!~>LO-ZANO: yo si soy 2cb
[2021:02:04-00:07:10]  (Local) -> (LOCAL)[1]VC1666: como me salgo
[2021:02:04-00:07:11]  (Local) -> (LOCAL)[1]~>Mauri"(RCA): si, tengo q protegerlos
[2021:02:04-00:07:17]  (Local) -> (LOCAL)[9]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: no pues en eso si te saco ventaja
[2021:02:04-00:07:18]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: DJ pasteloo mandamee un saluoooo <3-<3
[2021:02:04-00:07:19]  (Local) -> (LOCAL)[1]Rossi: y que le paso donde esta?
[2021:02:04-00:07:19]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Jimenez: Para terminar un trabajo es /resign
[2021:02:04-00:07:20]  (Local) -> (LOCAL)[2]caliche0202: maneje bien
[2021:02:04-00:07:25]  (Local) -> (LOCAL)[2]caliche0202: no sabe o que??
[2021:02:04-00:07:25]  (Local) -> (LOCAL)[10]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: yo voy a 61 fps XDDD
[2021:02:04-00:07:25]  (Local) -> (LOCAL)[1]~>Mauri"(RCA): alla
[2021:02:04-00:07:26]  (Global) -> VC1666: gracias
[2021:02:04-00:07:28]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: un lambo chiquito
[2021:02:04-00:07:28]  (Global) -> #7F7F7F|ADM|#FF0000_!Megu: Pastelo
[2021:02:04-00:07:30]  (Local) -> (LOCAL)[2]GOMITA0810|Ak|: xd
[2021:02:04-00:07:30]  (Local) -> (LOCAL)[8]jeferuwuz: pc de la nasa
[2021:02:04-00:07:31]  (Global) -> #7F7F7F|ADM|#FF0000_!Megu: ud esta de dj
[2021:02:04-00:07:32]  (Global) -> Radial'2cb: jajjjj
[2021:02:04-00:07:32]  (Global) -> MarckuslAkl: ADMIN
[2021:02:04-00:07:33]  (Local) -> (LOCAL)[2]Rossi: ya vi
[2021:02:04-00:07:33]  (Global) -> #7F7F7F|DJ|#FF0000PasteloHpta: Si pq
[2021:02:04-00:07:33]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Jimenez: Te recomiendo que empieces con busetero en la estacion de tren
[2021:02:04-00:07:34]  (Local) -> (LOCAL)[8]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: ARO
[2021:02:04-00:07:35]  (Local) -> (LOCAL)[1]Punisher[2cb]: JAJAJA
[2021:02:04-00:07:35]  (Local) -> (LOCAL)[1]VC1666: en cualquier tienda me cambio de ropa?
[2021:02:04-00:07:37]  (Local) -> (LOCAL)[10]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: otro?
[2021:02:04-00:07:37]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: de los santos
[2021:02:04-00:07:38]  (Local) -> (LOCAL)[2]GustavoPetro(RCA): que les parece'
[2021:02:04-00:07:39]  (Local) -> (LOCAL)[9]jeferuwuz: si
[2021:02:04-00:07:42]  (Global) -> TegoCalderonSDVF|CAPU: #990099 Compro hotring race
[2021:02:04-00:07:43]  (Global) -> piltrafa|2Aucb|: que pena walter como no tiene el 2cb ni la skin
[2021:02:04-00:07:43]  (Global) -> #7F7F7F|ADM|#FF0000_!Megu: me pones TATA j balvin t el otro
[2021:02:04-00:07:44]  (Local) -> (LOCAL)[1]VC1666: vale me ire alla
[2021:02:04-00:07:44]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: Aca no hay ropa, son skins
[2021:02:04-00:07:44]  (Global) -> #7F7F7F|ADM|#FF0000_!Megu: Bv
[2021:02:04-00:07:45]  (Local) -> (LOCAL)[1][ALQ]HorseMan: cualquier cosa por le grupo de wpp pregunta
[2021:02:04-00:07:45]  (Local) -> (LOCAL)[3]Rossi: super buena bebe
[2021:02:04-00:07:45]  (Local) -> (LOCAL)[1]Strange|2cb: el viene
[2021:02:04-00:07:47]  (Local) -> (LOCAL)[3]Juanda[AK]: uyyy
[2021:02:04-00:07:47]  (Local) -> (LOCAL)[3]~>Mauri"(RCA): ta piola
[2021:02:04-00:07:47]  (Local) -> (LOCAL)[3]Yina_Calderon: avispao la compras de una o se la llevan
[2021:02:04-00:07:47]  (Local) -> (LOCAL)[1]VC1666: muchas gracias
[2021:02:04-00:07:48]  (Local) -> (LOCAL)[1]Strange|2cb: curate
[2021:02:04-00:07:49]  (Global) -> MarckuslAkl: TELEPORT AL HOSPITAL
[2021:02:04-00:07:49]  (Global) -> MENORMAYOR$AK$: mk que fastidio lo esperan a uno afuera del banco pa matarlo
[2021:02:04-00:07:51]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: lambo todo terreno
[2021:02:04-00:07:51]  (Global) -> #7F7F7F|DJ|#FF0000PasteloHpta: No pongo temas a falsetos
[2021:02:04-00:07:51]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Jimenez: epa
[2021:02:04-00:07:52]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: xd
[2021:02:04-00:07:52]  (Local) -> (LOCAL)[3]GustavoPetro(RCA): vamos de paseo
[2021:02:04-00:07:53]  (Local) -> (LOCAL)[3]Feid"_RCA): facha
[2021:02:04-00:07:54]  (Global) -> javierRD|AK|: Pinina/2cb. donde estas
[2021:02:04-00:07:54]  (Global) -> #7F7F7F|ADM|#FF5C00Reizer|2cB: con lag -manco -sin vip jaja estoy mal
[2021:02:04-00:07:56]  (Local) -> (LOCAL)[2]caliche0202: excelente conductor
[2021:02:04-00:07:56]  (Global) -> #7F7F7F|DJ|#FF0000PasteloHpta: mentiras pere busco mi calbe de datos
[2021:02:04-00:07:56]  (Local) -> (LOCAL)[7]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: con todas
[2021:02:04-00:07:59]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: ?
[2021:02:04-00:08:01]  (Local) -> (LOCAL)[5]jeferuwuz: no tengo chaleco
[2021:02:04-00:08:01]  (Local) -> (LOCAL)[3]eJdexxx-|2cb: JJAJAJ
[2021:02:04-00:08:02]  (Local) -> (LOCAL)[3]GustavoPetro(RCA): mauri
[2021:02:04-00:08:02]  (Global) -> #7F7F7F|ADM|#FF0000_!Megu: falseto de q
[2021:02:04-00:08:02]  (Local) -> (LOCAL)[5]jeferuwuz: xd
[2021:02:04-00:08:03]  (Local) -> (LOCAL)[2]Cristian--GT: que carro era ese?
[2021:02:04-00:08:03]  (Global) -> MarckuslAkl: ESTOY DEBAJO DEL MAPA
[2021:02:04-00:08:04]  (Global) -> #7F7F7F|ADM|#FF0000_!Megu: bobo hp
[2021:02:04-00:08:04]  (Local) -> (LOCAL)[5]jeferuwuz: si
[2021:02:04-00:08:05]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: lambo normal
[2021:02:04-00:08:07]  (Local) -> (LOCAL)[2]eJdexxx-|2cb: cual
[2021:02:04-00:08:08]  (Local) -> (LOCAL)[7]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: ahhh vamos y compras
[2021:02:04-00:08:10]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: ya me lo puse
[2021:02:04-00:08:11]  (Local) -> (LOCAL)[1]Strange|2cb: defendamos aui
[2021:02:04-00:08:11]  (Local) -> (LOCAL)[2]Cristian--GT: en el que llego
[2021:02:04-00:08:11]  (Local) -> (LOCAL)[3]Rossi: vayamos bebe
[2021:02:04-00:08:12]  (Global) -> MarckuslAkl: ADMIN TELEPORT 
[2021:02:04-00:08:13]  (Local) -> (LOCAL)[3]~>Mauri"(RCA): si?
[2021:02:04-00:08:14]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: Pastelo una noche en miami
[2021:02:04-00:08:15]  (Local) -> (LOCAL)[1]Cristian--GT: es suyo?
[2021:02:04-00:08:15]  (Local) -> (LOCAL)[5]W4LTER!~>LO-ZANO: juan pablo
[2021:02:04-00:08:15]  (Local) -> (LOCAL)[1]Punisher[2cb]: ra riki
[2021:02:04-00:08:17]  (Local) -> (LOCAL)[2]Yina_Calderon: oeeeeeeeee
[2021:02:04-00:08:17]  (Local) -> (LOCAL)[1]eJdexxx-|2cb: si
[2021:02:04-00:08:20]  (Local) -> (LOCAL)[3]GustavoPetro(RCA): vamos a estrenar el avion
[2021:02:04-00:08:21]  (Local) -> (LOCAL)[2]Luna_gil: eeeeeee
[2021:02:04-00:08:21]  (Local) -> (LOCAL)[1]Cristian--GT: esta melo
[2021:02:04-00:08:21]  (Global) -> Itachi: como se ponia la musica?
[2021:02:04-00:08:22]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: mira
[2021:02:04-00:08:23]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Uy no ponga ese tema que me mojo
[2021:02:04-00:08:23]  (Local) -> (LOCAL)[2]Yina_Calderon: hm
[2021:02:04-00:08:24]  (Local) -> (LOCAL)[6]W4LTER!~>LO-ZANO: voy a matar 2cbs
[2021:02:04-00:08:24]  (Local) -> (LOCAL)[7]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: ve
[2021:02:04-00:08:25]  (Local) -> (LOCAL)[2]Luna_gil: veanlo
[2021:02:04-00:08:25]  (Local) -> (LOCAL)[3]~>Mauri"(RCA): dale
[2021:02:04-00:08:25]  (Local) -> (LOCAL)[2]serginho|-GT: Jajajajajaja
[2021:02:04-00:08:26]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: te espero
[2021:02:04-00:08:27]  (Local) -> (LOCAL)[2]Luna_gil: listo
[2021:02:04-00:08:27]  (Local) -> (LOCAL)[1]eJdexxx-|2cb: jajaja
[2021:02:04-00:08:28]  (Local) -> (LOCAL)[6]W4LTER!~>LO-ZANO: me aburri
[2021:02:04-00:08:28]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: awww
[2021:02:04-00:08:28]  (Local) -> (LOCAL)[6]JuanPablo->2cB: pq
[2021:02:04-00:08:28]  (Local) -> (LOCAL)[7]javierRD|AK|: doctor
[2021:02:04-00:08:29]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: le puse
[2021:02:04-00:08:29]  (Local) -> (LOCAL)[6]jeferuwuz: xd
[2021:02:04-00:08:29]  (Local) -> (LOCAL)[2]Yina_Calderon: dajjfjfja
[2021:02:04-00:08:30]  (Local) -> (LOCAL)[6]JuanPablo->2cB: ok
[2021:02:04-00:08:30]  (Local) -> (LOCAL)[6]W4LTER!~>LO-ZANO: o les dice
[2021:02:04-00:08:31]  (Local) -> (LOCAL)[3]GustavoPetro(RCA): sube atras amor
[2021:02:04-00:08:32]  (Local) -> (LOCAL)[7]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: dime
[2021:02:04-00:08:33]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: 4x4
[2021:02:04-00:08:34]  (Global) -> Soltec|EVG|: uii
[2021:02:04-00:08:35]  (Local) -> (LOCAL)[7]W4LTER!~>LO-ZANO: que se queden quietos
[2021:02:04-00:08:35]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: epa
[2021:02:04-00:08:36]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Reizer|2cB: ah
[2021:02:04-00:08:37]  (Local) -> (LOCAL)[8]W4LTER!~>LO-ZANO: o los mato
[2021:02:04-00:08:38]  (Local) -> (LOCAL)[8]JuanPablo->2cB: ok
[2021:02:04-00:08:39]  (Global) -> #7F7F7F|ADM|#FF0000_!Megu: agh
[2021:02:04-00:08:40]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: mejores frenos
[2021:02:04-00:08:40]  (Local) -> (LOCAL)[3]CrhnoCrusade: malparida me dejo tirado
[2021:02:04-00:08:41]  (Global) -> #7F7F7F|ADM|#FF0000_!Megu: pq bad bunny
[2021:02:04-00:08:41]  (Local) -> (LOCAL)[8]javierRD|AK|: donde compro ese auto
[2021:02:04-00:08:42]  (Global) -> RayoMcqueen: yeah
[2021:02:04-00:08:43]  (Local) -> (LOCAL)[1]eJdexxx-|2cb: lo bueno de trabajar en criminal
[2021:02:04-00:08:45]  (Global) -> caliche0202: VENDO NRG-500 4.500.000
[2021:02:04-00:08:45]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: Pastelean pongame la ultima vez de anoel y busbuny
[2021:02:04-00:08:45]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: mejor motor
[2021:02:04-00:08:46]  (Global) -> ColombianRobot[2cb]: walter pero por lo menos pongase el nombre mija
[2021:02:04-00:08:46]  (Local) -> (LOCAL)[1]MarckuslAkl: TU VES EL MAPA
[2021:02:04-00:08:46]  (Global) -> Alexiss: COMPRO R15 MOD 2006
[2021:02:04-00:08:46]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Antes yo te quería pero ya no
[2021:02:04-00:08:47]  (Local) -> (LOCAL)[1]eJdexxx-|2cb: jaja me hago plata rapido
[2021:02:04-00:08:47]  (Global) -> #7F7F7F|ADM|#FF0000_!Megu: es el unico cantante q existe
[2021:02:04-00:08:47]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: es exclusivo
[2021:02:04-00:08:48]  (Global) -> #7F7F7F|ADM|#FF0000_!Megu: o que
[2021:02:04-00:08:48]  (Local) -> (LOCAL)[1]Cristian--GT: yo compre esta
[2021:02:04-00:08:49]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Reizer|2cB: si
[2021:02:04-00:08:50]  (Global) -> #7F7F7F|ADM|#FF0000_!Megu: maldita sea
[2021:02:04-00:08:50]  (Local) -> (LOCAL)[2]Luna_gil: gracias por hacer negocios
[2021:02:04-00:08:50]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: no esta en tienda
[2021:02:04-00:08:52]  (Local) -> (LOCAL)[6]javierRD|AK|: a ok
[2021:02:04-00:08:52]  (Local) -> (LOCAL)[2]eJdexxx-|2cb: haber
[2021:02:04-00:08:53]  (Local) -> (LOCAL)[1]GOMITA0810|Ak|: mejor turbo
[2021:02:04-00:08:53]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00Jimenez: que haces tapando
[2021:02:04-00:08:54]  (Local) -> (LOCAL)[3](RCA)aracho: por q se salvo?
[2021:02:04-00:08:55]  (Global) -> ColombianRobot[2cb]: xd
