This file was generated by Console at 2021:01:26-00:00:00



[2021:01:26-00:00:00]  (Local) -> (LOCAL)[1]SffOquez|6969.: x2
[2021:01:26-00:05:05]  (Local) -> (LOCAL)[7]|SAPOHP||ElMarino|AK|: no
[2021:01:26-00:05:07]  (Local) -> (LOCAL)[2]2cb'dilan: d
[2021:01:26-00:05:10]  (Local) -> (LOCAL)[2]|don|jimenez..|z|: jajajajja
[2021:01:26-00:05:12]  (Local) -> (LOCAL)[7]king-of-kings: oe Uoeee
[2021:01:26-00:05:14]  (Local) -> (LOCAL)[2]La-Quica|SICARIO|2cb|: xD ;P
[2021:01:26-00:05:18]  (Local) -> (LOCAL)[2]|don|jimenez..|z|: zdddd
[2021:01:26-00:05:18]  (Local) -> (LOCAL)[2]ZEUS|Z: mea asuste
[2021:01:26-00:05:18]  (Global) -> C.R.O: d
[2021:01:26-00:05:18]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: a mi me dieron 1000 s y ban de 4 días jajaja
[2021:01:26-00:05:19]  (Local) -> (LOCAL)[5]Woch|2cb: ya lo tenes tuneado
[2021:01:26-00:05:20]  (Local) -> (LOCAL)[2](RCA)SrYanpool: perdon
[2021:01:26-00:05:21]  (Local) -> (LOCAL)[6]king-of-kings: le doy 100 msi me deja ir
[2021:01:26-00:05:25]  (Local) -> (LOCAL)[4](RCA)_Feid: JAJAJAJJA
[2021:01:26-00:05:27]  (Local) -> (LOCAL)[5](RCA)_Feid: MARICA
[2021:01:26-00:05:32]  (Local) -> (LOCAL)[4](RCA)_Feid: NO ESTABA HACIENDO NAD
[2021:01:26-00:05:44]  (Local) -> (LOCAL)[6]|SAPOHP||ElMarino|AK|: oe pa
[2021:01:26-00:05:46]  (Local) -> (LOCAL)[5]Pinino|AK|: UwU
[2021:01:26-00:05:49]  (Team - Services) -> (TEAM)(RCA)_Feid: Y ME DIERON 370 SEGUNDOS DE CARCEL
[2021:01:26-00:05:52]  (Local) -> (LOCAL)[6]|SAPOHP||ElMarino|AK|: como vamos cucho
[2021:01:26-00:05:59]  (Local) -> (LOCAL)[4]Andres~|GT: XD
[2021:01:26-00:05:59]  (Local) -> (LOCAL)[6]king-of-kings: oee
[2021:01:26-00:06:00]  (Global) -> 2cb'dilan: Campeando
[2021:01:26-00:06:00]  (Local) -> (LOCAL)[4]juann[EVG]: ajjaja llegue yo ajja
[2021:01:26-00:06:01]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: jajajajajaja
[2021:01:26-00:06:02]  (Global) -> 2cb'dilan: ha
[2021:01:26-00:06:02]  (Team - Services) -> (TEAM)Cristian--GT: para que mata con job retrasado jaja
[2021:01:26-00:06:05]  (Local) -> (LOCAL)[4]Andres~|GT: jajjajaja
[2021:01:26-00:06:06]  (Local) -> (LOCAL)[3]AUC|2cb: se me volaron tus tios dilan
[2021:01:26-00:06:07]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: mk pero ud se pasa xd
[2021:01:26-00:06:07]  (Local) -> (LOCAL)[10]#7F7F7F|ADM||LG|#FF8C00|~CuriosoParedAgachada: que paso
[2021:01:26-00:06:08]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: y perro ya
[2021:01:26-00:06:09]  (Global) -> BRAYAN-RORONOA: todo bienmn
[2021:01:26-00:06:09]  (Team - Services) -> (TEAM)Cristian--GT: que creyo, que no le iba a hacer su report
[2021:01:26-00:06:10]  (Local) -> (LOCAL)[8]Mohamed: a
[2021:01:26-00:06:11]  (Local) -> (LOCAL)[5]Cagaleto[EVG]: ajajaa
[2021:01:26-00:06:12]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#FF8C00|~CuriosoParedAgachada: quitense del spawn
[2021:01:26-00:06:13]  (Local) -> (LOCAL)[3]2cb'dilan: XDDDDDDDD
[2021:01:26-00:06:13]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: con esos basta
[2021:01:26-00:06:16]  (Local) -> (LOCAL)[6]|SAPOHP||ElMarino|AK|: ya se unio a la gang?
[2021:01:26-00:06:18]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: ahora hacemos otra
[2021:01:26-00:06:19]  (Local) -> (LOCAL)[6]|SAPOHP||ElMarino|AK|: pere hablo
[2021:01:26-00:06:23]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: que son en carros normales
[2021:01:26-00:06:23]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: breve eso
[2021:01:26-00:06:26]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: pero voliando japa
[2021:01:26-00:06:26]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: q lleguen los demas
[2021:01:26-00:06:26]  (Local) -> (LOCAL)[1]Skippers|ZETAS|: no derrapa
[2021:01:26-00:06:27]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: andando
[2021:01:26-00:06:40]  (Local) -> (LOCAL)[6]king-of-kings: como trabajo de poli???
[2021:01:26-00:06:43]  (Local) -> (LOCAL)[2]ZEUS|Z: nea
[2021:01:26-00:06:43]  (Global) -> juliqks: te curo?
[2021:01:26-00:06:44]  (Local) -> (LOCAL)[1]GOMITA0810: por que lo tengo muy bajito y 4x4
[2021:01:26-00:06:46]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: szs
[2021:01:26-00:06:48]  (Global) -> (Z)(SANTIAGO): no
[2021:01:26-00:06:48]  (Local) -> (LOCAL)[2]Razzork[Zetas]: ole
[2021:01:26-00:06:48]  (Local) -> (LOCAL)[2]ZEUS|Z: vamos
[2021:01:26-00:06:49]  (Local) -> (LOCAL)[6]Esteban|AK|: perdoname tombito
[2021:01:26-00:06:51]  (Local) -> (LOCAL)[2]ZEUS|Z: a matar tombos
[2021:01:26-00:06:51]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: todo bn ahora hablamos
[2021:01:26-00:06:52]  ([Msg] de Pablo~|GT para 'Smoky'Nagata|CAPU: muy malito pa, yo lo hago en 2 minutos) -> nil
[2021:01:26-00:06:53]  (Global) -> (Z)(SANTIAGO): se amos amables
[2021:01:26-00:06:56]  (Local) -> (LOCAL)[2]ZEUS|Z: nono no
[2021:01:26-00:06:56]  (Local) -> (LOCAL)[6]|SAPOHP||ElMarino|AK|: pere pa
[2021:01:26-00:06:57]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: breve papi la buena
[2021:01:26-00:07:00]  (Local) -> (LOCAL)[1]alambres: perdon
[2021:01:26-00:07:02]  (Local) -> (LOCAL)[7]Kevin: lo voy a llevar a la cana
[2021:01:26-00:07:03]  (Local) -> (LOCAL)[7]|SAPOHP||ElMarino|AK|: ale ps
[2021:01:26-00:07:03]  (Global) -> juliqks: a
[2021:01:26-00:07:04]  (Local) -> (LOCAL)[1]GOMITA0810: antes mejor para eso, mas control
[2021:01:26-00:07:05]  (Local) -> (LOCAL)[7]Kevin: pa que aprenda
[2021:01:26-00:07:07]  (Local) -> (LOCAL)[2][RCA][S]Churta: digame
[2021:01:26-00:07:10]  (Local) -> (LOCAL)[3]Mnrpatecumbias'Z: SUELTELO
[2021:01:26-00:07:10]  (Global) -> Flaco'K|2cb: Vendo carros
[2021:01:26-00:07:12]  (Local) -> (LOCAL)[6]king-of-kings: soy nuevo
[2021:01:26-00:07:13]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: acuerdese del lugar
[2021:01:26-00:07:13]  (Local) -> (LOCAL)[3]ZEUS|Z: vamosa amtar tombos
[2021:01:26-00:07:14]  (Local) -> (LOCAL)[7]juancho[AK]: ey
[2021:01:26-00:07:14]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: xd
[2021:01:26-00:07:15]  (Local) -> (LOCAL)[2]Trabis: LA BUENA
[2021:01:26-00:07:16]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: breve
[2021:01:26-00:07:17]  (Local) -> (LOCAL)[3]Skippers|ZETAS|: q tal
[2021:01:26-00:07:17]  (Global) -> 2cb'dilan: Catre bb
[2021:01:26-00:07:17]  (Team - Criminals) -> (TEAM)juancho[AK]: maykol
[2021:01:26-00:07:19]  (Local) -> (LOCAL)[7]Maykol": oe
[2021:01:26-00:07:20]  (Local) -> (LOCAL)[6]king-of-kings: no entiendo esto aun
[2021:01:26-00:07:22]  (Local) -> (LOCAL)[2]AUC|2cb: a
[2021:01:26-00:07:22]  (Local) -> (LOCAL)[5]JUAN-AA: ;(
[2021:01:26-00:07:23]  (Local) -> (LOCAL)[6]++++Spiff.Alqaedas: no me deja mover
[2021:01:26-00:07:23]  (Local) -> (LOCAL)[6]juancho[AK]: seamos panas
[2021:01:26-00:07:24]  (Local) -> (LOCAL)[9]Pinino|AK|: oee
[2021:01:26-00:07:26]  (Local) -> (LOCAL)[2]2cb'dilan: >:c
[2021:01:26-00:07:28]  (Local) -> (LOCAL)[6]++++Spiff.Alqaedas: que gnrr
[2021:01:26-00:07:28]  (Local) -> (LOCAL)[2][RCA][S]Churta: escriba mejor
[2021:01:26-00:07:29]  (Global) -> JefeRs|GT|: aa xd
[2021:01:26-00:07:33]  (Local) -> (LOCAL)[6]Maykol": para que
[2021:01:26-00:07:40]  (Local) -> (LOCAL)[4]Woch|2cb: jimenez sapa
[2021:01:26-00:07:45]  (Local) -> (LOCAL)[1]2cb'dilan: bb
[2021:01:26-00:07:47]  (Global) -> (Z)(SANTIAGO): saque el carro
[2021:01:26-00:07:48]  (Local) -> (LOCAL)[5]|don|jimenez..|z|: q
[2021:01:26-00:07:49]  (Local) -> (LOCAL)[1]2cb'dilan: t perdi
[2021:01:26-00:07:50]  (Local) -> (LOCAL)[4]|SAPOHP||ElMarino|AK|: perate 2
[2021:01:26-00:07:51]  (Local) -> (LOCAL)[5]Woch|2cb: nada
[2021:01:26-00:07:55]  (Global) -> javierRD(AK): 7gc gocho que pasa
[2021:01:26-00:07:55]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Catre|2cb: holahola
[2021:01:26-00:07:56]  (Local) -> (LOCAL)[3][RCA][S]Churta: no es mio
[2021:01:26-00:07:59]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Catre|2cb: wtf
[2021:01:26-00:07:59]  (Local) -> (LOCAL)[4]|don|jimenez..|z|: sapa usted oyo perro hpta
[2021:01:26-00:08:00]  (Local) -> (LOCAL)[1]2cb'dilan: olas
[2021:01:26-00:08:01]  (Local) -> (LOCAL)[4]|SAPOHP||ElMarino|AK|: ya te metieron al grupo de whats?
[2021:01:26-00:08:02]  (Local) -> (LOCAL)[1]GOMITA0810: pana seria despues de lo del robo
[2021:01:26-00:08:03]  (Local) -> (LOCAL)[1]2cb'dilan: wtf
[2021:01:26-00:08:04]  (Local) -> (LOCAL)[4]Woch|2cb: su cuch
[2021:01:26-00:08:05]  (Local) -> (LOCAL)[2]king-of-kings: me dejas trabajar de poli y andamos los dos?
[2021:01:26-00:08:06]  (Local) -> (LOCAL)[4]Woch|2cb: cucha
[2021:01:26-00:08:09]  (Local) -> (LOCAL)[3]|SAPOHP||ElMarino|AK|: oe cucho vaya al F2
[2021:01:26-00:08:11]  (Local) -> (LOCAL)[1]Skippers|ZETAS|: cual robo
[2021:01:26-00:08:11]  (Global) -> BRAYAN-RORONOA: sisas 
[2021:01:26-00:08:12]  (Local) -> (LOCAL)[3]|don|jimenez..|z|: jajaj ojala lo pelen
[2021:01:26-00:08:13]  (Local) -> (LOCAL)[1]GOMITA0810: por que serian todos del mismo color
[2021:01:26-00:08:16]  (Local) -> (LOCAL)[3]|SAPOHP||ElMarino|AK|: EN MY GROUP
[2021:01:26-00:08:16]  (Local) -> (LOCAL)[4]Woch|2cb: jajaa
[2021:01:26-00:08:17]  (Local) -> (LOCAL)[1]GOMITA0810: y neon
[2021:01:26-00:08:19]  (Local) -> (LOCAL)[3]Woch|2cb: ami no me pelan
[2021:01:26-00:08:19]  (Local) -> (LOCAL)[2]2cb'dilan: tas loco ermano
[2021:01:26-00:08:20]  (Local) -> (LOCAL)[2]|SAPOHP||ElMarino|AK|: MY INVITES
[2021:01:26-00:08:23]  (Local) -> (LOCAL)[1]GOMITA0810: pana pa eso es
[2021:01:26-00:08:29]  (Local) -> (LOCAL)[2]|SAPOHP||ElMarino|AK|: ACEPTE LA DE AK
[2021:01:26-00:08:30]  (Local) -> (LOCAL)[1]GOMITA0810: esa recreacion
[2021:01:26-00:08:35]  (Local) -> (LOCAL)[1]king-of-kings: oee
[2021:01:26-00:08:38]  (Local) -> (LOCAL)[1]Skippers|ZETAS|: este carro lo tengo en GTA V Online
[2021:01:26-00:08:40]  (Local) -> (LOCAL)[2]|SAPOHP||ElMarino|AK|: EN INFORMATION
[2021:01:26-00:08:42]  (Global) -> BRAYAN-RORONOA: no me deja undirle en my grup
[2021:01:26-00:08:43]  (Local) -> (LOCAL)[2]|SAPOHP||ElMarino|AK|: Y MI INVITES
[2021:01:26-00:08:45]  (Local) -> (LOCAL)[1]Skippers|ZETAS|: pero blindado
[2021:01:26-00:08:46]  (Local) -> (LOCAL)[1]GOMITA0810: del robo de rapidos y furiosos
[2021:01:26-00:08:46]  (Local) -> (LOCAL)[1]Flaco'K|2cb: loca
[2021:01:26-00:08:47]  (Team - Emergency) -> (TEAM)eljamby1: estoy aqui pa curarlos
[2021:01:26-00:08:49]  (Local) -> (LOCAL)[2]E-caN_2cB: ando 0 estrellas
[2021:01:26-00:08:50]  (Local) -> (LOCAL)[2]|SAPOHP||ElMarino|AK|: DELE INFORMATION
[2021:01:26-00:08:52]  (Local) -> (LOCAL)[4]Andres~|GT: XD
[2021:01:26-00:08:53]  (Local) -> (LOCAL)[1]Flaco'K|2cb: mk soltame pa drnos bien
[2021:01:26-00:08:53]  (Local) -> (LOCAL)[2]|SAPOHP||ElMarino|AK|: Y INVITES
[2021:01:26-00:08:56]  (Local) -> (LOCAL)[4]Andres~|GT: un man ahi
[2021:01:26-00:08:56]  (Local) -> (LOCAL)[13]2cb'dilan: shit
[2021:01:26-00:09:00]  (Local) -> (LOCAL)[8]Trabis: no nea
[2021:01:26-00:09:01]  (Local) -> (LOCAL)[2]|SAPOHP||ElMarino|AK|: ACEPTA LA AK47
[2021:01:26-00:09:03]  (Local) -> (LOCAL)[1]GOMITA0810: de los camiones que roban
[2021:01:26-00:09:05]  (Local) -> (LOCAL)[1]Flaco'K|2cb: ah verdad que os z tiene que pedir ayuda JAJAJA
[2021:01:26-00:09:06]  (Local) -> (LOCAL)[12]Trabis: hoy si me la gane JAJAJAJAJA
[2021:01:26-00:09:06]  (Global) -> E-caN_2cB: ahora 1
[2021:01:26-00:09:10]  (Local) -> (LOCAL)[8]2cb'dilan: shit
[2021:01:26-00:09:11]  (Global) -> BRAYAN-RORONOA: ya
[2021:01:26-00:09:11]  (Local) -> (LOCAL)[7]Trabis: GG
[2021:01:26-00:09:13]  (Local) -> (LOCAL)[1]Skippers|ZETAS|: ya
[2021:01:26-00:09:18]  (Local) -> (LOCAL)[1]Razzork[Zetas]: estan ardidos por lo de ayer
[2021:01:26-00:09:19]  (Local) -> (LOCAL)[2]|SAPOHP||ElMarino|AK|: ALE PA AHORA EN EL NOMBRE AL FINAL PONGA |AK
[2021:01:26-00:09:22]  (Local) -> (LOCAL)[1]GOMITA0810: se acordo=
[2021:01:26-00:09:23]  (Local) -> (LOCAL)[2]|SAPOHP||ElMarino|AK|: |AK|
[2021:01:26-00:09:24]  (Local) -> (LOCAL)[1]GOMITA0810: ?
[2021:01:26-00:09:24]  (Local) -> (LOCAL)[1]SffOquez|6969.: wtf
[2021:01:26-00:09:26]  (Local) -> (LOCAL)[10]2cb'dilan: wtf
[2021:01:26-00:09:27]  (Global) -> Josekilometro9: segun ustedes son malos
[2021:01:26-00:09:27]  (Local) -> (LOCAL)[1]Skippers|ZETAS|: sikas
[2021:01:26-00:09:28]  (Local) -> (LOCAL)[1]Flaco'K|2cb: JAJAJJA yo nisiquiera u}estuve
[2021:01:26-00:09:30]  (Global) -> DonChimbo|AUC: garcias casta
[2021:01:26-00:09:30]  (Local) -> (LOCAL)[4]Woch|2cb: le dolio
[2021:01:26-00:09:31]  (Local) -> (LOCAL)[3]SffOquez|6969.: llevame rapido antes de que te maten
[2021:01:26-00:09:32]  (Local) -> (LOCAL)[2]|SAPOHP||ElMarino|AK|: SI LO METIERON AL WHATSAPP?
[2021:01:26-00:09:33]  (Local) -> (LOCAL)[4]Andres~|GT: listo
[2021:01:26-00:09:35]  (Local) -> (LOCAL)[1]Flaco'K|2cb: pero no nesecitamos ayuda de otras gangs
[2021:01:26-00:09:39]  (Local) -> (LOCAL)[4]Flaco'K|2cb: perra
[2021:01:26-00:09:39]  (Global) -> Josekilometro9: sun tu eres malo
[2021:01:26-00:09:40]  (Local) -> (LOCAL)[4]Cagaleto[EVG]: /mp Pablo~|GT hey nea llame gente por /gc a ver si le llega mas gente al parcero
[2021:01:26-00:09:42]  (Global) -> SffOquez|6969.: ok bro
[2021:01:26-00:09:44]  (Local) -> (LOCAL)[4]Andres~|GT: que suena
[2021:01:26-00:09:46]  (Local) -> (LOCAL)[7]Flaco'K|2cb: y tu mama tambien es perra
[2021:01:26-00:09:46]  (Local) -> (LOCAL)[4]Pablo~|GT: a
[2021:01:26-00:09:47]  (Global) -> BRAYAN-RORONOA: sisas ya estoy  en el grupo de wpp
[2021:01:26-00:09:48]  (Local) -> (LOCAL)[6]Woch|2cb: su sucha
[2021:01:26-00:09:48]  (Local) -> (LOCAL)[4]Andres~|GT: xD?
[2021:01:26-00:09:50]  (Local) -> (LOCAL)[12]king-of-kings: como trabajo de poli?
[2021:01:26-00:09:51]  (Local) -> (LOCAL)[4]Pablo~|GT: xd
[2021:01:26-00:09:51]  (Local) -> (LOCAL)[8]Razzork[Zetas]: ni los 60 2cb son capas w
[2021:01:26-00:09:52]  (Global) -> (Z)(SANTIAGO): admi
[2021:01:26-00:09:56]  (Local) -> (LOCAL)[4]|SAPOHP||ElMarino|AK|: ALE PONGASE AK AL FINAL DEL NOMBRE Y BRE
[2021:01:26-00:09:57]  (Local) -> (LOCAL)[4]Cagaleto[EVG]: a
[2021:01:26-00:09:57]  (Global) -> Mohamed: t/gc PORQUE ME MATAAAAA
[2021:01:26-00:10:00]  (Local) -> (LOCAL)[8]Trabis: eo
[2021:01:26-00:10:00]  (Local) -> (LOCAL)[6]Flaco'K|2cb: &0 que ?
[2021:01:26-00:10:02]  (Local) -> (LOCAL)[4]|SAPOHP||ElMarino|AK|: QUE QUIERE PIROBO
[2021:01:26-00:10:03]  (Global) -> 2cb'dilan: qaaaaaaaaaaaaa
[2021:01:26-00:10:04]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF8C00|~CuriosoParedAgachada: XD
[2021:01:26-00:10:04]  (Local) -> (LOCAL)[6]Flaco'K|2cb: 60?
[2021:01:26-00:10:06]  (Local) -> (LOCAL)[6]Razzork[Zetas]: 2cb
[2021:01:26-00:10:10]  (Local) -> (LOCAL)[3]Trabis: lleveme a la cana XD
[2021:01:26-00:10:12]  (Local) -> (LOCAL)[5]|SAPOHP||ElMarino|AK|: BOBO HPTA
[2021:01:26-00:10:14]  (Local) -> (LOCAL)[7]Razzork[Zetas]: ni esos 60 peludos son capas
[2021:01:26-00:10:15]  (Local) -> (LOCAL)[7]Flaco'K|2cb: acaso habian 60 en el juego ?
[2021:01:26-00:10:16]  (Local) -> (LOCAL)[4]|SAPOHP||ElMarino|AK|: CHUPELO
[2021:01:26-00:10:16]  (Global) -> (Z)(SANTIAGO): al hospital
[2021:01:26-00:10:17]  (Local) -> (LOCAL)[4]JefeRs|GT|: respete los rangos hpta
[2021:01:26-00:10:19]  (Local) -> (LOCAL)[2][z]tinoasprilla: /gc que haen vamos a matar tombos?
[2021:01:26-00:10:20]  (Local) -> (LOCAL)[7]Razzork[Zetas]: y esta muy demostrado
[2021:01:26-00:10:24]  (Local) -> (LOCAL)[5]|SAPOHP||ElMarino|AK|: PFFF RANGO DE MKO
[2021:01:26-00:10:25]  (Local) -> (LOCAL)[9]king-of-kings: uff q rico jajaja
[2021:01:26-00:10:25]  (Global) -> DonChimbo|AUC: cum
[2021:01:26-00:10:27]  (Global) -> JefeRs|GT|: auxiliar mka
[2021:01:26-00:10:28]  (Local) -> (LOCAL)[4]Flaco'K|2cb: y uds pueden solos con 10
[2021:01:26-00:10:31]  (Global) -> Chili: ajjajaj
[2021:01:26-00:10:31]  (Local) -> (LOCAL)[6]DonChimbo|AUC: lleveme ya td bn
[2021:01:26-00:10:33]  (Local) -> (LOCAL)[4]|SAPOHP||ElMarino|AK|: vaya a dormir mkon
[2021:01:26-00:10:34]  (Global) -> Brayan_RoronoalAKl: ya
[2021:01:26-00:10:35]  (Local) -> (LOCAL)[1]La-Quica|SICARIO|2cb|: ligaste papi
[2021:01:26-00:10:38]  (Local) -> (LOCAL)[6]ElKevinnPai: buenas
[2021:01:26-00:10:39]  (Global) -> DonChimbo|AUC: XD
[2021:01:26-00:10:39]  (Local) -> (LOCAL)[4]|SAPOHP||ElMarino|AK|: ale pa la buena
[2021:01:26-00:10:40]  (Global) -> JefeRs|GT|: te amo cjtita
[2021:01:26-00:10:42]  (Global) -> DonChimbo|AUC: la de plata
[2021:01:26-00:10:43]  (Local) -> (LOCAL)[4]|SAPOHP||ElMarino|AK|: pendiente al wahts
[2021:01:26-00:10:43]  (Global) -> (Z)(SANTIAGO): hey nesesitamos motostacis en  colombia virtual reality
[2021:01:26-00:10:43]  (Global) -> JefeRs|GT|: jajaj
[2021:01:26-00:10:48]  (Local) -> (LOCAL)[4]Chili: ?
[2021:01:26-00:10:51]  (Local) -> (LOCAL)[4]AUC|2cb: na dilan
[2021:01:26-00:10:51]  (Local) -> (LOCAL)[5]2cb'dilan: vendido
[2021:01:26-00:10:52]  (Local) -> (LOCAL)[9]#7F7F7F|ADM||LG|#FF8C00|~CuriosoParedAgachada: ._.
[2021:01:26-00:10:53]  (Local) -> (LOCAL)[5]Trabis: WTF
[2021:01:26-00:10:53]  (Global) -> JefeRs|GT|: JAJAJJA
[2021:01:26-00:10:54]  (Local) -> (LOCAL)[5]AUC|2cb: q tonto jajajja
[2021:01:26-00:10:55]  (Global) -> Brayan_RoronoalAKl: oe
[2021:01:26-00:10:55]  (Local) -> (LOCAL)[9]#7F7F7F|ADM||LG|#FF8C00|~CuriosoParedAgachada: que pñaso
[2021:01:26-00:10:56]  (Local) -> (LOCAL)[3]Fabius|AUC: :v
[2021:01:26-00:10:56]  (Local) -> (LOCAL)[6]Andres~|GT: akai quita la moto por fa
[2021:01:26-00:10:57]  (Global) -> (Z)(SANTIAGO): admi venga
[2021:01:26-00:10:58]  (Local) -> (LOCAL)[11]#7F7F7F|ADM||LG|#FF8C00|~CuriosoParedAgachada: paso?
[2021:01:26-00:11:02]  (Local) -> (LOCAL)[3]ZEUS|Z: uis
[2021:01:26-00:11:02]  (Local) -> (LOCAL)[18]2cb'dilan: prefiere un arresto q a mi
[2021:01:26-00:11:03]  (Local) -> (LOCAL)[6]Trabis: Que hace un trabajador aca? XD
[2021:01:26-00:11:05]  (Global) -> (Z)(SANTIAGO): suba
[2021:01:26-00:11:05]  (Local) -> (LOCAL)[6]Andres~|GT: listo
[2021:01:26-00:11:07]  (Global) -> 2cb'dilan: vendido
[2021:01:26-00:11:07]  (Local) -> (LOCAL)[3]|SAPOHP||ElMarino|AK|: quequiere lk
[2021:01:26-00:11:07]  (Local) -> (LOCAL)[4]ZEUS|Z: muy debuenas
[2021:01:26-00:11:08]  (Global) -> 2cb'dilan: prefiere un arresto q a mi
[2021:01:26-00:11:09]  (Global) -> Brayan_RoronoalAKl: cual es la tecla para colocar ese palo
[2021:01:26-00:11:10]  (Local) -> (LOCAL)[14]#7F7F7F|ADM||LG|#FF8C00|~CuriosoParedAgachada: para que
[2021:01:26-00:11:10]  (Global) -> 2cb'dilan: feka
[2021:01:26-00:11:12]  (Local) -> (LOCAL)[6]La-Quica|SICARIO|2cb|: oe
[2021:01:26-00:11:15]  (Local) -> (LOCAL)[7]yohansanchez: disfrute su estadia
[2021:01:26-00:11:15]  (Global) -> 2cb'dilan: feka
[2021:01:26-00:11:15]  (Local) -> (LOCAL)[12]#7F7F7F|ADM||LG|#FF8C00|~CuriosoParedAgachada: diga que paso
[2021:01:26-00:11:16]  (Global) -> (Z)(SANTIAGO): suba
[2021:01:26-00:11:18]  (Local) -> (LOCAL)[7]SffOquez|6969.: vake
[2021:01:26-00:11:19]  (Local) -> (LOCAL)[2]Mohamed: zoy zeta
[2021:01:26-00:11:20]  (Local) -> (LOCAL)[6]SffOquez|6969.: vale
[2021:01:26-00:11:22]  (Global) -> (Z)(SANTIAGO): que suba porfa
[2021:01:26-00:11:23]  (Local) -> (LOCAL)[1]2cb'dilan: ud no
[2021:01:26-00:11:25]  (Local) -> (LOCAL)[3]|SAPOHP||ElMarino|AK|: cual palo :v
[2021:01:26-00:11:26]  (Local) -> (LOCAL)[1]2cb'dilan: yolin
[2021:01:26-00:11:27]  (Local) -> (LOCAL)[2]2cb'dilan: gva
[2021:01:26-00:11:30]  (Local) -> (LOCAL)[8]JUAN-AA: ey
[2021:01:26-00:11:30]  (Local) -> (LOCAL)[8][Perico~|GT]: ._.
[2021:01:26-00:11:31]  (Local) -> (LOCAL)[1]Mohamed: a
[2021:01:26-00:11:33]  (Local) -> (LOCAL)[7]JUAN-AA: respete
[2021:01:26-00:11:34]  (Global) -> 2cb'dilan: mega feka yolin
[2021:01:26-00:11:36]  (Local) -> (LOCAL)[6](RCA)_Feid: 300 SEGUNDOS
[2021:01:26-00:11:36]  (Global) -> 2cb'dilan: >;C
[2021:01:26-00:11:40]  (Local) -> (LOCAL)[4]|SAPOHP||ElMarino|AK|: CHILI BOBO HPTA
[2021:01:26-00:11:40]  (Global) -> Brayan_RoronoalAKl: el del ak jaajajjaja
[2021:01:26-00:11:41]  (Local) -> (LOCAL)[8]Cagaleto[EVG]: quieto
[2021:01:26-00:11:43]  (Local) -> (LOCAL)[2]Woch|2cb: eso
[2021:01:26-00:11:48]  (Local) -> (LOCAL)[8]Andres~|GT: quietos pls
[2021:01:26-00:11:49]  (Local) -> (LOCAL)[3]Woch|2cb: mor
[2021:01:26-00:11:51]  (Global) -> Flaco'K|2cb: Razork acaso lso 60 jugaron pero tampoco tivimos que pedir ayuda de los GT y CAPU
[2021:01:26-00:11:53]  (Local) -> (LOCAL)[5]Woch|2cb: lleveme
[2021:01:26-00:11:54]  (Global) -> (Z)(SANTIAGO): venga
[2021:01:26-00:11:55]  (Local) -> (LOCAL)[1]ELVIEJOJUANCHO|2CB: arrestame
[2021:01:26-00:11:56]  (Global) -> Josekilometro9: diga
[2021:01:26-00:12:03]  (Global) -> JUAN-AA: como q capu
[2021:01:26-00:12:03]  (Global) -> JefeRs|GT|: js
[2021:01:26-00:12:05]  (Local) -> (LOCAL)[3]Skippers|ZETAS|: OE Razzork[Zetas]
[2021:01:26-00:12:05]  (Global) -> (Z)(SANTIAGO): mire
[2021:01:26-00:12:06]  (Team - Unemployed) -> (TEAM)2cb'dilan: t
