This file was generated by Console at 2020:12:18-00:00:04



[2020:12:18-00:00:04]  (Local) -> (LOCAL)[11]COMANDANTEEE: bn
[2020:12:18-00:05:35]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFFrancine98: dimelo
[2020:12:18-00:05:36]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF5C00Llanerito: ahh antes de las novenas
[2020:12:18-00:05:37]  (Global) -> KEDROSE:  comprese una metra
[2020:12:18-00:05:39]  ([Msg] de Sargento para Llanerito: Llanerito decile a perico q si la carcel es la de los santos o la casa cerc d banc) -> nil
[2020:12:18-00:05:41]  (Local) -> (LOCAL)[3]Z_jeferuwu: voy a comprar popper espere
[2020:12:18-00:05:42]  (Global) -> OZM4ST3R: COMO SACO EL CELL
[2020:12:18-00:05:45]  (Global) -> KEDROSE: esta
[2020:12:18-00:05:46]  (Local) -> (LOCAL)[4]Aleman: epilepsia
[2020:12:18-00:05:47]  (Local) -> (LOCAL)[3]2cbcapojuan: se acuerda cuando tenia el modo pasivo
[2020:12:18-00:05:47]  (Global) -> #7F7F7F|CVR|#0064FFLilPeep: e F3
[2020:12:18-00:05:49]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF5C00Llanerito: perico
[2020:12:18-00:05:50]  (Local) -> (LOCAL)[3]-![Z]:_Hir0: a quien?
[2020:12:18-00:05:50]  (Global) -> DonDiego: ya lo intento y no me da el shift f3 
[2020:12:18-00:05:52]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFFrancine98: si
[2020:12:18-00:05:53]  (Team - Criminals) -> (TEAM)OZM4ST3R: UTRE1M
[2020:12:18-00:06:01]  (Local) -> (LOCAL)[3]2cbcapojuan: y estaba bug
[2020:12:18-00:06:04]  (Global) -> #7F7F7F|CVR|#0064FFLilPeep: si estas en portatil y no te sirve el f3 usa Fn + F3
[2020:12:18-00:06:04]  (Local) -> (LOCAL)[11]|DJ|(BGW)CHOCORRAMOCAMILOP: digale a ese mk
[2020:12:18-00:06:04]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFFrancine98: aja
[2020:12:18-00:06:05]  (Global) -> OZM4ST3R: SISAS
[2020:12:18-00:06:06]  ([Msg] de Llanerito para Sargento: mano ya va) -> nil
[2020:12:18-00:06:11]  (Local) -> (LOCAL)[11]|DJ|(BGW)CHOCORRAMOCAMILOP: que yo voy a manejar el camion
[2020:12:18-00:06:11]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#0064FFLilPeep: aa
[2020:12:18-00:06:11]  (Global) -> OZM4ST3R: YA NO TENGO MOTO PASIVO
[2020:12:18-00:06:12]  (Local) -> (LOCAL)[5]Aleman: huy kieto
[2020:12:18-00:06:12]  (Global) -> DonDiego: cual era el Fn? xd 
[2020:12:18-00:06:13]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#0064FFLilPeep: mi carro
[2020:12:18-00:06:14]  (Local) -> (LOCAL)[11]2cB-bellaqueohpt: por q en mi casa hacemos la novenas y ya no dejan estar en el computador no estuviaramos en nove
[2020:12:18-00:06:14]  (Local) -> (LOCAL)[11]|DJ|(BGW)CHOCORRAMOCAMILOP: carro
[2020:12:18-00:06:15]  ([Msg] de Sargento para Llanerito: bre) -> nil
[2020:12:18-00:06:16]  (Team - Criminals) -> (TEAM)OZM4ST3R: PEGAME
[2020:12:18-00:06:16]  (Local) -> (LOCAL)[11]|DJ|(BGW)CHOCORRAMOCAMILOP: dire
[2020:12:18-00:06:19]  (Local) -> (LOCAL)[11]|DJ|(BGW)CHOCORRAMOCAMILOP: xde
[2020:12:18-00:06:20]  (Local) -> (LOCAL)[3]2cbcapojuan: los podia matar y ustedes ami
[2020:12:18-00:06:22]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF5C00Llanerito: el lo cogio primero xde
[2020:12:18-00:06:23]  (Local) -> (LOCAL)[1]Sargento: quiteselo ud
[2020:12:18-00:06:25]  (Local) -> (LOCAL)[1]Sargento: bobotron
[2020:12:18-00:06:27]  (Global) -> OZM4ST3R: SAI YA
[2020:12:18-00:06:28]  (Global) -> #7F7F7F|CVR|#0064FFLilPeep: mataron a aleman
[2020:12:18-00:06:28]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFFrancine98: habla con reizer
[2020:12:18-00:06:30]  (Local) -> (LOCAL)[3]2cbcapojuan: y darme extrellas
[2020:12:18-00:06:31]  (Local) -> (LOCAL)[4]RandyNotaLoca: N00000
[2020:12:18-00:06:34]  (Global) -> NombresAsiKick_c: a
[2020:12:18-00:06:36]  (Local) -> (LOCAL)[11]2cB-bellaqueohpt: poarse cuide atras
[2020:12:18-00:06:37]  (Global) -> Aleman: jajaja
[2020:12:18-00:06:40]  (Local) -> (LOCAL)[2]RandyNotaLoca: A
[2020:12:18-00:06:41]  (Global) -> [Z]ElPropioVegediondo: DonDiego Fn esta a la izquierda de tecla windows
[2020:12:18-00:06:43]  (Local) -> (LOCAL)[3]2cbcapojuan: oe
[2020:12:18-00:06:44]  (Local) -> (LOCAL)[11][AK]RUIZ: agle
[2020:12:18-00:06:45]  (Global) -> NombresAsiKick_c: q
[2020:12:18-00:06:47]  (Global) -> NombresAsiKick_c: XD
[2020:12:18-00:06:48]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00ReizerB: ah
[2020:12:18-00:06:48]  (Global) -> KEDROSE: no se confie con ese de alla dentro
[2020:12:18-00:06:48]  (Local) -> (LOCAL)[2][MZ]24k: Joa
[2020:12:18-00:06:49]  (Local) -> (LOCAL)[11]2cB-bellaqueohpt: cuida aca
[2020:12:18-00:06:50]  (Global) -> NombresAsiKick_c: ey y ese nombre qq
[2020:12:18-00:06:53]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFLilPeep: amneje
[2020:12:18-00:06:53]  (Local) -> (LOCAL)[11]CapitanFear: jajaja
[2020:12:18-00:06:58]  (Local) -> (LOCAL)[3]2cbcapojuan: ay tengo de testigo a
[2020:12:18-00:07:01]  (Local) -> (LOCAL)[1]Sargento: quitese el MP uddddddddd
[2020:12:18-00:07:03]  (Local) -> (LOCAL)[11]2cB-bellaqueohpt: no q cuide alla ]
[2020:12:18-00:07:03]  (Local) -> (LOCAL)[2]2cbcapojuan: a francine
[2020:12:18-00:07:08]  (Local) -> (LOCAL)[2]2cbcapojuan: del bug
[2020:12:18-00:07:11]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00ReizerB: pero como paso so
[2020:12:18-00:07:12]  (Local) -> (LOCAL)[11][AK]RUIZ: respete y hable bien
[2020:12:18-00:07:15]  (Global) -> KEDROSE: no pero la metra
[2020:12:18-00:07:15]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00ReizerB: no me ha dicho
[2020:12:18-00:07:17]  (Local) -> (LOCAL)[3]2cbcapojuan: venga
[2020:12:18-00:07:18]  (Global) -> OZM4ST3R: aa
[2020:12:18-00:07:22]  (Local) -> (LOCAL)[11]2cB-bellaqueohpt: no q cuide alla
[2020:12:18-00:07:25]  (Local) -> (LOCAL)[3]2cb'Jolyne: hablame
[2020:12:18-00:07:31]  (Global) -> OZM4ST3R: Sabe
[2020:12:18-00:07:35]  (Local) -> (LOCAL)[11]CapitanFear: tan mk
[2020:12:18-00:07:39]  (Local) -> (LOCAL)[11]CapitanFear: le quedo gustando
[2020:12:18-00:07:44]  (Local) -> (LOCAL)[5]2cb'Jolyne: ???
[2020:12:18-00:07:44]  (Global) -> KEDROSE:  que tristesa
[2020:12:18-00:07:48]  (Local) -> (LOCAL)[5]Aleman: vea ps
[2020:12:18-00:07:49]  (Global) -> KEDROSE: sin letras
[2020:12:18-00:07:49]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFLilPeep: aa
[2020:12:18-00:07:50]  (Global) -> OZM4ST3R: Q so
[2020:12:18-00:07:50]  (Local) -> (LOCAL)[4]2cbcapojuan: vea
[2020:12:18-00:07:53]  (Local) -> (LOCAL)[4]RandyNotaLoca: Destinofinal
[2020:12:18-00:07:55]  (Global) -> OZM4ST3R: quien
[2020:12:18-00:07:56]  (Global) -> DonDiego: hola hola
[2020:12:18-00:07:58]  (Local) -> (LOCAL)[4]Aleman: noo
[2020:12:18-00:07:58]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF5C00Llanerito: bellaqueo
[2020:12:18-00:07:58]  (Global) -> KEDROSE: la pobreza
[2020:12:18-00:07:59]  (Local) -> (LOCAL)[4]Aleman: c muere
[2020:12:18-00:07:59]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFLilPeep: olaola
[2020:12:18-00:08:00]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00ReizerB: esta sin mp
[2020:12:18-00:08:01]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF5C00Llanerito: que le dije
[2020:12:18-00:08:08]  (Local) -> (LOCAL)[3]2cbcapojuan: yo estaba aca con francine y estaba en modo pasivo
[2020:12:18-00:08:08]  (Local) -> (LOCAL)[4]Aleman: olaola
[2020:12:18-00:08:09]  (Global) -> OZM4ST3R: Rlax
[2020:12:18-00:08:10]  (Global) -> KEDROSE: ve lo ve
[2020:12:18-00:08:11]  (Global) -> DonDiego: ai no 
[2020:12:18-00:08:11]  (Global) -> OZM4ST3R: comic
[2020:12:18-00:08:12]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFLilPeep: me muero
[2020:12:18-00:08:13]  (Global) -> Aleman: xaoxao
[2020:12:18-00:08:13]  (Team - Law Enforcement) -> (TEAM)|DJ|(BGW)CHOCORRAMOCAMILOP: ujaileo
[2020:12:18-00:08:15]  (Local) -> (LOCAL)[11]|DJ|(BGW)CHOCORRAMOCAMILOP: a ese canson
[2020:12:18-00:08:17]  (Global) -> KEDROSE: lluegale
[2020:12:18-00:08:21]  (Local) -> (LOCAL)[4]KP=W4$LTER: sjasjsa
[2020:12:18-00:08:21]  (Local) -> (LOCAL)[4]Aleman: estalle esooo
[2020:12:18-00:08:22]  (Team - Law Enforcement) -> (TEAM)NombresAsiKick_c: no
[2020:12:18-00:08:25]  (Global) -> OZM4ST3R: perreo intenso
[2020:12:18-00:08:26]  (Global) -> Aleman: xaoxao
[2020:12:18-00:08:28]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF5C00Llanerito: lo mande a los santos
[2020:12:18-00:08:31]  (Local) -> (LOCAL)[4]Aleman: XD
[2020:12:18-00:08:31]  (Local) -> (LOCAL)[1]2cbcapojuan: y francine medava bala y si lo contaba y perdi pllta
[2020:12:18-00:08:38]  (Global) -> #7F7F7F|CVR|#0064FFLilPeep: AMIGO
[2020:12:18-00:08:38]  (Global) -> KEDROSE: ese de alla es
[2020:12:18-00:08:40]  ([Msg] de KP=W4$LTER para 2cb'Jolyne: caigan a turf) -> nil
[2020:12:18-00:08:40]  (Local) -> (LOCAL)[11]CapitanFear: solo m4
[2020:12:18-00:08:46]  (Global) -> KEDROSE: le damos baja
[2020:12:18-00:08:48]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: mmm
[2020:12:18-00:08:48]  (Local) -> (LOCAL)[11]CapitanFear: pongase la m4
[2020:12:18-00:08:48]  ([Msg] de KP=W4$LTER para 2cb'Jolyne: creo) -> nil
[2020:12:18-00:08:51]  (Team - Criminals) -> (TEAM)OZM4ST3R: callaos
[2020:12:18-00:08:52]  (Local) -> (LOCAL)[3]Aleman: lilpeep bandido
[2020:12:18-00:08:52]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00ReizerB: raro
[2020:12:18-00:08:55]  (Local) -> (LOCAL)[2]-![Z]:_Hir0: pvp?
[2020:12:18-00:08:55]  (Team - Criminals) -> (TEAM)OZM4ST3R: ya sabe
[2020:12:18-00:08:56]  ([Msg] de KP=W4$LTER para 2cb'Jolyne: esperese) -> nil
[2020:12:18-00:09:00]  (Global) -> Raiden527: Como hablo por voz
[2020:12:18-00:09:01]  ([Msg] de Sargento para Llanerito: Ei al fin cual es es q estoy en una casa arriba de banco) -> nil
[2020:12:18-00:09:01]  (Local) -> (LOCAL)[1]2cbcapojuan: ay le cuento
[2020:12:18-00:09:01]  (Local) -> (LOCAL)[11]CapitanFear: noo mk
[2020:12:18-00:09:03]  (Local) -> (LOCAL)[3]|Z|BAZUCO[LP]: a que arma_
[2020:12:18-00:09:04]  (Global) -> NombresAsiKick_c: con z
[2020:12:18-00:09:04]  (Local) -> (LOCAL)[1]KEDROSE: escriba con u
[2020:12:18-00:09:05]  (Local) -> (LOCAL)[3]|Z|BAZUCO[LP]: _
[2020:12:18-00:09:05]  (Local) -> (LOCAL)[11]CapitanFear: la taser xd
[2020:12:18-00:09:07]  (Local) -> (LOCAL)[3]-![Z]:_Hir0: dobles
[2020:12:18-00:09:07]  (Local) -> (LOCAL)[3]Aleman: eieiei
[2020:12:18-00:09:08]  (Team - Criminals) -> (TEAM)OZM4ST3R: eg como disparo desde la motoo
[2020:12:18-00:09:09]  (Local) -> (LOCAL)[1]KEDROSE: sorner
[2020:12:18-00:09:10]  (Local) -> (LOCAL)[3]|Z|BAZUCO[LP]: dele
[2020:12:18-00:09:11]  (Local) -> (LOCAL)[3]Aleman: se me ocurrio otro clan
[2020:12:18-00:09:12]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: pero bug normalmente se puede replicar
[2020:12:18-00:09:14]  (Local) -> (LOCAL)[1]2cbcapojuan: a recupera plata xd
[2020:12:18-00:09:14]  (Local) -> (LOCAL)[3]-![Z]:_Hir0: pongase chaleco
[2020:12:18-00:09:15]  ([Msg] de 2cb'Jolyne para KP=W4$LTER: hay zetas alla o que) -> nil
[2020:12:18-00:09:15]  (Local) -> (LOCAL)[1]OZM4ST3R: epale
[2020:12:18-00:09:17]  (Local) -> (LOCAL)[3]RandyNotaLoca: ya acabé
[2020:12:18-00:09:20]  (Local) -> (LOCAL)[3]RandyNotaLoca: ahora xi
[2020:12:18-00:09:22]  (Local) -> (LOCAL)[11][AK]RUIZ: oeee
[2020:12:18-00:09:23]  (Local) -> (LOCAL)[3]-![Z]:_Hir0: pongo cd
[2020:12:18-00:09:26]  (Local) -> (LOCAL)[3]|Z|BAZUCO[LP]: dele
[2020:12:18-00:09:28]  ([Msg] de KP=W4$LTER para 2cb'Jolyne: hay como 7) -> nil
[2020:12:18-00:09:29]  (Global) -> OZM4ST3R: eg pero ahora nos quitan el carro
[2020:12:18-00:09:29]  (Local) -> (LOCAL)[11][AK]RUIZ: cuiden por aqui
[2020:12:18-00:09:30]  (Local) -> (LOCAL)[11]|DJ|(BGW)CHOCORRAMOCAMILOP: con u8n policia bruto
[2020:12:18-00:09:33]  (Global) -> OZM4ST3R: si lo reclaman
[2020:12:18-00:09:34]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFLilPeep: cula
[2020:12:18-00:09:35]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFLilPeep: cual
[2020:12:18-00:09:36]  (Local) -> (LOCAL)[3]Aleman: chimbocorto-, chimbolargo, chimbomediano, chimbo extralargo
[2020:12:18-00:09:40]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFLilPeep: nono
[2020:12:18-00:09:43]  (Local) -> (LOCAL)[3]Aleman: sisisisisi
[2020:12:18-00:09:43]  ([Msg] de 2cb'Jolyne para KP=W4$LTER: buenos?) -> nil
[2020:12:18-00:09:43]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFLilPeep: ya muy aragan
[2020:12:18-00:09:45]  (Global) -> KEDROSE: paila
[2020:12:18-00:09:46]  (Local) -> (LOCAL)[1]2cbcapojuan: perdi arta plata
[2020:12:18-00:09:46]  (Local) -> (LOCAL)[3]Aleman: aaa
[2020:12:18-00:09:48]  (Local) -> (LOCAL)[3]Aleman: :C
[2020:12:18-00:09:51]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00ReizerB: ni idea
[2020:12:18-00:09:55]  (Local) -> (LOCAL)[12][AK]Nvxlss: me dejo con uno mas feo
[2020:12:18-00:09:56]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00ReizerB: no puedo saber cuanta
[2020:12:18-00:09:56]  (Local) -> (LOCAL)[12][AK]RUIZ: me asusto pa
[2020:12:18-00:09:57]  (Global) -> KEDROSE: esto es mio
[2020:12:18-00:09:57]  (Local) -> (LOCAL)[12][MZ]24k: YO como u n mca buscandolo en la ciudad :/
[2020:12:18-00:09:58]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFLilPeep: es ams me cambio el mio
[2020:12:18-00:09:59]  (Local) -> (LOCAL)[12]|DJ|(BGW)CHOCORRAMOCAMILOP: con un policia brut
[2020:12:18-00:10:04]  (Local) -> (LOCAL)[12][AK]Nvxlss: XD
[2020:12:18-00:10:05]  (Local) -> (LOCAL)[2]2cbcapojuan: oe me vooy aahecer vip
[2020:12:18-00:10:08]  (Global) -> OZM4ST3R: Yo con ella no conspiro
[2020:12:18-00:10:08]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFLilPeep: disq icewape
[2020:12:18-00:10:08]  (Local) -> (LOCAL)[1]KEDROSE: huys
[2020:12:18-00:10:10]  (Local) -> (LOCAL)[12][AK]Nvxlss: deme mi plata aora
[2020:12:18-00:10:10]  ([Msg] de 2cb'Jolyne para KP=W4$LTER: si comienzan voy, tengo el tele igual) -> nil
[2020:12:18-00:10:11]  (Local) -> (LOCAL)[2]2cbcapojuan: el mas caro
[2020:12:18-00:10:16]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00ReizerB: 14k ?
[2020:12:18-00:10:17]  (Local) -> (LOCAL)[3]|Z|BAZUCO[LP]: buena
[2020:12:18-00:10:17]  (Local) -> (LOCAL)[3]Arcangel: arcangel si sr
[2020:12:18-00:10:19]  (Global) -> OZM4ST3R: donde vamos
[2020:12:18-00:10:24]  (Local) -> (LOCAL)[2]2cbcapojuan: a ver si recupero la plata
[2020:12:18-00:10:26]  (Local) -> (LOCAL)[12][MZ]24k: Deme mis 4M
[2020:12:18-00:10:29]  (Local) -> (LOCAL)[3]RandyNotaLoca: papiarca
[2020:12:18-00:10:29]  (Global) -> KEDROSE: ah matyar el mas cercano
[2020:12:18-00:10:32]  (Local) -> (LOCAL)[12][MZ]24k: Del carro
[2020:12:18-00:10:33]  (Local) -> (LOCAL)[1]KEDROSE: upaaaaaaaaaaaa
[2020:12:18-00:10:34]  (Local) -> (LOCAL)[3]Arcangel: oe
[2020:12:18-00:10:34]  (Local) -> (LOCAL)[3]RandyNotaLoca: mrcash and carry
[2020:12:18-00:10:35]  (Local) -> (LOCAL)[12][AK]Nvxlss: son 3
[2020:12:18-00:10:36]  (Local) -> (LOCAL)[3]Arcangel: y q tal
[2020:12:18-00:10:37]  (Local) -> (LOCAL)[12][AK]Nvxlss: >:c
[2020:12:18-00:10:38]  (Local) -> (LOCAL)[12][MZ]24k: jaja pirobo
[2020:12:18-00:10:41]  (Global) -> [ak]jimenez: oe
[2020:12:18-00:10:41]  (Global) -> (CAPU)Arnulfo_Punketo: JUAN OTAKU
[2020:12:18-00:10:42]  (Local) -> (LOCAL)[3]Arcangel: si nos volvemos ya clan de criminales
[2020:12:18-00:10:42]  (Local) -> (LOCAL)[4]2cbcapojuan: 500k xd
[2020:12:18-00:10:44]  (Local) -> (LOCAL)[2]Sargento: q
[2020:12:18-00:10:44]  (Global) -> [ak]jimenez: que pasoo
[2020:12:18-00:10:44]  (Global) -> (CAPU)Arnulfo_Punketo: JUAN OTAKU
[2020:12:18-00:10:46]  (Local) -> (LOCAL)[2]Sargento: de q
[2020:12:18-00:10:47]  (Local) -> (LOCAL)[3]Arcangel: q hay mucho tombo
[2020:12:18-00:10:49]  (Local) -> (LOCAL)[3]RandyNotaLoca: sink
[2020:12:18-00:10:52]  (Global) -> ChupaCucas: t7
[2020:12:18-00:10:52]  (Local) -> (LOCAL)[3]RandyNotaLoca: vamo a sicariar
[2020:12:18-00:10:52]  (Global) -> (CAPU)Arnulfo_Punketo: JUAN OTAKU 
[2020:12:18-00:10:53]  (Global) -> [ak]jimenez: eme
[2020:12:18-00:10:53]  (Local) -> (LOCAL)[2]OZM4ST3R: papaya
[2020:12:18-00:10:53]  (Local) -> (LOCAL)[2]KEDROSE: veloooooooooooooooooooooooooooooooooooooooooooooo
[2020:12:18-00:10:55]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFEVG|~Orgalor~|: musho tombo
[2020:12:18-00:10:56]  (Local) -> (LOCAL)[2]Sargento: Francine
[2020:12:18-00:10:58]  (Local) -> (LOCAL)[3]Arcangel: vamo a sicariar
[2020:12:18-00:10:58]  (Local) -> (LOCAL)[2]Sargento: esto es rol
[2020:12:18-00:11:00]  (Global) -> [ak]jimenez: estoy con pabl0}
[2020:12:18-00:11:00]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFEVG|~Orgalor~|: clan evg
[2020:12:18-00:11:01]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FFFrancine98: aah perdon
[2020:12:18-00:11:03]  (Local) -> (LOCAL)[2]Sargento: Sueltenos
[2020:12:18-00:11:04]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFEVG|~Orgalor~|: q clan
[2020:12:18-00:11:04]  (Local) -> (LOCAL)[3]Arcangel: pero ojo se dejan agarrar
[2020:12:18-00:11:05]  (Local) -> (LOCAL)[12][AK]RUIZ: vamonos
[2020:12:18-00:11:07]  (Local) -> (LOCAL)[4]CAPU'Julian_SkiGg: dieron 200k
[2020:12:18-00:11:09]  (Local) -> (LOCAL)[4]CAPU'Julian_SkiGg: 20k
[2020:12:18-00:11:10]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#0064FFEVG|~Orgalor~|: y el nombre normal
[2020:12:18-00:11:12]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFEVG|~Orgalor~|: breve
[2020:12:18-00:11:13]  (Local) -> (LOCAL)[4]Arcangel: vamos por el job
[2020:12:18-00:11:15]  (Global) -> [ak]jimenez: francine es del rol
[2020:12:18-00:11:16]  (Global) -> OZM4ST3R: que paso
[2020:12:18-00:11:17]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFEVG|~Orgalor~|: aca
[2020:12:18-00:11:17]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FFFrancine98: no sabia parsero
[2020:12:18-00:11:18]  (Global) -> KEDROSE: thay que
[2020:12:18-00:11:18]  (Global) -> OZM4ST3R: socio
[2020:12:18-00:11:21]  (Local) -> (LOCAL)[5]Arcangel: no
[2020:12:18-00:11:21]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FFFrancine98: chao
[2020:12:18-00:11:22]  (Local) -> (LOCAL)[2]Sargento: HAGALE PA
[2020:12:18-00:11:22]  (Global) -> [MZ]24k: LLANERITO
[2020:12:18-00:11:22]  (Global) -> KEDROSE: jajdajd
[2020:12:18-00:11:23]  (Local) -> (LOCAL)[5]Arcangel: el de drift
[2020:12:18-00:11:24]  (Local) -> (LOCAL)[2]Sargento: Chao
[2020:12:18-00:11:25]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#FF5C00Llanerito: al blindado
[2020:12:18-00:11:25]  (Local) -> (LOCAL)[5]Arcangel: ese nos da nitro
[2020:12:18-00:11:26]  (Local) -> (LOCAL)[5]Arcangel: :3
[2020:12:18-00:11:27]  (Global) -> OZM4ST3R: usted me mato chinga
[2020:12:18-00:11:28]  (Local) -> (LOCAL)[5]RandyNotaLoca: drift drift drift
[2020:12:18-00:11:28]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#FF5C00Llanerito: patron
[2020:12:18-00:11:29]  (Global) -> OZM4ST3R: mancho
[2020:12:18-00:11:30]  (Local) -> (LOCAL)[12][MZ]24k: Saquelo
[2020:12:18-00:11:30]  (Local) -> (LOCAL)[12]|DJ|(BGW)CHOCORRAMOCAMILOP: guardelo
[2020:12:18-00:11:33]  (Global) -> KEDROSE: mano quitese el modo pasivo
[2020:12:18-00:11:34]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFEVG|~Orgalor~|: no da plata
[2020:12:18-00:11:35]  (Local) -> (LOCAL)[12]|DJ|(BGW)CHOCORRAMOCAMILOP: guardelo
[2020:12:18-00:11:35]  (Global) -> Sancocho-Kun: sid
[2020:12:18-00:11:38]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFEVG|~Orgalor~|: si mataamos
[2020:12:18-00:11:40]  (Global) -> OZM4ST3R: ya soo
[2020:12:18-00:11:40]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFEVG|~Orgalor~|: a tombos
[2020:12:18-00:11:44]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFEVG|~Orgalor~|: :-.
[2020:12:18-00:11:45]  (Local) -> (LOCAL)[1]2cbcapojuan: me esta quemando
[2020:12:18-00:11:45]  (Global) -> Antonio: hola
[2020:12:18-00:11:47]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFEVG|~Orgalor~|: mejor
[2020:12:18-00:11:48]  (Local) -> (LOCAL)[3]Arcangel: ya no da plata
[2020:12:18-00:11:49]  (Global) -> Antonio: donde compro carros
[2020:12:18-00:11:49]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFEVG|~Orgalor~|: el de criminal
[2020:12:18-00:11:49]  (Local) -> (LOCAL)[1]2cbcapojuan: xd
[2020:12:18-00:11:52]  (Local) -> (LOCAL)[4]Arcangel: por matar tombos
[2020:12:18-00:11:54]  (Local) -> (LOCAL)[11]CapitanFear: tierra tierra
[2020:12:18-00:11:57]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF5C00Llanerito: vamos por tierra
[2020:12:18-00:12:04]  (Local) -> (LOCAL)[7]COMANDANTEEE: vamos
[2020:12:18-00:12:06]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF0000EVG|~Orgalor~|: lleveme
[2020:12:18-00:12:06]  (Local) -> (LOCAL)[8]Arcangel: >:)
[2020:12:18-00:12:10]  (Global) -> Sancocho-Kun: Antonio en el mapa aparecen unos carritos azules puedes ir ahi y comprar carros
[2020:12:18-00:12:10]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF0000EVG|~Orgalor~|: por el otro
[2020:12:18-00:12:12]  (Local) -> (LOCAL)[5]Antonio: pana
[2020:12:18-00:12:13]  (Local) -> (LOCAL)[5]RandyNotaLoca: >:(
[2020:12:18-00:12:15]  (Local) -> (LOCAL)[5]Antonio: donde compro carris
[2020:12:18-00:12:16]  (Local) -> (LOCAL)[12]|DJ|(BGW)CHOCORRAMOCAMILOP: na
[2020:12:18-00:12:17]  (Local) -> (LOCAL)[9]CapitanFear: pues yo lo sigo
[2020:12:18-00:12:17]  (Local) -> (LOCAL)[1]KEDROSE: velod
[2020:12:18-00:12:22]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000EVG|~Orgalor~|: por eld e criminalk
[2020:12:18-00:12:23]  (Local) -> (LOCAL)[9]COMANDANTEEE: suvan
[2020:12:18-00:12:26]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00Llanerito: patron
[2020:12:18-00:12:27]  (Global) -> El_Pelado: qie pana'
[2020:12:18-00:12:27]  (Global) -> KEDROSE: velooooo
[2020:12:18-00:12:28]  (Local) -> (LOCAL)[2]2cbcapojuan: como recupero mi plata rrapido??
[2020:12:18-00:12:32]  (Team - Fuerzas Armadas) -> (TEAM)Sargento: Vuelva
