This file was generated by Console at 2020:12:22-00:00:02



[2020:12:22-00:00:02]  (Global) -> |MZ|Omar: JOKEEEEEEERRRRRRRR
[2020:12:22-00:06:13]  (Local) -> (LOCAL)[1]Kp~Diego: ese mk mas lagger
[2020:12:22-00:06:14]  (Global) -> EnchantedDove95: bien mija
[2020:12:22-00:06:20]  (Local) -> (LOCAL)[1]^Tay'Zhou^: uy si
[2020:12:22-00:06:20]  (Local) -> (LOCAL)[2]EnchantedDove95: bien
[2020:12:22-00:06:24]  (Local) -> (LOCAL)[1]PATRON: jimenez
[2020:12:22-00:06:29]  (Local) -> (LOCAL)[2]EnchantedDove95: y vos?
[2020:12:22-00:06:32]  (Local) -> (LOCAL)[2]jangelnick: sisi
[2020:12:22-00:06:44]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: me alegro
[2020:12:22-00:06:47]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: ustedes son amigos
[2020:12:22-00:06:49]  (Local) -> (LOCAL)[3]2cb-Bellaqueohpt: patron vamos a hacer rol hoy
[2020:12:22-00:06:49]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: de Juan?
[2020:12:22-00:06:50]  (Local) -> (LOCAL)[1]GohanStark!~: xd
[2020:12:22-00:06:50]  (Local) -> (LOCAL)[2]EnchantedDove95: bueno me voy
[2020:12:22-00:06:55]  (Local) -> (LOCAL)[2]jangelnick: sho si
[2020:12:22-00:06:58]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: Melo
[2020:12:22-00:06:59]  (Local) -> (LOCAL)[1]2cb'sofii: se bugeo
[2020:12:22-00:07:03]  (Local) -> (LOCAL)[2]jangelnick: sisi
[2020:12:22-00:07:04]  (Local) -> (LOCAL)[1]Joker.: oe
[2020:12:22-00:07:04]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: Quiere ser parte una gang?
[2020:12:22-00:07:07]  (Local) -> (LOCAL)[2]^Tay'Zhou^: tengo lag
[2020:12:22-00:07:07]  (Local) -> (LOCAL)[1]Joker.: metala en 10k
[2020:12:22-00:07:19]  (Local) -> (LOCAL)[2]jangelnick: puesss no se
[2020:12:22-00:07:24]  (Local) -> (LOCAL)[3]2cb-Bellaqueohpt: patron abrita me toca rezar la novena
[2020:12:22-00:07:27]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: #FC33F4 CARRERA POR CHILLIAD PREMIO 500k. PIDAN TP PARA EL EVENTO
[2020:12:22-00:07:32]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: Bueno
[2020:12:22-00:07:32]  (Global) -> Braulio: luni qn es el mas baxatero
[2020:12:22-00:07:35]  (Local) -> (LOCAL)[1][EVG]BOMBITA: ya
[2020:12:22-00:07:42]  (Local) -> (LOCAL)[2]jangelnick: que marca es esa moto'
[2020:12:22-00:07:43]  (Global) -> JUAN-AA: jajsjajsjasjaj
[2020:12:22-00:07:46]  (Local) -> (LOCAL)[1]Joker.: bno
[2020:12:22-00:07:47]  (Local) -> (LOCAL)[5]2cb-Bellaqueohpt: como en 30 minutos
[2020:12:22-00:07:47]  (Local) -> (LOCAL)[3]CAPU|~Orion~|: ngr
[2020:12:22-00:07:49]  (Global) -> |DJ|(BGW)CHOCORRAMOCAMILOP: #18975c los que quieren roleat lleguen a el hospital central con pabl0escobar 
[2020:12:22-00:07:52]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: Si tenes los mods activados?
[2020:12:22-00:07:54]  (Local) -> (LOCAL)[2]jangelnick: a ok gracias
[2020:12:22-00:07:54]  (Local) -> (LOCAL)[2]Braulio: como la guaracha
[2020:12:22-00:07:57]  (Global) -> |DJ|(BGW)CHOCORRAMOCAMILOP: #18975c los que quieren roleat lleguen a el hospital central con pabl0escobar 
[2020:12:22-00:07:58]  (Global) -> 2cb'DrStrange: algo externo
[2020:12:22-00:07:58]  (Local) -> (LOCAL)[2]Braulio: que huye y vuelve con 3
[2020:12:22-00:08:00]  (Local) -> (LOCAL)[2]2cb'Jolyne: jajaja
[2020:12:22-00:08:01]  (Local) -> (LOCAL)[4]Drake: buenas patron
[2020:12:22-00:08:03]  (Local) -> (LOCAL)[2]2cb'Jolyne: sisas
[2020:12:22-00:08:03]  (Local) -> (LOCAL)[2]Braulio: juajaja
[2020:12:22-00:08:04]  (Local) -> (LOCAL)[1][EVG]BOMBITA: la moto
[2020:12:22-00:08:06]  (Local) -> (LOCAL)[2]2cb'Jolyne: meros simps
[2020:12:22-00:08:07]  (Local) -> (LOCAL)[6]2cb-Bellaqueohpt: pues patron ya la voy ahacer me demoro 15 minutos espereme
[2020:12:22-00:08:07]  (Local) -> (LOCAL)[6]Drake: como le va
[2020:12:22-00:08:11]  (Local) -> (LOCAL)[6]2cb-Bellaqueohpt: pues patron ya la voy ahacer me demoro 15 minutos espereme
[2020:12:22-00:08:12]  (Local) -> (LOCAL)[1]Joker.: pille
[2020:12:22-00:08:13]  (Local) -> (LOCAL)[1]Kp~Diego: no quiere coger
[2020:12:22-00:08:15]  (Local) -> (LOCAL)[7]Drake: aqui estamos para cuidarlo
[2020:12:22-00:08:23]  (Global) -> [CAPU]DJ-NICO-PRESTIGE: como es el comando para sacar el caldero ???
[2020:12:22-00:08:27]  (Global) -> 2cb'DrStrange: algo externo
[2020:12:22-00:08:28]  (Local) -> (LOCAL)[1]Joker.: mande un correo a yaper@cvr.com XD
[2020:12:22-00:08:28]  (Local) -> (LOCAL)[3]Braulio: ste es mi pedazo
[2020:12:22-00:08:31]  (Local) -> (LOCAL)[3]Braulio: pa vender ceviche
[2020:12:22-00:08:33]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: #FC33F4 EL PRIMERO EN SUBIR A CHILLIAD Y BAJAR A LA ZONA VERDE SIN SALTAR CAMINO GANA
[2020:12:22-00:08:34]  (Local) -> (LOCAL)[6]2cbRagnarok: digamw
[2020:12:22-00:08:36]  (Local) -> (LOCAL)[3]2cbEl_Marra69: jajaja
[2020:12:22-00:08:36]  (Local) -> (LOCAL)[3]Braulio: no asektp competensia
[2020:12:22-00:08:40]  (Local) -> (LOCAL)[2]Juan: lavidaeslocapami
[2020:12:22-00:08:40]  (Local) -> (LOCAL)[1][EVG]BOMBITA: ay ñero porte seriedad
[2020:12:22-00:08:42]  (Global) -> EnchantedDove95: perdon
[2020:12:22-00:08:44]  (Local) -> (LOCAL)[1]Jot4z??: VENGA
[2020:12:22-00:08:54]  (Local) -> (LOCAL)[6]2cbRagnarok: rollear
[2020:12:22-00:08:54]  (Local) -> (LOCAL)[3]Juan: aaaaaaaaaaaaaaaaaaaaaaa gonorrea spotify con sus anuncios
[2020:12:22-00:08:58]  (Local) -> (LOCAL)[3]^Tay'Zhou^: ojala
[2020:12:22-00:09:00]  (Local) -> (LOCAL)[7]2cbRagnarok: no no
[2020:12:22-00:09:03]  (Global) -> |MZ|Omar: ey como cambio los controles?
[2020:12:22-00:09:03]  (Local) -> (LOCAL)[1]^Tay'Zhou^: no lleguen con chaleco
[2020:12:22-00:09:05]  (Local) -> (LOCAL)[2]2cb'~#[F]abius^MP5: jja
[2020:12:22-00:09:05]  (Local) -> (LOCAL)[8]2cbRagnarok: he estado de su parte
[2020:12:22-00:09:07]  (Local) -> (LOCAL)[3]2cb'Jolyne: gogogogoog
[2020:12:22-00:09:07]  (Local) -> (LOCAL)[1]^Tay'Zhou^: pq nos funan
[2020:12:22-00:09:07]  (Local) -> (LOCAL)[3]Braulio: a mi me gustan los anuncios de spotify
[2020:12:22-00:09:08]  (Local) -> (LOCAL)[1]Kp~Diego: hh
[2020:12:22-00:09:09]  (Local) -> (LOCAL)[1]Joker.: ahi ta
[2020:12:22-00:09:11]  (Local) -> (LOCAL)[3]Juan: no sr
[2020:12:22-00:09:12]  (Local) -> (LOCAL)[1]^Tay'Zhou^: ya
[2020:12:22-00:09:12]  (Local) -> (LOCAL)[2]2cb'Razzork: llego con respw
[2020:12:22-00:09:13]  (Local) -> (LOCAL)[8]2cbRagnarok: de la esquina
[2020:12:22-00:09:13]  (Local) -> (LOCAL)[3]Juan: una mierda
[2020:12:22-00:09:15]  (Local) -> (LOCAL)[1]^Tay'Zhou^: vamonos
[2020:12:22-00:09:15]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: #FC33F4 EL PRIMERO EN SUBIR A CHILLIAD Y BAJARPOR EL CAMINO SIN SALTAR RECORRIDO GANA
[2020:12:22-00:09:18]  (Global) -> |EVG|Soltec: cual caldero [CAPU]DJ-NICO-PRESTIGE[MP]?
[2020:12:22-00:09:18]  (Local) -> (LOCAL)[3]Juan: la del Xbox Series x
[2020:12:22-00:09:25]  (Local) -> (LOCAL)[3]Juan: la del felis nabida
[2020:12:22-00:09:32]  (Local) -> (LOCAL)[1]2cb'~#[F]abius^MP5: mk
[2020:12:22-00:09:33]  (Local) -> (LOCAL)[8]2cb-Bellaqueohpt: deje rolear
[2020:12:22-00:09:34]  (Local) -> (LOCAL)[0]Joker.: ole bombita
[2020:12:22-00:09:35]  (Local) -> (LOCAL)[1]2cb'~#[F]abius^MP5: las de abajo nooo
[2020:12:22-00:09:36]  (Local) -> (LOCAL)[3]Juan: la de la pleilist d sebastian yatra
[2020:12:22-00:09:36]  (Local) -> (LOCAL)[3]2cb'Jolyne: caigamosles abajo
[2020:12:22-00:09:37]  (Global) -> Joker.: ole bombita
[2020:12:22-00:09:38]  (Local) -> (LOCAL)[3]Juan: unas gonorreas
[2020:12:22-00:09:43]  (Global) -> rocho: ������
[2020:12:22-00:09:44]  (Local) -> (LOCAL)[4]2cb'Jolyne: asi tal cual
[2020:12:22-00:09:44]  (Local) -> (LOCAL)[1]2cb'~#[F]abius^MP5: ah ya
[2020:12:22-00:09:45]  (Global) -> |MZ|Omar: joker aja ya?
[2020:12:22-00:09:46]  (Local) -> (LOCAL)[7][GTF]Guztafa: Ah, estaban roleando?
[2020:12:22-00:09:49]  (Local) -> (LOCAL)[1]2cb'~#[F]abius^MP5: ojo
[2020:12:22-00:09:51]  (Global) -> Joker.: ya va
[2020:12:22-00:09:51]  (Local) -> (LOCAL)[7]Drake: esa gonorrea me dio por la espalda
[2020:12:22-00:09:52]  (Local) -> (LOCAL)[1]|Gualdronsito|: quedate
[2020:12:22-00:09:53]  (Local) -> (LOCAL)[1]Kp~Diego: no fueron mas arriba xdddd mucho miedo
[2020:12:22-00:09:55]  (Local) -> (LOCAL)[7]Drake: cobarde
[2020:12:22-00:09:57]  (Global) -> Joker.: ole bombita espere
[2020:12:22-00:09:58]  (Local) -> (LOCAL)[1][Z]Ownlyx: epa
[2020:12:22-00:09:58]  (Local) -> (LOCAL)[1]^Tay'Zhou^: xd
[2020:12:22-00:10:06]  (Local) -> (LOCAL)[1][MZ]JuanDa: cual es tu joda mk
[2020:12:22-00:10:06]  (Local) -> (LOCAL)[1]2cb'~#[F]abius^MP5: vamo
[2020:12:22-00:10:06]  (Local) -> (LOCAL)[6]2cb-Bellaqueohpt: DEJEME CHOCORRAMO
[2020:12:22-00:10:07]  (Global) -> rocho: ������
[2020:12:22-00:10:08]  (Local) -> (LOCAL)[6][GTF]Guztafa: Drake, necesito comer pai
[2020:12:22-00:10:08]  (Global) -> GT|~PABLO: [CAPU]DJ-NICO-PRESTIGE /sancocho o no es ese?
[2020:12:22-00:10:12]  (Local) -> (LOCAL)[5]Juan: q gonorrea mas rata
[2020:12:22-00:10:13]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00Llanerito: la mayoria anda en turfs
[2020:12:22-00:10:13]  (Local) -> (LOCAL)[6]Drake: soltame mk
[2020:12:22-00:10:20]  (Local) -> (LOCAL)[6]Drake: que yo stoy roleando
[2020:12:22-00:10:21]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00Llanerito: espera recoencto xde
[2020:12:22-00:10:21]  (Local) -> (LOCAL)[6]2cb-Bellaqueohpt: DEJE ROLEAER
[2020:12:22-00:10:23]  (Local) -> (LOCAL)[3]Braulio: toca bajar reinas
[2020:12:22-00:10:25]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: dale
[2020:12:22-00:10:31]  (Local) -> (LOCAL)[2]2cb'~#[F]abius^MP5: q despiadado
[2020:12:22-00:10:31]  (Local) -> (LOCAL)[3]2cb'Jolyne: le tome screen pa hacer meme jajajajjaja
[2020:12:22-00:10:32]  (Local) -> (LOCAL)[6]Drake: gracias
[2020:12:22-00:10:33]  (Global) -> [CAPU]DJ-NICO-PRESTIGE: pablo como es por el bandito
[2020:12:22-00:10:33]  (Global) -> Joker.: omar
[2020:12:22-00:10:37]  (Global) -> Joker.: ahora si
[2020:12:22-00:10:39]  (Local) -> (LOCAL)[1]2cb'Razzork: vamo
[2020:12:22-00:10:44]  (Global) -> |MZ|Omar: donde estas?
[2020:12:22-00:10:47]  (Local) -> (LOCAL)[3]Juan: momazosYolain
[2020:12:22-00:10:54]  (Global) -> Joker.: tienda de carros caros
[2020:12:22-00:10:56]  (Local) -> (LOCAL)[3]Raiden527: /resign
[2020:12:22-00:10:57]  (Global) -> #7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: Bueno ahora si carrerita o l
[2020:12:22-00:10:58]  (Local) -> (LOCAL)[8]2cb-Bellaqueohpt: suelteme
[2020:12:22-00:11:00]  (Global) -> |MZ|Omar: voy
[2020:12:22-00:11:01]  (Global) -> #7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: o k
[2020:12:22-00:11:04]  (Local) -> (LOCAL)[3]Juan: salgodelotelmacomosinada
[2020:12:22-00:11:05]  (Global) -> Joker.: r
[2020:12:22-00:11:05]  (Local) -> (LOCAL)[7]2cb-Bellaqueohpt: deje rolear
[2020:12:22-00:11:07]  (Global) -> EnchantedDove95: yaaa
[2020:12:22-00:11:09]  (Global) -> |EVG|Soltec: si sr
[2020:12:22-00:11:11]  (Local) -> (LOCAL)[8]2cbRagnarok: no patron tranqui
[2020:12:22-00:11:17]  (Global) -> [CAPU]DJ-NICO-PRESTIGE: pablo como es por el bandito
[2020:12:22-00:11:20]  (Global) -> EnchantedDove95: que paso?
[2020:12:22-00:11:30]  (Global) -> GT|~PABLO: No se vende
[2020:12:22-00:11:31]  (Local) -> (LOCAL)[1][EVG]Arison45: bobo
[2020:12:22-00:11:33]  (Global) -> Drake: soltame
[2020:12:22-00:11:51]  (Local) -> (LOCAL)[2]2cb'~#[F]abius^MP5: wao
[2020:12:22-00:11:52]  (Local) -> (LOCAL)[11][EVG]BOMBITA: ola
[2020:12:22-00:11:57]  ([Msg] de XhnGuaracha para #00ECFFGT|~PABLO: nos llegas a turf pa ayudar?) -> nil
[2020:12:22-00:12:04]  ([Msg] de XhnGuaracha para #00ECFFGT|~PABLO: somos muy poquis) -> nil
[2020:12:22-00:12:11]  (Local) -> (LOCAL)[8]Drake: por que lo defiende
[2020:12:22-00:12:23]  (Local) -> (LOCAL)[1]^Tay'Zhou^: Tengo un hpta lag
[2020:12:22-00:12:25]  (Local) -> (LOCAL)[2]2cbEl_Marra69: idiota ud
[2020:12:22-00:12:26]  (Global) -> Nicroman: recogeme
[2020:12:22-00:12:30]  (Local) -> (LOCAL)[1]CAPU|~Orion~|: ya=
[2020:12:22-00:12:30]  (Local) -> (LOCAL)[1]2cb'~#[F]abius^MP5: muy demalas
[2020:12:22-00:12:31]  (Local) -> (LOCAL)[1]CAPU|~Orion~|: ?
[2020:12:22-00:12:32]  (Global) -> |MZ|Omar: ddddd
[2020:12:22-00:12:33]  (Global) -> Drake: que hijueputa canson
[2020:12:22-00:12:52]  ([Msg] de #00ECFFGT|~PABLO para XhnGuaracha: Pero que no me maten lo zetas jajaja) -> nil
[2020:12:22-00:12:53]  (Local) -> (LOCAL)[2]2cb'~#[F]abius^MP5: cuando quieras ayudas
[2020:12:22-00:12:53]  (Local) -> (LOCAL)[1]Juan: BRO MANDAMELA DE NUEVO
[2020:12:22-00:12:55]  (Local) -> (LOCAL)[2]2cb'~#[F]abius^MP5: walter hpp
[2020:12:22-00:13:07]  (Local) -> (LOCAL)[2]^Tay'Zhou^: xdd
[2020:12:22-00:13:09]  (Local) -> (LOCAL)[1]|MZ|Omar: habla joker
[2020:12:22-00:13:10]  (Local) -> (LOCAL)[2]^Tay'Zhou^: estaba arriba
[2020:12:22-00:13:11]  (Local) -> (LOCAL)[1]2cb~#Fear: estoy en trenes
[2020:12:22-00:13:13]  (Local) -> (LOCAL)[2]^Tay'Zhou^: cuando bajo
[2020:12:22-00:13:18]  (Local) -> (LOCAL)[5]2cb'~#[F]abius^MP5: no quiero q me baje chaleco
[2020:12:22-00:13:18]  (Local) -> (LOCAL)[1]Joker.: es esta pai
[2020:12:22-00:13:24]  (Local) -> (LOCAL)[1]^Tay'Zhou^: pq
[2020:12:22-00:13:25]  (Local) -> (LOCAL)[1]2cb'~#[F]abius^MP5: se acabo el vip
[2020:12:22-00:13:26]  (Local) -> (LOCAL)[1]|MZ|Omar: hermosa
[2020:12:22-00:13:27]  (Local) -> (LOCAL)[1]CAPU|~Orion~|: yA
[2020:12:22-00:13:29]  (Local) -> (LOCAL)[1]|MZ|Omar: a como la vendes?
[2020:12:22-00:13:30]  (Local) -> (LOCAL)[1]Joker.: sisas
[2020:12:22-00:13:31]  (Local) -> (LOCAL)[1]Juan: ok
[2020:12:22-00:13:32]  (Local) -> (LOCAL)[1]2cb'~#[F]abius^MP5: jaja
[2020:12:22-00:13:32]  (Local) -> (LOCAL)[1]^Tay'Zhou^: llorelo
[2020:12:22-00:13:33]  (Local) -> (LOCAL)[1]Joker.: cuanto ofrece
[2020:12:22-00:13:34]  (Local) -> (LOCAL)[1]CAPU|~Orion~|: Mire a ver
[2020:12:22-00:13:38]  (Local) -> (LOCAL)[1]Juan: PERDON
[2020:12:22-00:13:39]  (Local) -> (LOCAL)[3]2cb'~#[F]abius^MP5: /cry
[2020:12:22-00:13:40]  (Local) -> (LOCAL)[9]ISMAELITO: ese es mi carro
[2020:12:22-00:13:42]  (Local) -> (LOCAL)[1]|MZ|Omar: ahora mismo tengo 800k en mano
[2020:12:22-00:13:47]  (Local) -> (LOCAL)[1]|MZ|Omar: en el banco*
[2020:12:22-00:13:48]  (Local) -> (LOCAL)[1]Joker.: de una
[2020:12:22-00:13:50]  (Local) -> (LOCAL)[1]Juan: noooooooo
[2020:12:22-00:13:52]  (Local) -> (LOCAL)[1]|MZ|Omar: de una
[2020:12:22-00:13:54]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: esperamos un tal o que
[2020:12:22-00:13:55]  (Local) -> (LOCAL)[1]|MZ|Omar: espera los saco
[2020:12:22-00:13:56]  (Local) -> (LOCAL)[1]Juan: NOOO PLS PLS
[2020:12:22-00:13:57]  (Local) -> (LOCAL)[1]2cb~#Fear: epa
[2020:12:22-00:13:57]  (Local) -> (LOCAL)[1]Joker.: espereme 2 minutos que tengo que salir
[2020:12:22-00:14:04]  (Local) -> (LOCAL)[1]|MZ|Omar: dale
[2020:12:22-00:14:06]  (Global) -> Drake: ey nea
[2020:12:22-00:14:07]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00Llanerito: pues si
[2020:12:22-00:14:07]  (Local) -> (LOCAL)[1]Joker.: epa, vaya sacando
[2020:12:22-00:14:07]  (Local) -> (LOCAL)[1]CAPU|~Orion~|: es una estrella sale en 50
[2020:12:22-00:14:08]  (Local) -> (LOCAL)[1]Juan: me tienen aburrido ya
[2020:12:22-00:14:10]  (Local) -> (LOCAL)[1]CAPU|~Orion~|: xd
[2020:12:22-00:14:10]  (Local) -> (LOCAL)[9]2cb-Bellaqueohpt: no arreste en el rol
[2020:12:22-00:14:12]  (Local) -> (LOCAL)[1]2cb~#Fear: xdd
[2020:12:22-00:14:12]  (Local) -> (LOCAL)[1]Juan: solo matan cuando son mas
[2020:12:22-00:14:14]  (Local) -> (LOCAL)[8]Drake: ese mk ahora estaba matando
[2020:12:22-00:14:14]  ([Msg] de #00ECFFGT|~PABLO para XhnGuaracha: ya caigo) -> nil
[2020:12:22-00:14:19]  (Local) -> (LOCAL)[1]Juan: mil?
[2020:12:22-00:14:19]  (Local) -> (LOCAL)[7]Drake: por eso es que lo cojo
[2020:12:22-00:14:25]  (Local) -> (LOCAL)[7]^Tay'Zhou^: na
[2020:12:22-00:14:26]  (Local) -> (LOCAL)[8]^Tay'Zhou^: ese hpta
[2020:12:22-00:14:31]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: uy q
[2020:12:22-00:14:33]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: ahi tendra tiempo para mirar el f2 xd
[2020:12:22-00:14:33]  (Global) -> [Kp]~>#[S]p^cem: Esos poderes de teletransportación Skippers
[2020:12:22-00:14:39]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00Llanerito: ya viste los moster
[2020:12:22-00:14:40]  (Global) -> JUAN-AA: xd
[2020:12:22-00:14:42]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: si
[2020:12:22-00:14:46]  (Global) -> Kp-[C]ogoying: ajjaja alto lag
[2020:12:22-00:14:48]  (Local) -> (LOCAL)[2]Braulio: E SOSIO ME METIO UN BALAXO
[2020:12:22-00:14:51]  (Local) -> (LOCAL)[1]2cb'Jolyne: uy socio
[2020:12:22-00:14:56]  (Local) -> (LOCAL)[1]2cb'Jolyne: 4 secos y nada????????
[2020:12:22-00:14:56]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: esas motos porq estaban voldando jajaa
[2020:12:22-00:14:57]  (Local) -> (LOCAL)[1]JUAN-AA: a
[2020:12:22-00:14:57]  (Local) -> (LOCAL)[2]Juan: qn me pego es
[2020:12:22-00:14:58]  (Global) -> rocho: ������
[2020:12:22-00:14:59]  (Local) -> (LOCAL)[2]Juan: eso
[2020:12:22-00:15:02]  (Local) -> (LOCAL)[2]Juan: pirobos Kp
[2020:12:22-00:15:03]  (Local) -> (LOCAL)[4]^Tay'Zhou^: na gas
[2020:12:22-00:15:05]  (Local) -> (LOCAL)[4]^Tay'Zhou^: este ping
[2020:12:22-00:15:05]  (Local) -> (LOCAL)[2]2cb~#Fear: nose
[2020:12:22-00:15:05]  (Global) -> Drake: bellaqueo
[2020:12:22-00:15:10]  (Global) -> JUAN-AA: jolyne sos mis macros
[2020:12:22-00:15:12]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: yo turfeo con ese ping xde
[2020:12:22-00:15:12]  (Local) -> (LOCAL)[3][Kp]~>#[S]p^cem: quedese 1
[2020:12:22-00:15:16]  (Global) -> Joker.: omar
[2020:12:22-00:15:17]  (Local) -> (LOCAL)[2]^Tay'Zhou^: banco
[2020:12:22-00:15:24]  (Global) -> [Z]Ownlyx: llanero
[2020:12:22-00:15:26]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: 130
[2020:12:22-00:15:27]  (Global) -> [Z]Ownlyx: me hiciste venir
[2020:12:22-00:15:28]  (Local) -> (LOCAL)[5]^Tay'Zhou^: banco
[2020:12:22-00:15:30]  (Global) -> rocho: ������
[2020:12:22-00:15:31]  (Local) -> (LOCAL)[3]^Tay'Zhou^: rapidoo
[2020:12:22-00:15:32]  (Global) -> |MZ|Omar: dime
[2020:12:22-00:15:34]  (Local) -> (LOCAL)[2]^Tay'Zhou^: aa
[2020:12:22-00:15:36]  (Local) -> (LOCAL)[2]^Tay'Zhou^: xddd
[2020:12:22-00:15:38]  (Global) -> Joker.: listo pa
[2020:12:22-00:15:39]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: voy hacer un evnto ownlyx
[2020:12:22-00:15:39]  (Local) -> (LOCAL)[2]Kp~Diego: yo me quedo
[2020:12:22-00:15:41]  (Local) -> (LOCAL)[1]2cb~#Fear: metas
[2020:12:22-00:15:43]  (Global) -> |MZ|Omar: ven a buscarme me robaronn la moto 
[2020:12:22-00:15:45]  (Local) -> (LOCAL)[1]2cb~#Fear: estan franqueando
[2020:12:22-00:15:51]  (Global) -> Joker.: donde anda
[2020:12:22-00:15:51]  (Global) -> JUAN-AA: Llanerito muchas gracias por ayudar
[2020:12:22-00:15:52]  (Local) -> (LOCAL)[1]Juan: XD
[2020:12:22-00:15:52]  (Local) -> (LOCAL)[1]2cb'~#[F]abius^MP5: banco
[2020:12:22-00:15:54]  (Local) -> (LOCAL)[1]Juan: son los kp
[2020:12:22-00:15:55]  (Global) -> [MZ]JuanDa: NADO DE AFAN BB
[2020:12:22-00:15:56]  (Local) -> (LOCAL)[1]Juan: pirobo
[2020:12:22-00:15:58]  (Local) -> (LOCAL)[1]Juan: pirobos
[2020:12:22-00:15:59]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: yo cogi la mitad pa
[2020:12:22-00:15:59]  (Local) -> (LOCAL)[1]2cb~#Fear: a lo bien
[2020:12:22-00:16:03]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito:  de esas turfs
[2020:12:22-00:16:05]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: <3
[2020:12:22-00:16:06]  (Local) -> (LOCAL)[7]2cb-Bellaqueohpt: pues patron ya la voy ahacer me demoro 15 minutos espereme
[2020:12:22-00:16:07]  (Global) -> |MZ|Omar: solo salga del consesionario
[2020:12:22-00:16:08]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: xd
[2020:12:22-00:16:12]  (Global) -> JUAN-AA: </3
[2020:12:22-00:16:19]  (Local) -> (LOCAL)[1]Rompeqkas: ofuicial
[2020:12:22-00:16:19]  (Local) -> (LOCAL)[1]2cbEl_Marra69: :)
[2020:12:22-00:16:19]  (Global) -> |MZ|Omar: si siga recto como si fuera pal banco
[2020:12:22-00:16:20]  (Local) -> (LOCAL)[1]CAPU|~Orion~|: lo llevo?
[2020:12:22-00:16:23]  ([Msg] de #00ECFFGT|~PABLO para XhnGuaracha: En que parte de Sf estas?) -> nil
[2020:12:22-00:16:24]  (Local) -> (LOCAL)[1]Rompeqkas: por favor
[2020:12:22-00:16:24]  (Local) -> (LOCAL)[1]PATRON: mk hable
[2020:12:22-00:16:27]  (Local) -> (LOCAL)[1]CAPU|~Orion~|: camine
[2020:12:22-00:16:36]  (Local) -> (LOCAL)[1]Rompeqkas: al hospital ñero
[2020:12:22-00:16:38]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: al
[2020:12:22-00:16:40]  (Local) -> (LOCAL)[4]2cb'~#[F]abius^MP5: casi no la contas :v
[2020:12:22-00:16:44]  (Local) -> (LOCAL)[2]Kp~Diego: curese pa
[2020:12:22-00:16:45]  (Local) -> (LOCAL)[4]^Tay'Zhou^: tengo lag
[2020:12:22-00:16:47]  (Global) -> #7F7F7F|CVR|#FF5C00_SEMDS_: ey
[2020:12:22-00:16:48]  (Local) -> (LOCAL)[3]^Tay'Zhou^: aunque
[2020:12:22-00:16:49]  (Local) -> (LOCAL)[1]Braulio: oh no
[2020:12:22-00:16:52]  (Local) -> (LOCAL)[1]Rompeqkas: al que queda por la via al grove
[2020:12:22-00:16:53]  (Local) -> (LOCAL)[5]^Tay'Zhou^: el ping esta bueno
[2020:12:22-00:16:53]  (Global) -> #7F7F7F|CVR|#FF5C00_SEMDS_: cual es el login de ricardog
[2020:12:22-00:16:55]  (Local) -> (LOCAL)[1]Joker.: ya tiene la plata encima o que
[2020:12:22-00:16:56]  (Local) -> (LOCAL)[1]CAPU|~Orion~|: breve
