This file was generated by Console at 2020:10:28-00:00:02



[2020:10:28-00:00:02]  (Local) -> (LOCAL)[4]C4rtex: veni
[2020:10:28-00:07:49]  (Local) -> (LOCAL)[1]loco: nose arregla el carro
[2020:10:28-00:07:49]  (Local) -> (LOCAL)[2]2cb'Escobar: SILES ALACANZA
[2020:10:28-00:07:53]  (Global) -> -|CTL|-DrStrange: PEGAMEEEE TU VICIIOOOOOOO
[2020:10:28-00:07:53]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Khausu: qn gano
[2020:10:28-00:07:53]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Catalina420: pegame tu viciioo
[2020:10:28-00:07:54]  (Global) -> .: gané yo
[2020:10:28-00:07:54]  (Local) -> (LOCAL)[4]Raimundo: Clasicaso pa
[2020:10:28-00:07:56]  (Local) -> (LOCAL)[4]C4rtex: es que sdiempre es lo mejor
[2020:10:28-00:07:57]  (Global) -> -|CTL|-DrStrange: AY
[2020:10:28-00:07:58]  (Local) -> (LOCAL)[2]-|CTL|-ChayanDavid: lo que hay es plata
[2020:10:28-00:07:59]  (Phone:SMS) -> From Juanka | To: ElWuitri | Message: hola wuitri soy el pobre dead te rotas 10 lukitas
[2020:10:28-00:08:01]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Khausu: bno te regalo 5 palos
[2020:10:28-00:08:03]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Catalina420: woooooooooooo
[2020:10:28-00:08:03]  (Local) -> (LOCAL)[1]FabiusxTMW: vayase pri
[2020:10:28-00:08:04]  (Global) -> 2cb'dilan: aaaaa
[2020:10:28-00:08:04]  (Local) -> (LOCAL)[2]-|CTL|-ChayanDavid: cuanto
[2020:10:28-00:08:05]  (Global) -> 2cb'Escobar: SAS ALEJO LLEGUEME
[2020:10:28-00:08:07]  (Local) -> (LOCAL)[2]Mateo_G.: wow
[2020:10:28-00:08:09]  (Local) -> (LOCAL)[3].: enserio .-.
[2020:10:28-00:08:10]  (Local) -> (LOCAL)[2]Mateo_G.: al 2 q
[2020:10:28-00:08:10]  (Global) -> -|CTL|-DrStrange: Wooooooooooo
[2020:10:28-00:08:11]  (Local) -> (LOCAL)[2]2cb'Escobar: 25
[2020:10:28-00:08:12]  (Global) -> #7D0093|#DE76F0DJ#7D0093|#B10CCE[Z]_VALLUNITO_DOKI: Cata
[2020:10:28-00:08:14]  (Local) -> (LOCAL)[2]2cb'Escobar: NEGOCIABLES
[2020:10:28-00:08:14]  (Global) -> S.A.S[CAD]Alejo: pa que
[2020:10:28-00:08:16]  (Global) -> -|CTL|-DrStrange: dame dame dameeeee
[2020:10:28-00:08:17]  (Local) -> (LOCAL)[1]loco: nesesito mas plata
[2020:10:28-00:08:18]  (Local) -> (LOCAL)[2]-|CTL|-ChayanDavid: pfffffffffff
[2020:10:28-00:08:20]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Catalina420: decime
[2020:10:28-00:08:20]  (Global) -> #7D0093|#DE76F0DJ#7D0093|#B10CCE[Z]_VALLUNITO_DOKI: Ud me debe un bareto de ayer
[2020:10:28-00:08:20]  (Global) -> #7F7F7F|CVR|#FF0000Khausu: 5 palos al ganador
[2020:10:28-00:08:20]  (Global) -> 2cb'Escobar: PA MOSTRARCELO
[2020:10:28-00:08:20]  (Local) -> (LOCAL)[1]loco: ah
[2020:10:28-00:08:22]  (Local) -> (LOCAL)[11]GT|Jhojan: nea
[2020:10:28-00:08:24]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Catalina420: coooooooooomo
[2020:10:28-00:08:24]  (Local) -> (LOCAL)[10]GT|Jhojan: uan
[2020:10:28-00:08:24]  (Local) -> (LOCAL)[5][EVG]RicardoJorge: qué pasa sapo
[2020:10:28-00:08:24]  (Local) -> (LOCAL)[10][GT]juann: esta afk?
[2020:10:28-00:08:25]  (Local) -> (LOCAL)[2]-|CTL|-ChayanDavid: en 15 se encuentran
[2020:10:28-00:08:25]  (Local) -> (LOCAL)[4]Mateo_G.: 1 al 2
[2020:10:28-00:08:28]  (Local) -> (LOCAL)[1]CRIS_CORTES: no tengo mas en efectivo
[2020:10:28-00:08:29]  (Local) -> (LOCAL)[7]GT|Jhojan: sisas
[2020:10:28-00:08:29]  (Local) -> (LOCAL)[4].: mateo arranco antes no?
[2020:10:28-00:08:30]  (Local) -> (LOCAL)[2]2cb'Escobar: JAJAJA
[2020:10:28-00:08:31]  (Local) -> (LOCAL)[7]GT|Jhojan: venga
[2020:10:28-00:08:32]  (Local) -> (LOCAL)[2]-|CTL|-ChayanDavid: muy caro
[2020:10:28-00:08:33]  (Local) -> (LOCAL)[4]C4rtex: PERRO JIJUEPUTA
[2020:10:28-00:08:34]  (Local) -> (LOCAL)[1]loco: todo por culpa de ese man
[2020:10:28-00:08:35]  (Local) -> (LOCAL)[3]Mateo_G.: nopq
[2020:10:28-00:08:36]  (Local) -> (LOCAL)[2]2cb'Escobar: DONDE Y LE COMPRO UNO
[2020:10:28-00:08:36]  (Global) -> zLoli: stopanim
[2020:10:28-00:08:37]  (Local) -> (LOCAL)[3]Mateo_G.: pingaazo
[2020:10:28-00:08:37]  (Local) -> (LOCAL)[4]C4rtex: JIJIJIJI
[2020:10:28-00:08:39]  (Local) -> (LOCAL)[1]CRIS_CORTES: solo me quedan 91
[2020:10:28-00:08:39]  (Global) -> S.A.S[CAD]Alejo: aaa hagale
[2020:10:28-00:08:41]  (Local) -> (LOCAL)[4].: yo si di pedal al 100 llegue antes
[2020:10:28-00:08:43]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Catalina420: BAILALOOO
[2020:10:28-00:08:44]  (Local) -> (LOCAL)[4].: al peaje
[2020:10:28-00:08:44]  (Local) -> (LOCAL)[4]Mateo_G.: mero tp me hice
[2020:10:28-00:08:46]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Catalina420: GOZATELO
[2020:10:28-00:08:49]  (Local) -> (LOCAL)[4]Mateo_G.: JAJAJAJ
[2020:10:28-00:08:51]  (Phone:SMS) -> From ElWuitri | To: Juanka | Message: solo si tu me rotas700
[2020:10:28-00:08:51]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Khausu: ya se los envie
[2020:10:28-00:08:51]  (Local) -> (LOCAL)[4]C4rtex: OE ZLOLI
[2020:10:28-00:08:51]  (Global) -> S.A.S[CAD]Alejo: pero teletrasnporteme
[2020:10:28-00:08:52]  (Local) -> (LOCAL)[2]FabiusxTMW: a casa menor
[2020:10:28-00:08:52]  (Local) -> (LOCAL)[4]DonChimbo: ud me hizo caer
[2020:10:28-00:08:52]  (Local) -> (LOCAL)[4].: tp no vale
[2020:10:28-00:08:55]  (Local) -> (LOCAL)[2]CRIS_CORTES: oe
[2020:10:28-00:08:55]  (Global) -> #7D0093|#DE76F0DJ#7D0093|#B10CCE[Z]_VALLUNITO_DOKI: beo sapo no se burle del nacional o lo mando a matar
[2020:10:28-00:08:57]  (Local) -> (LOCAL)[4]C4rtex: deme la mamada pues
[2020:10:28-00:08:57]  (Local) -> (LOCAL)[4][EVG]Soltec: no se que vidio poner
[2020:10:28-00:09:03]  (Local) -> (LOCAL)[4]Coziud: oe
[2020:10:28-00:09:03]  (Local) -> (LOCAL)[2]loco: oe
[2020:10:28-00:09:05]  (Local) -> (LOCAL)[4].: .-.- cuando?
[2020:10:28-00:09:05]  (Global) -> S.A.S[CAD]Alejo: por que pa saber cual ees ud
[2020:10:28-00:09:07]  (Local) -> (LOCAL)[5][S.A.S][G]Daniels: e paso pa
[2020:10:28-00:09:07]  (Global) -> #7F7F7F|CVR|#FF5C00Megu: bno
[2020:10:28-00:09:08]  (Global) -> -|CTL|-DrStrange: ayyy no me importaaaa
[2020:10:28-00:09:08]  (Local) -> (LOCAL)[2]loco: vamos al banco
[2020:10:28-00:09:11]  (Local) -> (LOCAL)[4]C4rtex: perro jijuepuita
[2020:10:28-00:09:13]  (Local) -> (LOCAL)[4]DonChimbo: ;/
[2020:10:28-00:09:13]  (Local) -> (LOCAL)[4].: creo q le llegaron a mateo
[2020:10:28-00:09:15]  (Local) -> (LOCAL)[4]Mateo_G.: bno pa donde
[2020:10:28-00:09:21]  (Global) -> #7F7F7F|CVR|#FF5C00Megu: simplemente poker
[2020:10:28-00:09:21]  (Local) -> (LOCAL)[4]Mateo_G.: oigalo
[2020:10:28-00:09:21]  (Global) -> S.A.S[CAD]Alejo: yo estoy en el aeropuerto
[2020:10:28-00:09:24]  (Local) -> (LOCAL)[4][EVG]Soltec: video re biejo
[2020:10:28-00:09:26]  (Global) -> -|CTL|-DrStrange: las cagaron con el poker
[2020:10:28-00:09:26]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Khausu: hasta piketes
[2020:10:28-00:09:27]  (Local) -> (LOCAL)[6]Coziud: solo era para contarle que me quite el sas pero sigo con ustedes jajaja
[2020:10:28-00:09:29]  (Local) -> (LOCAL)[4]Mateo_G.: mire mi tab
[2020:10:28-00:09:32]  (Local) -> (LOCAL)[4][EVG]Soltec: ._.
[2020:10:28-00:09:32]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Catalina420: xd
[2020:10:28-00:09:33]  (Local) -> (LOCAL)[4]ImChaoZ: xd
[2020:10:28-00:09:35]  (Local) -> (LOCAL)[7][S.A.S][G]Daniels: ya no eres s.a.s?
[2020:10:28-00:09:35]  (Global) -> #7F7F7F|CVR|#FF5C00Megu: que va sapo
[2020:10:28-00:09:35]  (Local) -> (LOCAL)[4]C4rtex: ._.XD
[2020:10:28-00:09:35]  (Local) -> (LOCAL)[9]2cb'Escobar: ME ESTA HULLIANDO?
[2020:10:28-00:09:37]  (Global) -> #7D0093|#DE76F0DJ#7D0093|#B10CCE[Z]_VALLUNITO_DOKI: xD
[2020:10:28-00:09:37]  (Global) -> pablito2200: xd
[2020:10:28-00:09:38]  (Global) -> [Zetas]Matachivos: Beo sapo no se burle del nacional o lo mando a matar
[2020:10:28-00:09:38]  (Phone:SMS) -> From Juanka | To: ElWuitri | Message: rotate primero las 10 lukas
[2020:10:28-00:09:39]  (Local) -> (LOCAL)[7]Coziud: no hay problema con eso?
[2020:10:28-00:09:42]  (Local) -> (LOCAL)[4]C4rtex: wtff
[2020:10:28-00:09:42]  (Global) -> S.A.S[CAD]Alejo: si puede llegueme ud
[2020:10:28-00:09:45]  (Local) -> (LOCAL)[9]-|CTL|-ChayanDavid: yo no
[2020:10:28-00:09:47]  (Global) -> -|CTL|-DrStrange: feo.
[2020:10:28-00:09:52]  (Global) -> S.A.S[CAD]Alejo: que yo no tengo vehiculo
[2020:10:28-00:09:54]  (Global) -> 2cb*care_loco: t
[2020:10:28-00:09:54]  (Global) -> #7D0093|#DE76F0DJ#7D0093|#B10CCE[Z]_VALLUNITO_DOKI: beo sapo no se burle del nacional o lo mando a matar
[2020:10:28-00:09:54]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF5C00Megu: como hago pa ser evg
[2020:10:28-00:09:56]  (Local) -> (LOCAL)[2]FabiusxTMW: ja casa
[2020:10:28-00:09:56]  (Local) -> (LOCAL)[1]|2cb|pablitopai: quedese aca
[2020:10:28-00:09:59]  (Local) -> (LOCAL)[6][S.A.S][G]Daniels: no lei pa
[2020:10:28-00:10:01]  (Local) -> (LOCAL)[1]|2cb|pablitopai: los 2
[2020:10:28-00:10:01]  (Local) -> (LOCAL)[6]Coziud: si pero quiero estar sin el nombre jajaja por un rato
[2020:10:28-00:10:02]  (Global) -> #7F7F7F|CVR|#FF0000Khausu: 10 millones al ganador!
[2020:10:28-00:10:04]  (Local) -> (LOCAL)[4]C4rtex: k paso
[2020:10:28-00:10:04]  (Local) -> (LOCAL)[7]2cb'Escobar: HP
[2020:10:28-00:10:05]  (Local) -> (LOCAL)[6][S.A.S][G]Daniels: tame
[2020:10:28-00:10:05]  (Local) -> (LOCAL)[1]2cb'capitanjoss: porque se suicido
[2020:10:28-00:10:06]  (Local) -> (LOCAL)[2]DonChimbo: oe
[2020:10:28-00:10:07]  (Local) -> (LOCAL)[7]2cb'Escobar: ALGUIEN ME CAMBIO
[2020:10:28-00:10:09]  (Global) -> -|CTL|-ChayanAlejo: TA FEO
[2020:10:28-00:10:09]  (Local) -> (LOCAL)[4][EVG]Soltec: es q frifair siempre es lo mejor
[2020:10:28-00:10:10]  (Local) -> (LOCAL)[7]-|CTL|-ChayanDavid: jajajjajajaja
[2020:10:28-00:10:11]  (Local) -> (LOCAL)[7]2cb'Escobar: EL COLOR DE CARRO
[2020:10:28-00:10:11]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: gane yo
[2020:10:28-00:10:12]  (Global) -> S.A.S[CAD]Alejo: llegueme
[2020:10:28-00:10:14]  (Phone:SMS) -> From ElWuitri | To: Juanka | Message: ok
[2020:10:28-00:10:14]  (Local) -> (LOCAL)[4]C4rtex: de q o q
[2020:10:28-00:10:15]  (Team - Unemployed) -> (TEAM)2cb'capitanjoss: me vendio y nos quitaron eso}
[2020:10:28-00:10:16]  (Global) -> -|CTL|-ChayanAlejo: CARRO HEDIONDO 
[2020:10:28-00:10:18]  (Local) -> (LOCAL)[1]GT|Jhojan: ahi esta
[2020:10:28-00:10:19]  (Local) -> (LOCAL)[1]|2cb|pablitopai: xd le queria estallar una bomba a ese man
[2020:10:28-00:10:21]  (Local) -> (LOCAL)[4][EVG]Soltec: de q?
[2020:10:28-00:10:21]  (Global) -> S.A.S[CAD]Alejo: al aeropuerto
[2020:10:28-00:10:23]  (Local) -> (LOCAL)[1]|2cb|pablitopai: pero me estallo en la cara
[2020:10:28-00:10:25]  (Local) -> (LOCAL)[5]Coziud: quiero ser un hombre libre por un rato jajaja
[2020:10:28-00:10:25]  (Local) -> (LOCAL)[5][S.A.S][G]Daniels: ahh dale pa
[2020:10:28-00:10:26]  (Local) -> (LOCAL)[1]|2cb|pablitopai: XDDDDDDDDDDDDDD
[2020:10:28-00:10:27]  (Local) -> (LOCAL)[4]C4rtex: ushhh
[2020:10:28-00:10:27]  (Local) -> (LOCAL)[2][GT]juann: sikas esta apenas jjsj
[2020:10:28-00:10:32]  (Local) -> (LOCAL)[4][EVG]Soltec: kietooooo
[2020:10:28-00:10:35]  (Global) -> |GT|SUPAPA: AMIGO
[2020:10:28-00:10:35]  (Local) -> (LOCAL)[2]GT|Jhojan: no tengo franco
[2020:10:28-00:10:37]  (Local) -> (LOCAL)[1]|2cb|pablitopai: no me suicide
[2020:10:28-00:10:38]  (Local) -> (LOCAL)[4][S.A.S][G]Daniels: pero no lo haga de seguido
[2020:10:28-00:10:38]  (Local) -> (LOCAL)[4]Coziud: no me uno a mas gangs ni nada jajaja
[2020:10:28-00:10:39]  (Local) -> (LOCAL)[4]C4rtex: uyy nea
[2020:10:28-00:10:40]  (Local) -> (LOCAL)[1][GT]Orion[LR]: Digame
[2020:10:28-00:10:41]  (Global) -> |GT|SUPAPA: NO ENEMIGO JSJS
[2020:10:28-00:10:42]  (Local) -> (LOCAL)[4]C4rtex: humillao
[2020:10:28-00:10:42]  (Local) -> (LOCAL)[1]2cb'capitanjoss: ok
[2020:10:28-00:10:45]  (Local) -> (LOCAL)[1][GT]Orion[LR]: Rela
[2020:10:28-00:10:46]  (Local) -> (LOCAL)[1]|2cb|pablitopai: solo q esa bomba me estallo en la cara
[2020:10:28-00:10:48]  (Local) -> (LOCAL)[1]|2cb|pablitopai: xd
[2020:10:28-00:10:49]  (Local) -> (LOCAL)[4][EVG]Soltec: papiao
[2020:10:28-00:10:49]  (Local) -> (LOCAL)[3]2cb'dilan: coja +
[2020:10:28-00:10:50]  (Local) -> (LOCAL)[1][GT]Orion[LR]: ahi dice gt jaajajw
[2020:10:28-00:10:53]  (Local) -> (LOCAL)[4]C4rtex: ufffff
[2020:10:28-00:10:55]  (Local) -> (LOCAL)[8]2cb'Escobar: OE
[2020:10:28-00:10:59]  (Local) -> (LOCAL)[8]2cb'Escobar: LE CMPRO ESE
[2020:10:28-00:10:59]  (Local) -> (LOCAL)[6]Coziud: usted ya no se quiere ir del sas?
[2020:10:28-00:11:02]  (Local) -> (LOCAL)[9]2cb'Escobar: neceto
[2020:10:28-00:11:03]  (Local) -> (LOCAL)[2]DonChimbo: oe salte el peaje
[2020:10:28-00:11:04]  (Local) -> (LOCAL)[9]2cb'Escobar: carros
[2020:10:28-00:11:05]  (Local) -> (LOCAL)[4][EVG]Soltec: tirando los prohibidos
[2020:10:28-00:11:07]  (Global) -> S.A.S[CAD]Alejo: oe el que vende el kart
[2020:10:28-00:11:11]  (Local) -> (LOCAL)[4]C4rtex: XDDDDDDDD
[2020:10:28-00:11:16]  (Global) -> S.A.S[CAD]Alejo: llegueme al aeropuerto
[2020:10:28-00:11:18]  (Local) -> (LOCAL)[2]FabiusxTMW: muy facil
[2020:10:28-00:11:18]  (Local) -> (LOCAL)[4][EVG]Soltec: gta dentro de gta
[2020:10:28-00:11:19]  (Local) -> (LOCAL)[7][S.A.S][G]Daniels: estoy aguantando pa
[2020:10:28-00:11:19]  (Local) -> (LOCAL)[8]-|CTL|-ChayanDavid: cuanto das?
[2020:10:28-00:11:21]  (Global) -> Mateo_G.: a
[2020:10:28-00:11:21]  (Global) -> [GT]juann: JAJAJAJAJAJ me cai
[2020:10:28-00:11:21]  (Local) -> (LOCAL)[2]|2cb|pablitopai: aaaaaa
[2020:10:28-00:11:24]  (Local) -> (LOCAL)[2]DonChimbo: melo ida y vuelta
[2020:10:28-00:11:25]  (Local) -> (LOCAL)[4]Raimundo: jajjaja
[2020:10:28-00:11:25]  (Local) -> (LOCAL)[2]2cb'capitanjoss: vaya a otra
[2020:10:28-00:11:28]  (Global) -> #7F7F7F|CVR|#FF5C00Megu: jjjjaj se cayo
[2020:10:28-00:11:29]  (Global) -> .: gané
[2020:10:28-00:11:33]  (Local) -> (LOCAL)[1]|GT|SUPAPA: QUE CARRO ME RECOMIENDA
[2020:10:28-00:11:35]  (Local) -> (LOCAL)[2]DonChimbo: xd
[2020:10:28-00:11:36]  (Local) -> (LOCAL)[4][EVG]Soltec: sisisisis
[2020:10:28-00:11:36]  (Local) -> (LOCAL)[9]Coziud: mejor me pongo el nombre de nuevo jajaja
[2020:10:28-00:11:36]  (Global) -> Mateo_G.: hp
[2020:10:28-00:11:39]  (Global) -> -|CTL|-DrStrange: AAAAAAAAAAAAAAAAAA
[2020:10:28-00:11:40]  (Global) -> S.A.S[CAD]Alejo: oeee perro
[2020:10:28-00:11:42]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Catalina420: DJ CATALINA420 EN LA RADIO CVR
[2020:10:28-00:11:44]  (Local) -> (LOCAL)[9]2cb'Escobar: vengan
[2020:10:28-00:11:45]  (Local) -> (LOCAL)[8][S.A.S][CAD]Rodriguez: buenas cadete
[2020:10:28-00:11:46]  (Global) -> -|CTL|-DrStrange: A DORMIRRR JUNTITOOOOSSSSSS
[2020:10:28-00:11:47]  (Global) -> #7D0093|#DE76F0DJ#7D0093|#B10CCE[Z]_VALLUNITO_DOKI:  
[2020:10:28-00:11:50]  (Global) -> #7F7F7F|CVR|#FF0000XhnGuaracha: Cata bailemos
[2020:10:28-00:11:50]  (Global) -> CRIS_CORTES: mateme
[2020:10:28-00:11:52]  (Local) -> (LOCAL)[1][GT]Orion[LR]: Que se va comprar?
[2020:10:28-00:11:53]  (Global) -> [GT]PapoMC: Uy nea
[2020:10:28-00:11:54]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00Megu: a
[2020:10:28-00:11:55]  (Global) -> -|CTL|-DrStrange: JODA CATA ERES DIOS
[2020:10:28-00:11:57]  (Global) -> [GT]PapoMC: Me lo lleve sin querer
[2020:10:28-00:11:59]  (Local) -> (LOCAL)[6]#7F7F7F|CVR||DJ|#FF5C00Catalina420: ola
[2020:10:28-00:12:00]  (Local) -> (LOCAL)[3]2cb'Escobar: habelmos aca
[2020:10:28-00:12:01]  (Local) -> (LOCAL)[1]|GT|SUPAPA: ESTOY PENSANDO EN UN LOGAN O EL SPARK
[2020:10:28-00:12:01]  (Global) -> Mateo_G.: ida y vuelta o q
[2020:10:28-00:12:02]  (Local) -> (LOCAL)[1]|2cb|pablitopai: hola bb
[2020:10:28-00:12:03]  (Local) -> (LOCAL)[6]-|CTL|-ChayanAlejo: wapos
[2020:10:28-00:12:03]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00Megu: ola
[2020:10:28-00:12:04]  (Local) -> (LOCAL)[4]CRIS_CORTES: jajajjajaj como me hacen caso
[2020:10:28-00:12:05]  (Global) -> S.A.S[CAD]Alejo: el de el kart+
[2020:10:28-00:12:06]  (Local) -> (LOCAL)[1][GT]Orion[LR]: yo veo
[2020:10:28-00:12:08]  (Local) -> (LOCAL)[6]#7F7F7F|CVR||DJ|#FF5C00Catalina420: te amo
[2020:10:28-00:12:08]  (Local) -> (LOCAL)[3]2cb'Escobar: tienes un lambo?
[2020:10:28-00:12:09]  (Global) -> -|CTL|-ChayanDavid: JAVIEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEER
[2020:10:28-00:12:10]  (Local) -> (LOCAL)[1]|GT|SUPAPA: VEA
[2020:10:28-00:12:10]  (Global) -> S.A.S[CAD]Alejo: llegueme
[2020:10:28-00:12:16]  (Local) -> (LOCAL)[5]-|CTL|-ChayanDavid: LO VENDÍ
[2020:10:28-00:12:17]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Megu: te amo +
[2020:10:28-00:12:18]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Francine98: oe
[2020:10:28-00:12:18]  (Local) -> (LOCAL)[4][EVG]Soltec: platzi
[2020:10:28-00:12:18]  (Local) -> (LOCAL)[1].: pere mka me duele el dedo
[2020:10:28-00:12:20]  (Local) -> (LOCAL)[5]2cb'Escobar: nooo
[2020:10:28-00:12:20]  (Local) -> (LOCAL)[7]GT|Jhojan: XD
[2020:10:28-00:12:21]  (Local) -> (LOCAL)[8]#7F7F7F|CVR||DJ|#FF5C00Catalina420: noooo
[2020:10:28-00:12:23]  (Local) -> (LOCAL)[6][S.A.S][CAD]Rodriguez: cadete
[2020:10:28-00:12:23]  (Local) -> (LOCAL)[1]Mateo_G.: JAJAJAJ
[2020:10:28-00:12:24]  (Local) -> (LOCAL)[4]C4rtex: platzi
[2020:10:28-00:12:24]  (Local) -> (LOCAL)[1]Mateo_G.: x2
[2020:10:28-00:12:24]  (Global) -> 2cb*care_loco: xd
[2020:10:28-00:12:25]  (Local) -> (LOCAL)[5]2cb'Escobar: meustrem cuales tienes
[2020:10:28-00:12:25]  (Local) -> (LOCAL)[6][S.A.S][CAD]Coziud: PA DONDE COGIO DANIELS
[2020:10:28-00:12:26]  (Global) -> S.A.S[CAD]Alejo: a el park de bmx
[2020:10:28-00:12:26]  (Local) -> (LOCAL)[6]#7F7F7F|CVR||DJ|#FF5C00Catalina420: yo mas
[2020:10:28-00:12:27]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Francine98: se quieren cambiar los nombres?
[2020:10:28-00:12:28]  (Local) -> (LOCAL)[6]GT|Jhojan: sjasaja
[2020:10:28-00:12:29]  (Global) -> -|CTL|-DrStrange: CARAAAAEEEEEEEEVERGAAAAAAA
[2020:10:28-00:12:31]  (Local) -> (LOCAL)[1].: xd
[2020:10:28-00:12:31]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00Megu: nooooooooooooooooooooooooo
[2020:10:28-00:12:33]  (Global) -> 2cb*care_loco: me exploto el helicoptero
[2020:10:28-00:12:34]  (Global) -> (S.A.S).(CADO)SAC9(10): SUBE 
[2020:10:28-00:12:35]  (Local) -> (LOCAL)[3]-|CTL|-ChayanDavid: LO COMPRÉ CUANDO COSTABA 4 PALOS Y LO VENDÍ EN 9
[2020:10:28-00:12:36]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00Megu: yo ++++++++++++++++++++++++
[2020:10:28-00:12:36]  (Local) -> (LOCAL)[2][S.A.S][CAD]Rodriguez: se salio
[2020:10:28-00:12:39]  (Local) -> (LOCAL)[5]GT|Jhojan: sjasja
[2020:10:28-00:12:39]  (Global) -> -|CTL|-DrStrange: A TRAVES DE LA VENTANAAAAAAAAAAAA
[2020:10:28-00:12:39]  (Local) -> (LOCAL)[5]#7F7F7F|CVR||DJ|#FF5C00Catalina420: siiiiiiiiiiiiiiii
[2020:10:28-00:12:40]  (Local) -> (LOCAL)[1]WorkableConsole21: NO DEJ PAI
[2020:10:28-00:12:41]  (Global) -> (S.A.S).(CADO)SAC9(10): CON G
[2020:10:28-00:12:41]  (Local) -> (LOCAL)[5]#7F7F7F|CVR||DJ|#FF5C00Catalina420: nooooooo
[2020:10:28-00:12:41]  (Global) -> .: khausu frnacine
[2020:10:28-00:12:42]  (Local) -> (LOCAL)[1][GT]Orion[LR]: El logan
[2020:10:28-00:12:43]  (Global) -> S.A.S[CAD]Alejo: llegueme
[2020:10:28-00:12:43]  (Local) -> (LOCAL)[5]#7F7F7F|CVR||DJ|#FF5C00Catalina420: yooooooooo
[2020:10:28-00:12:45]  (Global) -> [GT]JuaxX14: esperla hp
[2020:10:28-00:12:45]  (Local) -> (LOCAL)[2][S.A.S][CAD]Coziud: ahhh bueno
[2020:10:28-00:12:46]  (Local) -> (LOCAL)[1][GT]Orion[LR]: o el clover
[2020:10:28-00:12:46]  (Global) -> |GT|SUPAPA: BRE
[2020:10:28-00:12:47]  (Local) -> (LOCAL)[2]CRIS_CORTES: cabrones
[2020:10:28-00:12:47]  (Local) -> (LOCAL)[4]2cb'Escobar: oe
[2020:10:28-00:12:48]  (Global) -> Mateo_G.: fransimp
[2020:10:28-00:12:49]  (Local) -> (LOCAL)[4]-|CTL|-ChayanDavid: quieto
[2020:10:28-00:12:51]  (Local) -> (LOCAL)[6]#7F7F7F|CVR||DJ|#FF5C00Catalina420: te la dedico
[2020:10:28-00:12:51]  (Local) -> (LOCAL)[2]CRIS_CORTES: llevenme
[2020:10:28-00:12:52]  (Global) -> (S.A.S).(CADO)SAC9(10): PERA
[2020:10:28-00:12:53]  (Global) -> #7D0093|#DE76F0DJ#7D0093|#B10CCE[Z]_VALLUNITO_DOKI: beo sapo no se burle del nacional o lo mando a matar
[2020:10:28-00:12:53]  (Global) -> .: khausu frnacine
[2020:10:28-00:12:54]  (Local) -> (LOCAL)[1]GT|Andres: a mimir
[2020:10:28-00:12:54]  (Global) -> S.A.S[CAD]Alejo: o donde esta usted
[2020:10:28-00:12:55]  (Local) -> (LOCAL)[1][S.A.S][CAD]Coziud: por que no usa el bus que le di jajaja
[2020:10:28-00:12:56]  (Local) -> (LOCAL)[4]C4rtex: chupemelo
[2020:10:28-00:12:56]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00Megu: siii
[2020:10:28-00:12:56]  (Local) -> (LOCAL)[2]CRIS_CORTES: me aburro
[2020:10:28-00:12:56]  (Local) -> (LOCAL)[4]2cb'Escobar: mostrame
[2020:10:28-00:12:58]  (Local) -> (LOCAL)[4]2cb'Escobar: cales
[2020:10:28-00:12:59]  (Local) -> (LOCAL)[4]C4rtex: eso q
[2020:10:28-00:12:59]  (Global) -> S.A.S[CAD]Alejo: el de el kart
[2020:10:28-00:13:00]  (Local) -> (LOCAL)[1][GT]Orion[LR]: todo bien
[2020:10:28-00:13:00]  (Local) -> (LOCAL)[4]2cb'Escobar: tienes?
[2020:10:28-00:13:01]  (Local) -> (LOCAL)[1][S.A.S][CAD]Rodriguez: una pregunta donde se compran los camiones como el suyo
[2020:10:28-00:13:05]  (Local) -> (LOCAL)[4][EVG]Soltec: noze
