This file was generated by Console at 2021:01:11-00:00:00



[2021:01:11-00:00:00]  (Local) -> (LOCAL)[1]Royal2cb: pere
[2021:01:11-00:05:40]  (Local) -> (LOCAL)[8]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: que han dicho mas O.o
[2021:01:11-00:05:40]  (Local) -> (LOCAL)[3]GT|~SubditoDeSatanas: ni job tenia
[2021:01:11-00:05:43]  (Local) -> (LOCAL)[3]GT|~SubditoDeSatanas: si no no lo mato xd
[2021:01:11-00:05:47]  (Global) -> AK'Tsuchiya: hay nea
[2021:01:11-00:05:48]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF5C00_SEMDS_: no me kieren dejar entregar el staff
[2021:01:11-00:05:49]  (Local) -> (LOCAL)[7]SffOquez|6969.: patcero
[2021:01:11-00:05:50]  (Local) -> (LOCAL)[1]surimc30: oe
[2021:01:11-00:05:51]  (Local) -> (LOCAL)[3]GlibBreast42: busco banda
[2021:01:11-00:05:52]  (Local) -> (LOCAL)[6]2cB'IBIZA: ez
[2021:01:11-00:05:53]  (Local) -> (LOCAL)[7]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: porque
[2021:01:11-00:05:53]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF5C00_SEMDS_: dime
[2021:01:11-00:05:54]  (Local) -> (LOCAL)[7]SffOquez|6969.: q mas
[2021:01:11-00:05:56]  (Local) -> (LOCAL)[1]surimc30: pelea a muerte
[2021:01:11-00:05:56]  (Local) -> (LOCAL)[7]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: hola
[2021:01:11-00:05:59]  (Local) -> (LOCAL)[3]Sayayin'Lufero: quiere unirse?
[2021:01:11-00:06:01]  (Local) -> (LOCAL)[8]2cB'IBIZA: ey memgu
[2021:01:11-00:06:03]  (Global) -> #7F7F7F|CVR|#FF0000!#Megu: a
[2021:01:11-00:06:04]  (Local) -> (LOCAL)[1]surimc30: pero a puños o que?
[2021:01:11-00:06:07]  (Local) -> (LOCAL)[6]SffOquez|6969.: van a rotar nudes
[2021:01:11-00:06:10]  (Local) -> (LOCAL)[7]2cB'IBIZA: y si estan en reunion ud q hace jugando
[2021:01:11-00:06:10]  (Global) -> AndresElBazukero300: oe
[2021:01:11-00:06:11]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00_SEMDS_: no sr
[2021:01:11-00:06:12]  (Local) -> (LOCAL)[1]2cBuitre.: encaneme
[2021:01:11-00:06:12]  (Local) -> (LOCAL)[6]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: abrite
[2021:01:11-00:06:12]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00_SEMDS_: respete
[2021:01:11-00:06:15]  (Local) -> (LOCAL)[6]SffOquez|6969.: mero lindo
[2021:01:11-00:06:16]  (Global) -> AndresElBazukero300: oe
[2021:01:11-00:06:17]  (Local) -> (LOCAL)[3]Sayayin'Lufero: oe bro
[2021:01:11-00:06:20]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF0000!#Megu: escucho
[2021:01:11-00:06:21]  (Local) -> (LOCAL)[1]TIROFIJO420: XD
[2021:01:11-00:06:21]  (Local) -> (LOCAL)[1]ChicoGel: a
[2021:01:11-00:06:21]  (Global) -> ENANOHP_: PIROBO HP
[2021:01:11-00:06:31]  (Local) -> (LOCAL)[8]2cB'IBIZA: y estan por zoom o q
[2021:01:11-00:06:31]  (Global) -> ENANOHP_: QUIUVO TOMBO
[2021:01:11-00:06:32]  (Global) -> (RCA)GustavoPetro: COMPRO AUTO , 1 PALO
[2021:01:11-00:06:32]  (Law) -> DelightfulCap70: a todas la unidades
[2021:01:11-00:06:32]  (Law) -> (LAW)DelightfulCap70: #ffffffa todas la unidades
[2021:01:11-00:06:34]  (Global) -> #7F7F7F|LG|#FF5C00|EVG|RicardoJorge: cómo putas moriste xddd
[2021:01:11-00:06:36]  (Local) -> (LOCAL)[2]3fj.francovilla,pato: oe
[2021:01:11-00:06:36]  (Local) -> (LOCAL)[0]Stefa: oye
[2021:01:11-00:06:38]  (Local) -> (LOCAL)[1]TeenyKoala42: meti todo el dinero al banco
[2021:01:11-00:06:39]  (Local) -> (LOCAL)[1]RayoMcqueen: suba
[2021:01:11-00:06:43]  (Global) -> ENANOHP_: QUEEEEEE
[2021:01:11-00:06:43]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000!#Megu: meet
[2021:01:11-00:06:43]  (Local) -> (LOCAL)[3]GlibBreast42: diga
[2021:01:11-00:06:44]  (Global) -> #7F7F7F|CVR|#FF5C00_SEMDS_: me secuestraron
[2021:01:11-00:06:45]  (Global) -> EL_FLACO_BRS: oe jose
[2021:01:11-00:06:46]  (Global) -> wija: pirobo
[2021:01:11-00:06:47]  (Global) -> ChicoGel: compro elegy
[2021:01:11-00:06:47]  (Global) -> #7F7F7F|CVR|#FF5C00|EVG|Catre: ando lag ne ajshdas
[2021:01:11-00:06:48]  (Global) -> ENANOHP_: HPS
[2021:01:11-00:06:49]  (Local) -> (LOCAL)[1]JoseCuellar: oe
[2021:01:11-00:06:50]  (Global) -> ChicoGel: compro elegy
[2021:01:11-00:06:52]  (Local) -> (LOCAL)[4]Sayayin'Lufero: va a aser actvo?
[2021:01:11-00:06:53]  (Local) -> (LOCAL)[0]ZoteSN: tombo hp
[2021:01:11-00:06:54]  (Local) -> (LOCAL)[5]2cB'IBIZA: solo a curioso y ricardo le dan lvl 1??????
[2021:01:11-00:06:56]  (Local) -> (LOCAL)[1]#7F7F7F|LG|#FF5C00|EVG|RicardoJorge: jajajaja
[2021:01:11-00:06:57]  (Local) -> (LOCAL)[1]2cb~SamanthaOwO: noo sea asi
[2021:01:11-00:07:01]  (Local) -> (LOCAL)[1]2cb~SamanthaOwO: aghhh
[2021:01:11-00:07:02]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF0000!#Megu: quien le dijo eso
[2021:01:11-00:07:09]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#0064FF|Ak|[g8]: SORRY
[2021:01:11-00:07:12]  (Local) -> (LOCAL)[1]2cb~SamanthaOwO: se apega de una estrella?
[2021:01:11-00:07:13]  (Global) -> [KP]ElBichoo: EN EL CUELLO TENGO H I  E L O
[2021:01:11-00:07:21]  (Local) -> (LOCAL)[8]2cB'IBIZA: lo acaban de decir por global
[2021:01:11-00:07:22]  (Local) -> (LOCAL)[3]#7F7F7F|LG|#0064FF|Ak|[g8]: sizas
[2021:01:11-00:07:23]  (Local) -> (LOCAL)[7]2cB'IBIZA: ._.
[2021:01:11-00:07:24]  (Local) -> (LOCAL)[0]#7F7F7F|LG|#FF5C00|EVG|RicardoJorge: hppp
[2021:01:11-00:07:25]  (Global) -> #7F7F7F|CVR|#FF5C00|EVG|Catre: ajsajasjasjasjajaja
[2021:01:11-00:07:25]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: casi
[2021:01:11-00:07:26]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000!#Megu: a
[2021:01:11-00:07:26]  (Local) -> (LOCAL)[2]3fj.francovilla,pato: or
[2021:01:11-00:07:27]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: ajasjajjas
[2021:01:11-00:07:28]  (Global) -> #7F7F7F|LG|#FF8C00|EVG|RicardoJorge: NOOO
[2021:01:11-00:07:30]  (Local) -> (LOCAL)[2]2cb~SamanthaOwO: ayy no sea asiiii
[2021:01:11-00:07:32]  (Local) -> (LOCAL)[7]3fj.francovilla,pato: or
[2021:01:11-00:07:34]  (Local) -> (LOCAL)[5]3fj.francovilla,pato: oe
[2021:01:11-00:07:34]  (Local) -> (LOCAL)[5]TIROFIJO420: oe ya vengo
[2021:01:11-00:07:35]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: hola eimcardo
[2021:01:11-00:07:35]  (Global) -> ChicoGel: compro elegy
[2021:01:11-00:07:36]  (Local) -> (LOCAL)[5]TIROFIJO420: voy a reiniciar
[2021:01:11-00:07:37]  (Local) -> (LOCAL)[2]2cb~SamanthaOwO: suelteme todo bien
[2021:01:11-00:07:42]  (Local) -> (LOCAL)[3]3fj.francovilla,pato: no
[2021:01:11-00:07:44]  (Local) -> (LOCAL)[9][POPPER]: suban
[2021:01:11-00:07:44]  (Local) -> (LOCAL)[3]3fj.francovilla,pato: oe
[2021:01:11-00:07:47]  (Local) -> (LOCAL)[3]TIROFIJO420: p
[2021:01:11-00:07:48]  (Local) -> (LOCAL)[9][AK][Perico]: REGALAMOS CARROS
[2021:01:11-00:07:49]  (Local) -> (LOCAL)[4]3fj.francovilla,pato: es rapido
[2021:01:11-00:07:49]  (Local) -> (LOCAL)[4]TIROFIJO420: pq
[2021:01:11-00:07:49]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: porque no lo dejan?
[2021:01:11-00:07:50]  (Local) -> (LOCAL)[9][AK][Perico]: REGALAMOS CARROS
[2021:01:11-00:07:50]  (Global) -> #7F7F7F|LG|#FF5C00|EVG|RicardoJorge: HOLA CUMPRIOSO
[2021:01:11-00:07:51]  (Local) -> (LOCAL)[2]manchita: parawggwd
[2021:01:11-00:07:53]  (Local) -> (LOCAL)[5]TIROFIJO420: digamelo
[2021:01:11-00:07:54]  (Local) -> (LOCAL)[4]Lago_Norrea: Qhubo cucho
[2021:01:11-00:07:54]  (Local) -> (LOCAL)[8][POPPER]: SUBAN TOMBOS
[2021:01:11-00:07:54]  (Global) -> #7F7F7F|CVR|#FF5C00_SEMDS_: CUM
[2021:01:11-00:07:55]  (Local) -> (LOCAL)[8][AK][Perico]: suban
[2021:01:11-00:07:57]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: cum
[2021:01:11-00:07:58]  (Local) -> (LOCAL)[8][POPPER]: DAMOS CARROS
[2021:01:11-00:07:59]  (Global) -> DAVID_SIMVON: hagake
[2021:01:11-00:07:59]  (Local) -> (LOCAL)[1]#7F7F7F|LG|#0064FF|Ak|[g8]: vaya
[2021:01:11-00:08:00]  (Global) -> #7F7F7F|LG|#FF5C00|EVG|RicardoJorge: Cu
[2021:01:11-00:08:00]  (Global) -> [CAPU]Santi:D: cum
[2021:01:11-00:08:00]  (Global) -> [MZ]TiroVisco.: imdark no deja trabajar
[2021:01:11-00:08:01]  (Local) -> (LOCAL)[1]manchita: como vamos
[2021:01:11-00:08:02]  (Local) -> (LOCAL)[1]Lago_Norrea: Pa dónde
[2021:01:11-00:08:02]  (Global) -> #7F7F7F|LG|#FF5C00|EVG|RicardoJorge: m
[2021:01:11-00:08:02]  (Local) -> (LOCAL)[9][POPPER]: SALTEN
[2021:01:11-00:08:03]  (Local) -> (LOCAL)[1]2cb~SamanthaOwO: gracias
[2021:01:11-00:08:06]  (Local) -> (LOCAL)[3]Sayayin"Chaman: lampara ajsja
[2021:01:11-00:08:06]  (Local) -> (LOCAL)[10][AK][Perico]: Encima del carro
[2021:01:11-00:08:08]  (Global) -> DAVID_SIMVON: tombo su madre
[2021:01:11-00:08:08]  (Local) -> (LOCAL)[5]3fj.francovilla,pato: oe lu buy a envitar pero no asenta
[2021:01:11-00:08:09]  (Local) -> (LOCAL)[9][AK][Perico]: y le dan x
[2021:01:11-00:08:09]  (Global) -> [MZ]TiroVisco.: me esta disparando
[2021:01:11-00:08:10]  (Local) -> (LOCAL)[3]Sayayin"Chaman: a que me lo compro
[2021:01:11-00:08:11]  (Local) -> (LOCAL)[1]manchita: ggggg
[2021:01:11-00:08:15]  (Local) -> (LOCAL)[3]GT|~SubditoDeSatanas: camilashade
[2021:01:11-00:08:15]  (Local) -> (LOCAL)[1]Lago_Norrea: Bien pai, y usted
[2021:01:11-00:08:16]  (Local) -> (LOCAL)[12]ElParaco: TOMBO BACHILOKS
[2021:01:11-00:08:16]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: esta en discord?
[2021:01:11-00:08:17]  (Local) -> (LOCAL)[3]GT|-Benson: mera vuelta pegue xd
[2021:01:11-00:08:17]  (Local) -> (LOCAL)[12][AK][Perico]: REGALAMOS CARROS
[2021:01:11-00:08:19]  (Local) -> (LOCAL)[3]GT|~SubditoDeSatanas: jm
[2021:01:11-00:08:19]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00_SEMDS_: joder
[2021:01:11-00:08:20]  (Local) -> (LOCAL)[12][AK][Perico]: REGALAMOS CARROS
[2021:01:11-00:08:20]  (Global) -> [MZ]TiroVisco.: y me chuzo las llantas del camion
[2021:01:11-00:08:20]  (Local) -> (LOCAL)[4]3fj.francovilla,pato: para aber si le llega
[2021:01:11-00:08:21]  (Local) -> (LOCAL)[4]TIROFIJO420: na despues bro
[2021:01:11-00:08:22]  (Local) -> (LOCAL)[11]DelightfulCap70: oeeee
[2021:01:11-00:08:22]  (Global) -> manchita: h
[2021:01:11-00:08:24]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00_SEMDS_: casi q no se acaba esa reunion
[2021:01:11-00:08:25]  (Global) -> ak*don_jimenez: busco vanda de 3 persoas quien se apunta el que quira diga yo abra buen pago
[2021:01:11-00:08:25]  (Local) -> (LOCAL)[4]TIROFIJO420: yo tengo
[2021:01:11-00:08:26]  (Local) -> (LOCAL)[0]ENANOHP_: UUUYTTT
[2021:01:11-00:08:26]  (Global) -> manchita: resign
[2021:01:11-00:08:26]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00_SEMDS_: llegue
[2021:01:11-00:08:26]  (Local) -> (LOCAL)[10]ElParaco: HPTAS AGUACATES
[2021:01:11-00:08:27]  (Local) -> (LOCAL)[4]TIROFIJO420: bug eso
[2021:01:11-00:08:27]  (Local) -> (LOCAL)[10]ROMAN: yoioo
[2021:01:11-00:08:28]  (Local) -> (LOCAL)[9]DelightfulCap70: vamos por unos tontos
[2021:01:11-00:08:28]  (Local) -> (LOCAL)[2]ChicoGel: a
[2021:01:11-00:08:30]  (Global) -> #7F7F7F|CVR||DJ|#FF0000Jimenez: Buenas noches
[2021:01:11-00:08:30]  (Local) -> (LOCAL)[2]ChicoGel: hola
[2021:01:11-00:08:31]  (Local) -> (LOCAL)[9]DelightfulCap70: todos
[2021:01:11-00:08:31]  (Global) -> [CAPU]Santi:D: sem
[2021:01:11-00:08:31]  (Local) -> (LOCAL)[3]TIROFIJO420: ya la mayoria lo tienen bug
[2021:01:11-00:08:32]  (Local) -> (LOCAL)[10][POPPER]: SOO ALOS TOMBODS
[2021:01:11-00:08:32]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00_SEMDS_: hol
[2021:01:11-00:08:33]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: hola
[2021:01:11-00:08:33]  (Local) -> (LOCAL)[1]Stefa: oye
[2021:01:11-00:08:33]  (Local) -> (LOCAL)[1]MarriedSteaks96: oe lo curo
[2021:01:11-00:08:34]  (Global) -> #7F7F7F|CVR|#FF5C00_SEMDS_: q
[2021:01:11-00:08:34]  (Global) -> DAVID_SIMVON: venga
[2021:01:11-00:08:35]  (Local) -> (LOCAL)[3]TIROFIJO420: tenes que decirle a un admin
[2021:01:11-00:08:35]  (Global) -> [CAPU]Santi:D: vamos a tirar paseo?
[2021:01:11-00:08:36]  (Local) -> (LOCAL)[4]TIROFIJO420: que te ayude
[2021:01:11-00:08:37]  (Global) -> #7F7F7F|LG|#FF5C00|EVG|RicardoJorge: Buenas noches
[2021:01:11-00:08:37]  (Local) -> (LOCAL)[2]ChicoGel: nada
[2021:01:11-00:08:37]  (Local) -> (LOCAL)[3]2cB'IBIZA: ey jimenez no era lvl 4? XDDDDDDDDD
[2021:01:11-00:08:37]  (Local) -> (LOCAL)[10][POPPER]: SUBAN LES REGALAMOS RACRROS
[2021:01:11-00:08:38]  ([Msg] de #1B8B302cBuitre. para TIROFIJO420: veo y si no nos jodemos entre samantha ud y yo) -> nil
[2021:01:11-00:08:38]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: santi
[2021:01:11-00:08:39]  (Local) -> (LOCAL)[4]TIROFIJO420: a meter la gente xd
[2021:01:11-00:08:39]  (Local) -> (LOCAL)[9]DelightfulCap70: alque veamos pailas}
[2021:01:11-00:08:39]  (Local) -> (LOCAL)[10]ROMAN: no tengo carros jja
[2021:01:11-00:08:39]  (Local) -> (LOCAL)[9][AK][Perico]: requisito se rtombo
[2021:01:11-00:08:40]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00_SEMDS_: llegue al discor
[2021:01:11-00:08:40]  (Local) -> (LOCAL)[2]ChicoGel: solo iba a chismosear
[2021:01:11-00:08:40]  (Global) -> [MZ]TiroVisco.: report im
[2021:01:11-00:08:41]  (Local) -> (LOCAL)[1]manchita: parawa
[2021:01:11-00:08:42]  (Global) -> [MZ]TiroVisco.: report imdark
[2021:01:11-00:08:44]  (Local) -> (LOCAL)[7]ElParaco: tombos hptas
[2021:01:11-00:08:46]  (Local) -> (LOCAL)[3]TIROFIJO420: mas tarde
[2021:01:11-00:08:46]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: vot
[2021:01:11-00:08:46]  (Local) -> (LOCAL)[1]Lago_Norrea: Jajajaj qhubo bro
[2021:01:11-00:08:46]  (Local) -> (LOCAL)[2]ChicoGel: weno
[2021:01:11-00:08:48]  (Local) -> (LOCAL)[4]2cB'IBIZA: q mlp lag
[2021:01:11-00:08:48]  (Local) -> (LOCAL)[9][POPPER]: SALTEN
[2021:01:11-00:08:49]  (Local) -> (LOCAL)[3]TIROFIJO420: que haya un olevel 4
[2021:01:11-00:08:49]  (Local) -> (LOCAL)[3]3fj.francovilla,pato: espere
[2021:01:11-00:08:49]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: voy
[2021:01:11-00:08:50]  (Local) -> (LOCAL)[1]manchita: ggg
[2021:01:11-00:08:51]  (Local) -> (LOCAL)[2]ChicoGel: xd
[2021:01:11-00:08:55]  (Global) -> [CAPU]Santi:D: vamos a tirar paseo? @_SEMDS_
[2021:01:11-00:08:55]  (Global) -> 3fj.francovilla,pato: mito con uste pa
[2021:01:11-00:08:57]  (Local) -> (LOCAL)[3]TIROFIJO420: le dice pa que le metal os que necesite
[2021:01:11-00:09:00]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00_SEMDS_: ya entro con el micro
[2021:01:11-00:09:01]  ([Msg] de #1B8B302cBuitre. para TIROFIJO420: veo y si no nos jodemos entre samantha ud y yo) -> nil
[2021:01:11-00:09:02]  (Team - Unemployed) -> (TEAM)manchita: efew
[2021:01:11-00:09:03]  (Global) -> #7F7F7F|CVR|#FF5C00_SEMDS_: llegue santi
[2021:01:11-00:09:03]  (Global) -> jambyelloco: subase mi so
[2021:01:11-00:09:04]  (Local) -> (LOCAL)[1]Lago_Norrea: Jjajajajaja
[2021:01:11-00:09:07]  (Local) -> (LOCAL)[3]3fj.francovilla,pato: oe espere miro
[2021:01:11-00:09:08]  (Local) -> (LOCAL)[2]ChicoGel: aaaaa
[2021:01:11-00:09:09]  (Global) -> ak*don_jimenez: quien se apntaaaa
[2021:01:11-00:09:10]  (Local) -> (LOCAL)[1]Lago_Norrea: No puede cucho
[2021:01:11-00:09:10]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: no es santi XDDD
[2021:01:11-00:09:11]  (Local) -> (LOCAL)[3]TIROFIJO420: no yo por ahora
[2021:01:11-00:09:12]  (Local) -> (LOCAL)[1]Lago_Norrea: Paila
[2021:01:11-00:09:12]  (Local) -> (LOCAL)[1]manchita: se me sale solo
[2021:01:11-00:09:13]  (Local) -> (LOCAL)[3]TIROFIJO420: no bro
[2021:01:11-00:09:14]  (Local) -> (LOCAL)[1]surimc30: oe
[2021:01:11-00:09:15]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: JAJSJJAS
[2021:01:11-00:09:15]  (Local) -> (LOCAL)[2]ChicoGel: ayudaaaaaaa
[2021:01:11-00:09:18]  (Local) -> (LOCAL)[2]ChicoGel: xd
[2021:01:11-00:09:21]  (Local) -> (LOCAL)[1]surimc30: usted es nuevo?
[2021:01:11-00:09:23]  (Local) -> (LOCAL)[2]ChicoGel: eso
[2021:01:11-00:09:26]  (Local) -> (LOCAL)[1]manchita: paila
[2021:01:11-00:09:26]  (Local) -> (LOCAL)[3]TIROFIJO420: me iba a meter a los Ak depronto pero ni eso he resuelto xd
[2021:01:11-00:09:27]  (Global) -> 2cbWill[2]: Popeye estas conectado?
[2021:01:11-00:09:27]  (Local) -> (LOCAL)[1]#7F7F7F|LG|#FF5C00|EVG|RicardoJorge: noooo
[2021:01:11-00:09:28]  (Local) -> (LOCAL)[3]3fj.francovilla,pato: oe
[2021:01:11-00:09:28]  (Local) -> (LOCAL)[6]2cB'IBIZA: jmmm
[2021:01:11-00:09:29]  (Global) -> Sayayin'TheAlvarez978: y
[2021:01:11-00:09:30]  (Local) -> (LOCAL)[1]manchita: esta en mision
[2021:01:11-00:09:30]  (Local) -> (LOCAL)[0]ENANOHP_: Y
[2021:01:11-00:09:31]  (Local) -> (LOCAL)[1]Lago_Norrea: La nabue mi bro
[2021:01:11-00:09:31]  (Local) -> (LOCAL)[3]3fj.francovilla,pato: mire
[2021:01:11-00:09:34]  (Global) -> #7F7F7F|CVR|#FF0000Jimenez: Occampo
[2021:01:11-00:09:36]  (Local) -> (LOCAL)[2]ChicoGel: q mierda
[2021:01:11-00:09:39]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000!#Megu: a
[2021:01:11-00:09:40]  (Local) -> (LOCAL)[3]TIROFIJO420: a mi no me aparece
[2021:01:11-00:09:42]  (Local) -> (LOCAL)[1]Sayayin"Chaman: vamos que e voy a comprar un carro
[2021:01:11-00:09:49]  (Global) -> Sayayin"Guacho: POR QUE NO SE GUARDAN LAS TUNING DE LOS AUTOS?
[2021:01:11-00:09:51]  (Local) -> (LOCAL)[1]Stefa: oye
[2021:01:11-00:09:52]  (Global) -> [KP]ElBichoo: t
[2021:01:11-00:09:53]  (Team - Unemployed) -> (TEAM)3fj.francovilla,pato: aaa listo
[2021:01:11-00:09:56]  (Local) -> (LOCAL)[3]TIROFIJO420: como te dije a mucha gente no le aparece
[2021:01:11-00:09:59]  (Local) -> (LOCAL)[3]TIROFIJO420: en ese caso le pide ayuda
[2021:01:11-00:09:59]  (Local) -> (LOCAL)[0]surimc30: oeee
[2021:01:11-00:10:00]  (Local) -> (LOCAL)[1]#7F7F7F|LG|#FF5C00|EVG|RicardoJorge: moto peligrosa
[2021:01:11-00:10:00]  (Local) -> (LOCAL)[3]TIROFIJO420: al admin
[2021:01:11-00:10:01]  (Local) -> (LOCAL)[1]Diablo: uy sobelo
[2021:01:11-00:10:02]  (Local) -> (LOCAL)[1]Diablo: ajaja
[2021:01:11-00:10:03]  (Local) -> (LOCAL)[2]Sayayin'Lufero: a veces pasa bro
[2021:01:11-00:10:05]  (Local) -> (LOCAL)[1]AK'Tsuchiya: xd
[2021:01:11-00:10:05]  (Local) -> (LOCAL)[1](AK)taxmaniaco: HOLA
[2021:01:11-00:10:05]  (Local) -> (LOCAL)[1]surimc30: usted es nuevo?
[2021:01:11-00:10:07]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000FanFung: no te metas a zona
[2021:01:11-00:10:07]  (Global) -> #7F7F7F|LG|#FF5C00|EVG|RicardoJorge: uy kieto jajajajaj
[2021:01:11-00:10:07]  (Local) -> (LOCAL)[4]ak*don_jimenez: oee
[2021:01:11-00:10:08]  (Local) -> (LOCAL)[3]3fj.francovilla,pato: ya
[2021:01:11-00:10:09]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000FanFung: nahh
[2021:01:11-00:10:10]  (Local) -> (LOCAL)[1]manchita: mijo pasa por el banco
[2021:01:11-00:10:10]  (Global) -> EL_FLACO_BRS: OE PONE OTRA COSA
[2021:01:11-00:10:11]  (Local) -> (LOCAL)[5]2cB'IBIZA: uy kietoocoe internet
[2021:01:11-00:10:11]  (Team - Unemployed) -> (TEAM)3fj.francovilla,pato: ledige
[2021:01:11-00:10:12]  (Global) -> GlibBreast42: donde puedo encontar la droga 
[2021:01:11-00:10:12]  (Local) -> (LOCAL)[1]AK'Tsuchiya: chimba de moto
[2021:01:11-00:10:13]  (Local) -> (LOCAL)[4]TIROFIJO420: breve hablamso ahra
[2021:01:11-00:10:14]  (Local) -> (LOCAL)[3]ak*don_jimenez: se apunta a mi gang
[2021:01:11-00:10:15]  (Global) -> #7F7F7F|CVR|#FF5C00|EVG|Catre: ai
[2021:01:11-00:10:16]  (Local) -> (LOCAL)[1]Diablo: szs pa
[2021:01:11-00:10:16]  (Global) -> #7F7F7F|LG|#FF8C00|EVG|RicardoJorge: JSJSJAJAJS
[2021:01:11-00:10:16]  (Global) -> Sayayin"Guacho: ya me a pasado 10 veces 100k ;v
[2021:01:11-00:10:16]  (Local) -> (LOCAL)[1][CDG]COSCULLUELA: helloww
[2021:01:11-00:10:17]  (Local) -> (LOCAL)[1]surimc30: ahh xd
[2021:01:11-00:10:17]  (Local) -> (LOCAL)[5]2cB'IBIZA: uy kieto compre internet
[2021:01:11-00:10:20]  (Local) -> (LOCAL)[2](AK)taxmaniaco: SISAS
[2021:01:11-00:10:20]  (Local) -> (LOCAL)[1]AK'Tsuchiya: habkamos pri
[2021:01:11-00:10:21]  (Local) -> (LOCAL)[3]ak*don_jimenez: de matones de camionetas
[2021:01:11-00:10:22]  (Local) -> (LOCAL)[2](RCA)GustavoPetro: GRACIAS
[2021:01:11-00:10:25]  (Local) -> (LOCAL)[3]2cB|JulianGg|:D: holaaaaaaaaaaa
[2021:01:11-00:10:25]  (Global) -> #7F7F7F|LG|#FF5C00|EVG|RicardoJorge: La motod de la muerte
[2021:01:11-00:10:25]  (Local) -> (LOCAL)[2]Sayayin'Lufero: bro pero el turbo si se queda
[2021:01:11-00:10:25]  (Local) -> (LOCAL)[1]surimc30: carrera en motos?
[2021:01:11-00:10:26]  (Local) -> (LOCAL)[1]Diablo: por wpp :V
[2021:01:11-00:10:27]  (Global) -> [AK]Art: hola a todos =)
[2021:01:11-00:10:28]  (Local) -> (LOCAL)[2]Sayayin'Lufero: nque no parezca
[2021:01:11-00:10:28]  (Local) -> (LOCAL)[5]3fj.francovilla,pato: oe
[2021:01:11-00:10:30]  (Local) -> (LOCAL)[5]2cB'IBIZA: dizque 3000 de ping :v
[2021:01:11-00:10:30]  (Local) -> (LOCAL)[2][CDG]COSCULLUELA: ta tengo mano
[2021:01:11-00:10:30]  (Local) -> (LOCAL)[1]Diablo: del f3
[2021:01:11-00:10:32]  (Local) -> (LOCAL)[1]AK'Tsuchiya: XD
[2021:01:11-00:10:32]  (Local) -> (LOCAL)[1]manchita: hagale mijo
[2021:01:11-00:10:33]  (Global) -> #7F7F7F|LG|#0064FF|Ak|[g8]: Subdito 
[2021:01:11-00:10:33]  (Global) -> #7F7F7F|LG|#FF5C00|EVG|RicardoJorge: hola
[2021:01:11-00:10:33]  (Local) -> (LOCAL)[1]surimc30: escriba xd
[2021:01:11-00:10:33]  (Global) -> [POPPER]: +
[2021:01:11-00:10:34]  (Local) -> (LOCAL)[2]Sayayin'Lufero: pongale algo de color
