This file was generated by Console at 2020:11:27-00:00:00



[2020:11:27-00:00:00]  (Global) -> 2cb'ViejoRichard: si
[2020:11:27-00:04:20]  (Local) -> (LOCAL)[1]2cb'ViejoRichard: es deli
[2020:11:27-00:04:23]  (Local) -> (LOCAL)[1]2cb'sumadre420: me gusta mas sin mods
[2020:11:27-00:04:24]  (Local) -> (LOCAL)[1]2cb'ViejoRichard: un pontiac uf
[2020:11:27-00:04:25]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): sisas
[2020:11:27-00:04:25]  (Global) -> #7F7F7F|CVR|#FF0000Megu: JJ_Gamer momazos que pasaron antes con el drift
[2020:11:27-00:04:26]  (Global) -> mondaqueador: habla
[2020:11:27-00:04:28]  (Local) -> (LOCAL)[1]2cb'sumadre420: mero clasico
[2020:11:27-00:04:28]  (Local) -> (LOCAL)[3]CAPU|Elmenor: esperando
[2020:11:27-00:04:29]  (Local) -> (LOCAL)[1]Cheverry: saliendo de q?
[2020:11:27-00:04:30]  (Local) -> (LOCAL)[7]Z~Loli: jabon donde la compraste
[2020:11:27-00:04:31]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): ustedes son los mejores
[2020:11:27-00:04:32]  (Local) -> (LOCAL)[1]Vibra_Alegre_Games: vamos a trabajar
[2020:11:27-00:04:34]  (Global) -> mondaqueador: vas reportado
[2020:11:27-00:04:35]  (Local) -> (LOCAL)[1]Vibra_Alegre_Games: o que
[2020:11:27-00:04:35]  (Global) -> mondaqueador: admin
[2020:11:27-00:04:36]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: pro el techo
[2020:11:27-00:04:36]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FF_SEMDS_: un lvl 4 te podria ayudar
[2020:11:27-00:04:36]  (Global) -> mondaqueador: admin
[2020:11:27-00:04:38]  (Global) -> mondaqueador: admin
[2020:11:27-00:04:39]  (Global) -> 2cb'*-#AlexSama_: oe hay skins que no me cargan y tengo todos los mods
[2020:11:27-00:04:39]  (Global) -> #7F7F7F|CVR|#FF0000XhnGuaracha: dime
[2020:11:27-00:04:39]  (Global) -> mondaqueador: ayuda
[2020:11:27-00:04:39]  (Local) -> (LOCAL)[5][Z]Petrosky: oc
[2020:11:27-00:04:39]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: por
[2020:11:27-00:04:40]  (Local) -> (LOCAL)[5]Tartarus: bno callat
[2020:11:27-00:04:40]  (Global) -> #7F7F7F|CVR|#0064FF_SEMDS_: que paso mondaqueador
[2020:11:27-00:04:40]  (Local) -> (LOCAL)[3]CAMILO: quien
[2020:11:27-00:04:41]  (Local) -> (LOCAL)[7]Jabonsito: en la tienda de skins de drift
[2020:11:27-00:04:41]  (Local) -> (LOCAL)[7]Z~Loli: jabon
[2020:11:27-00:04:43]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): malos
[2020:11:27-00:04:45]  (Global) -> mondaqueador: jj garner es policia me disparo
[2020:11:27-00:04:46]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FF_SEMDS_: reizer
[2020:11:27-00:04:46]  (Global) -> #7F7F7F|CVR|#FF0000Megu: ay
[2020:11:27-00:04:46]  (Global) -> Freeman: me escucha
[2020:11:27-00:04:47]  (Local) -> (LOCAL)[6][Z]Petrosky: xdddd
[2020:11:27-00:04:47]  (Local) -> (LOCAL)[5]Z~Loli: ah weno gracias
[2020:11:27-00:04:48]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FF_SEMDS_: lopez
[2020:11:27-00:04:48]  (Local) -> (LOCAL)[1]Cheverry: aaa no vio le q me dijo balaclava por el general de dc?
[2020:11:27-00:04:49]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FF_SEMDS_: doki
[2020:11:27-00:04:50]  (Global) -> CAMILO:  reizer
[2020:11:27-00:04:51]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FF_SEMDS_: cazaputas
[2020:11:27-00:04:53]  (Global) -> #7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: Cosas de drifters no lo entenderias
[2020:11:27-00:04:53]  (Global) -> mondaqueador: me dano el carro
[2020:11:27-00:04:53]  (Local) -> (LOCAL)[3]CAPU|Elmenor: reizer esta?
[2020:11:27-00:04:56]  (Local) -> (LOCAL)[6]2cV~[7]{7}(7): reportandome a toda hora
[2020:11:27-00:04:56]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FF_SEMDS_: nose
[2020:11:27-00:04:57]  (Local) -> (LOCAL)[1]Vibra_Alegre_Games: en vehiculo no se puede bien
[2020:11:27-00:04:57]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: no pille
[2020:11:27-00:04:57]  (Global) -> 2cb'DrStrange: #00ff00 VENDO SUPER GT-MAQUINA DEL TIEMPO!!
[2020:11:27-00:04:58]  (Local) -> (LOCAL)[1]MontesSicario: xd
[2020:11:27-00:04:58]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: q dijo
[2020:11:27-00:04:59]  (Local) -> (LOCAL)[6]2cV~[7]{7}(7): pq me los papeo
[2020:11:27-00:05:00]  (Global) -> 2cb'DrStrange: #00ff00 VENDO SUPER GT-MAQUINA DEL TIEMPO!!
[2020:11:27-00:05:00]  (Global) -> (BGW)CHOCORRAMOCAMILOP: quien me desfriza ?
[2020:11:27-00:05:02]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FF_SEMDS_: berna
[2020:11:27-00:05:03]  (Local) -> (LOCAL)[4]Tartarus: salga ps
[2020:11:27-00:05:07]  (Global) -> CarlosBaretaChar|C&A|: Strange cuanto?
[2020:11:27-00:05:07]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FF_SEMDS_: berna tmbn puede
[2020:11:27-00:05:08]  (Local) -> (LOCAL)[5]Tartarus: le juego a desert
[2020:11:27-00:05:09]  (Local) -> (LOCAL)[4]2cV~[7]{7}(7): ok
[2020:11:27-00:05:10]  (Global) -> #7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: aaaaaaaa
[2020:11:27-00:05:12]  (Global) -> #7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: que mk
[2020:11:27-00:05:13]  (Local) -> (LOCAL)[6][Z]Bocato: uyy
[2020:11:27-00:05:14]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FF_SEMDS_: tocaria que lo charlen
[2020:11:27-00:05:14]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): no uso desert
[2020:11:27-00:05:17]  (Local) -> (LOCAL)[7][Z]Bocato: se la hundo
[2020:11:27-00:05:17]  (Global) -> #7F7F7F|CVR|#FF0000XhnGuaracha: Bala,pues a mí no me suman puntos
[2020:11:27-00:05:18]  (Global) -> JJ_Gamer: AJAJAJAJJA XD
[2020:11:27-00:05:18]  (Global) -> 2cb'DrStrange: 9 palos mi hermanito
[2020:11:27-00:05:20]  (Local) -> (LOCAL)[7][Z]GualdronSalchicha: ajaj
[2020:11:27-00:05:20]  (Local) -> (LOCAL)[6]Tartarus: juegue con su cacorreria de bug
[2020:11:27-00:05:20]  (Local) -> (LOCAL)[1]Cheverry: q me tiene pillado como 5 reportes por abusar de la j quitando animaciones
[2020:11:27-00:05:21]  (Global) -> #7F7F7F|CVR|#FF0000XhnGuaracha: en la tabla
[2020:11:27-00:05:21]  (Global) -> Freeman: si me escucha
[2020:11:27-00:05:21]  (Global) -> 2cb'DrStrange: negociable
[2020:11:27-00:05:23]  (Local) -> (LOCAL)[1]2cb'ViejoRichard: a
[2020:11:27-00:05:24]  (Local) -> (LOCAL)[1]Cheverry: jajjja
[2020:11:27-00:05:24]  (Global) -> (BGW)CHOCORRAMOCAMILOP: listo fracine mire el reporte
[2020:11:27-00:05:25]  (Local) -> (LOCAL)[3]Vibra_Alegre_Games: noo
[2020:11:27-00:05:26]  (Local) -> (LOCAL)[6]2cV~[7]{7}(7): tengo
[2020:11:27-00:05:32]  (Global) -> Z~Loli: a mi ni me sale si tiene puntos o no
[2020:11:27-00:05:32]  (Global) -> #7F7F7F|CVR|#0064FFFrancine98: ¿
[2020:11:27-00:05:34]  (Global) -> (BGW)CHOCORRAMOCAMILOP: valla y responda la #apelacion
[2020:11:27-00:05:36]  (Global) -> #7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: nel no me cuentan puntos pa
[2020:11:27-00:05:39]  (Local) -> (LOCAL)[3]CAMILO: no hay ninguno?
[2020:11:27-00:05:39]  (Team - Criminals) -> (TEAM)2cb'ViejoRichard: /lock
[2020:11:27-00:05:44]  (Local) -> (LOCAL)[1]Cheverry: estoy esperando a fabius, se desconecto aca
[2020:11:27-00:05:45]  (Local) -> (LOCAL)[3]CAPU|Elmenor: bernaaa
[2020:11:27-00:05:46]  (Global) -> #7F7F7F|CVR|#0064FFFrancine98: -                                __                           -
[2020:11:27-00:05:48]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): naaa
[2020:11:27-00:05:49]  (Global) -> #7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: ������
[2020:11:27-00:05:52]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: espera
[2020:11:27-00:05:54]  (Global) -> Cheverry: ������
[2020:11:27-00:05:55]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): sjsjs
[2020:11:27-00:05:55]  (Local) -> (LOCAL)[3]CAPU|Elmenor: es el unico lvl 4 conectado
[2020:11:27-00:05:59]  (Local) -> (LOCAL)[1]JJ_Gamer: PEGAME OME
[2020:11:27-00:06:00]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FFFrancine98: pille a este man y dizque a apelar
[2020:11:27-00:06:02]  (Local) -> (LOCAL)[5]Tartarus: si le estoy jugando a desert que quiere tontina
[2020:11:27-00:06:04]  (Local) -> (LOCAL)[4]CAMILO: dondew esta noi lo encuentro
[2020:11:27-00:06:06]  (Local) -> (LOCAL)[4]2cb'ViejoRichard: aaaaaa k le paso a mi elegy
[2020:11:27-00:06:10]  (Local) -> (LOCAL)[4]2cb'ViejoRichard: que asco
[2020:11:27-00:06:13]  (Local) -> (LOCAL)[4]2cb'sumadre420: de q
[2020:11:27-00:06:15]  (Global) -> CarlosBaretaChar|C&A|: 2cb'DrStrange 8 pa ya
[2020:11:27-00:06:16]  (Local) -> (LOCAL)[4]2cV~[7]{7}(7): sjsjsjs
[2020:11:27-00:06:18]  (Local) -> (LOCAL)[4]2cb'ViejoRichard: la pintura
[2020:11:27-00:06:18]  (Team - Criminals) -> (TEAM)2cV~[7]{7}(7): eso
[2020:11:27-00:06:20]  (Local) -> (LOCAL)[4]Tartarus: si le estoy jugando a desert que quiere tontina xDDDDDDDDDD
[2020:11:27-00:06:24]  (Local) -> (LOCAL)[4]2cb'ViejoRichard: luego me toca cambiarla
[2020:11:27-00:06:24]  (Local) -> (LOCAL)[4]2cV~[7]{7}(7): eso es lo que me presumis
[2020:11:27-00:06:26]  (Local) -> (LOCAL)[4]2cb'sumadre420: el mio tenia la otaku
[2020:11:27-00:06:28]  (Local) -> (LOCAL)[4]2cV~[7]{7}(7): callate
[2020:11:27-00:06:29]  (Local) -> (LOCAL)[2]Tartarus: salga ps
[2020:11:27-00:06:30]  (Global) -> Freeman: TNO ESCUCHO
[2020:11:27-00:06:31]  (Global) -> JJ_Gamer: JAJAJAJ X DME LAS VOY A COBRAR OMEEEEEE
[2020:11:27-00:06:32]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000XhnGuaracha: a
[2020:11:27-00:06:34]  (Global) -> 2cb'DrStrange: dame los 8.5 ps
[2020:11:27-00:06:35]  (Local) -> (LOCAL)[4]2cb'sumadre420: mera ximba
[2020:11:27-00:06:35]  (Local) -> (LOCAL)[3]2cV~[7]{7}(7): na mero gay
[2020:11:27-00:06:37]  (Global) -> Freeman: ESAS DIADEMAS SON UNA DAMIER
[2020:11:27-00:06:38]  (Global) -> 2cb'DrStrange:  y es tuyo de una
[2020:11:27-00:06:38]  (Local) -> (LOCAL)[3]Tartarus: salga ps
[2020:11:27-00:06:39]  (Global) -> Freeman: JAJA
[2020:11:27-00:06:40]  (Local) -> (LOCAL)[3]2cV~[7]{7}(7): disque curandose
[2020:11:27-00:06:40]  (Local) -> (LOCAL)[3]Tartarus: salga ps
[2020:11:27-00:06:42]  (Local) -> (LOCAL)[3]Tartarus: salga ps
[2020:11:27-00:06:42]  (Local) -> (LOCAL)[3]2cV~[7]{7}(7): que pena
[2020:11:27-00:06:44]  (Local) -> (LOCAL)[3]Tartarus: salga ps
[2020:11:27-00:06:46]  (Local) -> (LOCAL)[1]2cb'ViejoRichard: coja job
[2020:11:27-00:06:52]  (Global) -> 2cb'DrStrange: va?
[2020:11:27-00:06:59]  (Global) -> 2cV~[7]{7}(7): wai
[2020:11:27-00:07:01]  (Local) -> (LOCAL)[4]Tartarus: veaeso
[2020:11:27-00:07:03]  (Local) -> (LOCAL)[4]Tartarus: jJAJAJAJAJAJJAJAJA
[2020:11:27-00:07:06]  (Local) -> (LOCAL)[1](BGW)CHOCORRAMOCAMILOP: ole
[2020:11:27-00:07:08]  (Local) -> (LOCAL)[4]Tartarus: mano sos asquerosamente malo
[2020:11:27-00:07:10]  (Local) -> (LOCAL)[2]Cheverry: a
[2020:11:27-00:07:14]  (Local) -> (LOCAL)[1](BGW)CHOCORRAMOCAMILOP: estoyt en mp?
[2020:11:27-00:07:17]  (Global) -> 2cV~[7]{7}(7): jsjsjss que pena usted
[2020:11:27-00:07:17]  (Local) -> (LOCAL)[1]Cheverry: si
[2020:11:27-00:07:18]  (Local) -> (LOCAL)[5]2cv|D^ego: yo quiero hacerle pewro a uzi namas
[2020:11:27-00:07:20]  (Global) -> Freeman: QUE HAGO
[2020:11:27-00:07:21]  (Local) -> (LOCAL)[2](BGW)CHOCORRAMOCAMILOP: GRAX
[2020:11:27-00:07:27]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): orgulloso de matarme
[2020:11:27-00:07:28]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000CrudoMeansRaw: oeee
[2020:11:27-00:07:30]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): con unas dobles
[2020:11:27-00:07:31]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): jsjsjssj
[2020:11:27-00:07:38]  (Global) -> Freeman: NO SE PUEDE CON AUIDIFONOS NORMALES??
[2020:11:27-00:07:41]  (Global) -> Vibra_Alegre_Games: fumarasa
[2020:11:27-00:07:44]  (Local) -> (LOCAL)[7]2cV~[7]{7}(7): con mi vip
[2020:11:27-00:07:48]  (Local) -> (LOCAL)[7]2cV~[7]{7}(7): me los violaba
[2020:11:27-00:07:50]  (Local) -> (LOCAL)[7]Tartarus: pffffffffffff
[2020:11:27-00:07:57]  (Local) -> (LOCAL)[10]2cb'Chirretico: jj
[2020:11:27-00:07:57]  (Local) -> (LOCAL)[7]Tartarus: no me mataste ni 1 vez en turf
[2020:11:27-00:07:58]  (Local) -> (LOCAL)[7]2cV~[7]{7}(7): pero es muy dificil que lo admitan
[2020:11:27-00:08:00]  (Local) -> (LOCAL)[7]Tartarus: vos eras malisimo
[2020:11:27-00:08:01]  (Local) -> (LOCAL)[7]2cV~[7]{7}(7): sabiendo que todods
[2020:11:27-00:08:02]  (Global) -> 2cb'ViejoRichard: a
[2020:11:27-00:08:04]  (Local) -> (LOCAL)[8]Tartarus: no me mataste ni 1 vez en turf
[2020:11:27-00:08:04]  (Local) -> (LOCAL)[8]2cV~[7]{7}(7): son zetas
[2020:11:27-00:08:05]  (Local) -> (LOCAL)[10][Z]GualdronSalchicha: Loli
[2020:11:27-00:08:08]  (Global) -> Freeman: JAJAJ
[2020:11:27-00:08:09]  (Local) -> (LOCAL)[8]Tartarus: no me mataste ni 1 vez en turf
[2020:11:27-00:08:11]  (Local) -> (LOCAL)[8]2cV~[7]{7}(7): mmm
[2020:11:27-00:08:12]  (Global) -> #7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: naaaa no me cuenta en la tabla
[2020:11:27-00:08:12]  (Local) -> (LOCAL)[9][Z]GualdronSalchicha: copia pa subir palmas y pegarlo arriba?
[2020:11:27-00:08:12]  (Local) -> (LOCAL)[8][Z]DanielFly: pero si juean
[2020:11:27-00:08:15]  (Global) -> Freeman: NO PARCE NO ESCUCHO NADA
[2020:11:27-00:08:16]  (Local) -> (LOCAL)[2]2cb'sumadre420: X2
[2020:11:27-00:08:17]  (Global) -> Freeman: JAJA
[2020:11:27-00:08:19]  (Local) -> (LOCAL)[8]2cV~[7]{7}(7): habla el que se cura en pvp
[2020:11:27-00:08:19]  (Global) -> #7F7F7F|CVR|#FF0000Megu: a mi si
[2020:11:27-00:08:20]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: XD
[2020:11:27-00:08:20]  (Local) -> (LOCAL)[8][Z]DanielFly: te tenia de hijo q hablas jajjj
[2020:11:27-00:08:21]  (Global) -> #7F7F7F|CVR|#FF0000Megu: que raro
[2020:11:27-00:08:22]  (Local) -> (LOCAL)[3]Vibra_Alegre_Games: parce reinice
[2020:11:27-00:08:25]  (Local) -> (LOCAL)[2]Vibra_Alegre_Games: pc
[2020:11:27-00:08:29]  (Local) -> (LOCAL)[6]2cV~[7]{7}(7): dieg
[2020:11:27-00:08:30]  (Global) -> Tartarus: * #FFFFFFTartarus killed 2cV~[7]{7}(7). (Sawed-off)
[2020:11:27-00:08:30]  (Local) -> (LOCAL)[2]Vibra_Alegre_Games: y desconecte diaemas
[2020:11:27-00:08:33]  (Local) -> (LOCAL)[6]2cV~[7]{7}(7): me rotas
[2020:11:27-00:08:34]  (Global) -> Freeman: NO ESCUCHO UN CULO 
[2020:11:27-00:08:34]  (Local) -> (LOCAL)[2]Vibra_Alegre_Games: y haga lo mismo
[2020:11:27-00:08:36]  (Local) -> (LOCAL)[2]Vibra_Alegre_Games: me avisa
[2020:11:27-00:08:36]  (Global) -> 2cV~[7]{7}(7): jajjaja
[2020:11:27-00:08:40]  (Local) -> (LOCAL)[1]mondaqueador: hey
[2020:11:27-00:08:40]  (Global) -> 2cV~[7]{7}(7): sawed off
[2020:11:27-00:08:43]  (Local) -> (LOCAL)[1]mondaqueador: hee
[2020:11:27-00:08:44]  (Global) -> 2cV~[7]{7}(7): orgulloso?
[2020:11:27-00:08:46]  (Global) -> 2cV~[7]{7}(7): JAJAJAJA
[2020:11:27-00:08:47]  (Global) -> CAPU-ArnulfoPunketo: quien quiere ser mi gueva derecha
[2020:11:27-00:08:48]  (Local) -> (LOCAL)[1]|CAPU|DENII: que
[2020:11:27-00:08:50]  (Local) -> (LOCAL)[8]Z~Loli: eso q es
[2020:11:27-00:08:53]  (Local) -> (LOCAL)[1]mondaqueador: cuantas veces hiciste drift para ser sasuke?
[2020:11:27-00:08:54]  (Local) -> (LOCAL)[7]Tartarus: entonces vaya pa su server cacorrito sajdjadjajd
[2020:11:27-00:08:55]  (Global) -> (BGW)CHOCORRAMOCAMILOP: xd
[2020:11:27-00:08:56]  (Global) -> #7F7F7F|CVR|#0064FF_SEMDS_: yo
[2020:11:27-00:08:58]  (Team - Criminals) -> (TEAM)SapoHP2cb: mm ya
[2020:11:27-00:08:58]  (Local) -> (LOCAL)[7]Tartarus: aca eres manquisimo
[2020:11:27-00:08:58]  (Local) -> (LOCAL)[2]|2cb|-CASPA_-_-_|C&A|: hahahaha xD
[2020:11:27-00:08:59]  (Global) -> Cheverry: ������
[2020:11:27-00:09:01]  (Global) -> Z~Loli: compro nrg
[2020:11:27-00:09:02]  (Global) -> mata: #00CCFF EL AMERICA DE CALI ES EL MEJOR EQUIPO DE COLOMBIA Y ME DOY CON CUALQUIERA
[2020:11:27-00:09:03]  (Local) -> (LOCAL)[2]SapoHP2cb: mm ya
[2020:11:27-00:09:04]  (Global) -> #7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: bno a seguir capturando gamines
[2020:11:27-00:09:05]  (Global) -> Z~Loli: compro nrg
[2020:11:27-00:09:05]  (Local) -> (LOCAL)[6]2cV~[7]{7}(7): diegin
[2020:11:27-00:09:05]  (Local) -> (LOCAL)[2]SapoHP2cb: jaja
[2020:11:27-00:09:10]  (Local) -> (LOCAL)[6]2cV~[7]{7}(7): ya me aburri
[2020:11:27-00:09:12]  (Global) -> #7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: SOLO MILLOS PA
[2020:11:27-00:09:12]  (Local) -> (LOCAL)[2]SapoHP2cb: a
[2020:11:27-00:09:12]  (Local) -> (LOCAL)[6]2cV~[7]{7}(7): go
[2020:11:27-00:09:14]  (Global) -> Tartarus: solo verde kkk
[2020:11:27-00:09:14]  (Local) -> (LOCAL)[2]|CAPU|DENII: yo drifteave desde antes
[2020:11:27-00:09:16]  (Local) -> (LOCAL)[6]2cV~[7]{7}(7): tenes
[2020:11:27-00:09:17]  (Global) -> Jabonsito: qva pirobo
[2020:11:27-00:09:19]  (Local) -> (LOCAL)[2][Z]Bocato: geo
[2020:11:27-00:09:19]  (Local) -> (LOCAL)[6]2cV~[7]{7}(7): pa sacar el carro
[2020:11:27-00:09:21]  (Global) -> Jabonsito: dizq el aberica
[2020:11:27-00:09:21]  (Local) -> (LOCAL)[1]2cb'DrStrange: Q ME DICE
[2020:11:27-00:09:21]  (Global) -> CAPU-ArnulfoPunketo: Solo deportivo pereira
[2020:11:27-00:09:23]  (Global) -> CarlosBaretaChar|C&A|: #FF8000 LVL 5 SE HA CONECTADO
[2020:11:27-00:09:23]  (Local) -> (LOCAL)[5]Tartarus: abranse par de maricas jajjjaj
[2020:11:27-00:09:24]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): me regalas
[2020:11:27-00:09:26]  (Local) -> (LOCAL)[2]mondaqueador: cuantas veces drifteaste
[2020:11:27-00:09:27]  (Global) -> mata: #00CCFF EL AMERICA DE CALI ES EL MEJOR EQUIPO DE COLOMBIA Y ME DOY CON CUALQUIERA
[2020:11:27-00:09:29]  (Global) -> #7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: SOLO MILLOS PA
[2020:11:27-00:09:29]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): dejalos
[2020:11:27-00:09:32]  (Local) -> (LOCAL)[1]2cb'sumadre420: CURIOSO
[2020:11:27-00:09:33]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): no saben jugar
[2020:11:27-00:09:33]  (Local) -> (LOCAL)[5]2cv|D^ego: queres ir a un sv donde el pvp es diferente
[2020:11:27-00:09:35]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: eo
[2020:11:27-00:09:36]  (Global) -> mata: #00CCFF EL AMERICA DE CALI ES EL MEJOR EQUIPO DE COLOMBIA Y ME DOY CON CUALQUIERA
[2020:11:27-00:09:36]  (Local) -> (LOCAL)[5]Tartarus: abranse par de maricas jajjjaj
[2020:11:27-00:09:37]  (Local) -> (LOCAL)[3]|2cb|-CASPA_-_-_|C&A|: hahahaha
[2020:11:27-00:09:37]  (Local) -> (LOCAL)[1][Z]Bocato: gei
[2020:11:27-00:09:37]  (Local) -> (LOCAL)[1]CarlosBaretaChar|C&A|: Mano no tengo más, voy a camellar
[2020:11:27-00:09:38]  (Local) -> (LOCAL)[5]2cV~[7]{7}(7): a onde
[2020:11:27-00:09:40]  (Local) -> (LOCAL)[5]2cv|D^ego: y al rato volvemos aca
[2020:11:27-00:09:40]  (Global) -> #7F7F7F|CVR|#0064FF_SEMDS_: shh
[2020:11:27-00:09:41]  (Global) -> #7F7F7F|CVR|#0064FF_SEMDS_: B
[2020:11:27-00:09:42]  (Local) -> (LOCAL)[2]2cb'sumadre420: poq me quitaron la skin del elegy
[2020:11:27-00:09:42]  (Local) -> (LOCAL)[4]Tartarus: abranse par de manquitos
[2020:11:27-00:09:42]  (Local) -> (LOCAL)[2]|CAPU|DENII: es que eso lo actualizaron
[2020:11:27-00:09:43]  (Local) -> (LOCAL)[1]CarlosBaretaChar|C&A|: si algo lo busco
[2020:11:27-00:09:45]  (Local) -> (LOCAL)[2]2cb'sumadre420: la otaku
[2020:11:27-00:09:45]  (Global) -> mata: .i.
[2020:11:27-00:09:45]  (Local) -> (LOCAL)[1]2cb'Fabius: olaa
[2020:11:27-00:09:46]  (Local) -> (LOCAL)[2]2cb'~#[I]BIZA: a
[2020:11:27-00:09:47]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#0064FF2cb'tussy: jajj me lo culioe
[2020:11:27-00:09:48]  (Local) -> (LOCAL)[4]2cV~[7]{7}(7): dale
[2020:11:27-00:09:49]  (Global) -> 2cb'JEFERuwu: el mejor es el deportivo cali 
[2020:11:27-00:09:49]  (Local) -> (LOCAL)[4]2cv|D^ego: se usan binds
[2020:11:27-00:09:50]  (Local) -> (LOCAL)[2]mondaqueador: y como asi, ya no se puede?
[2020:11:27-00:09:50]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: escribe
[2020:11:27-00:09:51]  (Local) -> (LOCAL)[0]2cb'DrStrange: bueno hagal
[2020:11:27-00:09:51]  (Local) -> (LOCAL)[4]2cV~[7]{7}(7): como se llama
[2020:11:27-00:09:54]  (Global) -> Jabonsito: qva pirobo
[2020:11:27-00:09:55]  (Local) -> (LOCAL)[4]2cv|D^ego: yo se los digo alla
[2020:11:27-00:09:57]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: /pintarcarro
[2020:11:27-00:09:57]  (Local) -> (LOCAL)[1]2cb'DrStrange: yo lo espero
[2020:11:27-00:09:58]  (Local) -> (LOCAL)[4]2cV~[7]{7}(7): tiene c bug
[2020:11:27-00:09:58]  (Global) -> #7F7F7F|CVR|#FF5C00Jimenez: Solo cali 
[2020:11:27-00:09:58]  (Local) -> (LOCAL)[2]2cb'sumadre420: no soy takashi
[2020:11:27-00:09:59]  (Global) -> mata: EL UNICO PENTACAMPEON DE COLOMBIA
[2020:11:27-00:10:00]  (Local) -> (LOCAL)[2]2cb'sumadre420: xd
[2020:11:27-00:10:01]  (Global) -> #7F7F7F|CVR|#0064FF_SEMDS_: el mejor equipo es el once caldas
[2020:11:27-00:10:03]  (Local) -> (LOCAL)[4]2cv|D^ego: si creo
[2020:11:27-00:10:03]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: Toca que subas
[2020:11:27-00:10:03]  (Global) -> #7F7F7F|CVR|#FF5C00Jimenez: No copeo de nada
[2020:11:27-00:10:06]  (Local) -> (LOCAL)[2]2cb'sumadre420: como subo?
[2020:11:27-00:10:07]  (Local) -> (LOCAL)[1]CarlosBaretaChar|C&A|: erre
[2020:11:27-00:10:08]  (Local) -> (LOCAL)[4]2cV~[7]{7}(7): y headshot?
[2020:11:27-00:10:10]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: Para que lo puedas pintar
[2020:11:27-00:10:10]  (Global) -> Z->[B]ebelin'sicomode: SOLO ATLETICO BUCARAMANGA
[2020:11:27-00:10:11]  (Local) -> (LOCAL)[4]2cv|D^ego: deja miro el nombre
[2020:11:27-00:10:12]  (Local) -> (LOCAL)[1]|CAPU|DENII: no se desirte cuantas veces toca para una skin
[2020:11:27-00:10:12]  (Local) -> (LOCAL)[10]2cb'Chirretico: ni mierda
[2020:11:27-00:10:13]  (Local) -> (LOCAL)[2]2cb'sumadre420: como subo?
