This file was generated by Console at 2020:11:11-00:00:00



[2020:11:11-00:00:00]  (Global) -> 2cB'Sant:D: NA DJ CALLESE  HP
[2020:11:11-00:00:05]  (Global) -> 2cb|ZACK|: wii
[2020:11:11-00:04:22]  (Local) -> (LOCAL)[11]MontesSicario: ES EN SAN FIERRO?
[2020:11:11-00:04:25]  (Local) -> (LOCAL)[4]|DJ|DoctorUribe: joder
[2020:11:11-00:04:25]  (Local) -> (LOCAL)[11][Z]SUPAPA: suba mas
[2020:11:11-00:04:26]  (Global) -> #7F7F7F|CVR|#FF5C00Khausu: VAYAN BAJANDO
[2020:11:11-00:04:28]  (Global) -> |DJ|Royal: weno gracias
[2020:11:11-00:04:29]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF8C00EVG|Orgalor: epa
[2020:11:11-00:04:29]  (Global) -> 2cb*kevin: quien vende carros
[2020:11:11-00:04:30]  (Local) -> (LOCAL)[4]|DJ||Cacorrin|PERCY: breve y el evento?
[2020:11:11-00:04:31]  (Global) -> el_santi: pqna*
[2020:11:11-00:04:31]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF8C00EVG|Orgalor: ahoi
[2020:11:11-00:04:32]  (Global) -> #7F7F7F|CVR|#FF5C00Khausu: VAYAN BAJANDO
[2020:11:11-00:04:33]  (Global) -> |DJ|Royal: a puño limpio
[2020:11:11-00:04:34]  (Local) -> (LOCAL)[2]ElKevinnPai: quieres ver autos?
[2020:11:11-00:04:35]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF8C00EVG|Orgalor: ya
[2020:11:11-00:04:36]  (Global) -> LovingBeans46: espera y cojo un viaaje
[2020:11:11-00:04:36]  (Local) -> (LOCAL)[4]|DJ|DoctorUribe: ya se fueron
[2020:11:11-00:04:36]  (Local) -> (LOCAL)[3]2cb'gomelo: sf o lv
[2020:11:11-00:04:38]  (Global) -> #7F7F7F|CVR|#FF5C00Khausu: VAYAN BAJANDO
[2020:11:11-00:04:38]  (Local) -> (LOCAL)[0]Z~|Loli|~: pego?
[2020:11:11-00:04:38]  (Local) -> (LOCAL)[7]|2cb|-MAX-_-: santi dame un piñe
[2020:11:11-00:04:38]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF8C00EVG|Orgalor: se pueden ir tirandop
[2020:11:11-00:04:40]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: #FF5050 SE PUEDEN SOLTAR
[2020:11:11-00:04:42]  (Local) -> (LOCAL)[2]2cb*kevin: si
[2020:11:11-00:04:42]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: #FF5050 SE PUEDEN SOLTAR
[2020:11:11-00:04:43]  (Local) -> (LOCAL)[1]Tartarus777: Berkleys RC VAN
[2020:11:11-00:04:45]  (Local) -> (LOCAL)[1]Tartarus777: RAPIDO MANO
[2020:11:11-00:04:45]  (Global) -> 2cb|ZACK|: donde queda 
[2020:11:11-00:04:45]  (Global) -> #005F55|#00D3BDLG#005F55|#FF5C002cb'tussy: y si no kiero q
[2020:11:11-00:04:46]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF8C002cb|Catre: tirense
[2020:11:11-00:04:47]  (Global) -> [BRAYAN]: admis ayuda se me tiro del avionm
[2020:11:11-00:04:48]  (Global) -> 2cb|ZACK|: xd
[2020:11:11-00:04:48]  (Local) -> (LOCAL)[2]Papitass*2Cb: ese panguano cuanto vale señor
[2020:11:11-00:04:51]  (Local) -> (LOCAL)[2]ElKevinnPai: vamos te llvo
[2020:11:11-00:04:51]  (Local) -> (LOCAL)[4]KawaiiConDulces: pille en la barra
[2020:11:11-00:04:52]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: xupemelo y se suelta
[2020:11:11-00:04:53]  (Global) -> |DJ||Cacorrin|PERCY: ESTE HIJUEPUTA ME ENCARCELA Y ME HACE PERDER DEL EVENTO, NOOOO COMA MONDA
[2020:11:11-00:04:53]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: pa
[2020:11:11-00:04:53]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00EVG|Orgalor: quien falta?
[2020:11:11-00:04:58]  (Local) -> (LOCAL)[2]2cb*kevin: esta bloqueado
[2020:11:11-00:04:59]  (Global) -> |DJ|Royal: No tengo armas parce:(
[2020:11:11-00:05:00]  (Local) -> (LOCAL)[4]|DJ|DoctorUribe: XDDDDDDDDDDDDDDDDDDDDDDDD
[2020:11:11-00:05:02]  (Local) -> (LOCAL)[1]Tartarus777: listo
[2020:11:11-00:05:07]  (Local) -> (LOCAL)[3]ElKevinnPai: este panguano vale como 200k xd
[2020:11:11-00:05:07]  (Local) -> (LOCAL)[4]|DJ||Cacorrin|PERCY: ESTE HIJUEPUTA ME ENCARCELA Y ME HACE PERDER DEL EVENTO, NOOOO COMA MONDA
[2020:11:11-00:05:10]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: me guarda los otros?
[2020:11:11-00:05:11]  (Local) -> (LOCAL)[1]Tartarus777: un placer hacer negocios con vos mano
[2020:11:11-00:05:11]  (Global) -> |DJ|NoTengoArmas: aa:c
[2020:11:11-00:05:11]  (Local) -> (LOCAL)[4]Papitass*2Cb: ush
[2020:11:11-00:05:12]  (Local) -> (LOCAL)[1]Tartarus777: sia
[2020:11:11-00:05:13]  (Global) -> |DJ||Cacorrin|PERCY: ESTE HIJUEPUTA ME ENCARCELA Y ME HACE PERDER DEL EVENTO, NOOOO COMA MONDA
[2020:11:11-00:05:14]  (Local) -> (LOCAL)[1]Tartarus777: sisa
[2020:11:11-00:05:15]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: eso
[2020:11:11-00:05:15]  (Local) -> (LOCAL)[3]Papitass*2Cb: humildoso
[2020:11:11-00:05:18]  (Local) -> (LOCAL)[1]Tartarus777: todo bien
[2020:11:11-00:05:18]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: gracias
[2020:11:11-00:05:20]  (Global) -> ckmove: no me puedo mover
[2020:11:11-00:05:20]  (Local) -> (LOCAL)[1]Tartarus777: a vos
[2020:11:11-00:05:21]  (Global) -> 2cb*kevin: e no me gusta
[2020:11:11-00:05:23]  (Local) -> (LOCAL)[3]ElKevinnPai: pero anda a 200km
[2020:11:11-00:05:25]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: lo acompaño
[2020:11:11-00:05:25]  (Global) -> |DJ||Cacorrin|PERCY: ESTE HIJUEPUTA ME ENCARCELA Y ME HACE PERDER DEL EVENTO, NOOOO COMA MONDA
[2020:11:11-00:05:25]  (Local) -> (LOCAL)[4]KawaiiConDulces: Ese afk que mierdaaaaaa
[2020:11:11-00:05:25]  (Global) -> #005F55|#00D3BDLG#005F55|#FF5C002cb'tussy: cuando le dicen a percy que coma verga
[2020:11:11-00:05:26]  (Local) -> (LOCAL)[3]Papitass*2Cb: bobo
[2020:11:11-00:05:27]  (Global) -> |DJ|NoTengoArmasSoyRoyal: aaaaaaaaaaaaa x fin
[2020:11:11-00:05:27]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00EVG|Orgalor: dale
[2020:11:11-00:05:28]  (Global) -> #005F55|#00D3BDLG#005F55|#FF5C002cb'tussy: es insulto o invitacion
[2020:11:11-00:05:29]  (Local) -> (LOCAL)[2]Papitass*2Cb: muestre a ver
[2020:11:11-00:05:29]  (Global) -> #005F55|#00D3BDLG#005F55|#FF5C002cb'tussy: ?
[2020:11:11-00:05:31]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: XD
[2020:11:11-00:05:31]  (Local) -> (LOCAL)[2]Tartarus777: vamos
[2020:11:11-00:05:31]  (Global) -> |DJ|DoctorUribe: A ESTOY CONGELADO
[2020:11:11-00:05:32]  (Global) -> #7F7F7F|CVR|#FF8C00Jimenez: xDDDDDDDD
[2020:11:11-00:05:36]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: jajajaja
[2020:11:11-00:05:39]  (Global) -> ckmove: que hago
[2020:11:11-00:05:45]  (Local) -> (LOCAL)[2]Papitass*2Cb: nokas anda mas el mio
[2020:11:11-00:05:47]  (Local) -> (LOCAL)[4][BRAYAN]: ola
[2020:11:11-00:05:48]  (Global) -> |DJ||Cacorrin|PERCY: ESTE HIJUEPUTA ME ENCARCELA Y ME HACE PERDER DEL EVENTO, NOOOO COMA MONDA
[2020:11:11-00:05:50]  (Global) -> |DJ|DoctorUribe: DIOS MIO AYUDA
[2020:11:11-00:05:53]  (Local) -> (LOCAL)[2]ElKevinnPai: cual?
[2020:11:11-00:05:54]  (Global) -> (BGW)TU_DIOSA: NO CARGAN LAS TEXTURAS
[2020:11:11-00:05:56]  (Local) -> (LOCAL)[2]Papitass*2Cb: y tambn es un panguano
[2020:11:11-00:05:57]  (Team - Unemployed) -> (TEAM)Tartarus777: o
[2020:11:11-00:06:00]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: Qn cayo por el desierto
[2020:11:11-00:06:01]  (Global) -> |DJ||Cacorrin|PERCY: ESTE HIJUEPUTA ME ENCARCELA Y ME HACE PERDER DEL EVENTO, NOOOO COMA MONDA
[2020:11:11-00:06:01]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: jajajajjjj
[2020:11:11-00:06:02]  (Global) -> (BGW)TU_DIOSA: NO CARGAN LAS TEXTURAS
[2020:11:11-00:06:04]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: jajajajjjj
[2020:11:11-00:06:06]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: Qn cayo por el desierto
[2020:11:11-00:06:07]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C00EVG|Orgalor: f
[2020:11:11-00:06:09]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C00EVG|Orgalor: F
[2020:11:11-00:06:09]  (Global) -> |DJ|DoctorUribe: XDDDDDDDDDDDDDDDDDDDDDDDDDDDDD
[2020:11:11-00:06:11]  (Local) -> (LOCAL)[1]fernanda: quieto pirobo
[2020:11:11-00:06:12]  (Global) -> #7F7F7F|CVR|#FF8C00Jimenez: TODOS LOS QUUE ESTEN FUERA DE LAS VENTURAS LO VOY A SACAR
[2020:11:11-00:06:13]  (Local) -> (LOCAL)[2]ElKevinnPai: alla kevin
[2020:11:11-00:06:13]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C00EVG|Orgalor: jasu jaus
[2020:11:11-00:06:15]  (Local) -> (LOCAL)[1]|DJ|NoTengoArmasSoyRoyal: :c
[2020:11:11-00:06:16]  (Local) -> (LOCAL)[2]2cb*kevin: pues aqui ya los vi solo quiero mirar quien los vende mas baratos
[2020:11:11-00:06:16]  (Local) -> (LOCAL)[2]Papitass*2Cb: ete
[2020:11:11-00:06:16]  (Global) -> (BGW)TU_DIOSA: N O
[2020:11:11-00:06:23]  (Local) -> (LOCAL)[2]Papitass*2Cb: enga un vuelton
[2020:11:11-00:06:24]  (Local) -> (LOCAL)[2]2cb*kevin: cuanto
[2020:11:11-00:06:26]  (Local) -> (LOCAL)[1]Tartarus777: A DONDE LO LLEVO
[2020:11:11-00:06:29]  (Local) -> (LOCAL)[2]ElKevinnPai: a vamos a la otra
[2020:11:11-00:06:34]  (Local) -> (LOCAL)[2]Z|Cheverry: queria entrar al evento
[2020:11:11-00:06:37]  (Local) -> (LOCAL)[3]Z|Cheverry: xd
[2020:11:11-00:06:37]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C00~Piskero~2cb: jajajadw
[2020:11:11-00:06:37]  (Global) -> (BGW)TU_DIOSA: NO CARGAN LAS HPTS TEXTURAS
[2020:11:11-00:06:38]  (Local) -> (LOCAL)[2]2cb'Fabius: ya voy
[2020:11:11-00:06:38]  (Local) -> (LOCAL)[8][BRAYAN]: si se tiraron ustedes
[2020:11:11-00:06:38]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C002cb|Catre: corra pa
[2020:11:11-00:06:38]  (Global) -> |DJ|DoctorUribe: joder
[2020:11:11-00:06:39]  (Local) -> (LOCAL)[8]KawaiiConDulces: perra puta
[2020:11:11-00:06:40]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Francine98: aa no deja sacar mi hydra
[2020:11:11-00:06:40]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Khausu: toca darle jail a estos
[2020:11:11-00:06:40]  (Local) -> (LOCAL)[2]Papitass*2Cb: hey gonorrea
[2020:11:11-00:06:42]  (Global) -> |MZ|Gurui: nah malparidos que vienen en grupo
[2020:11:11-00:06:43]  (Local) -> (LOCAL)[2]Papitass*2Cb: >:c
[2020:11:11-00:06:44]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF8C002cb|Catre: corra pa
[2020:11:11-00:06:45]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: jajajjaw
[2020:11:11-00:06:45]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF8C00Jimenez: CATRE
[2020:11:11-00:06:46]  (Team - Staff) -> (TEAM)#7F7F7F|CVR|#FF8C00EVG|Orgalor: catre me haces tp me buguie XD
[2020:11:11-00:06:47]  (Global) -> |MZ|Gaster|LD|: gurio
[2020:11:11-00:06:47]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: caminele
[2020:11:11-00:06:47]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Francine98: grosera perra
[2020:11:11-00:06:48]  (Local) -> (LOCAL)[2][Zetas]stivenv28|LP|: xd
[2020:11:11-00:06:50]  (Local) -> (LOCAL)[2]Tartarus777: XDD
[2020:11:11-00:06:50]  (Local) -> (LOCAL)[2]2cb*kevin: me deja provarlo
[2020:11:11-00:06:51]  (Global) -> |MZ|Gaster|LD|: gurui
[2020:11:11-00:06:51]  (Local) -> (LOCAL)[3]Papitass*2Cb: carrerita hasta el otro?
[2020:11:11-00:06:53]  (Local) -> (LOCAL)[1]2cB~>Walter:: soy yo
[2020:11:11-00:06:53]  (Local) -> (LOCAL)[4]ElKevinnPai: subi pues
[2020:11:11-00:06:55]  (Local) -> (LOCAL)[3][Zetas]stivenv28|LP|: me pleo
[2020:11:11-00:06:56]  (Local) -> (LOCAL)[7]|DJ|DoctorUribe: joder estoy congelado
[2020:11:11-00:06:57]  (Global) -> SANTANA: no me quiere dar el comando del evento, alguien sabe porque¿?
[2020:11:11-00:06:58]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF8C00Jimenez: CATTRE
[2020:11:11-00:07:01]  (Local) -> (LOCAL)[4]ElKevinnPai: xd
[2020:11:11-00:07:03]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: denle un carro jajajajaj
[2020:11:11-00:07:05]  (Global) -> |2CB|ElSasu: no tienes la plata
[2020:11:11-00:07:05]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF8C002cb|Catre: dime
[2020:11:11-00:07:06]  (Local) -> (LOCAL)[3]Z~|Loli|~: hay unos en grupito
[2020:11:11-00:07:08]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF8C00Jimenez: LOS DE SF
[2020:11:11-00:07:10]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF8C00Jimenez: LOS SACO?
[2020:11:11-00:07:11]  (Team - Unemployed) -> (TEAM)ckmove: y entonces
[2020:11:11-00:07:13]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: pa fuera
[2020:11:11-00:07:13]  (Local) -> (LOCAL)[4]2cb*kevin: adonde vamos
[2020:11:11-00:07:13]  (Global) -> SANTANA: cuanto se necesita?
[2020:11:11-00:07:14]  (Local) -> (LOCAL)[4]ElKevinnPai: sigalo
[2020:11:11-00:07:14]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF8C002cb|Catre: sisa
[2020:11:11-00:07:15]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: pai me los guardas
[2020:11:11-00:07:16]  (Local) -> (LOCAL)[7]ckmove: nmc
[2020:11:11-00:07:17]  (Local) -> (LOCAL)[3]2cb'Python: bno no joda pues
[2020:11:11-00:07:22]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: yo se los compro
[2020:11:11-00:07:22]  (Local) -> (LOCAL)[3]2cb'Python: q lo estallo
[2020:11:11-00:07:25]  (Global) -> SANTANA: tengo 20 mil
[2020:11:11-00:07:25]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: yo se los compro
[2020:11:11-00:07:25]  (Local) -> (LOCAL)[2]ElKevinnPai: ele derecho
[2020:11:11-00:07:27]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: pai me los guardas
[2020:11:11-00:07:29]  (Local) -> (LOCAL)[2]2cb'Python: ola
[2020:11:11-00:07:32]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: trotele
[2020:11:11-00:07:37]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: trotele
[2020:11:11-00:07:39]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: chau
[2020:11:11-00:07:40]  (Global) -> SANTANA: no me quiere dar el comando del evento, alguien sabe porque¿?
[2020:11:11-00:07:41]  (Global) -> SANTANA: tengo 20 mil
[2020:11:11-00:07:42]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C002cb|Catre: corra pa
[2020:11:11-00:07:43]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: pai me los guardas
[2020:11:11-00:07:43]  (Local) -> (LOCAL)[1]Tartarus777: chao mano
[2020:11:11-00:07:46]  (Local) -> (LOCAL)[1]Z~|Loli|~: no me vendes una?
[2020:11:11-00:07:47]  (Local) -> (LOCAL)[1]Tartarus777: la re buena
[2020:11:11-00:07:48]  (Global) -> ckmove: www
[2020:11:11-00:07:48]  (Local) -> (LOCAL)[1]Tartarus777: hagale
[2020:11:11-00:07:49]  (Global) -> |DJ|NoTengoArmasSoyRoyal: aaa se me acabaron las balas jksjksjk:c
[2020:11:11-00:07:49]  (Local) -> (LOCAL)[1]Z|Cheverry: no
[2020:11:11-00:07:49]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: eso
[2020:11:11-00:07:51]  (Local) -> (LOCAL)[1]Z|Cheverry: :v
[2020:11:11-00:07:51]  (Global) -> |DJ|DoctorUribe: me fune a kawai xd
[2020:11:11-00:07:54]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Francine98: xd
[2020:11:11-00:07:54]  (Local) -> (LOCAL)[1][Zetas]stivenv28|LP|: xd
[2020:11:11-00:07:55]  (Local) -> (LOCAL)[1]Tartarus777: nos pillamos
[2020:11:11-00:07:55]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Khausu: xdd
[2020:11:11-00:07:56]  (Local) -> (LOCAL)[5]ckmove: que paso
[2020:11:11-00:07:57]  (Local) -> (LOCAL)[1]Diaz: Oe
[2020:11:11-00:07:58]  (Global) -> #7F7F7F|CVR|#FF8C00EVG|Orgalor: me hacen tp pofa Francine98
[2020:11:11-00:07:58]  (Local) -> (LOCAL)[2]Z~|Loli|~: esstas molesto sin saber por q
[2020:11:11-00:07:59]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Khausu: Vamos a ver
[2020:11:11-00:08:03]  (Global) -> #7F7F7F|CVR|#FF8C00EVG|Orgalor: quede bug XD
[2020:11:11-00:08:06]  (Global) -> KawaiiConDulces: Que te pasa a ti cabron
[2020:11:11-00:08:07]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: trotele
[2020:11:11-00:08:09]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF8C00Khausu: No entre
[2020:11:11-00:08:13]  (Local) -> (LOCAL)[1]2cb*kevin: esos de alla son muchos mas caros no me alcansa ni para la mitad
[2020:11:11-00:08:13]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00Francine98: no entre
[2020:11:11-00:08:16]  (Local) -> (LOCAL)[1]Paisa: buena loko
[2020:11:11-00:08:17]  (Local) -> (LOCAL)[1]Diaz: Oe
[2020:11:11-00:08:19]  (Local) -> (LOCAL)[3]Tartarus777: y donde anda
[2020:11:11-00:08:21]  (Local) -> (LOCAL)[5]Papitass*2Cb: q mas neas
[2020:11:11-00:08:23]  (Local) -> (LOCAL)[1]2cB~>Walter:: eo
[2020:11:11-00:08:23]  (Local) -> (LOCAL)[3]Papitass*2Cb: nooo
[2020:11:11-00:08:24]  (Local) -> (LOCAL)[1]ElKevinnPai: ah vamos a la ultima que hay
[2020:11:11-00:08:27]  (Local) -> (LOCAL)[1]2cb'Python: el pana es nuevo en la gang?
[2020:11:11-00:08:27]  (Local) -> (LOCAL)[2]Diaz: Kieto
[2020:11:11-00:08:28]  (Local) -> (LOCAL)[3]Papitass*2Cb: no me cojas q ando sanin
[2020:11:11-00:08:32]  (Local) -> (LOCAL)[1][2cb]Arteaga: szs
[2020:11:11-00:08:33]  (Local) -> (LOCAL)[2]Tartarus777: jjjajj
[2020:11:11-00:08:33]  (Global) -> #7F7F7F|CVR|#FF8C00Khausu: Ash
[2020:11:11-00:08:36]  (Global) -> #7F7F7F|CVR|#FF8C00Khausu: Va a tocar kickearlo
[2020:11:11-00:08:38]  (Local) -> (LOCAL)[0]Tartarus777: e pesar nea sdjdjadja
[2020:11:11-00:08:39]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00XhnGuaracha: uy gono
[2020:11:11-00:08:40]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: XD
[2020:11:11-00:08:42]  (Local) -> (LOCAL)[1]2cb'Python: y ya le enseñaron cositas del pvp?
[2020:11:11-00:08:42]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#FF8C00EVG|Orgalor: ayuda
[2020:11:11-00:08:42]  (Local) -> (LOCAL)[1]Papitass*2Cb: le doy 40 luca y me suelta
[2020:11:11-00:08:45]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#FF8C00EVG|Orgalor: ayuda
[2020:11:11-00:08:47]  (Global) -> [BRAYAN]: ADMINS ME AYUDAN REAPARESI EN SANFIERRO 
[2020:11:11-00:08:48]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#FF8C00EVG|Orgalor: ayuda
[2020:11:11-00:08:51]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00XhnGuaracha: marica XDD
[2020:11:11-00:08:51]  (Global) -> #7F7F7F|CVR|#FF8C00Khausu: Bueno se quedaran ahi not my problem
[2020:11:11-00:08:53]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#FF8C002cb|Catre: ya vengo
[2020:11:11-00:08:55]  (Global) -> #7F7F7F|CVR|#FF8C002cb|Catre: ya vengo 
[2020:11:11-00:08:57]  (Local) -> (LOCAL)[3]KawaiiConDulces: No entren
[2020:11:11-00:08:57]  (Local) -> (LOCAL)[1]Papitass*2Cb: 50
[2020:11:11-00:08:59]  (Local) -> (LOCAL)[3]|DJ|DoctorUribe: a
[2020:11:11-00:09:01]  (Global) -> #7F7F7F|CVR|#FF8C00EVG|Orgalor: kausu haceme tp ando bug
[2020:11:11-00:09:01]  (Local) -> (LOCAL)[2]Paisa: oee
[2020:11:11-00:09:02]  (Local) -> (LOCAL)[1][2cb]Arteaga: no pa solo de larga soy bueno :(
[2020:11:11-00:09:03]  (Global) -> #7F7F7F|CVR|#FF8C00EVG|Orgalor: catreee
[2020:11:11-00:09:05]  (Global) -> #7F7F7F|CVR|#FF8C00EVG|Orgalor: XDD
[2020:11:11-00:09:11]  (Global) -> #7F7F7F|CVR|#FF8C00Khausu: ya
[2020:11:11-00:09:13]  (Global) -> #7F7F7F|CVR|#FF8C00EVG|Orgalor: epa
[2020:11:11-00:09:14]  (Local) -> (LOCAL)[3]2cB~>Walter:: pa dentro
[2020:11:11-00:09:16]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: ey se puede teams?
[2020:11:11-00:09:17]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00XhnGuaracha: COOOOOOOOMO
[2020:11:11-00:09:17]  (Local) -> (LOCAL)[1]2cb'Python: ah es un fuerte, es bueno
[2020:11:11-00:09:17]  (Local) -> (LOCAL)[1][2cb]Arteaga: voy a mejorar las recors
[2020:11:11-00:09:17]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#FF8C00EVG|Orgalor: gracoas
[2020:11:11-00:09:19]  (Global) -> #7F7F7F|CVR|#FF8C00Khausu: Los que se quedaron atrancados pongan /kill
[2020:11:11-00:09:22]  (Local) -> (LOCAL)[1]|MZ|Gurui: como me meto sin sacarlo a usted xd
[2020:11:11-00:09:25]  (Global) -> (BGW)TU_DIOSA: HACEME TP
[2020:11:11-00:09:27]  (Global) -> #7F7F7F|CVR|#FF8C00Khausu: Ya se cerraron las puertas
[2020:11:11-00:09:27]  (Local) -> (LOCAL)[1]|MZ|Gaster|LD|: amonos
[2020:11:11-00:09:27]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: ey se puede teams? soxios delevento
[2020:11:11-00:09:30]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF8C00Jimenez: SIN EQUIPO
[2020:11:11-00:09:32]  (Local) -> (LOCAL)[1]ElKevinnPai: la q vimos ahorita es la de mas barato
[2020:11:11-00:09:32]  (Global) -> #005F55|#00D3BDLG#005F55|#FF5C002cb'tussy: no
[2020:11:11-00:09:32]  (Global) -> #7F7F7F|CVR|#FF8C00Khausu: No piskero
[2020:11:11-00:09:34]  (Global) -> Z|Cheverry: quien
[2020:11:11-00:09:34]  (Global) -> #7F7F7F|CVR|#FF8C00Khausu: Matelos
[2020:11:11-00:09:37]  (Global) -> 2cB~>Walter:: es duos?
[2020:11:11-00:09:39]  (Global) -> #7F7F7F|CVR|#FF8C00Khausu: No
[2020:11:11-00:09:40]  (Global) -> #7F7F7F|CVR|#FF8C00Francine98: no señor
[2020:11:11-00:09:41]  (Global) -> 2cB~>Walter:: a ok
[2020:11:11-00:09:42]  (Local) -> (LOCAL)[1][2cb]Arteaga: pero no puedo entrenarla
[2020:11:11-00:09:43]  (Global) -> 2cb-Apu_N: a
[2020:11:11-00:09:44]  (Global) -> (BGW)TU_DIOSA: NA TP
[2020:11:11-00:09:47]  (Local) -> (LOCAL)[1]ElKevinnPai: lo voy a llevar
[2020:11:11-00:09:47]  (Global) -> KawaiiConDulces: No señor respete
[2020:11:11-00:09:48]  (Global) -> #7F7F7F|CVR|#FF8C00Jimenez: ES SIN EQUIPO, EL QUE ESTE CON EQUIPO XAO XAO
[2020:11:11-00:09:50]  (Local) -> (LOCAL)[1]2cb'Python: esas toca comprar para obtener dobles escopetas
[2020:11:11-00:09:51]  (Global) -> #7F7F7F|CVR|#FF8C00~Piskero~2cb: #FF5050 EL QUE HAGA DUO DESCALIFICADO
[2020:11:11-00:09:52]  (Local) -> (LOCAL)[1]ElKevinnPai: a la ultima que hay
[2020:11:11-00:09:54]  (Global) -> Z|Cheverry: quien
[2020:11:11-00:09:57]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00EVG|Orgalor: XDD
[2020:11:11-00:09:59]  (Global) -> 2cB~>Walter:: yo ando solo
[2020:11:11-00:09:59]  (Local) -> (LOCAL)[1]|MZ|Gurui: a que le doy pa no sacarlo socio xd
[2020:11:11-00:10:05]  (Local) -> (LOCAL)[1]|MZ|Gaster|LD|: dele g jsjjs
[2020:11:11-00:10:09]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00EVG|Orgalor: aw
[2020:11:11-00:10:11]  (Local) -> (LOCAL)[1]|MZ|Gurui: ah xd
