This file was generated by Console at 2020:09:10-00:00:00



[2020:09:10-00:00:00]  (Global) -> dilan: Patches
[2020:09:10-00:06:32]  (Global) -> GT|Cheverry: #ccff00 HOY HAY UN PARO CONTRA LOS TOMBOS A LAS 9, CONVOCARON POR EL GRUPO DE FB
[2020:09:10-00:06:35]  (Global) -> VALLUNITO: Ahora toca revisar el discord
[2020:09:10-00:06:35]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF7C00 [CAPU]Patches: muestre el carro
[2020:09:10-00:06:36]  (Local) -> (LOCAL)[5]dilan: pipo
[2020:09:10-00:06:40]  (Global) -> [GT]Fercho: como se pone el contador de carrereas?
[2020:09:10-00:06:40]  (Local) -> (LOCAL)[2]pipo: sin dobles
[2020:09:10-00:06:41]  (Local) -> (LOCAL)[7][CAPU]Elmenor: yo saliendo del estadio si señores
[2020:09:10-00:06:42]  (Local) -> (LOCAL)[4]dilan: berna cuando turfeamos
[2020:09:10-00:06:45]  (Global) -> Jaider: hay que matar esos tombos hptas
[2020:09:10-00:06:46]  (Local) -> (LOCAL)[1][GT]Fercho: carreras*
[2020:09:10-00:06:47]  (Local) -> (LOCAL)[9][GT]FranciscoBY: USH PA LO PUSE EN LA TIENDA DE CARROS
[2020:09:10-00:06:49]  (Global) -> (DV)menorpatecumbias: en el dc no han colocado nada
[2020:09:10-00:06:54]  (Global) -> (BGW)camilop202: CHEVERRYYYYYYYYYYYYYYYYYYYYYYYYYY LE COMPRO ESE HO MINI CAR
[2020:09:10-00:06:54]  (Global) -> VALLUNITO: Entonces?
[2020:09:10-00:06:56]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: gonorrea de sucesi
[2020:09:10-00:06:58]  (Global) -> TamalconPan: si muchos gonorreas esos tombos
[2020:09:10-00:06:58]  (Local) -> (LOCAL)[9][GT]FranciscoBY: COMO SE SACA?
[2020:09:10-00:06:59]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#A9A9A9 [CAPU]Patches: a
[2020:09:10-00:06:59]  (Local) -> (LOCAL)[1]walter: JAJAJJA
[2020:09:10-00:07:00]  (Global) -> Martin_Crack04: tombos re malparidos
[2020:09:10-00:07:01]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: donde estaban?
[2020:09:10-00:07:03]  (Global) -> GT|Cheverry: MK YA LO VENDI
[2020:09:10-00:07:04]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#A9A9A9 [CAPU]Patches: es que anda cambiando un rare
[2020:09:10-00:07:05]  (Global) -> elmono109XD: SI TOMBOS HP
[2020:09:10-00:07:05]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: malparidos ;l
[2020:09:10-00:07:06]  (Global) -> Sherman915: t
[2020:09:10-00:07:06]  (Global) -> GT|Cheverry: MK YA LO VENDI
[2020:09:10-00:07:08]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#A9A9A9 [CAPU]Patches: que ya no venden
[2020:09:10-00:07:08]  (Local) -> (LOCAL)[1][GT]Fercho: jajaa nadie sabe
[2020:09:10-00:07:10]  (Global) -> [CD]DoctorUribe: nooooooooooooooooooooooooooooooooooooooooo
[2020:09:10-00:07:12]  (Global) -> (BGW)camilop202: ESTE MK
[2020:09:10-00:07:13]  (Local) -> (LOCAL)[1]walter: PERE PREGUNTO EN EL GRUPO
[2020:09:10-00:07:13]  (Global) -> elmono109XD: PIROBOS DE MIERDA
[2020:09:10-00:07:15]  (Global) -> (BGW)camilop202: YO LE DIJE
[2020:09:10-00:07:16]  (Global) -> (BGW)camilop202: AGG
[2020:09:10-00:07:20]  (Global) -> [GT]Fercho:  oigan comos epone el contador de carreras 
[2020:09:10-00:07:21]  (Global) -> (RCA)SingleChamber: VEMOS DJ LAS MEJORES CARECHIMBAAAAA
[2020:09:10-00:07:23]  (Global) -> (S.A.S)VULKANUS: jajajajjajajjajajaja
[2020:09:10-00:07:26]  (Global) -> [DV]CamiloSZ: CAMILOSZ EN LA RADIO=F3=RADIOALETEO=NEWCVR=PLAY MUSIC
[2020:09:10-00:07:27]  (Local) -> (LOCAL)[7][GT]FranciscoBY: NA MK
[2020:09:10-00:07:28]  (Global) -> JuanDa: subalee
[2020:09:10-00:07:29]  (Local) -> (LOCAL)[7][CAPU]Elmenor: QQQQQQQQQQQQQQQQ
[2020:09:10-00:07:32]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#A9A9A9 [CAPU]Patches: XD
[2020:09:10-00:07:36]  (Global) -> VALLUNITO: Que suban la info del paro a DC
[2020:09:10-00:07:37]  (Local) -> (LOCAL)[7][CAPU]Changua-Curiosa: xdddddddddddddddddd
[2020:09:10-00:07:41]  (Local) -> (LOCAL)[5][GT]FranciscoBY: PATCHES COMPREMELO JAJAJA
[2020:09:10-00:07:43]  (Global) -> [DV]AliasTopo: espere
[2020:09:10-00:07:43]  (Global) -> VALLUNITO: Sino así nadie cae
[2020:09:10-00:07:43]  (Global) -> EliteAlejo: g
[2020:09:10-00:07:43]  (Local) -> (LOCAL)[1]walter: AJJAJAJA
[2020:09:10-00:07:49]  (Local) -> (LOCAL)[6][CAPU]Changua-Curiosa: xddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd
[2020:09:10-00:07:50]  (Global) -> [DV]AliasTopo: ya me conecto
[2020:09:10-00:07:53]  (Local) -> (LOCAL)[1]walter: JJAJAJA
[2020:09:10-00:08:01]  (Local) -> (LOCAL)[1]pipo: hola
[2020:09:10-00:08:07]  (Local) -> (LOCAL)[7][CAPU]Elmenor: SKIP
[2020:09:10-00:08:07]  (Local) -> (LOCAL)[2]walter: jajajaj
[2020:09:10-00:08:10]  (Local) -> (LOCAL)[2]walter: a
[2020:09:10-00:08:10]  (Local) -> (LOCAL)[7][CAPU]Elmenor: SKIP
[2020:09:10-00:08:11]  (Local) -> (LOCAL)[2]walter: oe
[2020:09:10-00:08:12]  (Local) -> (LOCAL)[7][CAPU]Elmenor: SKIP
[2020:09:10-00:08:13]  (Local) -> (LOCAL)[7][CAPU]Elmenor: SKIP
[2020:09:10-00:08:14]  (Local) -> (LOCAL)[1]king_wolf: te estaba buscamdo
[2020:09:10-00:08:15]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: hola q hacen
[2020:09:10-00:08:15]  (Local) -> (LOCAL)[1][GT]Pinino_Z: compraste otro?
[2020:09:10-00:08:16]  (Local) -> (LOCAL)[7][CAPU]Elmenor: SKIP
[2020:09:10-00:08:16]  (Global) -> #7F7F7F|CVR|#FF9B00[CAPU]CatreChimbita: ash
[2020:09:10-00:08:20]  (Local) -> (LOCAL)[1]GT|Cheverry: jajajaj
[2020:09:10-00:08:20]  (Local) -> (LOCAL)[3][EVG]alexispagedj: te amo
[2020:09:10-00:08:22]  (Local) -> (LOCAL)[2]walter: como se pone el contador para carreras
[2020:09:10-00:08:23]  (Global) -> #7F7F7F|CVR|#FF9B00[CAPU]CatreChimbita: ñero me dio la estrella por usted
[2020:09:10-00:08:23]  (Global) -> (CT.S)Harol06: vamos par la armeria
[2020:09:10-00:08:23]  (Global) -> camilo: stopanim
[2020:09:10-00:08:25]  (Local) -> (LOCAL)[7][CAPU]Elmenor: A YA
[2020:09:10-00:08:25]  (Team - Criminals) -> (TEAM)king_wolf: no
[2020:09:10-00:08:25]  (Global) -> (DV)menorpatecumbias: ey catrevhimbita
[2020:09:10-00:08:28]  (Global) -> #7F7F7F|CVR|#FF9B00[CAPU]CatreChimbita: nah estos hptas 
[2020:09:10-00:08:35]  (Global) -> #7F7F7F|CVR|#FF9B00[CAPU]CatreChimbita: que pereza 
[2020:09:10-00:08:38]  (Global) -> [CD]DoctorUribe: oe
[2020:09:10-00:08:40]  (Global) -> (DV)menorpatecumbias: hoy hay paro?
[2020:09:10-00:08:41]  (Local) -> (LOCAL)[1][GT]Pinino_Z: ve pero el q me vendiste ya no tenia nada mejorado no?
[2020:09:10-00:08:48]  (Local) -> (LOCAL)[2][GT]Fercho: oe fotito
[2020:09:10-00:08:49]  (Global) -> VALLUNITO: Ni idea
[2020:09:10-00:08:50]  (Local) -> (LOCAL)[6]Satania: alo
[2020:09:10-00:08:54]  (Global) -> VALLUNITO: Eso esta´raro
[2020:09:10-00:08:54]  (Local) -> (LOCAL)[1]GT|Cheverry: NO LLORE
[2020:09:10-00:08:59]  (Global) -> Krono2.0: ve camilo donde estas?
[2020:09:10-00:09:00]  (Local) -> (LOCAL)[1]king_wolf: tienes activado los mods
[2020:09:10-00:09:06]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: mkaa
[2020:09:10-00:09:07]  (Global) -> #7F7F7F|CVR|#FF0000NicoleSharith: VEO CATRE, COMO ES QUE SE PONE LO DE 3 2 1
[2020:09:10-00:09:08]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: jajajaja
[2020:09:10-00:09:08]  (Local) -> (LOCAL)[5]YandrixOfYisus(ENP): y pa cuando van a quitar el trabajo de policia?
[2020:09:10-00:09:09]  (Global) -> [GT]FranciscoBY: VENDO DEPORTIVO ZR 350 EN 6 MILLONES (VALE 9)
[2020:09:10-00:09:13]  (Local) -> (LOCAL)[1][GT]Pinino_Z: mm no
[2020:09:10-00:09:15]  (Global) -> #7F7F7F|CVR|#FF9B00[CAPU]CatreChimbita: ./cd
[2020:09:10-00:09:17]  (Global) -> pipo:  /CONTAR
[2020:09:10-00:09:18]  (Local) -> (LOCAL)[1](cts)Neeomaster: oe que paso
[2020:09:10-00:09:18]  (Local) -> (LOCAL)[1]GT|Cheverry: NO LLORE
[2020:09:10-00:09:19]  (Global) -> (F.A.R.C)Huevardo: maneje
[2020:09:10-00:09:22]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: a ver yo les cuento
[2020:09:10-00:09:24]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF7C00 [CAPU]Patches: como manejan
[2020:09:10-00:09:24]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: esperemos al topo
[2020:09:10-00:09:25]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF7C00 [CAPU]Patches: sin fuel
[2020:09:10-00:09:27]  (Local) -> (LOCAL)[3]HuskyBanjo1: como selecciono arma
[2020:09:10-00:09:27]  (Local) -> (LOCAL)[1][GT]Pinino_Z: pero ese carro no tenia turbo?
[2020:09:10-00:09:28]  (Local) -> (LOCAL)[1]king_wolf: pon barra mods
[2020:09:10-00:09:28]  (Local) -> (LOCAL)[2](CTS)EL-PIROMANO: mucha vuelta la gente se pone cansona ya
[2020:09:10-00:09:28]  (Local) -> (LOCAL)[2]walter: ya
[2020:09:10-00:09:31]  (Local) -> (LOCAL)[1]Vale2804: disculpe
[2020:09:10-00:09:31]  (Global) -> pipo: COMO DESACTIVO LAS MAYUSCULAS
[2020:09:10-00:09:34]  (Team - Criminals) -> (TEAM)(CTS)EL-PIROMANO: lleveme al holpital
[2020:09:10-00:09:35]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: naaa de nuevo
[2020:09:10-00:09:35]  (Global) -> Mr.Nea.: nicole
[2020:09:10-00:09:36]  (Local) -> (LOCAL)[1](cts)Neeomaster: que hicieron?
[2020:09:10-00:09:38]  (Local) -> (LOCAL)[2]dilan: patches
[2020:09:10-00:09:38]  (Local) -> (LOCAL)[1]king_wolf: pon barra mods?w
[2020:09:10-00:09:39]  (Local) -> (LOCAL)[2]walter: pere bobo
[2020:09:10-00:09:39]  (Local) -> (LOCAL)[4][CAPU]Changua-Curiosa: quiten esooooooooooo
[2020:09:10-00:09:42]  (Local) -> (LOCAL)[1][GT]Pinino_Z: si solo q no lo pongo porq se me cierra el juego
[2020:09:10-00:09:42]  (Local) -> (LOCAL)[2]walter: ajajjaja
[2020:09:10-00:09:43]  (Global) -> (F.A.R.C)Huevardo: oe espere
[2020:09:10-00:09:44]  (Local) -> (LOCAL)[2][CT.S]bray: xd
[2020:09:10-00:09:44]  (Local) -> (LOCAL)[2][GT]Fercho: espere
[2020:09:10-00:09:45]  (Global) -> VALLUNITO: XD
[2020:09:10-00:09:48]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: yo lo pongo
[2020:09:10-00:09:51]  (Local) -> (LOCAL)[2][EVG]alexispagedj: a
[2020:09:10-00:09:51]  (Local) -> (LOCAL)[2](CTS)EL-PIROMANO: casi me matan con 600k
[2020:09:10-00:09:54]  (Local) -> (LOCAL)[2]JUTSU-MILPLONES: pere me pongo un tema
[2020:09:10-00:09:54]  (Global) -> (F.A.R.C)Huevardo: espereee
[2020:09:10-00:09:59]  (Local) -> (LOCAL)[6](CTS)EL-PIROMANO: lleveme rapido
[2020:09:10-00:09:59]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: XD
[2020:09:10-00:10:01]  (Local) -> (LOCAL)[3][M0NST[3]R]: men
[2020:09:10-00:10:02]  (Local) -> (LOCAL)[2][GT]Fercho: esperee
[2020:09:10-00:10:03]  (Local) -> (LOCAL)[1]king_wolf: para que te cargue completo hay que activar los mods
[2020:09:10-00:10:04]  (Phone:SMS) -> From lolo | To: [EVG]alexispagedj | Message: oeee
[2020:09:10-00:10:04]  (Local) -> (LOCAL)[1][CT.S]bray: ola
[2020:09:10-00:10:04]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: JAJAJSJAJSA
[2020:09:10-00:10:05]  (Local) -> (LOCAL)[1][GT]Pinino_Z: espera
[2020:09:10-00:10:05]  (Team - Emergency) -> (TEAM)Scarlrxd04: hagale
[2020:09:10-00:10:07]  (Global) -> [GT]Pinino_Z: espera
[2020:09:10-00:10:08]  (Local) -> (LOCAL)[2][GT]Fercho: que voy atomar una foto
[2020:09:10-00:10:08]  (Global) -> (F.A.R.C)Huevardo: oe espereeeee
[2020:09:10-00:10:09]  (Local) -> (LOCAL)[2]dilan: al hospital xfa
[2020:09:10-00:10:10]  (Local) -> (LOCAL)[2][CT.S]bray: a donde
[2020:09:10-00:10:11]  (Local) -> (LOCAL)[10](CTS)EL-PIROMANO: espere me curo
[2020:09:10-00:10:12]  (Local) -> (LOCAL)[2]walter: ajjaja es sin nitro verdad
[2020:09:10-00:10:12]  (Global) -> Mr.Nea.: BUENAS
[2020:09:10-00:10:15]  (Local) -> (LOCAL)[2]walter: ajjaja ok
[2020:09:10-00:10:16]  (Global) -> #7F7F7F|CVR|#FF7C00 [CAPU]Patches: hola
[2020:09:10-00:10:24]  (Global) -> _Danielmatrias_: jajaja
[2020:09:10-00:10:30]  (Local) -> (LOCAL)[4][CAPU]Changua-Curiosa: quiten eso
[2020:09:10-00:10:30]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: tomela
[2020:09:10-00:10:31]  (Global) -> |DV|Carding999: vale 29
[2020:09:10-00:10:33]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: :*
[2020:09:10-00:10:34]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: sisas
[2020:09:10-00:10:37]  (Global) -> |DV|Carding999: prestame
[2020:09:10-00:10:42]  (Local) -> (LOCAL)[1]king_wolf: me tengo que ir
[2020:09:10-00:10:43]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: esperemos al topo pare
[2020:09:10-00:10:45]  (Local) -> (LOCAL)[2]walter: quita el carro jaja
[2020:09:10-00:10:46]  (Local) -> (LOCAL)[17]#7F7F7F|CVR|#FF7C00 [CAPU]Patches: dime
[2020:09:10-00:10:46]  (Global) -> |DV|Carding999: y te los pagos en el banco
[2020:09:10-00:10:46]  (Local) -> (LOCAL)[17]dilan: patches
[2020:09:10-00:10:48]  (Team - Criminals) -> (TEAM)king_wolf:  ahora jugamos 
[2020:09:10-00:10:48]  (Local) -> (LOCAL)[2][GT]Fercho: no toma jaajaj
[2020:09:10-00:10:50]  (Global) -> |DV|Carding999: engo 24
[2020:09:10-00:10:50]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: porque yo no tengo nada
[2020:09:10-00:10:52]  (Local) -> (LOCAL)[17][CT.S]bray: a
[2020:09:10-00:10:52]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: jajajajaj
[2020:09:10-00:10:53]  (Local) -> (LOCAL)[2]walter: jsjsjsj paila
[2020:09:10-00:10:55]  (Local) -> (LOCAL)[15]dilan: yo manejo sin gasolina arreglen ese bug..
[2020:09:10-00:10:56]  (Global) -> |DV|Carding999: jajjaja
[2020:09:10-00:10:59]  (Local) -> (LOCAL)[13]dilan: le enseño?
[2020:09:10-00:11:02]  (Local) -> (LOCAL)[13]#7F7F7F|CVR|#FF7C00 [CAPU]Patches: eso ando viendo
[2020:09:10-00:11:02]  (Local) -> (LOCAL)[13][S.A.S]Royal: biutre
[2020:09:10-00:11:03]  (Global) -> |DV|Carding999: pensando que valia 12
[2020:09:10-00:11:03]  (Global) -> Scarlrxd04: oe como dejo de trabajar?
[2020:09:10-00:11:04]  (Global) -> Mr.Nea.: HSKI
[2020:09:10-00:11:04]  (Local) -> (LOCAL)[2][GT]Fercho: oee
[2020:09:10-00:11:05]  (Local) -> (LOCAL)[13]#7F7F7F|CVR|#FF7C00 [CAPU]Patches: naa
[2020:09:10-00:11:06]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF7C00 [CAPU]Patches: ñasdas
[2020:09:10-00:11:06]  (Local) -> (LOCAL)[2]walter: me lo voy a culear
[2020:09:10-00:11:07]  (Local) -> (LOCAL)[11]dilan: venga
[2020:09:10-00:11:07]  (Global) -> Mr.Nea.: HASKI
[2020:09:10-00:11:12]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: los 2 pesos que tenia se los di al topo gvon
[2020:09:10-00:11:12]  (Global) -> VicToR: ola
[2020:09:10-00:11:12]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: uy
[2020:09:10-00:11:13]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: jajajajajaj
[2020:09:10-00:11:14]  (Local) -> (LOCAL)[2][GT]Fercho: walter tomelea usted
[2020:09:10-00:11:14]  (Local) -> (LOCAL)[10]dilan: a
[2020:09:10-00:11:15]  (Local) -> (LOCAL)[2][S.A.S]Royal: suba
[2020:09:10-00:11:16]  (Global) -> #7F7F7F|CVR|#FF0000Kreator: Scarlrxd04 /resign
[2020:09:10-00:11:16]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: literal
[2020:09:10-00:11:20]  (Local) -> (LOCAL)[2][GT]Fercho: no me deja
[2020:09:10-00:11:21]  (Global) -> VicToR: wTf
[2020:09:10-00:11:21]  (Global) -> |DV|Carding999: jajajaja
[2020:09:10-00:11:23]  (Global) -> [EVG]Avalencia: Compro BUFFALO neas
[2020:09:10-00:11:24]  (Local) -> (LOCAL)[5]Megu: Hola Victor
[2020:09:10-00:11:25]  (Global) -> _Danielmatrias_: jajajaja q mala
[2020:09:10-00:11:26]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: con j
[2020:09:10-00:11:27]  (Local) -> (LOCAL)[2]walter: paila a mi tampoco
[2020:09:10-00:11:27]  (Global) -> |DV|Carding999: jajajaja
[2020:09:10-00:11:28]  (Local) -> (LOCAL)[2][GT]Fercho: y me la envia
[2020:09:10-00:11:30]  (Local) -> (LOCAL)[2]walter: hagale
[2020:09:10-00:11:30]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: y toma la captura
[2020:09:10-00:11:32]  (Global) -> Sherman915: como dejo de trabajar
[2020:09:10-00:11:32]  (Local) -> (LOCAL)[5][CAPU]Changua-Curiosa: oal
[2020:09:10-00:11:35]  (Global) -> Scarlrxd04: gracias xd
[2020:09:10-00:11:35]  (Local) -> (LOCAL)[1]dilan: si ve XD
[2020:09:10-00:11:36]  (Global) -> VicToR: esa monda k
[2020:09:10-00:11:38]  (Global) -> [GT]Fercho: todo god
[2020:09:10-00:11:38]  (Local) -> (LOCAL)[2]walter: despues miramos
[2020:09:10-00:11:40]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: hay no mka
[2020:09:10-00:11:41]  (Global) -> #7F7F7F|CVR|#FF0000Kreator:  Sherman915 /resign
[2020:09:10-00:11:41]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 [CAPU]Patches: obvio
[2020:09:10-00:11:43]  (Global) -> [EVG]Avalencia: Oe neas compro el BUFFALO neas
[2020:09:10-00:11:44]  (Local) -> (LOCAL)[2]walter: jajaja que no deja
[2020:09:10-00:11:45]  (Local) -> (LOCAL)[5][CAPU]Changua-Curiosa: ricoo
[2020:09:10-00:11:45]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 [CAPU]Patches: pero no entiendo como
[2020:09:10-00:11:47]  (Local) -> (LOCAL)[2][GT]Fercho: listo
[2020:09:10-00:11:48]  (Local) -> (LOCAL)[8][S.A.S]Royal: biutre
[2020:09:10-00:11:48]  (Local) -> (LOCAL)[2]walter: es con f12
[2020:09:10-00:11:48]  (Local) -> (LOCAL)[2]dilan: Le digo la verdad
[2020:09:10-00:11:49]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 [CAPU]Patches: he tratado de pilla
[2020:09:10-00:11:50]  (Global) -> |DV|Carding999: ya vengo voy a lavar los trastes mientras
[2020:09:10-00:11:50]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: que gonorrea yo como gasto plata
[2020:09:10-00:11:51]  (Local) -> (LOCAL)[2]walter: ?
[2020:09:10-00:11:52]  (Local) -> (LOCAL)[4][CAPU]Changua-Curiosa: adios
[2020:09:10-00:11:52]  (Global) -> |DV|Carding999: jajajjaa
[2020:09:10-00:11:52]  (Local) -> (LOCAL)[2][GT]Fercho: dele
[2020:09:10-00:11:53]  (Local) -> (LOCAL)[1]|DV|GasterHDZ: ale
[2020:09:10-00:11:53]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF7C00 [CAPU]Patches: pues obvio chimbo
[2020:09:10-00:11:56]  (Global) -> |DV|Carding999: jajaja
[2020:09:10-00:11:56]  (Local) -> (LOCAL)[3]dilan: eso lo enseño candonga...
[2020:09:10-00:11:58]  (Local) -> (LOCAL)[2][GT]Beltran: /aceptartouge
[2020:09:10-00:12:01]  (Global) -> |DV|Carding999: dale herma
[2020:09:10-00:12:02]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF7C00 [CAPU]Patches: y q
[2020:09:10-00:12:08]  (Local) -> (LOCAL)[1][GT]Fercho: jajaja
[2020:09:10-00:12:13]  (Local) -> (LOCAL)[3]dilan: que ese mk sabe puros bug s DX
[2020:09:10-00:12:13]  (Global) -> (F.A.R.C)Huevardo: oe espereee
[2020:09:10-00:12:15]  (Global) -> _Danielmatrias_: q mala q sos 
[2020:09:10-00:12:15]  (Local) -> (LOCAL)[1]walter: ajjajq que paso
[2020:09:10-00:12:16]  (Local) -> (LOCAL)[2](cts)Neeomaster: esperate un momento
[2020:09:10-00:12:16]  (Local) -> (LOCAL)[1][GT]Fercho: esa mierda
[2020:09:10-00:12:17]  (Global) -> [EVG]Avalencia: Oe neas compro el BUFFALO neas
[2020:09:10-00:12:23]  (Global) -> VicToR: es autocine cierto?
[2020:09:10-00:12:23]  (Global) -> (CT.S)Oleperro: es mas perra
[2020:09:10-00:12:25]  (Local) -> (LOCAL)[3]dilan: Las motos de el no se dañan
[2020:09:10-00:12:25]  (Local) -> (LOCAL)[1][GT]Fercho: el carro mas rapido de toda
[2020:09:10-00:12:27]  (Local) -> (LOCAL)[5]GT|Cheverry: siiiii
[2020:09:10-00:12:38]  (Local) -> (LOCAL)[6]dilan: aa
[2020:09:10-00:12:40]  (Local) -> (LOCAL)[6]dilan: pipooo
[2020:09:10-00:12:41]  (Local) -> (LOCAL)[7]pipo: MMM
[2020:09:10-00:12:41]  (Global) -> PapiCaliche: Ey Sherman915 la zona verde está muy bug pa, cualquiera puede disparar desde ahi ._.XD
[2020:09:10-00:12:42]  (Local) -> (LOCAL)[7]dilan: nooo
[2020:09:10-00:12:42]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: XD
[2020:09:10-00:12:43]  (Global) -> [EVG]Avalencia: Oe neas compro el BUFFALO neas
[2020:09:10-00:12:45]  (Local) -> (LOCAL)[2][GT]Fercho: gonorrea
[2020:09:10-00:12:52]  (Local) -> (LOCAL)[1]walter: metale nitro
[2020:09:10-00:12:53]  (Global) -> [CT.S]bray: cuanto vale
[2020:09:10-00:12:54]  (Local) -> (LOCAL)[3]dilan: mueve el culo perra
[2020:09:10-00:12:54]  (Local) -> (LOCAL)[1][GT]Fercho: el mio llega 125
[2020:09:10-00:12:55]  (Local) -> (LOCAL)[1]walter: y yo no
[2020:09:10-00:12:55]  (Global) -> StraightSaddle10: SI 
[2020:09:10-00:13:01]  (Local) -> (LOCAL)[2][GT]Fercho: esa mierda corre mucho
[2020:09:10-00:13:04]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF7C00 Berna: y ahoa
[2020:09:10-00:13:06]  (Global) -> StraightSaddle10: PERO COMO ES QUE SOY NUEVO?
[2020:09:10-00:13:06]  (Local) -> (LOCAL)[1][GT]Fercho: sin nitro
[2020:09:10-00:13:08]  (Global) -> (Cts)Lil.Dream: brayy
[2020:09:10-00:13:09]  (Local) -> (LOCAL)[2]walter: hagale usted con nitro
[2020:09:10-00:13:09]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF7C00 Berna: mataron al parcero
[2020:09:10-00:13:09]  (Local) -> (LOCAL)[3]dilan: no c
[2020:09:10-00:13:10]  (Local) -> (LOCAL)[1][EVG]Avalencia: oE
[2020:09:10-00:13:10]  (Local) -> (LOCAL)[2][GT]Fercho: le hice
[2020:09:10-00:13:12]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 Berna: pipo
[2020:09:10-00:13:15]  (Local) -> (LOCAL)[2]dilan: mataron al parsero gvon
[2020:09:10-00:13:15]  (Local) -> (LOCAL)[2][GT]Fercho: brevas
[2020:09:10-00:13:17]  (Local) -> (LOCAL)[9]pipo: rapido
[2020:09:10-00:13:18]  (Global) -> GT|Cheverry: #ccff00 [CAPU]Patches HAGA ALGO AL RESPECTO PANA
[2020:09:10-00:13:19]  (Local) -> (LOCAL)[1][EVG]Avalencia: oe
[2020:09:10-00:13:20]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000NicoleSharith: NA
[2020:09:10-00:13:25]  (Local) -> (LOCAL)[1][EVG]Avalencia: El shamal es solo para uno?
[2020:09:10-00:13:32]  (Local) -> (LOCAL)[1][Z]Eldiego: si
[2020:09:10-00:13:33]  (Global) -> [GT]Copy: Hola
[2020:09:10-00:13:33]  (Local) -> (LOCAL)[1]walter: jajajja
[2020:09:10-00:13:36]  (Global) -> #7F7F7F|CVR|#FF9B00[CAPU]CatreChimbita: no llore
[2020:09:10-00:13:36]  (Global) -> StraightSaddle10: NOKAS
[2020:09:10-00:13:37]  (Global) -> VALLUNITO: Todo bn
[2020:09:10-00:13:39]  (Global) -> Jaider: un simio socio
[2020:09:10-00:13:39]  (Global) -> GT|Cheverry: EL MAN SE LEVANTA DEL TASEO AL SEGUNDO EN LA CARA Y NO LE HACE NADA
[2020:09:10-00:13:40]  (Local) -> (LOCAL)[1][GT]Fercho: nahhh
[2020:09:10-00:13:45]  (Global) -> #7F7F7F|CVR|#FF9B00[CAPU]CatreChimbita: no llore
[2020:09:10-00:13:45]  (Local) -> (LOCAL)[1]walter: nah que?
[2020:09:10-00:13:46]  (Global) -> #7F7F7F|CVR|#FF9B00[CAPU]CatreChimbita: XD 
